event_id,ticker,data_ticker,creator,event_date,event_year,recommendation_type,top5_flag,confidence_score,confidence_label,quality_score,high_confidence,event_idx,prior_return_1d,prior_return_5d,prior_return_21d,prior_return_63d,prior_return_126d,prior_volatility_21d,prior_max_drawdown_21d,prior_abnormal_volume,prior_market_cap,post_bhar_1d,post_vol_1d,post_raw_ret_1d,post_bhar_5d,post_vol_5d,post_raw_ret_5d,post_bhar_21d,post_vol_21d,post_raw_ret_21d,post_bhar_63d,post_vol_63d,post_raw_ret_63d,post_1d_range_pct,forward_spy_bhar_5d,forward_spy_bhar_21d,forward_spy_bhar_63d,av_expanded_news_clean_flag,av_expanded_news_confounded_flag,av_expanded_news_unknown_flag,public_news_clean,public_news_confounded,public_news_unknown,master_clean,master_confounded,master_unknown,is_event
1758,SOFI,SOFI,"Mark Roussin, CPA",2026-02-17,2026.0,buy,False,0.62,high,3.0,True,1285,-0.006712924826526412,-0.07018720642283616,-0.24853819852378356,-0.33187395457203406,-0.24655315220717744,0.030541183028432024,-0.27004542937886733,-0.27239246242452564,,-0.0035000503769038183,,0.001537708164713214,-0.050157430199877284,0.024204284868165966,-0.04356742037406125,-0.08805744031430318,0.026586345781887136,-0.11942593010618285,,,,0.0,-0.0501574301998772,-0.0880574403143031,-0.3053193001172497,False,False,True,False,False,True,False,True,True,True
1759,SOFI,SOFI,"Parkev Tatevosian, CFA",2026-05-04,2026.0,buy,False,0.62,high,3.0,True,1338,-0.010335374923334584,-0.14043164568254252,-0.07272909922792836,-0.30162291746770553,-0.504131489946597,0.04224155670659196,-0.20384617340870392,0.23323297218775907,,-0.01913331531083562,,-0.011111129425843358,-0.025947696044640978,0.02267098868943318,0.0037036705627595534,,,,,,,0.0,-0.0259476960446409,-0.0887818125324451,-0.0887818125324451,False,False,True,False,False,True,False,True,True,True
1760,MSFT,MSFT,Learn to Invest - Investors Grow,2025-03-28,2025.0,buy,False,0.62,high,3.0,True,1405,-0.010021931872764123,-0.017093657088880998,0.012399544742516033,-0.06292670383249888,-0.10085200522102089,0.015890613080225366,-0.05548345698128054,-0.40871880771378255,,-0.01571491906808775,,-0.009002035522357343,0.04061423934105923,0.02078586233972677,-0.05005262938279853,0.042643839771216885,0.029752031383149687,0.0402323745958626,0.20032306106384712,0.0204002593209117,0.3155312125605221,0.0,0.0406142393410592,0.0426438397712168,0.2003230610638471,False,False,True,False,False,True,False,False,True,True
1761,HOOD,HOOD,Couch Investor,2026-02-11,2026.0,buy,False,0.62,high,3.0,True,1139,-0.08890442470693793,-0.041279094048430665,-0.33193526387104744,-0.4446232865404651,-0.39942957992367667,0.05156931363551254,-0.3955422355585756,0.3447586553451527,,-0.07240540776359683,,-0.08785428199149803,-0.018945027728953123,0.05555953835175862,-0.02975502960756904,-0.015862304832993224,0.042880106256321916,-0.05874056379825443,-0.09134104145432176,0.043137866294989724,-0.015647059145860065,0.0,-0.0189450277289531,-0.0158623048329932,-0.0913410414543217,False,False,True,False,False,True,False,True,True,True
1762,AMZN,AMZN,"Value Investing with Sven Carlin, Ph.D.",2026-02-27,2026.0,buy,True,0.62,high,3.0,True,1635,0.014805799786866691,0.004466138993658775,-0.1222778890739451,-0.10489892930571221,-0.15040375984984466,0.019573809585696683,-0.18196782939089862,-0.25187748098498963,,-0.008235248355433988,,-0.007666669573102691,0.03512569306901203,0.023931493865640245,0.015285746256510357,0.033136325326356575,0.019242150426862697,-0.0430952526274182,,,,0.0,0.035125693069012,0.0331363253263565,0.2012777892278634,True,False,False,True,False,False,False,True,False,True
1763,AMZN,AMZN,"Value Investing with Sven Carlin, Ph.D.",2026-02-27,2026.0,buy,True,0.62,high,3.0,True,1635,0.014805799786866691,0.004466138993658775,-0.1222778890739451,-0.10489892930571221,-0.15040375984984466,0.019573809585696683,-0.18196782939089862,-0.25187748098498963,,-0.008235248355433988,,-0.007666669573102691,0.03512569306901203,0.023931493865640245,0.015285746256510357,0.033136325326356575,0.019242150426862697,-0.0430952526274182,,,,0.0,0.035125693069012,0.0331363253263565,0.2012777892278634,True,False,False,True,False,False,False,True,False,True
1764,AMZN,AMZN,"Value Investing with Sven Carlin, Ph.D.",2026-02-27,2026.0,buy,True,0.62,high,3.0,True,1635,0.014805799786866691,0.004466138993658775,-0.1222778890739451,-0.10489892930571221,-0.15040375984984466,0.019573809585696683,-0.18196782939089862,-0.25187748098498963,,-0.008235248355433988,,-0.007666669573102691,0.03512569306901203,0.023931493865640245,0.015285746256510357,0.033136325326356575,0.019242150426862697,-0.0430952526274182,,,,0.0,0.035125693069012,0.0331363253263565,0.2012777892278634,True,False,False,True,False,False,False,True,False,True
1765,AMZN,AMZN,"Value Investing with Sven Carlin, Ph.D.",2026-02-27,2026.0,buy,True,0.62,high,3.0,True,1635,0.014805799786866691,0.004466138993658775,-0.1222778890739451,-0.10489892930571221,-0.15040375984984466,0.019573809585696683,-0.18196782939089862,-0.25187748098498963,,-0.008235248355433988,,-0.007666669573102691,0.03512569306901203,0.023931493865640245,0.015285746256510357,0.033136325326356575,0.019242150426862697,-0.0430952526274182,,,,0.0,0.035125693069012,0.0331363253263565,0.2012777892278634,True,False,False,True,False,False,False,True,False,True
1766,AAPL,AAPL,The Investor Channel,2025-03-07,2025.0,buy,True,0.62,high,3.0,True,1390,0.01028786396447856,0.019277646328520803,0.07635866201680763,0.02946784713852979,0.03282486447380073,0.013157445207396047,-0.04763263082218694,0.011793432430051265,,-0.021844078114267806,,-0.04847952646788245,-0.08423442997364627,0.025112117055629487,-0.10699790867598546,-0.11939137988428816,0.030897654695695383,-0.24097539855076644,-0.18935713488429484,0.03259996743360714,-0.14590953474104063,0.0,-0.0842344299736462,-0.1193913798842881,-0.1893571348842948,False,True,False,False,True,False,False,True,False,True
1767,TSLA,TSLA,The Investor Channel,2025-03-07,2025.0,buy,True,0.62,high,3.0,True,1390,-0.008565463109807547,-0.07272262152669184,-0.25858087278758257,-0.2094084792345665,0.14510826559162138,0.03414078393016087,-0.3054181873203208,0.10800779529191296,,-0.12762661986833657,,-0.1542620682219512,-0.025548155863768574,0.09108917577759496,-0.048311634566107764,0.00973257525957949,0.0640179447474741,-0.11185144340689879,0.08016758073324981,0.058033330010741936,0.12361518087650403,0.0,-0.0255481558637685,0.0097325752595794,0.0801675807332498,False,False,True,False,False,True,False,False,True,True
1768,NFLX,NFLX,The Investor Channel,2025-03-07,2025.0,buy,False,0.62,high,3.0,True,1390,-0.0224303147472521,-0.060491852717298955,-0.07184413449611382,0.03087896018810654,0.2590159136958743,0.023354632530932933,-0.15821840593942527,1.0192639014910787,,-0.0007798066854235453,,-0.02741525503903819,0.052939360342999287,0.033102218881870545,0.030175881640660096,0.095459264953772,0.028322368394784265,-0.026124753712706283,0.34972499458462014,0.024002216192488227,0.39317259472787436,0.0,0.0529393603429992,0.095459264953772,0.3497249945846201,False,False,True,False,False,True,False,False,True,True
1769,NVDA,NVDA,Jose Najarro Stocks,2026-02-26,2026.0,buy,True,0.62,high,3.0,True,1634,-0.0490067644033334,-0.023061045327239738,-0.010355044665613766,-0.020930880450544143,-0.057266494782096444,0.026064724842342273,-0.10716322866229977,0.41621215531050204,,-0.0368443685884523,,-0.041646311846979644,0.003208076636686652,0.027713281328646706,-0.008383338305975596,-0.016315274885381537,0.02173704490249397,-0.09389867116969342,,,,0.0,0.0032080766366866,-0.0163152748853815,0.1416499101667587,False,False,True,False,False,True,False,True,True,True
1770,SOFI,SOFI,Jose Najarro Stocks,2026-02-26,2026.0,sell,False,0.62,high,3.0,True,1292,-0.004295213864467851,-0.017404496019197357,-0.24090334888988363,-0.3367252800825278,-0.3290337222279115,0.032742412950746244,-0.2843676367425181,0.006517046235647417,,-0.065355131392001,,-0.07015707465052834,0.01944479795493692,0.042383142893747776,0.007853383012274673,-0.12503444465499836,0.025569091871777954,-0.20261784093931023,,,,0.0,0.0194447979549369,-0.1250344446549983,-0.2782745055015874,False,False,True,False,False,True,False,False,True,True
1771,MSFT,MSFT,Jose Najarro Stocks,2026-02-26,2026.0,sell,False,0.62,high,3.0,True,1634,0.008350270450840691,0.0011396628492861272,-0.15328524271887078,-0.1843606636041718,-0.27104235397426246,0.0279844644154205,-0.19990960308170047,-0.05357472699256083,,-0.017551962344979133,,-0.022353905603506474,0.033895486006715436,0.015742779450936238,0.022304071064053188,-0.034310490179996656,0.012832847155557573,-0.11189388646430853,,,,0.0,0.0338954860067154,-0.0343104901799966,-0.0711575732915694,False,False,True,False,False,True,False,False,True,True
1772,GOOGL,GOOGL,The Investor Channel,2025-02-05,2025.0,buy,False,0.62,high,3.0,True,1369,-0.07697848617848135,-0.024883903739446933,-0.023126740872664087,0.05660904433869929,0.029046875943774086,0.023409443139984516,-0.07292388316223952,0.6694828412867744,,-0.002064302239276561,,0.0014113114348113243,-0.03892573890752915,0.015006887435907399,-0.04034908545977467,-0.04447080972580253,0.014908447476053098,-0.09130812425854073,-0.13940205323772703,0.02467152387009472,-0.20789014028107167,0.0,-0.0389257389075291,-0.0444708097258025,-0.139402053237727,False,False,True,False,False,True,False,True,True,True
1773,PYPL,PYPL,Learn to Invest - Investors Grow,2023-09-25,2023.0,buy,False,0.79,high,3.0,True,1027,0.012726510965555882,-0.03912645996878006,-0.023296178886049512,-0.11945287904994184,-0.30340577801128643,0.016218599250892744,-0.10180004146946653,-0.01946389642485369,,0.015880530283403416,,0.0011892956226779994,0.00628604220872564,0.015538880318731987,-0.00509677646350537,-0.05859447227122261,0.016331310353333853,-0.07849129578687153,-0.04964291407814381,0.021257565435006252,0.050628626755470085,0.0,0.0062860422087256,-0.0585944722712226,-0.0496429140781438,False,False,True,False,False,True,False,False,True,True
1774,AMZN,AMZN,Investing with Tom,2022-12-09,2022.0,buy,True,0.85,high,3.0,True,830,-0.00647559541775955,-0.02004651282416514,-0.016938580380661206,-0.30797322882423284,-0.20495414940020074,0.03425176044812142,-0.12441711282488421,-0.11701624495105645,,0.001970731271913495,,0.01638799835988136,0.007171184962484034,0.022382184913878517,-0.013806215940048716,0.05703375896134699,0.02574488714860689,0.06734762876455691,0.06435758508826539,0.02516111773271026,0.06499047203423003,0.0,0.007171184962484,0.0570337589613469,0.0643575850882653,False,True,False,False,True,False,False,True,False,True
1775,SOFI,SOFI,Couch Investor,2026-04-29,2026.0,buy,False,0.47,medium,2.0,False,1335,-0.1542572724994582,-0.18598717694840394,-0.10121877288672843,-0.3949347669449559,-0.5268519704690604,0.04260671563528718,-0.20384617340870392,0.24447722341522837,,0.027087459662520796,,0.037037087089724974,0.018651017239163625,0.021901646451523423,0.04991946135736147,,,,,,,0.0,0.0186510172391636,-0.057034138499114,-0.057034138499114,False,False,True,False,False,True,False,True,True,True
1776,SOFI,SOFI,Couch Investor,2026-04-29,2026.0,sell,False,0.62,high,3.0,True,1335,-0.1542572724994582,-0.18598717694840394,-0.10121877288672843,-0.3949347669449559,-0.5268519704690604,0.04260671563528718,-0.20384617340870392,0.24447722341522837,,0.027087459662520796,,0.037037087089724974,0.018651017239163625,0.021901646451523423,0.04991946135736147,,,,,,,0.0,0.0186510172391636,-0.057034138499114,-0.057034138499114,False,False,True,False,False,True,False,True,True,True
1777,META,META,Couch Investor,2026-04-29,2026.0,sell,False,0.62,high,3.0,True,1677,-0.003152325247164356,-0.008819936599974487,0.1215025366670166,-0.024592377766841755,-0.1516758132215914,0.02311659771225706,-0.04269837179598668,-0.3108966614764397,,-0.09545001956932908,,-0.0855003921421249,-0.11531912358492835,0.03934432937426087,-0.0840506794667305,,,,,,,0.0,-0.1153191235849283,-0.1216318620478036,-0.1216318620478036,False,False,True,False,False,True,False,True,True,True
1778,NVDA,NVDA,"Value Investing with Sven Carlin, Ph.D.",2026-04-21,2026.0,sell,True,0.62,high,3.0,True,1671,-0.0042418893193841845,0.003296825536668768,0.07179448503125063,0.08059307343282329,0.025275585418161217,0.02141156862651204,-0.07561000145858587,-0.26234278757997054,,0.002981143131833175,,0.013107839969903834,0.05568144892990401,0.028348460994231037,0.06648985872261015,,,,,,,0.0,0.055681448929904,0.0755301002892336,0.0755301002892336,False,False,True,False,False,True,False,True,True,True
1779,PLTR,PLTR,"Value Investing with Sven Carlin, Ph.D.",2026-04-21,2026.0,sell,False,0.62,high,3.0,True,1394,0.007095320060340193,0.06182920165183803,-0.1168465488743411,-0.17581101732107396,-0.24640739247744103,0.03707282208283948,-0.20380502067677908,-0.33268883417305184,,0.03543056726326843,,0.04555726410133909,-0.04362343003566349,0.04312565814188719,-0.03281502024295735,,,,,,,0.0,-0.0436234300356634,-0.1633612707531215,-0.1633612707531215,False,False,True,False,False,True,False,True,True,True
1780,NVDA,NVDA,"Value Investing with Sven Carlin, Ph.D.",2026-04-21,2026.0,sell,True,0.62,high,3.0,True,1671,-0.0042418893193841845,0.003296825536668768,0.07179448503125063,0.08059307343282329,0.025275585418161217,0.02141156862651204,-0.07561000145858587,-0.26234278757997054,,0.002981143131833175,,0.013107839969903834,0.05568144892990401,0.028348460994231037,0.06648985872261015,,,,,,,0.0,0.055681448929904,0.0755301002892336,0.0755301002892336,False,False,True,False,False,True,False,True,True,True
1781,TSLA,TSLA,Stock Moe,2026-02-02,2026.0,sell,True,0.62,high,3.0,True,1617,-0.024952324539669446,-0.034636288911460866,-0.0818432073631773,-0.0674988858997072,0.26887282088219244,0.023637690433140318,-0.07773377648582402,0.31044217719955736,,0.008810992308827093,,0.0003555958781265023,-0.008545142179971488,0.02887567825284592,-0.010644579930212061,-0.02284089882837581,0.02127023947455417,-0.03762356323710181,-0.10478113242318299,0.023883329246198,-0.06946252569297784,0.0,-0.0085451421799714,-0.0228408988283758,-0.1047811324231829,False,False,True,False,False,True,False,True,True,True
1782,AMD,AMD,Financial Education,2025-12-31,2025.0,buy,True,0.62,high,3.0,True,1596,0.0019292947819148365,0.005336177815707943,-0.030869834853724742,0.282608649408312,0.4406813302419692,0.021840126422702628,-0.10608246108120523,-0.4083116545064345,,0.041639118463195235,,0.04347215819664707,-0.055396369283870706,0.030044241742554358,-0.044266019911379906,0.13015226706751393,0.032808514472204356,0.14993462860139406,0.051228874263389956,0.04079009501311705,0.015595798845615905,0.0,-0.0553963692838707,0.1301522670675139,0.0512288742633899,False,True,False,False,True,False,False,True,False,True
1783,AMZN,AMZN,Daniel Pronk,2026-04-13,2026.0,buy,True,0.47,medium,2.0,False,1665,-0.003437996928968623,0.08612215205429918,0.11199515897830348,-0.02149398506237421,0.025269595742304807,0.022199914459264388,-0.07369888863969665,0.2800240246389636,,0.025874250124456655,,0.038059130876826774,0.0020054117752805745,0.01819214088343737,0.03497436079451033,0.032183912069139176,0.014332180792178304,0.10809124182143481,,,,0.0,0.0020054117752805,0.0321839120691391,0.0441309319363767,True,False,False,True,False,False,False,True,False,True
1784,AMZN,AMZN,Best of Us Investors,2026-03-16,2026.0,buy,True,0.62,high,3.0,True,1646,0.009421570639634336,0.005425801684281417,0.07878808466445364,-0.05415574034636139,-0.09543880000778038,0.016246066627216258,-0.05147530897409702,-0.30303453324462404,,0.013710199665377898,,0.016340754535353108,0.01017096388505756,0.020630918408206668,-0.007556465769371523,0.12455076476389748,0.02348052315956905,0.1736091128420354,,,,0.0,0.0101709638850575,0.1245507647638974,0.1632009309918656,True,False,False,True,False,False,False,True,False,True
1785,AAPL,AAPL,Best of Us Investors,2026-03-16,2026.0,buy,True,0.62,high,3.0,True,1646,0.0006179936338048808,-0.01354340405792176,-0.016076309270585898,-0.06346784293569918,0.058650397509808494,0.017981713546423445,-0.08791897432949958,-0.1472402385875634,,0.002946492872199391,,0.005577047742174601,0.012466748886103773,0.011625327053575427,-0.00526068076832531,0.004774358975045301,0.013410423123316159,0.053832707053183215,,,,0.0,0.0124667488861037,0.0047743589750453,0.0706726845775089,False,True,False,False,True,False,False,True,False,True
1786,AMD,AMD,Jose Najarro Stocks,2026-05-07,2026.0,buy,True,0.62,high,3.0,True,1683,-0.027618113129494692,0.1342689323950219,0.6797674661812703,1.0392899584583368,0.5439071927405048,0.05418014207176371,-0.07072828922742913,0.9780500602151385,,0.10614928361608378,,0.11440535661732598,,,,,,,,,,0.0,0.0760152386175978,0.0760152386175978,0.0760152386175978,True,False,False,True,False,False,False,True,False,True
