strategy,holding_days,cost_bps,trade_count,average_trade_return,median_trade_return,cumulative_return,cagr_proxy,annualized_volatility,sharpe,sortino,max_drawdown,hit_rate,skew,breakeven_transaction_cost_bps,turnover_trades,top5_event_share,status
long_all_buys,21,10,1808,0.017761,0.007382,8030176.449226,0.111291,0.459582,0.464,0.964,-1.000000,0.5249,0.911742,98.80,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,21,25,1808,0.014761,0.004382,34519.514217,0.071815,0.459582,0.385,0.790,-1.000000,0.5122,0.911742,98.80,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,21,50,1808,0.009761,-0.000618,2.774257,0.008854,0.459582,0.255,0.510,-1.000000,0.4972,0.911742,98.80,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,21,100,1808,-0.000239,-0.010618,-1.000000,-0.107066,0.459582,-0.006,-0.012,-1.000000,0.4552,0.911742,98.80,3616,0.5564,diagnostic_event_trade_sequence
short_all_sells,21,0,514,-0.007104,-0.004329,-0.999995,-0.247112,0.601188,-0.142,-0.236,-1.000000,0.4767,0.878907,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,21,5,514,-0.008104,-0.005329,-0.999997,-0.256511,0.601188,-0.162,-0.269,-1.000000,0.4708,0.878907,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,21,10,514,-0.009104,-0.006329,-0.999998,-0.265804,0.601188,-0.182,-0.301,-1.000000,0.4708,0.878907,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,21,25,514,-0.012104,-0.009329,-1.000000,-0.293050,0.601188,-0.242,-0.398,-1.000000,0.4572,0.878907,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,21,50,514,-0.017104,-0.014329,-1.000000,-0.336421,0.601188,-0.341,-0.556,-1.000000,0.4319,0.878907,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,21,100,514,-0.027104,-0.024329,-1.000000,-0.415980,0.601188,-0.541,-0.860,-1.000000,0.4047,0.878907,0.00,1028,0.6926,diagnostic_event_trade_sequence
long_buy_short_sell,21,0,2322,0.013814,0.005049,1577.589438,0.038792,0.495801,0.334,0.641,-0.999999,0.5198,0.850712,69.07,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,21,5,2322,0.012814,0.004049,149.725347,0.026259,0.495801,0.310,0.592,-1.000000,0.5159,0.850712,69.07,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,21,10,2322,0.011814,0.003049,13.355229,0.013863,0.495801,0.286,0.544,-1.000000,0.5129,0.850712,69.07,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,21,25,2322,0.008814,0.000049,-0.987785,-0.022508,0.495801,0.213,0.401,-1.000000,0.5000,0.850712,69.07,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,21,50,2322,0.003814,-0.004951,-1.000000,-0.080493,0.495801,0.092,0.170,-1.000000,0.4828,0.850712,69.07,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,21,100,2322,-0.006186,-0.014951,-1.000000,-0.187165,0.495801,-0.150,-0.267,-1.000000,0.4440,0.850712,69.07,4644,0.5866,diagnostic_event_trade_sequence
long_top5_buys,21,0,1006,0.031150,0.018809,1057738366.910225,0.281288,0.523173,0.714,1.706,-0.999938,0.5716,1.265504,155.75,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,21,5,1006,0.030150,0.017809,390862640.377472,0.266162,0.523173,0.692,1.642,-0.999950,0.5686,1.265504,155.75,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,21,10,1006,0.029150,0.016809,144289057.861272,0.251200,0.523173,0.669,1.579,-0.999960,0.5646,1.265504,155.75,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,21,25,1006,0.026150,0.013809,7214928.459296,0.207280,0.523173,0.600,1.394,-0.999979,0.5507,1.265504,155.75,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,21,50,1006,0.021150,0.008809,47981.023208,0.137203,0.523173,0.485,1.099,-0.999996,0.5308,1.265504,155.75,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,21,100,1006,0.011150,-0.001191,0.964664,0.008088,0.523173,0.256,0.552,-1.000000,0.4950,1.265504,155.75,2012,1.0000,diagnostic_event_trade_sequence
long_non_top_buys,21,0,802,0.005474,-0.005221,-0.715592,-0.018637,0.358694,0.183,0.300,-0.999837,0.4825,-1.064031,27.37,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,21,5,802,0.004474,-0.006221,-0.874132,-0.030534,0.358694,0.150,0.245,-0.999887,0.4788,-1.064031,27.37,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,21,10,802,0.003474,-0.007221,-0.944347,-0.042300,0.358694,0.116,0.189,-0.999922,0.4751,-1.064031,27.37,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,21,25,802,0.000474,-0.010221,-0.995215,-0.076824,0.358694,0.016,0.025,-0.999975,0.4638,-1.064031,27.37,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,21,50,802,-0.004526,-0.015221,-0.999921,-0.131860,0.358694,-0.151,-0.238,-0.999996,0.4551,-1.064031,27.37,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,21,100,802,-0.014526,-0.025221,-1.000000,-0.233096,0.358694,-0.486,-0.734,-1.000000,0.4052,-1.064031,27.37,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,21,0,802,-0.005474,0.005221,-0.999828,-0.121618,0.358694,-0.183,-0.302,-1.000000,0.5175,1.064031,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,21,5,802,-0.006474,0.004221,-0.999924,-0.132272,0.358694,-0.217,-0.356,-1.000000,0.5137,1.064031,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,21,10,802,-0.007474,0.003221,-0.999966,-0.142806,0.358694,-0.250,-0.409,-1.000000,0.5112,1.064031,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,21,25,802,-0.010474,0.000221,-0.999997,-0.173712,0.358694,-0.350,-0.564,-1.000000,0.5012,1.064031,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,21,50,802,-0.015474,-0.004779,-1.000000,-0.222962,0.358694,-0.518,-0.812,-1.000000,0.4751,1.064031,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,21,100,802,-0.025474,-0.014779,-1.000000,-0.313493,0.358694,-0.852,-1.275,-1.000000,0.4264,1.064031,0.00,1604,0.0000,diagnostic_event_trade_sequence
low_lookahead_top5,21,0,315,0.040455,0.028039,12291.922852,0.431517,0.528687,0.918,2.430,-0.935592,0.6127,1.510194,202.27,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,21,5,315,0.039455,0.027039,9027.168625,0.414782,0.528687,0.896,2.356,-0.937935,0.6095,1.510194,202.27,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,21,10,315,0.038455,0.026039,6627.425488,0.398227,0.528687,0.873,2.282,-0.940195,0.6032,1.510194,202.27,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,21,25,315,0.035455,0.023039,2617.406500,0.349618,0.528687,0.805,2.068,-0.946506,0.5810,1.510194,202.27,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,21,50,315,0.030455,0.018039,552.409878,0.272029,0.528687,0.691,1.727,-0.958183,0.5556,1.510194,202.27,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,21,100,315,0.020455,0.008039,23.144120,0.128960,0.528687,0.464,1.099,-0.988820,0.5270,1.510194,202.27,630,1.0000,diagnostic_event_trade_sequence
high_quality_top5,21,0,949,0.029776,0.016941,78896505.890185,0.258512,0.527822,0.677,1.616,-0.999919,0.5659,1.314617,148.88,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,21,5,949,0.028776,0.015941,30799202.675951,0.243632,0.527822,0.654,1.554,-0.999934,0.5627,1.314617,148.88,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,21,10,949,0.027776,0.014941,12011792.226639,0.228912,0.527822,0.631,1.492,-0.999947,0.5595,1.314617,148.88,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,21,25,949,0.024776,0.011941,708473.540179,0.185705,0.527822,0.563,1.310,-0.999972,0.5448,1.314617,148.88,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,21,50,949,0.019776,0.006941,6210.133498,0.116771,0.527822,0.450,1.019,-0.999996,0.5237,1.314617,148.88,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,21,100,949,0.009776,-0.003059,-0.556221,-0.010220,0.527822,0.222,0.480,-1.000000,0.4858,1.314617,148.88,1898,1.0000,diagnostic_event_trade_sequence
duplicate_collapsed_only,21,0,1693,0.014732,0.008581,21067.189219,0.073114,0.456889,0.387,0.737,-0.999973,0.5328,0.626030,73.66,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,21,5,1693,0.013732,0.007581,3843.255506,0.060252,0.456889,0.361,0.684,-0.999983,0.5281,0.626030,73.66,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,21,10,1693,0.012732,0.006581,699.217080,0.047531,0.456889,0.334,0.631,-0.999989,0.5239,0.626030,73.66,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,21,25,1693,0.009732,0.003581,3.186873,0.010201,0.456889,0.256,0.476,-0.999997,0.5127,0.626030,73.66,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,21,50,1693,0.004732,-0.001419,-0.999204,-0.049322,0.456889,0.124,0.227,-1.000000,0.4932,0.626030,73.66,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,21,100,1693,-0.005268,-0.011419,-1.000000,-0.158861,0.456889,-0.138,-0.243,-1.000000,0.4507,0.626030,73.66,3386,0.5558,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,21,0,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,21,5,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,21,10,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,21,25,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,21,50,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,21,100,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
momentum_conditioned_top5,21,0,1006,0.031150,0.018809,1057738366.910225,0.281288,0.523173,0.714,1.706,-0.999938,0.5716,1.265504,155.75,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,21,5,1006,0.030150,0.017809,390862640.377472,0.266162,0.523173,0.692,1.642,-0.999950,0.5686,1.265504,155.75,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,21,10,1006,0.029150,0.016809,144289057.861272,0.251200,0.523173,0.669,1.579,-0.999960,0.5646,1.265504,155.75,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,21,25,1006,0.026150,0.013809,7214928.459296,0.207280,0.523173,0.600,1.394,-0.999979,0.5507,1.265504,155.75,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,21,50,1006,0.021150,0.008809,47981.023208,0.137203,0.523173,0.485,1.099,-0.999996,0.5308,1.265504,155.75,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,21,100,1006,0.011150,-0.001191,0.964664,0.008088,0.523173,0.256,0.552,-1.000000,0.4950,1.265504,155.75,2012,1.0000,diagnostic_event_trade_sequence
long_all_buys,42,0,1808,0.053241,0.033007,46642225138901126056096301056.000000,0.244915,0.465460,0.686,1.751,-1.000000,0.5951,1.408442,266.21,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,42,5,1808,0.052241,0.032007,7921551916310410516370554880.000000,0.237612,0.465460,0.673,1.711,-1.000000,0.5918,1.408442,266.21,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,42,10,1808,0.051241,0.031007,1342922342613397920244826112.000000,0.230344,0.465460,0.661,1.670,-1.000000,0.5885,1.408442,266.21,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,42,25,1808,0.048241,0.028007,6471609540679359036129280.000000,0.208753,0.465460,0.622,1.552,-1.000000,0.5846,1.408442,266.21,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,42,50,1808,0.043241,0.023007,857635618084570660864.000000,0.173462,0.465460,0.557,1.361,-1.000000,0.5747,1.408442,266.21,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,42,100,1808,0.033241,0.013007,13095373656739.900391,0.105427,0.465460,0.428,1.003,-1.000000,0.5437,1.408442,266.21,3616,0.5564,diagnostic_event_trade_sequence
short_all_sells,42,0,514,-0.056116,-0.037204,-1.000000,,0.565673,-0.595,-0.811,-1.000000,0.3638,-0.517634,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,42,5,514,-0.057116,-0.038204,-1.000000,,0.565673,-0.606,-0.825,-1.000000,0.3638,-0.517634,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,42,10,514,-0.058116,-0.039204,-1.000000,,0.565673,-0.616,-0.838,-1.000000,0.3638,-0.517634,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,42,25,514,-0.061116,-0.042204,-1.000000,,0.565673,-0.648,-0.878,-1.000000,0.3560,-0.517634,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,42,50,514,-0.066116,-0.047204,-1.000000,,0.565673,-0.701,-0.943,-1.000000,0.3424,-0.517634,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,42,100,514,-0.076116,-0.057204,-1.000000,,0.565673,-0.807,-1.072,-1.000000,0.3191,-0.517634,0.00,1028,0.6926,diagnostic_event_trade_sequence
long_buy_short_sell,42,0,2322,0.029034,0.017973,-87303.057470,,0.501769,0.347,0.666,-1.000756,0.5439,0.584136,145.17,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,42,5,2322,0.028034,0.016973,-9128.623301,,0.501769,0.335,0.641,-1.000255,0.5413,0.584136,145.17,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,42,10,2322,0.027034,0.015973,-945.001359,,0.501769,0.323,0.617,-1.000257,0.5388,0.584136,145.17,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,42,25,2322,0.024034,0.012973,-1.985439,,0.501769,0.287,0.544,-1.000177,0.5340,0.584136,145.17,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,42,50,2322,0.019034,0.007973,-1.000009,,0.501769,0.228,0.425,-1.000045,0.5233,0.584136,145.17,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,42,100,2322,0.009034,-0.002027,-1.000000,,0.501769,0.108,0.197,-1.000001,0.4940,0.584136,145.17,4644,0.5866,diagnostic_event_trade_sequence
long_top5_buys,42,0,1006,0.082430,0.049634,625239020190002438341656576.000000,0.444832,0.529791,0.934,2.889,-0.999989,0.6431,1.532765,412.15,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,42,5,1006,0.081430,0.048634,238791898211124478709071872.000000,0.436561,0.529791,0.922,2.840,-0.999990,0.6392,1.532765,412.15,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,42,10,1006,0.080430,0.047634,91112878220162232381079552.000000,0.428330,0.529791,0.911,2.791,-0.999991,0.6362,1.532765,412.15,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,42,25,1006,0.077430,0.044634,5032361533920459435802624.000000,0.403869,0.529791,0.877,2.647,-0.999993,0.6322,1.532765,412.15,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,42,50,1006,0.072430,0.039634,39543880050143888670720.000000,0.363873,0.529791,0.820,2.417,-0.999995,0.6243,1.532765,412.15,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,42,100,1006,0.062430,0.029634,2269903967226490368.000000,0.286706,0.529791,0.707,1.987,-0.999998,0.6034,1.532765,412.15,2012,1.0000,diagnostic_event_trade_sequence
long_non_top_buys,42,0,802,0.016628,0.011986,73.599031,0.032786,0.349455,0.286,0.511,-1.000000,0.5349,-0.182292,83.14,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,42,5,802,0.015628,0.010986,32.173453,0.026544,0.349455,0.268,0.478,-1.000000,0.5324,-0.182292,83.14,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,42,10,802,0.014628,0.009986,13.739106,0.020332,0.349455,0.251,0.446,-1.000000,0.5287,-0.182292,83.14,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,42,25,802,0.011628,0.006986,0.285999,0.001884,0.349455,0.200,0.351,-1.000000,0.5249,-0.182292,83.14,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,42,50,802,0.006628,0.001986,-0.978312,-0.028254,0.349455,0.114,0.196,-1.000000,0.5125,-0.182292,83.14,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,42,100,802,-0.003372,-0.008014,-0.999994,-0.086294,0.349455,-0.058,-0.096,-1.000000,0.4688,-0.182292,83.14,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,42,0,802,-0.016628,-0.011986,-1.000000,-0.153130,0.349455,-0.286,-0.447,-1.000000,0.4651,0.182292,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,42,5,802,-0.017628,-0.012986,-1.000000,-0.158402,0.349455,-0.303,-0.472,-1.000000,0.4651,0.182292,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,42,10,802,-0.018628,-0.013986,-1.000000,-0.163647,0.349455,-0.320,-0.497,-1.000000,0.4638,0.182292,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,42,25,802,-0.021628,-0.016986,-1.000000,-0.179220,0.349455,-0.371,-0.571,-1.000000,0.4476,0.182292,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,42,50,802,-0.026628,-0.021986,-1.000000,-0.204641,0.349455,-0.457,-0.691,-1.000000,0.4202,0.182292,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,42,100,802,-0.036628,-0.031986,-1.000000,-0.253527,0.349455,-0.629,-0.922,-1.000000,0.3953,0.182292,0.00,1604,0.0000,diagnostic_event_trade_sequence
low_lookahead_top5,42,0,315,0.096511,0.048176,14327914653.520769,0.561173,0.528323,1.096,3.421,-0.993629,0.6794,1.173326,482.56,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,42,5,315,0.095511,0.047176,10639025526.504463,0.552346,0.528323,1.085,3.370,-0.993841,0.6730,1.173326,482.56,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,42,10,315,0.094511,0.046176,7897583288.991929,0.543561,0.528323,1.073,3.319,-0.994046,0.6698,1.173326,482.56,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,42,25,315,0.091511,0.043176,3224851574.860554,0.517450,0.528323,1.039,3.169,-0.994623,0.6698,1.173326,482.56,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,42,50,315,0.086511,0.038176,720523485.225974,0.474746,0.528323,0.982,2.928,-0.995467,0.6571,1.173326,482.56,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,42,100,315,0.076511,0.028176,35174566.398069,0.392316,0.528323,0.869,2.477,-0.996788,0.6349,1.173326,482.56,630,1.0000,diagnostic_event_trade_sequence
high_quality_top5,42,0,949,0.081675,0.049516,7627240892287673784336384.000000,0.436539,0.534176,0.917,2.829,-0.999987,0.6428,1.562770,408.37,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,42,5,949,0.080675,0.048516,3073014204629954861203456.000000,0.428306,0.534176,0.906,2.781,-0.999988,0.6386,1.562770,408.37,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,42,10,949,0.079675,0.047516,1237002836421377863450624.000000,0.420112,0.534176,0.895,2.733,-0.999989,0.6354,1.562770,408.37,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,42,25,949,0.076675,0.044516,80248182818331879800832.000000,0.395764,0.534176,0.861,2.592,-0.999991,0.6312,1.562770,408.37,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,42,50,949,0.071675,0.039516,825368794309679644672.000000,0.355952,0.534176,0.805,2.366,-0.999994,0.6228,1.562770,408.37,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,42,100,949,0.061675,0.029516,81489153458954320.000000,0.279144,0.534176,0.693,1.942,-0.999998,0.6006,1.562770,408.37,1898,1.0000,diagnostic_event_trade_sequence
duplicate_collapsed_only,42,0,1693,0.027881,0.016462,31919.245368,0.037439,0.484215,0.345,0.650,-2.302018,0.5470,0.441722,139.41,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,42,5,1693,0.026881,0.015462,6040.741722,0.031337,0.484215,0.333,0.625,-1.904704,0.5434,0.441722,139.41,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,42,10,1693,0.025881,0.014462,1135.678316,0.025249,0.484215,0.321,0.600,-1.625777,0.5405,0.441722,139.41,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,42,25,1693,0.022881,0.011462,6.326457,0.007083,0.484215,0.284,0.526,-1.202245,0.5340,0.441722,139.41,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,42,50,1693,0.017881,0.006462,-0.998512,-0.022809,0.484215,0.222,0.406,-1.048894,0.5210,0.441722,139.41,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,42,100,1693,0.007881,-0.003538,-1.000000,-0.080958,0.484215,0.098,0.174,-1.008267,0.4908,0.441722,139.41,3386,0.5558,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,42,0,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,42,5,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,42,10,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,42,25,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,42,50,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,42,100,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
momentum_conditioned_top5,42,0,1006,0.082430,0.049634,625239020190002438341656576.000000,0.444832,0.529791,0.934,2.889,-0.999989,0.6431,1.532765,412.15,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,42,5,1006,0.081430,0.048634,238791898211124478709071872.000000,0.436561,0.529791,0.922,2.840,-0.999990,0.6392,1.532765,412.15,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,42,10,1006,0.080430,0.047634,91112878220162232381079552.000000,0.428330,0.529791,0.911,2.791,-0.999991,0.6362,1.532765,412.15,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,42,25,1006,0.077430,0.044634,5032361533920459435802624.000000,0.403869,0.529791,0.877,2.647,-0.999993,0.6322,1.532765,412.15,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,42,50,1006,0.072430,0.039634,39543880050143888670720.000000,0.363873,0.529791,0.820,2.417,-0.999995,0.6243,1.532765,412.15,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,42,100,1006,0.062430,0.029634,2269903967226490368.000000,0.286706,0.529791,0.707,1.987,-0.999998,0.6034,1.532765,412.15,2012,1.0000,diagnostic_event_trade_sequence
long_all_buys,63,0,1808,0.092438,0.050611,3898876913038496208468151835793255519347444002324480.000000,0.300587,0.489348,0.756,2.287,-1.000000,0.6355,1.673816,462.19,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,63,5,1808,0.091438,0.049611,687943458251073221846051796661473464917855605620736.000000,0.295605,0.489348,0.747,2.254,-1.000000,0.6322,1.673816,462.19,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,63,10,1808,0.090438,0.048611,121169011432960208698955723440548578866695807959040.000000,0.290637,0.489348,0.739,2.220,-1.000000,0.6294,1.673816,462.19,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,63,25,1808,0.087438,0.045611,655001510344768085130665463877397420890054983680.000000,0.275816,0.489348,0.715,2.122,-1.000000,0.6239,1.673816,462.19,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,63,50,1808,0.082438,0.040611,105193768729890740693941488291396444080832512.000000,0.251393,0.489348,0.674,1.962,-1.000000,0.6095,1.673816,462.19,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,63,100,1808,0.072438,0.030611,2364885733772380646303059266542501888.000000,0.203575,0.489348,0.592,1.662,-1.000000,0.5697,1.673816,462.19,3616,0.5564,diagnostic_event_trade_sequence
short_all_sells,63,0,514,-0.082873,-0.056878,-1.000000,,0.540789,-0.613,-0.803,-1.000000,0.3307,-0.708388,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,63,5,514,-0.083873,-0.057878,-1.000000,,0.540789,-0.620,-0.812,-1.000000,0.3288,-0.708388,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,63,10,514,-0.084873,-0.058878,-1.000000,,0.540789,-0.628,-0.821,-1.000000,0.3249,-0.708388,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,63,25,514,-0.087873,-0.061878,-1.000000,,0.540789,-0.650,-0.848,-1.000000,0.3191,-0.708388,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,63,50,514,-0.092873,-0.066878,-1.000000,-0.462153,0.540789,-0.687,-0.891,-1.002558,0.3093,-0.708388,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,63,100,514,-0.102873,-0.076878,-1.000000,-0.479602,0.540789,-0.761,-0.977,-1.012558,0.2996,-0.708388,0.00,1028,0.6926,diagnostic_event_trade_sequence
long_buy_short_sell,63,0,2322,0.053631,0.023633,-80674589408136298496.000000,,0.521794,0.411,0.847,-1.218060,0.5680,0.804479,268.16,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,63,5,2322,0.052631,0.022633,-7037685713776651264.000000,,0.521794,0.403,0.829,-1.092291,0.5650,0.804479,268.16,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,63,10,2322,0.051631,0.021633,-597168906983532672.000000,,0.521794,0.396,0.812,-1.039008,0.5620,0.804479,268.16,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,63,25,2322,0.048631,0.018633,-266208193598475.093750,,0.521794,0.373,0.760,-1.002922,0.5564,0.804479,268.16,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,63,50,2322,0.043631,0.013633,2580356192.544954,0.038038,0.521794,0.334,0.674,-2377621685490.090820,0.5431,0.804479,268.16,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,63,100,2322,0.033631,0.003633,-0.162551,-0.000306,0.521794,0.258,0.509,-5715412.042791,0.5099,0.804479,268.16,4644,0.5866,diagnostic_event_trade_sequence
long_top5_buys,63,0,1006,0.144321,0.090562,375279497393832471323931309034866475331196289024.000000,0.545833,0.558510,1.034,3.959,-0.999975,0.7107,1.653339,721.60,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,63,5,1006,0.143321,0.089562,148890648497234762783311050861017761175197188096.000000,0.540161,0.558510,1.026,3.915,-0.999976,0.7058,1.653339,721.60,2012,1.0000,diagnostic_event_trade_sequence
