strategy,holding_days,cost_bps,trade_count,average_trade_return,median_trade_return,cumulative_return,cagr_proxy,annualized_volatility,sharpe,sortino,max_drawdown,hit_rate,skew,breakeven_transaction_cost_bps,turnover_trades,top5_event_share,status
long_top5_buys,63,10,1006,0.142321,0.088562,59019215779143189465913747247773183676377989120.000000,0.534504,0.558510,1.019,3.871,-0.999978,0.7058,1.653339,721.60,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,63,25,1006,0.139321,0.085562,3656320375350707781215309463065220632295768064.000000,0.517627,0.558510,0.998,3.742,-0.999983,0.7008,1.653339,721.60,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,63,50,1006,0.134321,0.080562,34833003370682683168501795140151686446710784.000000,0.489804,0.558510,0.962,3.533,-0.999988,0.6928,1.653339,721.60,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,63,100,1006,0.124321,0.070562,2952956886697233323155203756981143732224.000000,0.435289,0.558510,0.890,3.139,-0.999995,0.6541,1.653339,721.60,2012,1.0000,diagnostic_event_trade_sequence
long_non_top_buys,63,0,802,0.027358,0.010496,10388.261711,0.047208,0.344014,0.318,0.617,-1.000000,0.5411,0.159663,136.79,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,63,5,802,0.026358,0.009496,4619.461159,0.042984,0.344014,0.306,0.592,-1.000000,0.5399,0.159663,136.79,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,63,10,802,0.025358,0.008496,2052.043400,0.038773,0.344014,0.295,0.568,-1.000000,0.5337,0.159663,136.79,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,63,25,802,0.022358,0.005496,178.142264,0.026214,0.344014,0.260,0.495,-1.000000,0.5274,0.159663,136.79,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,63,50,802,0.017358,0.000496,2.019945,0.005528,0.344014,0.202,0.378,-1.000000,0.5050,0.159663,136.79,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,63,100,802,0.007358,-0.009504,-0.999199,-0.034935,0.344014,0.086,0.155,-1.000000,0.4638,0.159663,136.79,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,63,0,802,-0.027358,-0.010496,-1.000000,-0.165222,0.344014,-0.318,-0.467,-1.000000,0.4589,-0.159663,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,63,5,802,-0.028358,-0.011496,-1.000000,-0.168784,0.344014,-0.330,-0.483,-1.000000,0.4576,-0.159663,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,63,10,802,-0.029358,-0.012496,-1.000000,-0.172334,0.344014,-0.341,-0.499,-1.000000,0.4551,-0.159663,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,63,25,802,-0.032358,-0.015496,-1.000000,-0.182918,0.344014,-0.376,-0.545,-1.000000,0.4451,-0.159663,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,63,50,802,-0.037358,-0.020496,-1.000000,-0.200336,0.344014,-0.434,-0.621,-1.000000,0.4339,-0.159663,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,63,100,802,-0.047358,-0.030496,-1.000000,-0.234352,0.344014,-0.551,-0.769,-1.000000,0.4040,-0.159663,0.00,1604,0.0000,diagnostic_event_trade_sequence
low_lookahead_top5,63,0,315,0.170657,0.091738,302725502003397248.000000,0.667176,0.625837,1.091,5.036,-0.978497,0.7302,1.854413,853.28,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,63,5,315,0.169657,0.090738,227702369481564512.000000,0.661158,0.625837,1.084,4.985,-0.979099,0.7206,1.854413,853.28,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,63,10,315,0.168657,0.089738,171225516777425952.000000,0.655156,0.625837,1.078,4.933,-0.979685,0.7206,1.854413,853.28,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,63,25,315,0.165657,0.086738,72688097260476080.000000,0.637246,0.625837,1.059,4.782,-0.981349,0.7111,1.854413,853.28,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,63,50,315,0.160657,0.081738,17334598010737272.000000,0.607713,0.625837,1.027,4.538,-0.983872,0.6952,1.854413,853.28,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,63,100,315,0.150657,0.071738,965612650936727.000000,0.549827,0.625837,0.963,4.078,-0.988285,0.6794,1.854413,853.28,630,1.0000,diagnostic_event_trade_sequence
high_quality_top5,63,0,949,0.143538,0.088658,388400202759136647120219211700888762799095808.000000,0.541495,0.557972,1.029,3.924,-0.999971,0.7092,1.641652,717.69,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,63,5,949,0.142538,0.087658,162277595635093558554297388652647629549731840.000000,0.535835,0.557972,1.022,3.880,-0.999973,0.7050,1.641652,717.69,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,63,10,949,0.141538,0.086658,67744248058765954744293163076725892343398400.000000,0.530191,0.557972,1.015,3.837,-0.999975,0.7050,1.641652,717.69,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,63,25,949,0.138538,0.083658,4903600726476945274121952516138579005538304.000000,0.513348,0.557972,0.993,3.708,-0.999980,0.7018,1.641652,717.69,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,63,50,949,0.133538,0.078658,60610124216960080213566836378581059239936.000000,0.485583,0.557972,0.957,3.500,-0.999986,0.6944,1.641652,717.69,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,63,100,949,0.123538,0.068658,8681827867623111748368191122757910528.000000,0.431182,0.557972,0.886,3.109,-0.999994,0.6533,1.641652,717.69,1898,1.0000,diagnostic_event_trade_sequence
duplicate_collapsed_only,63,0,1693,0.050140,0.022596,36243330319355.632812,0.076554,0.500667,0.401,0.821,-1.000014,0.5605,0.818384,250.70,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,63,5,1693,0.049140,0.021596,5838574905569.474609,0.071920,0.500667,0.393,0.803,-1.000009,0.5576,0.818384,250.70,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,63,10,1693,0.048140,0.020596,915771549110.433716,0.067239,0.500667,0.385,0.784,-1.000006,0.5558,0.818384,250.70,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,63,25,1693,0.045140,0.017596,2593668243.830974,0.052548,0.500667,0.361,0.731,-1.000001,0.5493,0.818384,250.70,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,63,50,1693,0.040140,0.012596,-558816.221573,,0.500667,0.321,0.642,-1633761160.211877,0.5334,0.818384,250.70,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,63,100,1693,0.030140,0.002596,-1.096521,,0.500667,0.241,0.472,-252900.536495,0.5050,0.818384,250.70,3386,0.5558,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,63,0,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,63,5,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,63,10,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,63,25,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,63,50,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,63,100,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
momentum_conditioned_top5,63,0,1006,0.144321,0.090562,375279497393832471323931309034866475331196289024.000000,0.545833,0.558510,1.034,3.959,-0.999975,0.7107,1.653339,721.60,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,63,5,1006,0.143321,0.089562,148890648497234762783311050861017761175197188096.000000,0.540161,0.558510,1.026,3.915,-0.999976,0.7058,1.653339,721.60,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,63,10,1006,0.142321,0.088562,59019215779143189465913747247773183676377989120.000000,0.534504,0.558510,1.019,3.871,-0.999978,0.7058,1.653339,721.60,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,63,25,1006,0.139321,0.085562,3656320375350707781215309463065220632295768064.000000,0.517627,0.558510,0.998,3.742,-0.999983,0.7008,1.653339,721.60,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,63,50,1006,0.134321,0.080562,34833003370682683168501795140151686446710784.000000,0.489804,0.558510,0.962,3.533,-0.999988,0.6928,1.653339,721.60,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,63,100,1006,0.124321,0.070562,2952956886697233323155203756981143732224.000000,0.435289,0.558510,0.890,3.139,-0.999995,0.6541,1.653339,721.60,2012,1.0000,diagnostic_event_trade_sequence
long_all_buys,126,0,1808,0.179659,0.119629,154630680863663365656090391777514609182544016720782339951105813666859964940182815886589157842092032.000000,0.284152,0.501207,0.717,2.702,-0.999995,0.6963,1.747951,898.30,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,126,5,1808,0.178659,0.118629,29020138642491094048042226398340673298332658834791924185177837975813973798817424174567169235877888.000000,0.281778,0.501207,0.713,2.678,-0.999996,0.6952,1.747951,898.30,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,126,10,1808,0.177659,0.117629,5435885705409653405138936666401897988493737823743832901200097882986083739018836209613036605931520.000000,0.279405,0.501207,0.709,2.654,-0.999996,0.6952,1.747951,898.30,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,126,25,1808,0.174659,0.114629,35313358486506756593359231856791119054797861489278020569883657774725975955114167842362307379200.000000,0.272297,0.501207,0.697,2.584,-0.999998,0.6886,1.747951,898.30,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,126,50,1808,0.169659,0.109629,7678575547752121028269086321694989346387434651235617637748242663885210025023840646653280256.000000,0.260482,0.501207,0.677,2.470,-0.999999,0.6809,1.747951,898.30,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,126,100,1808,0.159659,0.099629,311386722700459155548091276129130186674384067755996353014869648371872418729983737856.000000,0.236972,0.501207,0.637,2.252,-1.000000,0.6560,1.747951,898.30,3616,0.5564,diagnostic_event_trade_sequence
short_all_sells,126,0,514,-0.166648,-0.134710,-1.000000,-0.380589,0.514222,-0.648,-0.788,-2.352312,0.2510,-1.101726,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,126,5,514,-0.167648,-0.135710,-1.000000,-0.381947,0.514222,-0.652,-0.793,-2.353312,0.2510,-1.101726,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,126,10,514,-0.168648,-0.136710,-1.000000,-0.383308,0.514222,-0.656,-0.797,-2.354312,0.2432,-1.101726,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,126,25,514,-0.171648,-0.139710,-1.000000,-0.387409,0.514222,-0.668,-0.810,-2.357312,0.2412,-1.101726,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,126,50,514,-0.176648,-0.144710,-1.000000,-0.394301,0.514222,-0.687,-0.831,-2.362312,0.2335,-1.101726,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,126,100,514,-0.186648,-0.154710,-1.000000,-0.408307,0.514222,-0.726,-0.873,-2.372312,0.2140,-1.101726,0.00,1028,0.6926,diagnostic_event_trade_sequence
long_buy_short_sell,126,0,2322,0.103001,0.060234,534376895657993198459127630315626156894715904.000000,0.092761,0.543490,0.379,0.815,-2218104045571.957031,0.5978,0.770766,515.00,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,126,5,2322,0.102001,0.059234,57053680393155535881100553964959312319086592.000000,0.090658,0.543490,0.375,0.806,-1257022760521.088867,0.5969,0.770766,515.00,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,126,10,2322,0.101001,0.058234,6064625946839684155525678660787869677780992.000000,0.088554,0.543490,0.372,0.797,-711724122537.415039,0.5952,0.770766,515.00,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,126,25,2322,0.098001,0.055234,7092797367425345026774772610518927540224.000000,0.082242,0.543490,0.361,0.770,-128481221731.602158,0.5896,0.770766,515.00,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,126,50,2322,0.093001,0.050234,84181685962227493308430308272504832.000000,0.071722,0.543490,0.342,0.725,-7272063064.579009,0.5818,0.770766,515.00,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,126,100,2322,0.083001,0.040234,8357910109832731158380544.000000,0.050669,0.543490,0.305,0.638,-21673296.125053,0.5581,0.770766,515.00,4644,0.5866,diagnostic_event_trade_sequence
long_top5_buys,126,0,1006,0.276977,0.187673,988196096755612690594499523405602012531072747276785360096565522380144721248310463473647616.000000,0.509789,0.551875,1.004,6.464,-0.992608,0.8141,1.829365,1384.88,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,126,5,1006,0.275977,0.186673,423607947330979370972616939952415956315669905494747598643589071679302377403135819104911360.000000,0.507248,0.551875,1.000,6.412,-0.992776,0.8141,1.829365,1384.88,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,126,10,1006,0.274977,0.185673,181449495069455204290069301901466891647767143574169651105894811728189404164659958683533312.000000,0.504710,0.551875,0.997,6.362,-0.992941,0.8141,1.829365,1384.88,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,126,25,1006,0.271977,0.182673,14195435440135039860504109659014830846206952665837151254791954954512956180217872970153984.000000,0.497107,0.551875,0.986,6.211,-0.993413,0.8062,1.829365,1384.88,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,126,50,1006,0.266977,0.177673,200059486483826381494732695853538183809836409977720636742244247380224079160946429263872.000000,0.484475,0.551875,0.968,5.967,-0.994135,0.8002,1.829365,1384.88,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,126,100,1006,0.256977,0.167673,37495259103225977889875421748739117070080611527053005798854600686973164737204846592.000000,0.459362,0.551875,0.931,5.503,-0.995362,0.7883,1.829365,1384.88,2012,1.0000,diagnostic_event_trade_sequence
long_non_top_buys,126,0,802,0.057588,0.016700,156477727.834730,0.048178,0.361866,0.318,0.688,-1.000000,0.5486,0.482985,287.94,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,126,5,802,0.056588,0.015700,68507067.446987,0.046021,0.361866,0.313,0.674,-1.000000,0.5461,0.482985,287.94,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,126,10,802,0.055588,0.014700,29958118.769520,0.043866,0.361866,0.307,0.661,-1.000000,0.5461,0.482985,287.94,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,126,25,802,0.052588,0.011700,2487654.883149,0.037408,0.361866,0.291,0.620,-1.000000,0.5411,0.482985,287.94,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,126,50,802,0.047588,0.006700,38380.461848,0.026672,0.361866,0.263,0.554,-1.000000,0.5312,0.482985,287.94,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,126,100,802,0.037588,-0.003300,7.304696,0.005293,0.361866,0.208,0.426,-1.000000,0.4900,0.482985,287.94,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,126,0,802,-0.057588,-0.016700,-1.000000,,0.361866,-0.318,-0.441,-1.000000,0.4514,-0.482985,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,126,5,802,-0.058588,-0.017700,-1.000000,,0.361866,-0.324,-0.448,-1.000000,0.4501,-0.482985,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,126,10,802,-0.059588,-0.018700,-1.000000,,0.361866,-0.329,-0.455,-1.000000,0.4489,-0.482985,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,126,25,802,-0.062588,-0.021700,-1.000000,,0.361866,-0.346,-0.475,-1.000000,0.4464,-0.482985,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,126,50,802,-0.067588,-0.026700,-1.000000,,0.361866,-0.374,-0.509,-1.000000,0.4327,-0.482985,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,126,100,802,-0.077588,-0.036700,-1.000000,,0.361866,-0.429,-0.575,-1.000000,0.4040,-0.482985,0.00,1604,0.0000,diagnostic_event_trade_sequence
low_lookahead_top5,126,0,315,0.284413,0.190142,7825533668618972031558352896.000000,0.503494,0.638503,0.891,6.255,-0.940747,0.8063,2.319488,1422.06,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,126,5,315,0.283413,0.189142,5992325672425591490058649600.000000,0.500948,0.638503,0.888,6.208,-0.941544,0.8063,2.319488,1422.06,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,126,10,315,0.282413,0.188142,4587456284472776161375551488.000000,0.498404,0.638503,0.885,6.161,-0.942331,0.8063,2.319488,1422.06,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,126,25,315,0.279413,0.185142,2055275433678955355031207936.000000,0.490785,0.638503,0.875,6.023,-0.944636,0.7841,2.319488,1422.06,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,126,50,315,0.274413,0.180142,536516411168841849253134336.000000,0.478127,0.638503,0.860,5.801,-0.948295,0.7778,2.319488,1422.06,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,126,100,315,0.264413,0.170142,35890282242583148596559872.000000,0.452961,0.638503,0.828,5.374,-0.954969,0.7619,2.319488,1422.06,630,1.0000,diagnostic_event_trade_sequence
high_quality_top5,126,0,949,0.276719,0.182520,5032580508991309348687096445031980683038378665127402706198637980632888483962939244544.000000,0.508369,0.555544,0.996,6.544,-0.989197,0.8124,1.864282,1383.59,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,126,5,949,0.275719,0.181520,2262502494381717823931304535423398723973224055900220981804476120417284235286678601728.000000,0.505829,0.555544,0.993,6.492,-0.989427,0.8124,1.864282,1383.59,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,126,10,949,0.274719,0.180520,1016427896106329524758874542042420768206595734714542698821218982513448888592653877248.000000,0.503292,0.555544,0.989,6.440,-0.989653,0.8124,1.864282,1383.59,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,126,25,949,0.271719,0.177520,91763139517897975412747554232732931097208523104790856366689761925613535070544461824.000000,0.495692,0.555544,0.978,6.287,-0.990302,0.8040,1.864282,1383.59,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,126,50,949,0.266719,0.172520,1643296968644713410077110757935370356905535727517292436337738717614441772259213312.000000,0.483066,0.555544,0.960,6.038,-0.991301,0.7987,1.864282,1383.59,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,126,100,949,0.256719,0.162520,498910085213591295110647937941807931839266721914366011820081345449437295542272.000000,0.457965,0.555544,0.924,5.566,-0.993017,0.7861,1.864282,1383.59,1898,1.0000,diagnostic_event_trade_sequence
duplicate_collapsed_only,126,0,1693,0.093134,0.056603,-24785396864817690537871015936.000000,,0.532073,0.350,0.741,-2978.768531,0.5930,0.830649,465.67,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,126,5,1693,0.092134,0.055603,-4793406874465080001505001472.000000,,0.532073,0.346,0.732,-2875.011638,0.5918,0.830649,465.67,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,126,10,1693,0.091134,0.054603,-924145187929742636637749248.000000,,0.532073,0.343,0.723,-2774.761393,0.5901,0.830649,465.67,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,126,25,1693,0.088134,0.051603,-6499515210022757406343168.000000,,0.532073,0.331,0.696,-2493.920891,0.5854,0.830649,465.67,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,126,50,1693,0.083134,0.046603,-1575146176526397997056.000000,,0.532073,0.312,0.652,-2085.961611,0.5777,0.830649,465.67,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,126,100,1693,0.073134,0.036603,-72281210066045.828125,,0.532073,0.275,0.565,-1455.049171,0.5517,0.830649,465.67,3386,0.5558,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,126,0,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,126,5,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,126,10,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,126,25,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,126,50,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,126,100,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
momentum_conditioned_top5,126,0,1006,0.276977,0.187673,988196096755612690594499523405602012531072747276785360096565522380144721248310463473647616.000000,0.509789,0.551875,1.004,6.464,-0.992608,0.8141,1.829365,1384.88,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,126,5,1006,0.275977,0.186673,423607947330979370972616939952415956315669905494747598643589071679302377403135819104911360.000000,0.507248,0.551875,1.000,6.412,-0.992776,0.8141,1.829365,1384.88,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,126,10,1006,0.274977,0.185673,181449495069455204290069301901466891647767143574169651105894811728189404164659958683533312.000000,0.504710,0.551875,0.997,6.362,-0.992941,0.8141,1.829365,1384.88,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,126,25,1006,0.271977,0.182673,14195435440135039860504109659014830846206952665837151254791954954512956180217872970153984.000000,0.497107,0.551875,0.986,6.211,-0.993413,0.8062,1.829365,1384.88,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,126,50,1006,0.266977,0.177673,200059486483826381494732695853538183809836409977720636742244247380224079160946429263872.000000,0.484475,0.551875,0.968,5.967,-0.994135,0.8002,1.829365,1384.88,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,126,100,1006,0.256977,0.167673,37495259103225977889875421748739117070080611527053005798854600686973164737204846592.000000,0.459362,0.551875,0.931,5.503,-0.995362,0.7883,1.829365,1384.88,2012,1.0000,diagnostic_event_trade_sequence
long_all_buys,252,0,1808,0.325429,0.228873,19937548670876569142815511843142609348180882413024010443392154636863413130425623246464193912374823008701481531335724435868767650378913056771286017306129774377852906260922368.000000,0.245370,0.500516,0.650,3.278,-0.999918,0.7721,1.711390,1627.15,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,252,5,1808,0.324429,0.227873,4187507771247051210459510355284585972951310624480340313680349936901510593437892300113665311114653030476516574547469019904357157637620360963618734264026053898772046204108800.000000,0.244296,0.500516,0.648,3.259,-0.999921,0.7716,1.711390,1627.15,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,252,10,1808,0.323429,0.226873,877879825349069713769560058760610785182495592541400162829486172147290876855715186556340523396399800231531171115810056922088931643887080999656670338114313193417613491830784.000000,0.243221,0.500516,0.646,3.240,-0.999923,0.7705,1.711390,1627.15,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,252,25,1808,0.320429,0.223873,7998133473265718415581865632694949046796951165917303886084795925974525187980173565292469153997652909797704400465779549823226656083350344626488477927220047098247431323648.000000,0.239995,0.500516,0.640,3.182,-0.999930,0.7677,1.711390,1627.15,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,252,50,1808,0.315429,0.218873,3059035262493058406237040896089221563752148658812111669378329548553886605947413591123832187923866219818182455453812255905985039805633874141446128289300782873107759104.000000,0.234610,0.500516,0.630,3.088,-0.999941,0.7649,1.711390,1627.15,3616,0.5564,diagnostic_event_trade_sequence
long_all_buys,252,100,1808,0.305429,0.208873,384558469977426184931852877634619853720467663688736714269608110924559415109704721718420944240655710827829340765057497714218025589323022555119733995135085576192.000000,0.223807,0.500516,0.610,2.907,-0.999958,0.7434,1.711390,1627.15,3616,0.5564,diagnostic_event_trade_sequence
short_all_sells,252,0,514,-0.282821,-0.212729,-1.000000,-0.295508,0.490737,-0.576,-0.650,-2.302166,0.1848,-1.605325,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,252,5,514,-0.283821,-0.213729,-1.000000,-0.297902,0.490737,-0.578,-0.652,-2.303166,0.1848,-1.605325,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,252,10,514,-0.284821,-0.214729,-1.000000,-0.306068,0.490737,-0.580,-0.654,-2.304166,0.1809,-1.605325,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,252,25,514,-0.287821,-0.217729,-1.000000,-0.297771,0.490737,-0.587,-0.660,-2.307166,0.1809,-1.605325,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,252,50,514,-0.292821,-0.222729,-1.000000,-0.298731,0.490737,-0.597,-0.670,-2.312166,0.1712,-1.605325,0.00,1028,0.6926,diagnostic_event_trade_sequence
short_all_sells,252,100,514,-0.302821,-0.232729,-1.000000,-0.304547,0.490737,-0.617,-0.691,-2.322166,0.1654,-1.605325,0.00,1028,0.6926,diagnostic_event_trade_sequence
long_buy_short_sell,252,0,2322,0.190786,0.129235,12818373763259832703886669768826840945522912055884348680604147097728477271343541507943655538688.000000,0.097814,0.558625,0.342,0.753,-30213899307903201837056.000000,0.6421,0.612262,953.93,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,252,5,2322,0.189786,0.128235,468031683769561793014059605413813253697680654964062472447199478398036548762428423032300109824.000000,0.096250,0.558625,0.340,0.748,-19294719753169320017920.000000,0.6417,0.612262,953.93,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,252,10,2322,0.188786,0.127235,240058893895245372948522374066917472475762531062701488338320784283274409529477477164908544.000000,0.092680,0.558625,0.338,0.743,-12307584224399085010944.000000,0.6400,0.612262,953.93,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,252,25,2322,0.185786,0.124235,984148308338847624303266696835789270911186000024904904375128250828675728964156303326838784.000000,0.093344,0.558625,0.333,0.729,-3171790468949753724928.000000,0.6378,0.612262,953.93,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,252,50,2322,0.180786,0.119235,186399274103056301439780445458174003268496568836913270404333757556845766351981436207104.000000,0.089315,0.558625,0.324,0.706,-322878072256267288576.000000,0.6335,0.612262,953.93,4644,0.5866,diagnostic_event_trade_sequence
long_buy_short_sell,252,100,2322,0.170786,0.109235,324064228757079796708299774441888666899636258434622015957827321840884936343552.000000,0.079894,0.558625,0.306,0.660,-3009595659035499008.000000,0.6154,0.612262,953.93,4644,0.5866,diagnostic_event_trade_sequence
long_top5_buys,252,0,1006,0.479720,0.284053,3056247486785758670882219371473418129048778667282019310876194060155488737675926448737069579856097089337226783902438070245128340014308577101421215744.000000,0.401540,0.538188,0.891,8.156,-0.997048,0.9354,1.777018,2398.60,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,252,5,1006,0.478720,0.283053,1437625535527397091447569708058275090738308824156517676616321051476006557192665511682564502006246403440711148152422363502720481680665196956666036224.000000,0.400490,0.538188,0.890,8.117,-0.997113,0.9354,1.777018,2398.60,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,252,10,1006,0.477720,0.282053,675820876975273885872213742515206117438461386180388089542915621838297053558883284497766671055926898773514422783818484549130594353418293914439254016.000000,0.399439,0.538188,0.888,8.078,-0.997176,0.9334,1.777018,2398.60,2012,1.0000,diagnostic_event_trade_sequence
