event_id,ticker,event_date,fnspid_coverage_available,fnspid_news_hit,fnspid_hit_sources,fnspid_news_count_pre_1d,fnspid_news_count_post_1d,fnspid_news_count_pre_3d,fnspid_news_count_post_3d,fnspid_news_count_pre_7d,fnspid_news_count_post_7d,fnspid_mean_sentiment_pre_3d,fnspid_mean_sentiment_post_3d,fnspid_max_abs_sentiment_pre_3d,fnspid_source_count_pre_7d,fnspid_unique_title_count_pre_7d,fnspid_first_article_date_near_event,fnspid_last_article_date_near_event
480,META,2022-02-17,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
481,META,2022-02-17,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
482,META,2022-02-17,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
483,DIS,2023-09-01,True,True,primary_only,5,15,15,18,30,52,0.0,0.0,0.0,0,0,2023-08-25,2023-09-08
484,DIS,2023-09-01,True,True,primary_only,5,15,15,18,30,52,0.0,0.0,0.0,0,0,2023-08-25,2023-09-08
485,DIS,2023-09-01,True,True,primary_only,5,15,15,18,30,52,0.0,0.0,0.0,0,0,2023-08-25,2023-09-08
486,GOOGL,2026-03-27,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
487,TSLA,2024-03-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
488,TSLA,2024-03-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
489,AAPL,2024-03-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
490,NFLX,2024-03-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
491,CRM,2024-07-27,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
492,GOOGL,2025-03-30,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
493,GOOGL,2022-05-26,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
494,GOOGL,2022-05-26,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
495,GOOGL,2022-05-26,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
496,AMZN,2024-01-05,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
497,AAPL,2024-01-13,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
498,MSFT,2024-01-13,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
499,AAPL,2024-05-08,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
500,AMD,2025-10-12,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
501,AMD,2025-10-12,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
502,MSFT,2023-12-22,True,True,primary_only,0,0,0,0,31,0,0.0,0.0,0.0,0,0,2023-12-15,2023-12-16
503,NVDA,2023-12-22,True,True,primary_only,0,0,0,0,26,0,0.0,0.0,0.0,0,0,2023-12-15,2023-12-16
504,GOOGL,2024-04-25,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
505,AAPL,2024-05-03,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
506,TSLA,2024-05-03,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
507,MSFT,2025-10-30,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
508,GOOGL,2025-10-30,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
509,META,2025-10-30,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
510,META,2025-10-30,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
511,NVDA,2025-10-30,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
512,GOOGL,2021-04-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
513,GOOGL,2021-04-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
514,AAPL,2021-04-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
515,META,2023-10-27,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
516,AMZN,2023-10-27,True,True,primary_only,16,26,37,54,37,103,0.0,0.0,0.0,0,0,2023-10-24,2023-11-03
517,AMZN,2023-10-27,True,True,primary_only,16,26,37,54,37,103,0.0,0.0,0.0,0,0,2023-10-24,2023-11-03
518,AAPL,2025-12-19,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
519,AAPL,2025-12-19,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
520,NVDA,2025-11-04,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
521,NVDA,2025-11-04,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
522,META,2025-11-04,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
523,GOOGL,2025-11-04,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
524,AMD,2025-09-27,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
525,AAPL,2024-03-14,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
526,NVDA,2024-03-14,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
527,AAPL,2023-11-02,True,True,primary_only,30,77,95,86,154,181,0.0,0.0,0.0,0,0,2023-10-26,2023-11-09
528,AAPL,2023-11-02,True,True,primary_only,30,77,95,86,154,181,0.0,0.0,0.0,0,0,2023-10-26,2023-11-09
529,AAPL,2023-11-02,True,True,primary_only,30,77,95,86,154,181,0.0,0.0,0.0,0,0,2023-10-26,2023-11-09
530,DIS,2023-11-02,True,True,primary_only,9,7,20,10,39,71,0.0,0.0,0.0,0,0,2023-10-26,2023-11-09
531,MSFT,2026-04-12,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
532,TGT,2024-10-08,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
533,AAPL,2026-01-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
534,AMZN,2024-01-26,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
535,NVDA,2024-01-26,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
536,NVDA,2024-01-26,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
537,MSFT,2024-01-26,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
538,AMZN,2026-04-09,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
539,AMD,2025-09-18,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
540,AMZN,2020-07-12,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
541,AMZN,2020-07-12,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
542,AMZN,2025-09-29,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
543,NVDA,2026-04-16,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
544,GOOGL,2023-12-07,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
545,NVDA,2025-10-03,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
546,AMZN,2023-12-01,True,True,primary_only,26,34,80,66,158,157,0.0,0.0,0.0,0,0,2023-11-24,2023-12-08
547,AAPL,2025-02-20,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
548,TSLA,2025-11-19,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
549,META,2026-04-11,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
550,NVDA,2025-11-22,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
551,NVDA,2025-11-22,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
552,MSFT,2025-11-22,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
553,PYPL,2025-09-17,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
554,META,2025-09-17,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
555,AMZN,2021-04-08,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
556,GOOGL,2021-04-08,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
557,AAPL,2021-04-08,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
558,TSLA,2024-07-04,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
559,NVDA,2024-07-04,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
560,AMZN,2024-07-04,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
561,AAPL,2024-07-04,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
562,HOOD,2026-03-25,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
563,HOOD,2026-03-25,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
564,HOOD,2026-03-25,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
565,GOOGL,2024-01-30,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
566,GOOGL,2024-01-30,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
567,TSLA,2026-04-07,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
568,AMZN,2021-07-17,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
569,PYPL,2025-10-15,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
570,GOOGL,2025-10-15,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
571,SOFI,2025-10-15,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
572,NVDA,2024-02-22,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
573,PYPL,2025-10-29,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
574,PYPL,2025-10-29,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
575,PYPL,2025-10-29,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
576,PYPL,2025-10-29,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
577,NVDA,2025-10-29,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
578,MSFT,2023-05-31,True,True,primary_only,32,51,48,76,149,139,0.0,0.0,0.0,0,0,2023-05-24,2023-06-07
579,GOOGL,2023-05-31,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
580,PLTR,2026-03-31,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
581,AMD,2025-10-13,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
582,AMC,2024-03-29,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
583,TSLA,2025-09-30,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
584,NVDA,2025-09-15,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
585,MSFT,2023-10-25,True,True,primary_only,47,84,106,121,166,195,0.0,0.0,0.0,0,0,2023-10-18,2023-11-01
586,MSFT,2023-10-25,True,True,primary_only,47,84,106,121,166,195,0.0,0.0,0.0,0,0,2023-10-18,2023-11-01
587,NVDA,2025-01-27,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
588,TSLA,2024-04-26,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
589,AAPL,2024-04-26,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
590,AMZN,2024-04-26,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
591,NFLX,2024-04-26,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
592,NVDA,2024-04-26,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
593,TSLA,2026-04-16,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
594,NVDA,2025-11-13,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
595,ROKU,2026-04-08,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
596,MSFT,2025-10-07,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
597,PYPL,2025-10-07,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
598,NFLX,2025-10-07,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
599,AMD,2025-10-07,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
600,AMD,2025-10-07,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
601,AMZN,2025-10-07,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
602,AAPL,2024-03-15,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
603,AMZN,2025-03-26,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
604,PYPL,2023-11-01,True,True,primary_only,5,27,11,35,26,50,0.0,0.0,0.0,0,0,2023-10-25,2023-11-08
605,PYPL,2023-11-01,True,True,primary_only,5,27,11,35,26,50,0.0,0.0,0.0,0,0,2023-10-25,2023-11-08
606,GOOGL,2025-10-07,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
607,META,2025-10-07,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
608,AMD,2024-08-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
609,NVDA,2024-08-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
610,AMZN,2024-07-10,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
611,GOOGL,2024-07-10,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
612,GOOGL,2026-04-16,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
613,AMZN,2024-02-02,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
614,AMD,2025-09-21,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
615,NVDA,2025-09-21,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
616,SOFI,2026-04-13,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
617,TSLA,2024-01-19,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
618,PYPL,2024-01-19,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
619,TSLA,2024-02-22,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
620,AMD,2025-10-28,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
621,GOOGL,2023-11-25,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
622,NVDA,2024-02-02,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
623,AAPL,2024-02-02,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
624,AMZN,2024-02-02,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
625,AMD,2025-09-25,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
626,PYPL,2025-10-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
627,TSLA,2025-09-15,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
628,TSLA,2025-09-15,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
629,NVDA,2025-09-15,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
630,NVDA,2025-09-15,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
631,NVDA,2025-11-03,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
632,GOOGL,2023-10-27,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
633,AAPL,2023-10-27,True,True,primary_only,25,26,80,79,134,206,0.0,0.0,0.0,0,0,2023-10-20,2023-11-03
634,DIS,2023-10-27,True,True,primary_only,5,13,18,22,34,41,0.0,0.0,0.0,0,0,2023-10-20,2023-11-03
635,GOOGL,2022-08-23,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
636,AMZN,2023-10-27,True,True,primary_only,16,26,37,54,37,103,0.0,0.0,0.0,0,0,2023-10-24,2023-11-03
637,PYPL,2025-10-03,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
638,NVDA,2025-10-03,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
639,AAPL,2021-05-04,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
640,SOFI,2025-10-20,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
641,META,2025-10-20,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
642,PYPL,2025-10-20,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
643,AMZN,2024-08-10,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
644,GOOGL,2024-08-10,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
645,AAPL,2024-08-10,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
646,TSLA,2024-08-10,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
647,NVDA,2025-09-12,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
648,AMZN,2025-10-23,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
649,NFLX,2024-01-23,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
650,NFLX,2024-01-23,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
651,GOOGL,2023-12-09,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
652,NVDA,2025-11-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
653,NVDA,2025-11-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
654,NVDA,2025-11-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
655,NVDA,2023-12-03,True,True,primary_only,3,33,48,92,126,162,0.0,0.0,0.0,0,0,2023-11-26,2023-12-10
656,NVDA,2023-12-03,True,True,primary_only,3,33,48,92,126,162,0.0,0.0,0.0,0,0,2023-11-26,2023-12-10
657,NVDA,2023-12-03,True,True,primary_only,3,33,48,92,126,162,0.0,0.0,0.0,0,0,2023-11-26,2023-12-10
658,NVDA,2023-12-03,True,True,primary_only,3,33,48,92,126,162,0.0,0.0,0.0,0,0,2023-11-26,2023-12-10
659,NVDA,2024-04-16,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
660,NVDA,2025-03-04,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
661,NVDA,2024-07-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
662,AMZN,2023-12-15,True,True,primary_only,7,73,68,73,149,73,0.0,0.0,0.0,0,0,2023-12-08,2023-12-16
663,NFLX,2023-12-15,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
664,NFLX,2023-12-15,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
665,PYPL,2023-12-15,True,True,primary_only,4,8,15,8,33,8,0.0,0.0,0.0,0,0,2023-12-08,2023-12-16
666,GOOGL,2023-12-15,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
667,TSLA,2023-12-15,True,True,primary_only,18,22,60,22,111,22,0.0,0.0,0.0,0,0,2023-12-08,2023-12-16
668,GOOGL,2025-11-24,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
669,META,2022-06-06,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
670,META,2022-06-06,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
671,META,2022-06-06,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
672,MSFT,2022-06-06,True,True,primary_only,2,16,10,47,69,84,0.0,0.0,0.0,0,0,2022-05-30,2022-06-13
673,MSFT,2022-06-06,True,True,primary_only,2,16,10,47,69,84,0.0,0.0,0.0,0,0,2022-05-30,2022-06-13
674,GOOGL,2022-06-06,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
675,AMZN,2022-06-06,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
676,AMZN,2022-06-06,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
677,NVDA,2024-09-14,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
678,AAPL,2024-09-14,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
679,NFLX,2024-09-14,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
680,PYPL,2025-11-24,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
681,NVDA,2024-08-09,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
682,TSLA,2024-08-09,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
683,PYPL,2025-11-20,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
684,UBER,2024-05-12,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
685,NVDA,2025-12-31,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
686,AMD,2025-12-22,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
687,META,2025-11-23,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
688,UBER,2024-11-05,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
689,SOFI,2025-11-13,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
690,AMZN,2024-06-14,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
691,GOOGL,2024-06-14,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
692,SOFI,2026-04-19,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
693,SOFI,2026-04-19,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
694,GOOGL,2025-11-28,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
695,META,2025-11-28,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
696,NVDA,2025-01-23,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
697,NFLX,2025-01-23,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
698,AMZN,2024-10-25,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
699,AMZN,2024-10-25,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
700,TSLA,2024-10-25,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
701,NVDA,2024-10-31,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
702,NVDA,2024-10-18,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
703,MSFT,2025-02-13,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
704,MSFT,2025-02-13,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
705,AAPL,2025-02-13,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
706,NVDA,2024-08-30,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
707,NVDA,2024-08-30,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
708,AMZN,2024-08-30,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
709,AMZN,2024-08-30,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
710,MSFT,2024-08-30,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
711,AMD,2025-12-19,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
712,AMD,2025-11-14,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
713,GOOGL,2025-11-14,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
714,GOOGL,2025-11-14,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
715,UBER,2025-11-14,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
716,META,2025-11-14,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
717,META,2025-11-14,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
718,SOFI,2025-11-14,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
719,NVDA,2025-11-14,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
720,AMD,2025-01-09,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
721,TSLA,2024-10-11,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
722,TSLA,2024-10-11,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
723,AAPL,2024-10-11,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
724,AMZN,2024-10-11,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
725,NVDA,2024-10-11,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
726,GOOGL,2024-10-11,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
727,GOOGL,2024-10-11,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
728,NVDA,2024-02-24,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
729,NVDA,2024-02-24,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
730,MSFT,2024-01-31,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
731,GOOGL,2024-01-31,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
732,GOOGL,2024-01-31,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
733,UBER,2025-12-08,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
734,NVDA,2025-11-20,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
735,UBER,2025-11-20,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
736,AAPL,2024-08-16,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
737,NVDA,2024-08-16,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
738,NVDA,2024-08-16,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
739,GOOGL,2024-08-16,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
740,AMZN,2024-08-16,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
741,AMZN,2024-08-16,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
742,MSFT,2024-08-16,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
743,AMD,2025-11-26,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
744,NVDA,2025-01-25,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
745,AAPL,2025-01-25,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
746,MSFT,2025-01-25,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
