event_id,ticker,event_date,fnspid_coverage_available,fnspid_news_hit,fnspid_hit_sources,fnspid_news_count_pre_1d,fnspid_news_count_post_1d,fnspid_news_count_pre_3d,fnspid_news_count_post_3d,fnspid_news_count_pre_7d,fnspid_news_count_post_7d,fnspid_mean_sentiment_pre_3d,fnspid_mean_sentiment_post_3d,fnspid_max_abs_sentiment_pre_3d,fnspid_source_count_pre_7d,fnspid_unique_title_count_pre_7d,fnspid_first_article_date_near_event,fnspid_last_article_date_near_event
224,GOOGL,2025-08-31,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
225,AAPL,2023-04-07,True,True,primary_only,24,8,76,37,127,110,0.0,0.0,0.0,0,0,2023-03-31,2023-04-14
226,NVDA,2025-08-27,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
227,NVDA,2025-08-27,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
228,NVDA,2023-07-14,True,True,primary_only,18,31,72,52,115,136,0.0,0.0,0.0,0,0,2023-07-07,2023-07-21
229,SHOP,2023-02-16,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
230,META,2023-02-16,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
231,AMZN,2023-02-16,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
232,MSFT,2026-02-19,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
233,GOOGL,2023-04-25,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
234,NFLX,2026-03-10,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
235,UBER,2026-02-07,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
236,MSFT,2026-02-24,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
237,MSFT,2026-02-24,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
238,TSLA,2023-04-21,True,True,primary_only,61,35,118,59,190,121,0.0,0.0,0.0,0,0,2023-04-14,2023-04-28
239,TSLA,2023-04-21,True,True,primary_only,61,35,118,59,190,121,0.0,0.0,0.0,0,0,2023-04-14,2023-04-28
240,AMC,2023-03-28,True,True,primary_only,0,8,0,14,9,24,0.0,0.0,0.0,0,0,2023-03-21,2023-04-04
241,AMZN,2023-03-28,True,True,primary_only,12,36,22,81,94,123,0.0,0.0,0.0,0,0,2023-03-21,2023-04-04
242,AMZN,2023-03-28,True,True,primary_only,12,36,22,81,94,123,0.0,0.0,0.0,0,0,2023-03-21,2023-04-04
243,AMZN,2023-03-28,True,True,primary_only,12,36,22,81,94,123,0.0,0.0,0.0,0,0,2023-03-21,2023-04-04
244,DIS,2023-11-17,True,True,primary_only,6,3,31,8,53,26,0.0,0.0,0.0,0,0,2023-11-10,2023-11-24
245,AAPL,2023-11-17,True,True,primary_only,15,23,60,38,103,92,0.0,0.0,0.0,0,0,2023-11-10,2023-11-24
246,AAPL,2025-09-13,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
247,TSLA,2023-07-19,True,True,primary_only,28,100,79,137,152,212,0.0,0.0,0.0,0,0,2023-07-12,2023-07-26
248,META,2026-03-08,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
249,MSFT,2024-02-12,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
250,MSFT,2023-03-08,True,True,primary_only,16,31,39,42,92,98,0.0,0.0,0.0,0,0,2023-03-01,2023-03-15
251,MSFT,2024-10-02,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
252,NVDA,2025-08-11,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
253,PYPL,2025-08-20,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
254,NVDA,2025-08-20,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
255,SOFI,2025-08-20,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
256,AMD,2025-08-20,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
257,AMD,2025-08-27,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
258,NVDA,2025-08-27,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
259,AAPL,2023-06-09,True,True,primary_only,25,32,70,48,137,136,0.0,0.0,0.0,0,0,2023-06-02,2023-06-16
260,AAPL,2023-06-09,True,True,primary_only,25,32,70,48,137,136,0.0,0.0,0.0,0,0,2023-06-02,2023-06-16
261,AMZN,2023-06-09,True,True,primary_only,28,26,62,52,124,154,0.0,0.0,0.0,0,0,2023-06-02,2023-06-16
262,GOOGL,2023-06-09,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
263,MSFT,2026-02-21,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
264,MSFT,2026-02-21,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
265,MSFT,2026-02-21,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
266,TSLA,2023-04-28,True,True,primary_only,18,18,50,35,109,92,0.0,0.0,0.0,0,0,2023-04-21,2023-05-05
267,GOOGL,2023-05-12,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
268,MSFT,2023-05-12,True,True,primary_only,31,14,81,43,116,128,0.0,0.0,0.0,0,0,2023-05-05,2023-05-19
269,TSLA,2023-05-12,True,True,primary_only,16,31,50,52,80,126,0.0,0.0,0.0,0,0,2023-05-05,2023-05-19
270,TSLA,2023-05-12,True,True,primary_only,16,31,50,52,80,126,0.0,0.0,0.0,0,0,2023-05-05,2023-05-19
271,AAPL,2023-09-14,True,True,primary_only,56,58,147,76,265,169,0.0,0.0,0.0,0,0,2023-09-07,2023-09-21
272,AAPL,2023-09-14,True,True,primary_only,56,58,147,76,265,169,0.0,0.0,0.0,0,0,2023-09-07,2023-09-21
273,NVDA,2025-08-28,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
274,MSFT,2025-01-10,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
275,MSFT,2023-05-05,True,True,primary_only,34,16,76,35,149,130,0.0,0.0,0.0,0,0,2023-04-28,2023-05-12
276,AAPL,2024-09-06,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
277,AAPL,2024-09-06,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
278,UBER,2025-09-12,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
279,NFLX,2026-02-24,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
280,NVDA,2025-08-21,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
281,MSFT,2025-08-21,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
282,AAPL,2023-08-03,True,True,primary_only,28,92,84,111,138,201,0.0,0.0,0.0,0,0,2023-07-27,2023-08-10
283,AAPL,2023-08-03,True,True,primary_only,28,92,84,111,138,201,0.0,0.0,0.0,0,0,2023-07-27,2023-08-10
284,AAPL,2023-08-03,True,True,primary_only,28,92,84,111,138,201,0.0,0.0,0.0,0,0,2023-07-27,2023-08-10
285,GOOGL,2025-08-08,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
286,NFLX,2023-07-28,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
287,MSFT,2023-07-28,True,True,primary_only,28,23,138,52,225,139,0.0,0.0,0.0,0,0,2023-07-21,2023-08-04
288,AMD,2023-08-25,True,True,primary_only,27,10,54,16,74,44,0.0,0.0,0.0,0,0,2023-08-18,2023-09-01
289,NVDA,2023-08-25,True,True,primary_only,93,53,216,94,268,232,0.0,0.0,0.0,0,0,2023-08-20,2023-09-01
290,AMZN,2023-08-25,True,True,primary_only,25,23,66,54,119,139,0.0,0.0,0.0,0,0,2023-08-18,2023-09-01
291,NVDA,2023-08-12,True,True,primary_only,27,8,87,72,136,158,0.0,0.0,0.0,0,0,2023-08-05,2023-08-19
292,AAPL,2023-08-12,True,True,primary_only,20,9,68,46,129,108,0.0,0.0,0.0,0,0,2023-08-05,2023-08-19
293,GOOGL,2023-08-12,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
294,MSFT,2023-08-12,True,True,primary_only,25,4,66,32,105,84,0.0,0.0,0.0,0,0,2023-08-05,2023-08-19
295,TSLA,2023-08-12,True,True,primary_only,21,8,42,58,93,126,0.0,0.0,0.0,0,0,2023-08-05,2023-08-19
296,NVDA,2024-02-29,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
297,NVDA,2024-02-29,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
298,GOOGL,2025-08-03,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
299,MSFT,2025-07-30,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
300,GOOGL,2025-07-30,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
301,MSFT,2023-06-26,True,True,primary_only,3,46,26,100,106,141,0.0,0.0,0.0,0,0,2023-06-19,2023-07-03
302,PYPL,2025-09-12,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
303,AAPL,2023-05-19,True,True,primary_only,24,27,63,55,100,131,0.0,0.0,0.0,0,0,2023-05-12,2023-05-26
304,TSLA,2023-05-19,True,True,primary_only,10,20,56,40,108,99,0.0,0.0,0.0,0,0,2023-05-12,2023-05-26
305,META,2026-02-05,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
306,META,2026-02-05,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
307,AMD,2025-08-11,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
308,PYPL,2025-09-13,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
309,PYPL,2023-08-05,True,True,primary_only,8,3,50,16,62,30,0.0,0.0,0.0,0,0,2023-07-30,2023-08-12
310,PYPL,2023-08-05,True,True,primary_only,8,3,50,16,62,30,0.0,0.0,0.0,0,0,2023-07-30,2023-08-12
311,MSFT,2023-07-25,True,True,primary_only,47,110,59,157,207,209,0.0,0.0,0.0,0,0,2023-07-18,2023-08-01
312,AAPL,2023-02-03,True,True,primary_only,36,42,91,69,147,132,0.0,0.0,0.0,0,0,2023-01-27,2023-02-10
313,NVDA,2026-02-09,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
314,AAPL,2023-10-19,True,True,primary_only,18,43,59,53,107,161,0.0,0.0,0.0,0,0,2023-10-12,2023-10-26
315,AAPL,2023-10-19,True,True,primary_only,18,43,59,53,107,161,0.0,0.0,0.0,0,0,2023-10-12,2023-10-26
316,NVDA,2025-07-15,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
317,NVDA,2023-09-01,True,True,primary_only,37,34,109,52,203,161,0.0,0.0,0.0,0,0,2023-08-25,2023-09-08
318,NVDA,2023-09-01,True,True,primary_only,37,34,109,52,203,161,0.0,0.0,0.0,0,0,2023-08-25,2023-09-08
319,NVDA,2026-02-04,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
320,SOFI,2025-08-30,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
321,PYPL,2025-07-28,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
322,AMD,2025-07-28,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
323,META,2025-07-28,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
324,TSLA,2025-07-28,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
325,NVDA,2023-08-23,True,True,primary_only,59,157,114,210,177,323,0.0,0.0,0.0,0,0,2023-08-16,2023-08-30
326,NVDA,2023-08-23,True,True,primary_only,59,157,114,210,177,323,0.0,0.0,0.0,0,0,2023-08-16,2023-08-30
327,META,2026-03-05,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
328,META,2026-03-05,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
329,NVDA,2025-08-29,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
330,AAPL,2024-08-05,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
331,NVDA,2023-10-09,True,True,primary_only,4,58,33,110,138,169,0.0,0.0,0.0,0,0,2023-10-02,2023-10-16
332,GOOGL,2024-12-30,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
333,NVDA,2025-08-12,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
334,NVDA,2025-08-12,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
335,GOOGL,2023-05-26,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
336,AMZN,2026-03-05,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
337,NVDA,2023-07-14,True,True,primary_only,18,31,72,52,115,136,0.0,0.0,0.0,0,0,2023-07-07,2023-07-21
338,PYPL,2025-09-06,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
339,PYPL,2025-09-06,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
340,NVDA,2026-03-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
341,NVDA,2026-03-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
342,NVDA,2026-03-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
343,NVDA,2026-03-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
344,AMZN,2023-09-13,True,True,primary_only,36,45,63,75,114,169,0.0,0.0,0.0,0,0,2023-09-06,2023-09-20
345,NVDA,2023-02-22,True,True,primary_only,11,61,23,79,51,117,0.0,0.0,0.0,0,0,2023-02-15,2023-03-01
346,PYPL,2025-08-15,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
347,AMZN,2025-08-15,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
348,MSFT,2024-02-17,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
349,GOOGL,2023-02-03,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
350,SOFI,2026-02-11,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
351,SOFI,2026-03-07,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
352,SOFI,2026-03-07,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
353,SOFI,2026-03-07,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
354,SOFI,2026-03-07,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
355,PYPL,2025-08-20,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
356,NVDA,2025-08-20,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
357,SOFI,2025-08-20,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
358,AMD,2025-08-20,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
359,AAPL,2023-08-11,True,True,primary_only,25,23,66,44,163,122,0.0,0.0,0.0,0,0,2023-08-04,2023-08-18
360,MSFT,2024-10-31,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
361,NVDA,2025-07-17,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
362,TSLA,2025-07-17,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
363,TSLA,2025-07-17,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
364,TSLA,2025-07-17,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
365,AMZN,2026-03-19,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
366,PYPL,2025-10-28,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
367,PYPL,2025-10-28,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
368,NVDA,2024-01-05,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
369,MSFT,2024-01-05,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
370,NVDA,2026-04-06,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
371,AMD,2026-04-06,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
372,TSLA,2024-01-25,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
373,TSLA,2024-01-25,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
374,AMZN,2023-11-17,True,True,primary_only,24,33,79,59,131,147,0.0,0.0,0.0,0,0,2023-11-10,2023-11-24
375,NFLX,2023-11-17,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
376,AAPL,2023-10-21,True,True,primary_only,16,10,61,61,117,144,0.0,0.0,0.0,0,0,2023-10-14,2023-10-28
377,AAPL,2023-10-21,True,True,primary_only,16,10,61,61,117,144,0.0,0.0,0.0,0,0,2023-10-14,2023-10-28
378,PYPL,2025-10-10,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
379,PYPL,2025-10-10,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
380,DIS,2024-05-07,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
381,AAPL,2024-05-03,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
382,AAPL,2024-05-03,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
383,NFLX,2023-12-09,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
384,GOOGL,2023-12-09,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
385,AMZN,2022-07-06,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
386,MSFT,2024-04-26,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
387,MSFT,2024-04-26,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
388,AMD,2025-09-22,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
389,META,2025-09-22,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
390,AAPL,2025-09-22,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
391,AMD,2023-12-08,True,True,primary_only,20,9,33,28,42,74,0.0,0.0,0.0,0,0,2023-12-01,2023-12-15
392,NVDA,2023-12-08,True,True,primary_only,25,35,84,80,137,136,0.0,0.0,0.0,0,0,2023-12-01,2023-12-15
393,NVDA,2025-12-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
394,NVDA,2024-06-06,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
395,AAPL,2024-06-06,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
396,GOOGL,2025-03-02,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
397,GOOGL,2025-03-02,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
398,NVDA,2025-11-03,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
399,META,2025-11-03,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
400,GOOGL,2022-08-15,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
401,AAPL,2023-10-20,True,True,primary_only,27,20,62,54,121,156,0.0,0.0,0.0,0,0,2023-10-13,2023-10-27
402,MSFT,2023-10-20,True,True,primary_only,20,18,67,77,121,240,0.0,0.0,0.0,0,0,2023-10-13,2023-10-27
403,MSFT,2023-10-20,True,True,primary_only,20,18,67,77,121,240,0.0,0.0,0.0,0,0,2023-10-13,2023-10-27
404,NVDA,2023-10-20,True,True,primary_only,13,24,103,57,162,142,0.0,0.0,0.0,0,0,2023-10-13,2023-10-27
405,GOOGL,2022-08-19,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
406,AMZN,2022-08-19,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
407,AMZN,2022-08-19,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
408,TSLA,2024-04-12,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
409,AAPL,2023-11-11,True,True,primary_only,16,8,63,53,120,110,0.0,0.0,0.0,0,0,2023-11-04,2023-11-18
410,NVDA,2023-11-11,True,True,primary_only,24,4,60,57,105,127,0.0,0.0,0.0,0,0,2023-11-04,2023-11-18
411,GOOGL,2023-11-11,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
412,GOOGL,2025-10-16,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
413,GOOGL,2025-10-16,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
414,GOOGL,2025-10-16,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
415,AMZN,2025-10-16,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
416,TSLA,2025-09-19,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
417,TSLA,2024-07-25,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
418,PYPL,2025-10-08,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
419,NFLX,2026-04-15,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
420,NFLX,2026-04-15,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
421,NVDA,2024-07-18,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
422,NFLX,2021-09-13,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
423,NFLX,2021-09-13,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
424,AMZN,2021-09-13,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
425,META,2021-09-13,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
426,GOOGL,2024-05-09,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
427,AAPL,2024-05-09,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
428,MSFT,2024-05-09,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
429,AMD,2025-11-04,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
430,AMD,2025-11-04,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
431,AMD,2025-11-04,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
432,AMD,2025-11-04,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
433,UBER,2026-04-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
434,META,2025-11-25,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
435,AMZN,2024-03-22,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
436,MSFT,2024-03-22,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
437,TSLA,2024-03-22,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
438,AMZN,2024-02-23,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
439,MSFT,2024-02-23,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
440,TSLA,2024-02-23,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
441,AAPL,2025-03-13,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
442,AAPL,2025-03-13,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
443,NVDA,2024-09-07,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
444,AMZN,2023-10-27,True,True,primary_only,16,26,37,54,37,103,0.0,0.0,0.0,0,0,2023-10-24,2023-11-03
445,NVDA,2025-10-08,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
446,AMZN,2024-05-02,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
447,TSLA,2024-05-02,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
448,NVDA,2025-10-09,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
449,CRM,2025-10-09,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
450,TSLA,2025-10-09,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
451,UBER,2025-10-09,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
452,AAPL,2024-02-10,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
453,AMZN,2024-02-10,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
454,NVDA,2024-02-10,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
455,TSLA,2024-02-10,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
456,TSLA,2024-02-10,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
457,AMD,2026-04-14,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
458,AMD,2026-04-14,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
459,NVDA,2024-06-27,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
460,AMZN,2024-08-22,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
461,AMZN,2024-08-22,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
462,AMZN,2024-08-22,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
463,GOOGL,2024-08-22,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
464,MSFT,2025-03-18,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
465,NVDA,2026-03-30,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
466,NVDA,2024-01-22,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
467,TSLA,2026-04-01,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
468,GOOGL,2025-05-09,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
469,NVDA,2024-08-29,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
470,AMD,2025-10-04,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
471,AMZN,2024-05-11,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
472,META,2025-11-26,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
473,AMZN,2024-07-22,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
474,AMZN,2024-07-22,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
475,AMZN,2024-06-07,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
476,NVDA,2023-11-21,True,True,primary_only,36,109,49,163,145,221,0.0,0.0,0.0,0,0,2023-11-14,2023-11-28
477,NVDA,2023-11-21,True,True,primary_only,36,109,49,163,145,221,0.0,0.0,0.0,0,0,2023-11-14,2023-11-28
478,META,2022-02-17,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
479,META,2022-02-17,True,False,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,
