event_id,ticker,company_name,event_date,effective_trading_event_date,sec_confounded_flag,gdelt_article_count_pm5,gdelt_major_news_flag_pm5,free_news_confounded_flag,free_news_clean_flag,free_news_unknown_flag,provider_coverage_status,ar_1d,ar_5d,timing_bucket,duplicate_cluster_size,top5_flag
1,SOFI,SoFi,2025-09-12,2025-09-12,False,0,False,False,True,False,gdelt_only,0.006788,-0.00174,during_market,1,False
2,NVDA,Nvidia,2025-09-12,2025-09-12,False,5,True,True,False,False,gdelt_only,-0.019636,0.018577,during_market,1,True
3,SOFI,SoFi,2026-05-01,2026-05-01,True,0,False,True,False,False,gdelt_only,-0.019636,0.018577,after_close,2,False
4,SOFI,SoFi,2026-05-01,2026-05-01,True,1,False,True,False,False,gdelt_only,-0.015711,-0.012023,after_close,2,False
5,NVDA,Nvidia,2026-01-13,2026-01-13,False,5,True,True,False,False,gdelt_only,0.003001,0.04516,during_market,2,True
6,NVDA,Nvidia,2026-01-13,2026-01-13,False,6,True,True,False,False,gdelt_only,0.000288,-0.007128,during_market,2,True
7,NVDA,Nvidia,2025-08-28,2025-08-28,True,5,True,True,False,False,gdelt_only,0.11004,0.121358,after_close,2,True
8,AMD,AMD,2026-01-20,2026-01-20,True,6,True,True,False,False,gdelt_only,0.11004,0.121358,during_market,2,True
9,MSFT,Microsoft,2026-01-14,2026-01-14,False,1,False,False,True,False,gdelt_only,0.066599,0.042678,during_market,1,False
10,NFLX,Netflix,2026-01-14,2026-01-14,True,0,False,True,False,False,gdelt_only,-0.025566,0.04947,during_market,1,False
11,NVDA,Nvidia,2026-01-14,2026-01-14,False,6,True,True,False,False,gdelt_only,0.001231,0.015663,during_market,1,True
12,MSFT,Microsoft,2025-07-30,2025-07-30,True,0,False,True,False,False,gdelt_only,-0.008036,-0.004612,after_close,1,False
13,GOOGL,Alphabet,2025-07-30,2025-07-30,True,1,False,True,False,False,gdelt_only,-0.050885,-0.018257,after_close,1,False
14,AMD,AMD,2025-09-21,2025-09-22,False,6,True,True,False,False,gdelt_only,0.029099,0.05539,weekend_or_holiday,1,True
15,NVDA,Nvidia,2025-09-21,2025-09-22,False,6,True,True,False,False,gdelt_only,0.013534,0.02678,weekend_or_holiday,1,True
16,META,Meta,2026-05-01,2026-05-01,True,0,False,True,False,False,gdelt_only,0.027315,0.016351,after_close,1,False
17,NVDA,Nvidia,2025-05-29,2025-05-29,True,5,True,True,False,False,gdelt_only,-0.014512,0.048945,after_close,1,True
18,AAPL,Apple,2025-06-05,2025-06-05,False,5,True,True,False,False,gdelt_only,0.00331,-0.047628,after_close,1,True
19,DIS,Disney,2025-06-05,2025-06-05,True,0,False,True,False,False,gdelt_only,-0.00167,0.017064,after_close,1,False
20,PYPL,PayPal,2025-06-05,2025-06-05,True,0,False,True,False,False,gdelt_only,0.000178,0.034324,after_close,1,False
21,AMD,AMD,2025-08-11,2025-08-11,True,5,True,True,False,False,gdelt_only,0.000178,0.034324,during_market,2,True
22,NVDA,Nvidia,2025-10-03,2025-10-03,False,6,True,True,False,False,gdelt_only,0.002918,0.024672,during_market,3,True
23,TSLA,Tesla,2025-04-22,2025-04-22,True,6,True,True,False,False,gdelt_only,0.014309,0.010173,after_close,5,True
24,TSLA,Tesla,2025-04-22,2025-04-22,True,5,True,True,False,False,gdelt_only,-0.032935,-0.133079,after_close,5,True
25,TSLA,Tesla,2025-04-22,2025-04-22,True,5,True,True,False,False,gdelt_only,-0.003713,0.016401,after_close,5,True
26,TSLA,Tesla,2025-04-22,2025-04-22,True,5,True,True,False,False,gdelt_only,-0.004438,-0.151269,after_close,5,True
27,TSLA,Tesla,2025-04-22,2025-04-22,True,7,True,True,False,False,gdelt_only,0.008767,0.032876,after_close,5,True
28,AMZN,Amazon,2025-04-22,2025-04-22,False,6,True,True,False,False,gdelt_only,0.005036,0.028614,after_close,1,True
29,NVDA,Nvidia,2025-08-17,2025-08-18,False,7,True,True,False,False,gdelt_only,0.001109,-0.006574,weekend_or_holiday,1,True
30,NVDA,Nvidia,2025-12-28,2025-12-29,False,6,True,True,False,False,gdelt_only,0.010644,0.145579,weekend_or_holiday,1,True
31,AMD,AMD,2026-01-07,2026-01-07,False,7,True,True,False,False,gdelt_only,0.010644,0.145579,during_market,1,True
32,NVDA,Nvidia,2025-07-25,2025-07-25,False,7,True,True,False,False,gdelt_only,0.010644,0.145579,during_market,1,True
33,NVDA,Nvidia,2025-11-22,2025-11-24,True,6,True,True,False,False,gdelt_only,0.010644,0.145579,weekend_or_holiday,2,True
34,NVDA,Nvidia,2025-11-22,2025-11-24,True,5,True,True,False,False,gdelt_only,0.011235,0.036012,weekend_or_holiday,2,True
35,MSFT,Microsoft,2025-11-22,2025-11-24,False,0,False,False,True,False,gdelt_only,-0.003911,0.009161,weekend_or_holiday,1,False
36,PYPL,PayPal,2025-09-17,2025-09-17,False,0,False,False,True,False,gdelt_only,-0.003911,0.009161,before_open,1,False
37,META,Meta,2025-09-17,2025-09-17,False,0,False,False,True,False,gdelt_only,-0.008087,0.003817,before_open,1,False
38,GOOGL,Alphabet,2025-06-22,2025-06-23,False,0,False,False,True,False,gdelt_only,-0.001882,0.058275,weekend_or_holiday,1,False
39,NVDA,Nvidia,2025-07-16,2025-07-16,False,5,True,True,False,False,gdelt_only,0.075569,0.159554,after_close,4,True
40,NVDA,Nvidia,2025-06-12,2025-06-12,False,7,True,True,False,False,gdelt_only,0.075569,0.159554,after_close,1,True
41,AMD,AMD,2025-08-10,2025-08-11,True,6,True,True,False,False,gdelt_only,0.075569,0.159554,weekend_or_holiday,2,True
42,NVDA,Nvidia,2025-08-10,2025-08-11,True,6,True,True,False,False,gdelt_only,0.010043,0.110368,weekend_or_holiday,2,True
43,NVDA,Nvidia,2026-01-16,2026-01-16,True,6,True,True,False,False,gdelt_only,0.027605,0.085006,before_open,1,True
44,AMD,AMD,2026-01-16,2026-01-16,True,5,True,True,False,False,gdelt_only,0.027605,0.085006,before_open,1,True
45,AMD,AMD,2025-06-23,2025-06-23,False,5,True,True,False,False,gdelt_only,0.027605,0.085006,after_close,1,True
46,GOOGL,Alphabet,2025-05-20,2025-05-20,False,1,False,False,True,False,gdelt_only,0.027605,0.085006,before_open,1,False
47,NVDA,Nvidia,2025-05-20,2025-05-20,True,5,True,True,False,False,gdelt_only,0.027605,0.085006,before_open,3,True
48,NVDA,Nvidia,2025-05-20,2025-05-20,True,6,True,True,False,False,gdelt_only,0.036165,0.049745,before_open,3,True
49,NVDA,Nvidia,2025-05-20,2025-05-20,True,6,True,True,False,False,gdelt_only,0.036165,0.049745,before_open,3,True
50,NVDA,Nvidia,2025-09-15,2025-09-15,False,5,True,True,False,False,gdelt_only,0.017301,0.015902,after_close,1,True
51,NVDA,Nvidia,2025-08-11,2025-08-11,True,5,True,True,False,False,gdelt_only,0.017301,0.015902,before_open,2,True
52,META,Meta,2026-01-25,2026-01-26,True,1,False,True,False,False,gdelt_only,-0.009408,-0.13883,weekend_or_holiday,2,False
53,NVDA,Nvidia,2025-05-21,2025-05-21,True,6,True,True,False,False,gdelt_only,0.026814,0.035164,after_close,2,True
54,NVDA,Nvidia,2025-05-22,2025-05-22,True,5,True,True,False,False,gdelt_only,0.002785,0.029555,after_close,1,True
55,GOOGL,Alphabet,2025-06-25,2025-06-25,False,0,False,False,True,False,gdelt_only,0.002785,0.029555,before_open,1,False
56,GOOGL,Alphabet,2025-06-24,2025-06-24,False,0,False,False,True,False,gdelt_only,-0.022635,-0.004115,before_open,2,False
57,AAPL,Apple,2025-06-17,2025-06-17,False,7,True,True,False,False,gdelt_only,0.008941,0.037755,after_close,1,True
58,SOFI,SoFi,2025-06-17,2025-06-17,False,0,False,False,True,False,gdelt_only,-0.011056,-0.073365,after_close,1,False
59,META,Meta,2025-06-17,2025-06-17,False,1,False,False,True,False,gdelt_only,0.026927,0.007514,after_close,1,False
60,GOOGL,Alphabet,2025-07-25,2025-07-25,True,1,False,True,False,False,gdelt_only,0.003214,-0.096159,before_open,1,False
61,NVDA,Nvidia,2026-01-29,2026-01-29,True,6,True,True,False,False,gdelt_only,0.001882,0.005631,during_market,1,True
62,GOOGL,Alphabet,2025-08-20,2025-08-20,False,1,False,False,True,False,gdelt_only,-0.005251,-0.058992,after_close,1,False
63,AMD,AMD,2025-10-04,2025-10-06,True,7,True,True,False,False,gdelt_only,-0.005251,-0.058992,weekend_or_holiday,1,True
64,META,Meta,2025-11-26,2025-11-26,False,1,False,False,True,False,gdelt_only,-0.007075,0.007997,after_close,1,False
65,NVDA,Nvidia,2025-08-13,2025-08-13,False,5,True,True,False,False,gdelt_only,-0.00431,0.02562,after_close,2,True
66,NVDA,Nvidia,2025-08-13,2025-08-13,False,5,True,True,False,False,gdelt_only,0.092565,0.104553,after_close,2,True
67,NVDA,Nvidia,2025-05-21,2025-05-21,True,7,True,True,False,False,gdelt_only,-0.036844,0.003208,after_close,2,True
68,AMD,AMD,2025-12-19,2025-12-19,True,7,True,True,False,False,gdelt_only,-0.036844,0.003208,during_market,1,True
69,AMD,AMD,2025-07-08,2025-07-08,True,6,True,True,False,False,gdelt_only,0.016172,0.006249,after_close,1,True
70,AMD,AMD,2026-05-06,2026-05-06,True,5,True,True,False,False,gdelt_only,-0.000845,0.006754,after_close,2,True
71,AMD,AMD,2026-05-06,2026-05-06,True,7,True,True,False,False,gdelt_only,0.217027,0.201981,after_close,2,True
72,AMZN,Amazon,2026-05-06,2026-05-06,True,6,True,True,False,False,gdelt_only,0.217027,0.201981,after_close,1,True
73,NVDA,Nvidia,2025-07-16,2025-07-16,False,7,True,True,False,False,gdelt_only,0.217027,0.201981,after_close,4,True
74,NVDA,Nvidia,2025-07-16,2025-07-16,False,5,True,True,False,False,gdelt_only,0.217027,0.201981,after_close,4,True
75,AMD,AMD,2025-07-16,2025-07-16,False,6,True,True,False,False,gdelt_only,0.217027,0.201981,after_close,1,True
76,NVDA,Nvidia,2025-08-28,2025-08-28,True,5,True,True,False,False,gdelt_only,0.217027,0.201981,before_open,2,True
77,GOOGL,Alphabet,2025-08-28,2025-08-28,True,0,False,True,False,False,gdelt_only,0.003928,-0.005071,before_open,1,False
78,GOOGL,Alphabet,2025-09-04,2025-09-04,True,0,False,True,False,False,gdelt_only,0.003928,-0.005071,after_close,1,False
79,AMD,AMD,2025-10-12,2025-10-13,True,5,True,True,False,False,gdelt_only,0.003928,-0.005071,weekend_or_holiday,2,True
80,AMD,AMD,2025-10-12,2025-10-13,True,5,True,True,False,False,gdelt_only,-0.002986,-0.006355,weekend_or_holiday,2,True
81,NVDA,Nvidia,2025-07-16,2025-07-16,False,6,True,True,False,False,gdelt_only,0.011135,-0.023765,before_open,4,True
82,NVDA,Nvidia,2025-05-28,2025-05-28,True,5,True,True,False,False,gdelt_only,0.011135,-0.023765,after_close,3,True
83,NVDA,Nvidia,2025-05-28,2025-05-28,True,7,True,True,False,False,gdelt_only,0.011135,-0.023765,after_close,3,True
84,NVDA,Nvidia,2025-05-28,2025-05-28,True,6,True,True,False,False,gdelt_only,0.011135,-0.023765,after_close,3,True
85,SOFI,SoFi,2025-05-28,2025-05-28,True,1,False,True,False,False,gdelt_only,0.011135,-0.023765,after_close,1,False
86,PYPL,PayPal,2025-08-19,2025-08-19,False,1,False,False,True,False,gdelt_only,0.026822,0.050767,after_close,2,False
87,PYPL,PayPal,2025-08-19,2025-08-19,False,0,False,False,True,False,gdelt_only,0.051572,0.194216,after_close,2,False
88,SOFI,SoFi,2025-08-19,2025-08-19,False,0,False,False,True,False,gdelt_only,0.014689,0.021187,after_close,1,False
89,GOOGL,Alphabet,2025-08-19,2025-08-19,False,0,False,False,True,False,gdelt_only,-0.064686,-0.056477,after_close,1,False
90,AMD,AMD,2026-03-03,2026-03-03,True,7,True,True,False,False,gdelt_only,-0.002396,-0.006272,during_market,1,True
91,AMZN,Amazon,2026-03-03,2026-03-03,True,5,True,True,False,False,gdelt_only,0.034904,0.084029,during_market,1,True
92,AMD,AMD,2026-02-19,2026-02-19,True,5,True,True,False,False,gdelt_only,-0.014686,-0.007722,before_open,2,True
93,AMD,AMD,2026-02-19,2026-02-19,True,5,True,True,False,False,gdelt_only,0.041997,0.075153,before_open,2,True
94,NVDA,Nvidia,2026-02-19,2026-02-19,True,7,True,True,False,False,gdelt_only,-0.013008,-0.055958,before_open,2,True
95,SOFI,SoFi,2026-02-19,2026-02-19,True,1,False,True,False,False,gdelt_only,0.026194,-0.06211,before_open,1,False
96,AAPL,Apple,2026-02-19,2026-02-19,True,7,True,True,False,False,gdelt_only,-0.027061,-0.018494,before_open,1,True
97,NVDA,Nvidia,2026-04-02,2026-04-02,False,7,True,True,False,False,gdelt_only,0.006224,-0.011881,during_market,1,True
98,NVDA,Nvidia,2025-08-22,2025-08-22,True,5,True,True,False,False,gdelt_only,,,before_open,1,True
99,AMD,AMD,2025-08-05,2025-08-05,True,7,True,True,False,False,gdelt_only,,,after_close,2,True
100,GOOGL,Alphabet,2025-08-05,2025-08-05,False,1,False,False,True,False,gdelt_only,0.036151,-0.012442,after_close,1,False
101,AMZN,Amazon,2025-08-05,2025-08-05,True,7,True,True,False,False,gdelt_only,0.002369,-0.003881,after_close,1,True
102,NVDA,Nvidia,2025-06-06,2025-06-06,False,5,True,True,False,False,gdelt_only,0.002369,-0.003881,after_close,1,True
103,AMD,AMD,2025-09-27,2025-09-29,True,7,True,True,False,False,gdelt_only,0.002369,-0.003881,weekend_or_holiday,1,True
104,AMD,AMD,2026-01-30,2026-01-30,True,5,True,True,False,False,gdelt_only,0.002369,-0.003881,after_close,1,True
105,AMD,AMD,2025-06-10,2025-06-10,True,5,True,True,False,False,gdelt_only,0.002369,-0.003881,before_open,1,True
106,AMD,AMD,2025-06-24,2025-06-24,False,5,True,True,False,False,gdelt_only,-0.015577,-0.015886,after_close,1,True
107,GOOGL,Alphabet,2025-06-24,2025-06-24,False,1,False,False,True,False,gdelt_only,-0.024952,-0.04289,after_close,2,False
108,NVDA,Nvidia,2025-07-19,2025-07-21,False,5,True,True,False,False,gdelt_only,-0.024024,0.094124,weekend_or_holiday,1,True
109,AMD,AMD,2025-08-05,2025-08-05,True,7,True,True,False,False,gdelt_only,-0.00342,-0.040308,before_open,2,True
110,AMZN,Amazon,2026-02-19,2026-02-19,False,5,True,True,False,False,gdelt_only,-0.03255,-0.045713,during_market,1,True
111,GOOGL,Alphabet,2026-02-19,2026-02-19,True,1,False,True,False,False,gdelt_only,0.007153,-0.077214,during_market,1,False
112,NVDA,Nvidia,2026-02-19,2026-02-19,True,7,True,True,False,False,gdelt_only,0.009159,0.091459,during_market,2,True
113,NVDA,Nvidia,2026-03-11,2026-03-11,True,6,True,True,False,False,gdelt_only,0.106032,0.013662,during_market,1,True
114,NVDA,Nvidia,2025-08-27,2025-08-27,True,7,True,True,False,False,gdelt_only,-0.035778,-0.092868,after_close,2,True
115,NVDA,Nvidia,2025-08-27,2025-08-27,True,5,True,True,False,False,gdelt_only,-0.035778,-0.092868,after_close,2,True
116,AMD,AMD,2025-07-11,2025-07-11,False,5,True,True,False,False,gdelt_only,0.00955,-0.010378,after_close,1,True
117,META,Meta,2026-03-14,2026-03-16,False,1,False,False,True,False,gdelt_only,-0.00894,-0.067869,weekend_or_holiday,1,False
118,AMD,AMD,2025-06-16,2025-06-16,False,6,True,True,False,False,gdelt_only,-0.00894,-0.067869,after_close,1,True
119,AMD,AMD,2025-07-07,2025-07-07,True,7,True,True,False,False,gdelt_only,-0.00894,-0.067869,before_open,2,True
120,AMD,AMD,2025-07-07,2025-07-07,True,7,True,True,False,False,gdelt_only,-0.012551,-0.145711,before_open,2,True
121,NVDA,Nvidia,2025-07-07,2025-07-07,True,6,True,True,False,False,gdelt_only,0.01127,-0.045221,before_open,1,True
122,NVDA,Nvidia,2025-06-25,2025-06-25,True,6,True,True,False,False,gdelt_only,0.060815,0.02505,after_close,2,True
123,NVDA,Nvidia,2025-06-25,2025-06-25,True,7,True,True,False,False,gdelt_only,-0.001489,0.041204,after_close,2,True
124,NVDA,Nvidia,2025-12-31,2025-12-31,False,6,True,True,False,False,gdelt_only,-0.001489,0.041204,after_close,1,True
125,NVDA,Nvidia,2025-12-01,2025-12-01,False,7,True,True,False,False,gdelt_only,-0.001489,0.041204,after_close,1,True
126,AMD,AMD,2025-12-22,2025-12-22,True,6,True,True,False,False,gdelt_only,0.000755,0.030947,after_close,1,True
127,AMZN,Amazon,2026-03-04,2026-03-04,True,7,True,True,False,False,gdelt_only,0.000755,0.030947,after_close,1,True
128,NVDA,Nvidia,2025-08-25,2025-08-25,True,7,True,True,False,False,gdelt_only,0.00423,-0.0543,during_market,2,True
129,NVDA,Nvidia,2025-08-25,2025-08-25,True,7,True,True,False,False,gdelt_only,0.00423,-0.0543,during_market,2,True
130,GOOGL,Alphabet,2026-03-31,2026-03-31,True,1,False,True,False,False,gdelt_only,0.00423,-0.0543,during_market,1,False
131,AMD,AMD,2026-04-26,2026-04-27,False,6,True,True,False,False,gdelt_only,0.00423,-0.0543,weekend_or_holiday,1,True
132,NVDA,Nvidia,2025-05-25,2025-05-27,True,7,True,True,False,False,gdelt_only,0.00423,-0.0543,weekend_or_holiday,2,True
133,NVDA,Nvidia,2025-05-25,2025-05-27,True,6,True,True,False,False,gdelt_only,0.00423,-0.0543,weekend_or_holiday,2,True
134,META,Meta,2025-11-25,2025-11-25,False,1,False,False,True,False,gdelt_only,0.00423,-0.0543,during_market,1,False
135,NVDA,Nvidia,2025-08-21,2025-08-21,True,7,True,True,False,False,gdelt_only,0.00423,-0.0543,before_open,1,True
136,MSFT,Microsoft,2025-08-21,2025-08-21,False,1,False,False,True,False,gdelt_only,0.00423,-0.0543,before_open,1,False
137,UBER,Uber,2025-07-15,2025-07-15,False,0,False,False,True,False,gdelt_only,0.017515,0.025317,after_close,1,False
138,NVDA,Nvidia,2025-10-08,2025-10-08,False,5,True,True,False,False,gdelt_only,0.017515,0.025317,after_close,1,True
139,MSFT,Microsoft,2026-02-25,2026-02-25,False,0,False,False,True,False,gdelt_only,-0.001921,-0.040886,after_close,1,False
140,AMZN,Amazon,2026-02-20,2026-02-20,True,7,True,True,False,False,gdelt_only,-0.005522,0.00731,during_market,1,True
141,TSLA,Tesla,2026-04-24,2026-04-24,True,7,True,True,False,False,gdelt_only,0.002506,0.009907,during_market,1,True
142,GOOGL,Alphabet,2026-02-04,2026-02-04,True,0,False,True,False,False,gdelt_only,-0.002573,0.000652,after_close,1,False
143,TSLA,Tesla,2026-01-29,2026-01-29,True,5,True,True,False,False,gdelt_only,-0.009711,-0.029176,after_close,2,True
144,TSLA,Tesla,2026-01-29,2026-01-29,True,7,True,True,False,False,gdelt_only,0.002862,0.006166,after_close,2,True
145,AMZN,Amazon,2026-01-29,2026-01-29,True,6,True,True,False,False,gdelt_only,0.002862,0.006166,after_close,1,True
146,MSFT,Microsoft,2026-01-29,2026-01-29,True,1,False,True,False,False,gdelt_only,-0.017928,-0.042367,after_close,1,False
147,NVDA,Nvidia,2026-02-11,2026-02-11,False,5,True,True,False,False,gdelt_only,0.003731,-0.002057,during_market,1,True
148,NVDA,Nvidia,2023-10-09,2023-10-09,False,6,True,True,False,False,gdelt_only,0.003731,-0.002057,during_market,1,True
149,GOOGL,Alphabet,2025-03-06,2025-03-06,False,0,False,False,True,False,gdelt_only,-0.044539,0.075961,after_close,1,False
150,UBER,Uber,2025-03-06,2025-03-06,False,0,False,False,True,False,gdelt_only,-0.044539,0.075961,after_close,2,False
151,UBER,Uber,2025-03-06,2025-03-06,False,1,False,False,True,False,gdelt_only,-0.044539,0.075961,after_close,2,False
152,AMD,AMD,2025-03-06,2025-03-06,True,7,True,True,False,False,gdelt_only,0.010791,-0.001008,after_close,1,True
153,AMZN,Amazon,2023-04-28,2023-04-28,True,7,True,True,False,False,gdelt_only,-0.009753,-0.036096,before_open,1,True
154,AAPL,Apple,2023-04-28,2023-04-28,True,5,True,True,False,False,gdelt_only,-0.017928,-0.042367,before_open,1,True
155,NVDA,Nvidia,2023-07-14,2023-07-14,False,5,True,True,False,False,gdelt_only,0.023966,-0.017458,before_open,1,True
156,AAPL,Apple,2023-06-16,2023-06-16,False,7,True,True,False,False,gdelt_only,0.011406,0.00822,before_open,1,True
157,META,Meta,2026-03-26,2026-03-26,False,0,False,False,True,False,gdelt_only,-0.035381,-0.186604,during_market,1,False
158,NFLX,Netflix,2026-04-18,2026-04-20,True,1,False,True,False,False,gdelt_only,-0.035381,-0.186604,weekend_or_holiday,1,False
159,AMZN,Amazon,2023-09-13,2023-09-13,True,5,True,True,False,False,gdelt_only,-0.035381,-0.186604,during_market,1,True
160,CRM,CRM,2025-08-13,2025-08-13,False,1,False,False,True,False,gdelt_only,-0.035381,-0.186604,after_close,1,False
161,NVDA,Nvidia,2025-08-13,2025-08-13,False,6,True,True,False,False,gdelt_only,-0.035381,-0.186604,after_close,1,True
162,GOOGL,Alphabet,2026-04-25,2026-04-27,True,0,False,True,False,False,gdelt_only,-0.035381,-0.186604,weekend_or_holiday,1,False
163,MSFT,Microsoft,2024-02-17,2024-02-20,False,1,False,False,True,False,gdelt_only,-0.035381,-0.186604,weekend_or_holiday,1,False
164,NVDA,Nvidia,2024-07-01,2024-07-01,True,7,True,True,False,False,gdelt_only,-0.035381,-0.186604,during_market,1,True
165,AAPL,Apple,2023-08-11,2023-08-11,True,7,True,True,False,False,gdelt_only,-0.035381,-0.186604,before_open,1,True
166,AMZN,Amazon,2025-03-15,2025-03-17,False,7,True,True,False,False,gdelt_only,-0.035381,-0.186604,weekend_or_holiday,1,True
167,DIS,Disney,2023-11-17,2023-11-17,True,1,False,True,False,False,gdelt_only,0.003942,0.202213,during_market,1,False
168,AAPL,Apple,2023-11-17,2023-11-17,False,6,True,True,False,False,gdelt_only,0.055312,0.028191,during_market,1,True
169,AMZN,Amazon,2025-05-14,2025-05-14,False,6,True,True,False,False,gdelt_only,0.012692,0.011668,after_close,1,True
170,MSFT,Microsoft,2024-02-12,2024-02-12,False,0,False,False,True,False,gdelt_only,0.012692,0.011668,during_market,1,False
171,AAPL,Apple,2024-03-15,2024-03-15,False,6,True,True,False,False,gdelt_only,-0.018187,0.000311,during_market,1,True
172,AMZN,Amazon,2025-03-26,2025-03-26,False,5,True,True,False,False,gdelt_only,-0.014267,-0.069883,after_close,1,True
173,AMD,AMD,2024-08-01,2024-08-01,True,5,True,True,False,False,gdelt_only,0.000385,0.04199,after_close,1,True
174,NVDA,Nvidia,2024-08-01,2024-08-01,False,6,True,True,False,False,gdelt_only,-0.010481,0.127115,after_close,1,True
175,AMZN,Amazon,2024-07-10,2024-07-10,False,6,True,True,False,False,gdelt_only,-0.361033,-0.201901,after_close,1,True
176,GOOGL,Alphabet,2024-07-10,2024-07-10,False,1,False,False,True,False,gdelt_only,-0.361033,-0.201901,after_close,1,False
177,AMD,AMD,2023-08-25,2023-08-25,False,7,True,True,False,False,gdelt_only,-0.361033,-0.201901,before_open,1,True
178,NVDA,Nvidia,2023-08-25,2023-08-25,True,7,True,True,False,False,gdelt_only,-0.361033,-0.201901,before_open,1,True
179,AMZN,Amazon,2023-08-25,2023-08-25,False,5,True,True,False,False,gdelt_only,-0.361033,-0.201901,before_open,1,True
180,NVDA,Nvidia,2024-02-29,2024-02-29,False,6,True,True,False,False,gdelt_only,-0.361033,-0.201901,after_close,2,True
181,NVDA,Nvidia,2024-02-29,2024-02-29,False,6,True,True,False,False,gdelt_only,-0.361033,-0.201901,after_close,2,True
182,MSFT,Microsoft,2023-06-26,2023-06-26,True,0,False,True,False,False,gdelt_only,-0.361033,-0.201901,during_market,1,False
183,DIS,Disney,2025-05-21,2025-05-21,False,0,False,False,True,False,gdelt_only,0.121086,0.274054,after_close,1,False
184,AAPL,Apple,2025-03-12,2025-03-12,False,5,True,True,False,False,gdelt_only,0.121086,0.274054,after_close,2,True
185,AAPL,Apple,2025-03-12,2025-03-12,False,5,True,True,False,False,gdelt_only,,,after_close,2,True
186,TSLA,Tesla,2023-05-26,2023-05-26,True,6,True,True,False,False,gdelt_only,0.121086,0.274054,before_open,1,True
187,SOFI,SoFi,2025-12-02,2025-12-02,True,0,False,True,False,False,gdelt_only,0.121086,0.274054,during_market,2,False
188,SOFI,SoFi,2025-12-02,2025-12-02,True,1,False,True,False,False,gdelt_only,0.121086,0.274054,during_market,2,False
189,UBER,Uber,2025-12-02,2025-12-02,False,0,False,False,True,False,gdelt_only,-0.242511,-0.597285,during_market,1,False
190,NVDA,Nvidia,2025-12-13,2025-12-15,False,6,True,True,False,False,gdelt_only,-0.02058,0.054703,weekend_or_holiday,1,True
191,AMZN,Amazon,2024-08-10,2024-08-12,False,7,True,True,False,False,gdelt_only,-0.142053,-0.157462,weekend_or_holiday,1,True
192,GOOGL,Alphabet,2024-08-10,2024-08-12,True,0,False,True,False,False,gdelt_only,-0.142053,-0.157462,weekend_or_holiday,1,False
193,AAPL,Apple,2024-08-10,2024-08-12,False,6,True,True,False,False,gdelt_only,-0.142053,-0.157462,weekend_or_holiday,1,True
194,TSLA,Tesla,2024-08-10,2024-08-12,False,6,True,True,False,False,gdelt_only,-0.142053,-0.157462,weekend_or_holiday,1,True
195,NVDA,Nvidia,2024-02-08,2024-02-08,False,6,True,True,False,False,gdelt_only,-0.142053,-0.157462,before_open,1,True
196,GOOGL,Alphabet,2024-02-08,2024-02-08,True,0,False,True,False,False,gdelt_only,-0.142053,-0.157462,before_open,1,False
197,TSLA,Tesla,2023-07-05,2023-07-05,True,7,True,True,False,False,gdelt_only,-0.142053,-0.157462,during_market,1,True
198,GOOGL,Alphabet,2023-07-05,2023-07-05,False,0,False,False,True,False,gdelt_only,0.011334,0.0582,during_market,1,False
199,SOFI,SoFi,2025-06-11,2025-06-11,False,1,False,False,True,False,gdelt_only,0.011334,0.0582,after_close,2,False
200,SOFI,SoFi,2025-06-11,2025-06-11,False,0,False,False,True,False,gdelt_only,-0.013008,-0.055958,after_close,2,False
201,PYPL,PayPal,2025-07-29,2025-07-29,True,1,False,True,False,False,gdelt_only,-0.016812,-0.023079,during_market,1,False
202,TSLA,Tesla,2023-11-06,2023-11-06,False,5,True,True,False,False,gdelt_only,0.016398,0.052083,during_market,1,True
203,AMD,AMD,2025-01-09,2025-01-10,False,5,True,True,False,False,gdelt_only,0.016398,0.052083,after_close,1,True
204,META,Meta,2026-04-09,2026-04-09,True,1,False,True,False,False,gdelt_only,0.016398,0.052083,after_close,1,False
205,MSFT,Microsoft,2026-04-09,2026-04-09,False,1,False,False,True,False,gdelt_only,0.016398,0.052083,after_close,1,False
206,AMZN,Amazon,2024-01-05,2024-01-05,False,6,True,True,False,False,gdelt_only,0.016398,0.052083,during_market,1,True
207,AAPL,Apple,2024-03-14,2024-03-14,False,5,True,True,False,False,gdelt_only,0.016398,0.052083,before_open,1,True
208,NVDA,Nvidia,2024-03-14,2024-03-14,True,7,True,True,False,False,gdelt_only,0.016398,0.052083,before_open,1,True
209,GOOGL,Alphabet,2025-04-22,2025-04-22,True,0,False,True,False,False,gdelt_only,0.016398,0.052083,during_market,1,False
210,TGT,TGT,2024-10-08,nan,False,0,False,False,True,False,gdelt_only,0.016398,0.052083,during_market,1,False
211,AAPL,Apple,2023-03-22,2023-03-22,False,7,True,True,False,False,gdelt_only,0.016398,0.052083,during_market,1,True
212,NVDA,Nvidia,2025-01-25,2025-01-27,True,5,True,True,False,False,gdelt_only,0.016398,0.052083,weekend_or_holiday,1,True
213,AAPL,Apple,2025-01-25,2025-01-27,True,6,True,True,False,False,gdelt_only,0.016398,0.052083,weekend_or_holiday,1,True
214,MSFT,Microsoft,2025-01-25,2025-01-27,True,0,False,True,False,False,gdelt_only,0.016398,0.052083,weekend_or_holiday,1,False
