event_count,matched_count,mean_return_1d,median_return_1d,mean_return_5d,median_return_5d,mean_return_20d,median_return_20d,mean_abnormal_return_1d,median_abnormal_return_1d,mean_abnormal_return_5d,median_abnormal_return_5d,mean_abnormal_return_20d,median_abnormal_return_20d,mean_car_5d,median_car_5d,mean_car_20d,median_car_20d,positive_abnormal_return_1d_share,positive_abnormal_return_5d_share,positive_abnormal_return_20d_share,mean_volume_change_5d,median_volume_change_5d,mean_volume_change_20d,median_volume_change_20d,t_stat_abnormal_return_1d,p_value_abnormal_return_1d,t_stat_abnormal_return_5d,p_value_abnormal_return_5d,t_stat_abnormal_return_20d,p_value_abnormal_return_20d,t_stat_car_5d,p_value_car_5d,t_stat_car_20d,p_value_car_20d
132,131,0.007334,0.003552,0.005936,0.004470,-0.007797,-0.003576,0.004285,0.002694,0.003410,0.004540,-0.026388,-0.024571,0.002668,0.005246,-0.026894,-0.019184,0.580153,0.507692,0.424000,0.034590,-0.080706,-0.002341,-0.071481,1.177611,0.241103,0.467186,0.641155,-2.044981,0.042973,0.365940,0.715009,-2.139741,0.034335
