alignment_type,sample,analyst_alignment,horizon,n,mean_spy_bhar,median_spy_bhar,t_stat,p_value,winsorized_mean_spy_bhar,bootstrap_ci_lower,bootstrap_ci_upper,warning_flags
analyst_alignment_diagnostic,non_top,analyst_neutral_or_mixed,63D,180,-0.17813451182141474,-0.1507811954331542,-10.045443517105959,0.0,-0.17874574328755072,-0.21183249823416345,-0.14270757163401343,
analyst_alignment_diagnostic,full,finfluencer_contrarian_to_analyst,5D,482,0.002095788757826559,0.00075835893887305,0.8248919828190799,0.40943291835666606,0.0019237607730791689,-0.002688173451248096,0.0077386831966356024,
analyst_alignment_diagnostic,full,finfluencer_contrarian_to_analyst,21D,482,0.011614304850624625,0.00544224071851135,2.1302296006456345,0.033152662388061804,0.011555216891202166,0.0015987962342255278,0.02310890941683267,
analyst_alignment_diagnostic,full,finfluencer_contrarian_to_analyst,63D,482,0.060235944248763384,0.020958252568979402,5.916596203959167,3.286722671802522e-09,0.05999075615783055,0.042978674152428765,0.0815475419942381,
analyst_alignment_diagnostic,top5,finfluencer_contrarian_to_analyst,5D,356,0.0039019402804112936,0.0032607666091134,1.2636785146667868,0.20634543980604247,0.003866629671120772,-0.0016428911593425522,0.009717664457062222,
analyst_alignment_diagnostic,top5,finfluencer_contrarian_to_analyst,21D,356,0.01657848874055772,0.005692614147531,2.3970632820146838,0.016527069119660176,0.01643256787126837,0.002884719109953631,0.02927115683415519,
analyst_alignment_diagnostic,top5,finfluencer_contrarian_to_analyst,63D,356,0.08168509652015761,0.0409707376790654,6.33304956707817,2.403623966529267e-10,0.08145670287280811,0.05745111327147008,0.1065157933044555,
analyst_alignment_diagnostic,non_top,finfluencer_contrarian_to_analyst,5D,126,-0.0030073060202699944,-0.00084618133555545,-0.7042840060413357,0.48125592462399114,-0.003153902865885532,-0.01239881911753267,0.005583053265700126,
analyst_alignment_diagnostic,non_top,finfluencer_contrarian_to_analyst,21D,126,-0.002411484552678403,0.00189392778210845,-0.335654793858867,0.7371311991579756,-0.0020915711672847394,-0.016454615860679707,0.011640988821443715,
analyst_alignment_diagnostic,non_top,finfluencer_contrarian_to_analyst,63D,126,-0.0003664224862869555,-0.01509554143682765,-0.029816323466168373,0.9762135403112049,-0.0006209635989944842,-0.023663373406941177,0.023944121783267144,
