event_id,ticker,event_date,recommendation_type,top5_flag,high_confidence,finfluencer_direction,fmp_provider_status,fmp_has_event_time_data,fmp_latest_only,fmp_error_class_safe,finnhub_provider_status,finnhub_has_event_time_data,finnhub_latest_only,finnhub_error_class_safe,yfinance_provider_status,yfinance_has_data,yfinance_latest_only,diagnostic_yfinance_fallback,yf_error_class_safe,yf_has_event_time_data,analyst_bullish_aligned,analyst_bearish_aligned,analyst_neutral_or_mixed,finfluencer_contrarian_to_analyst,recent_analyst_upgrade_relay,recent_analyst_downgrade_relay,analyst_relay_likely,analyst_unknown,analyst_event_time_usable,diagnostic_current_only,analyst_alignment,analyst_data_mode,primary_analyst_source,yf_recommendation_key,yf_recommendation_mean,yf_number_of_analysts,yf_target_mean,yf_target_median,yf_target_high,yf_target_low,fmp_rating_date,finnhub_period_date,yf_snapshot_available,yf_event_time_usable,yf_diagnostic_current_only,yf_provider_status,yf_recommendation_key_current,yf_recommendation_mean_current,yf_number_of_analysts_current,yf_target_mean_current,yf_target_median_current,yf_target_high_current,yf_target_low_current,yf_target_upside_vs_event_price_current,yf_current_bullish_aligned,yf_current_bearish_aligned,yf_current_neutral_or_mixed,yf_current_contrarian_to_finfluencer,yf_analyst_relay_likely_diagnostic,yf_latest_recommendation_date_pre_event,yf_latest_firm_pre_event,yf_latest_to_grade_pre_event,yf_latest_from_grade_pre_event,yf_latest_recommendation_action_pre_event,yf_recent_upgrade_pre_event,yf_recent_downgrade_pre_event,yf_consensus_bucket_event_time_if_available,yf_event_time_bullish_aligned,yf_event_time_bearish_aligned,yf_event_time_neutral_or_mixed,yf_event_time_contrarian_to_finfluencer,yf_analyst_relay_likely_event_time,analyst_event_time_source,analyst_diagnostic_source,analyst_diagnostic_current_only,analyst_alignment_event_time,analyst_alignment_diagnostic,analyst_relay_likely_event_time,analyst_relay_likely_diagnostic,analyst_any_coverage,analyst_coverage_tier
344,AMZN,2023-09-13,sell,True,True,bearish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.34848,62,311.55145,317.0,370.0,207.0,,,True,True,False,ok,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,1.150855622176176,False,False,False,True,True,2023-09-06,DA Davidson,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
345,NVDA,2023-02-22,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.29508,57,272.93738,275.0,380.0,140.0,,,True,True,False,ok,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,12.164948780147943,True,False,False,False,True,2023-02-22,Piper Sandler,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
346,PYPL,2025-08-15,sell,False,True,bearish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,hold,2.88636,34,52.52618,48.0,147.39,32.0,,,True,True,False,ok,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,-0.2372236853068501,False,False,True,False,False,2025-07-30,JMP Securities,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,False,True,event_time_primary_provider
347,AMZN,2025-08-15,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.34848,62,311.55145,317.0,370.0,207.0,,,True,True,False,ok,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.3485324487995402,True,False,False,False,True,2025-08-14,Morgan Stanley,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
348,MSFT,2024-02-20,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.30909,54,561.5561,562.5,870.0,400.0,,,True,True,False,ok,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.4155647278404308,True,False,False,False,True,2024-01-31,Barclays,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
349,GOOGL,2023-02-03,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.39683,52,427.88712,430.0,515.0,334.22,,,True,True,False,ok,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,3.117423358509141,True,False,False,False,True,2023-02-03,Needham,,,reit,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
350,SOFI,2026-02-11,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,False,False,True,False,True,True,False,False,True,False,analyst_neutral_or_mixed,event_time_historical,finnhub_recommendation,hold,2.70833,20,21.1,18.5,31.0,12.0,,2026-02-01,True,True,False,ok,hold,2.70833,20.0,21.1,18.5,31.0,12.0,0.0267640283872889,False,False,True,False,False,2026-02-09,Citizens,,,up,False,False,unknown,False,False,False,False,False,finnhub,none,False,analyst_neutral_or_mixed,analyst_neutral_or_mixed,False,False,True,event_time_primary_provider
351,SOFI,2026-03-09,buy,False,False,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,True,False,False,False,True,True,True,False,True,False,analyst_bullish_aligned,event_time_historical,finnhub_recommendation,hold,2.70833,20,21.1,18.5,31.0,12.0,,2026-03-01,True,True,False,ok,hold,2.70833,20.0,21.1,18.5,31.0,12.0,0.1229376781223976,False,False,True,False,False,2026-02-18,Truist Securities,,,main,False,False,unknown,False,False,False,False,False,finnhub,none,False,analyst_bullish_aligned,analyst_bullish_aligned,True,False,True,event_time_primary_provider
352,SOFI,2026-03-09,buy,False,False,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,True,False,False,False,True,True,True,False,True,False,analyst_bullish_aligned,event_time_historical,finnhub_recommendation,hold,2.70833,20,21.1,18.5,31.0,12.0,,2026-03-01,True,True,False,ok,hold,2.70833,20.0,21.1,18.5,31.0,12.0,0.1229376781223976,False,False,True,False,False,2026-02-18,Truist Securities,,,main,False,False,unknown,False,False,False,False,False,finnhub,none,False,analyst_bullish_aligned,analyst_bullish_aligned,True,False,True,event_time_primary_provider
353,SOFI,2026-03-09,sell,False,False,bearish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,False,False,False,True,True,True,True,False,True,False,finfluencer_contrarian_to_analyst,event_time_historical,finnhub_recommendation,hold,2.70833,20,21.1,18.5,31.0,12.0,,2026-03-01,True,True,False,ok,hold,2.70833,20.0,21.1,18.5,31.0,12.0,0.1229376781223976,False,False,True,False,False,2026-02-18,Truist Securities,,,main,False,False,unknown,False,False,False,False,False,finnhub,none,False,finfluencer_contrarian_to_analyst,finfluencer_contrarian_to_analyst,True,False,True,event_time_primary_provider
354,SOFI,2026-03-09,sell,False,True,bearish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,False,False,False,True,True,True,True,False,True,False,finfluencer_contrarian_to_analyst,event_time_historical,finnhub_recommendation,hold,2.70833,20,21.1,18.5,31.0,12.0,,2026-03-01,True,True,False,ok,hold,2.70833,20.0,21.1,18.5,31.0,12.0,0.1229376781223976,False,False,True,False,False,2026-02-18,Truist Securities,,,main,False,False,unknown,False,False,False,False,False,finnhub,none,False,finfluencer_contrarian_to_analyst,finfluencer_contrarian_to_analyst,True,False,True,event_time_primary_provider
355,PYPL,2025-08-20,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,hold,2.88636,34,52.52618,48.0,147.39,32.0,,,True,True,False,ok,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,-0.224338881453171,False,False,True,False,False,2025-07-30,JMP Securities,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,False,True,event_time_primary_provider
356,NVDA,2025-08-20,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.29508,57,272.93738,275.0,380.0,140.0,,,True,True,False,ok,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.5563440595055957,True,False,False,False,True,2025-08-20,Keybanc,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
357,SOFI,2025-08-20,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,hold,2.70833,20,21.1,18.5,31.0,12.0,,,True,True,False,ok,hold,2.70833,20.0,21.1,18.5,31.0,12.0,-0.0630550812122267,False,False,True,False,False,2025-08-20,JP Morgan,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,False,True,event_time_primary_provider
358,AMD,2025-08-20,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,1.5098,48,457.83334,474.0,625.0,225.0,,,True,True,False,ok,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,1.7713883078547576,True,False,False,False,True,2025-08-14,Mizuho,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
359,AAPL,2023-08-11,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,1.95833,43,308.06512,310.0,400.0,215.0,,,True,True,False,ok,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.7546693776104689,True,False,False,False,True,2023-08-04,Needham,,,reit,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
360,MSFT,2024-10-31,sell,False,True,bearish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.30909,54,561.5561,562.5,870.0,400.0,,,True,True,False,ok,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.3981164276647138,False,False,False,True,True,2024-10-31,Morgan Stanley,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
361,NVDA,2025-07-17,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.29508,57,272.93738,275.0,380.0,140.0,,,True,True,False,ok,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.5779349235645799,True,False,False,False,True,2025-07-16,Needham,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
362,TSLA,2025-07-17,sell,True,True,bearish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,2.3617,41,412.25366,450.0,600.0,123.0,,,True,True,False,ok,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,0.2906723498745083,False,False,False,True,True,2025-07-11,Goldman Sachs,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
363,TSLA,2025-07-17,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,2.3617,41,412.25366,450.0,600.0,123.0,,,True,True,False,ok,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,0.2906723498745083,True,False,False,False,True,2025-07-11,Goldman Sachs,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
364,TSLA,2025-07-17,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,2.3617,41,412.25366,450.0,600.0,123.0,,,True,True,False,ok,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,0.2906723498745083,True,False,False,False,True,2025-07-11,Goldman Sachs,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
365,AMZN,2026-03-19,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,True,False,False,False,True,False,True,False,True,False,analyst_bullish_aligned,event_time_historical,finnhub_recommendation,strong_buy,1.34848,62,311.55145,317.0,370.0,207.0,,2026-03-01,True,True,False,ok,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.4923905834352668,True,False,False,False,True,2026-03-17,Needham,,,reit,False,False,unknown,False,False,False,False,False,finnhub,none,False,analyst_bullish_aligned,analyst_bullish_aligned,True,True,True,event_time_primary_provider
366,PYPL,2025-10-28,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,hold,2.88636,34,52.52618,48.0,147.39,32.0,,,True,True,False,ok,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,-0.2768144273259426,False,False,True,False,False,2025-10-28,RBC Capital,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,False,True,event_time_primary_provider
367,PYPL,2025-10-28,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,hold,2.88636,34,52.52618,48.0,147.39,32.0,,,True,True,False,ok,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,-0.2768144273259426,False,False,True,False,False,2025-10-28,RBC Capital,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,False,True,event_time_primary_provider
368,NVDA,2024-01-05,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.29508,57,272.93738,275.0,380.0,140.0,,,True,True,False,ok,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,4.562543666658322,True,False,False,False,True,2024-01-03,DA Davidson,,,init,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
369,MSFT,2024-01-05,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.30909,54,561.5561,562.5,870.0,400.0,,,True,True,False,ok,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.5533096769700541,True,False,False,False,True,2024-01-02,Piper Sandler,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
370,NVDA,2026-04-06,buy,True,False,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,True,False,False,False,True,True,True,False,True,False,analyst_bullish_aligned,event_time_historical,finnhub_recommendation,strong_buy,1.29508,57,272.93738,275.0,380.0,140.0,,2026-04-01,True,True,False,ok,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.5364635270084606,True,False,False,False,True,2026-03-31,Benchmark,,,reit,False,False,unknown,False,False,False,False,False,finnhub,none,False,analyst_bullish_aligned,analyst_bullish_aligned,True,True,True,event_time_primary_provider
371,AMD,2026-04-06,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,True,False,False,False,True,True,True,False,True,False,analyst_bullish_aligned,event_time_historical,finnhub_recommendation,buy,1.5098,48,457.83334,474.0,625.0,225.0,,2026-04-01,True,True,False,ok,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,1.079359411525494,True,False,False,False,True,2026-04-06,Citigroup,,,main,False,False,unknown,False,False,False,False,False,finnhub,none,False,analyst_bullish_aligned,analyst_bullish_aligned,True,True,True,event_time_primary_provider
372,TSLA,2024-01-25,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,2.3617,41,412.25366,450.0,600.0,123.0,,,True,True,False,ok,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,1.2573161527566583,True,False,False,False,True,2024-01-25,KGI Securities,,,down,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
373,TSLA,2024-01-25,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,2.3617,41,412.25366,450.0,600.0,123.0,,,True,True,False,ok,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,1.2573161527566583,True,False,False,False,True,2024-01-25,KGI Securities,,,down,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
374,AMZN,2023-11-17,sell,True,True,bearish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.34848,62,311.55145,317.0,370.0,207.0,,,True,True,False,ok,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,1.1459668392170448,False,False,False,True,True,2023-11-10,Tigress Financial,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
375,NFLX,2023-11-17,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,1.68,44,114.555,115.0,151.4,80.0,,,True,True,False,ok,buy,1.68,44.0,114.555,115.0,151.4,80.0,1.458736686816144,True,False,False,False,True,2023-10-19,Keybanc,,,up,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
376,AAPL,2023-10-23,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,1.95833,43,308.06512,310.0,400.0,215.0,,,True,True,False,ok,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.8032525054148425,True,False,False,False,True,2023-10-16,Morgan Stanley,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
377,AAPL,2023-10-23,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,1.95833,43,308.06512,310.0,400.0,215.0,,,True,True,False,ok,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.8032525054148425,True,False,False,False,True,2023-10-16,Morgan Stanley,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
378,PYPL,2025-10-10,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,hold,2.88636,34,52.52618,48.0,147.39,32.0,,,True,True,False,ok,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,-0.2438859034810931,False,False,True,False,False,2025-10-03,Wolfe Research,,,down,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,False,True,event_time_primary_provider
379,PYPL,2025-10-10,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,hold,2.88636,34,52.52618,48.0,147.39,32.0,,,True,True,False,ok,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,-0.2438859034810931,False,False,True,False,False,2025-10-03,Wolfe Research,,,down,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,False,True,event_time_primary_provider
380,DIS,2024-05-07,sell,False,True,bearish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.46667,29,130.66553,132.0,164.0,77.0,,,True,True,False,ok,strong_buy,1.46667,29.0,130.66553,132.0,164.0,77.0,0.2649033189055441,False,False,False,True,True,2024-05-07,Needham,,,reit,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
381,AAPL,2024-05-03,sell,True,True,bearish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,1.95833,43,308.06512,310.0,400.0,215.0,,,True,True,False,ok,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.6967781452975894,False,False,False,True,True,2024-05-03,Needham,,,reit,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
382,AAPL,2024-05-03,sell,True,True,bearish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,1.95833,43,308.06512,310.0,400.0,215.0,,,True,True,False,ok,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.6967781452975894,False,False,False,True,True,2024-05-03,Needham,,,reit,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
383,NFLX,2023-12-11,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,1.68,44,114.555,115.0,151.4,80.0,,,True,True,False,ok,buy,1.68,44.0,114.555,115.0,151.4,80.0,1.4909218281084369,True,False,False,False,True,2023-10-19,Keybanc,,,up,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
384,GOOGL,2023-12-11,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.39683,52,427.88712,430.0,515.0,334.22,,,True,True,False,ok,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,2.236729385112828,True,False,False,False,True,2023-12-07,Roth MKM,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
385,AMZN,2022-07-06,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.34848,62,311.55145,317.0,370.0,207.0,,,True,True,False,ok,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,1.7250191989009078,True,False,False,False,True,2022-06-30,Goldman Sachs,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
386,MSFT,2024-04-26,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.30909,54,561.5561,562.5,870.0,400.0,,,True,True,False,ok,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.403266407123237,True,False,False,False,True,2024-04-26,Piper Sandler,,,reit,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
387,MSFT,2024-04-26,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.30909,54,561.5561,562.5,870.0,400.0,,,True,True,False,ok,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.403266407123237,True,False,False,False,True,2024-04-26,Piper Sandler,,,reit,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
388,AMD,2025-09-22,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,1.5098,48,457.83334,474.0,625.0,225.0,,,True,True,False,ok,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,1.8652190952919487,True,False,False,False,True,2025-09-09,HSBC,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
389,META,2025-09-22,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.34921,58,826.69104,825.0,1015.0,614.0,,,True,True,False,ok,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.0822228525031061,True,False,False,False,True,2024-09-30,"Monness, Crespi, Hardt",,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
390,AAPL,2025-09-22,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,1.95833,43,308.06512,310.0,400.0,215.0,,,True,True,False,ok,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.2064068945527883,True,False,False,False,True,2025-09-22,Wedbush,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
