event_id,ticker,event_date,recommendation_type,top5_flag,high_confidence,finfluencer_direction,fmp_provider_status,fmp_has_event_time_data,fmp_latest_only,fmp_error_class_safe,finnhub_provider_status,finnhub_has_event_time_data,finnhub_latest_only,finnhub_error_class_safe,yfinance_provider_status,yfinance_has_data,yfinance_latest_only,diagnostic_yfinance_fallback,yf_error_class_safe,yf_has_event_time_data,analyst_bullish_aligned,analyst_bearish_aligned,analyst_neutral_or_mixed,finfluencer_contrarian_to_analyst,recent_analyst_upgrade_relay,recent_analyst_downgrade_relay,analyst_relay_likely,analyst_unknown,analyst_event_time_usable,diagnostic_current_only,analyst_alignment,analyst_data_mode,primary_analyst_source,yf_recommendation_key,yf_recommendation_mean,yf_number_of_analysts,yf_target_mean,yf_target_median,yf_target_high,yf_target_low,fmp_rating_date,finnhub_period_date,yf_snapshot_available,yf_event_time_usable,yf_diagnostic_current_only,yf_provider_status,yf_recommendation_key_current,yf_recommendation_mean_current,yf_number_of_analysts_current,yf_target_mean_current,yf_target_median_current,yf_target_high_current,yf_target_low_current,yf_target_upside_vs_event_price_current,yf_current_bullish_aligned,yf_current_bearish_aligned,yf_current_neutral_or_mixed,yf_current_contrarian_to_finfluencer,yf_analyst_relay_likely_diagnostic,yf_latest_recommendation_date_pre_event,yf_latest_firm_pre_event,yf_latest_to_grade_pre_event,yf_latest_from_grade_pre_event,yf_latest_recommendation_action_pre_event,yf_recent_upgrade_pre_event,yf_recent_downgrade_pre_event,yf_consensus_bucket_event_time_if_available,yf_event_time_bullish_aligned,yf_event_time_bearish_aligned,yf_event_time_neutral_or_mixed,yf_event_time_contrarian_to_finfluencer,yf_analyst_relay_likely_event_time,analyst_event_time_source,analyst_diagnostic_source,analyst_diagnostic_current_only,analyst_alignment_event_time,analyst_alignment_diagnostic,analyst_relay_likely_event_time,analyst_relay_likely_diagnostic,analyst_any_coverage,analyst_coverage_tier
948,AMZN,2026-02-19,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,True,False,False,False,True,False,True,False,True,False,analyst_bullish_aligned,event_time_historical,finnhub_recommendation,strong_buy,1.34848,62,311.55145,317.0,370.0,207.0,,2026-02-01,True,True,False,ok,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.5208017625294166,True,False,False,False,True,2026-02-09,Citigroup,,,main,False,False,unknown,False,False,False,False,False,finnhub,none,False,analyst_bullish_aligned,analyst_bullish_aligned,True,True,True,event_time_primary_provider
949,GOOGL,2026-02-19,sell,False,True,bearish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,False,False,False,True,True,False,True,False,True,False,finfluencer_contrarian_to_analyst,event_time_historical,finnhub_recommendation,strong_buy,1.39683,52,427.88712,430.0,515.0,334.22,,2026-02-01,True,True,False,ok,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,0.4138627215692791,False,False,False,True,True,2026-02-19,Tigress Financial,,,main,False,False,unknown,False,False,False,False,False,finnhub,none,False,finfluencer_contrarian_to_analyst,finfluencer_contrarian_to_analyst,True,True,True,event_time_primary_provider
950,NVDA,2026-02-19,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,True,False,False,False,True,True,True,False,True,False,analyst_bullish_aligned,event_time_historical,finnhub_recommendation,strong_buy,1.29508,57,272.93738,275.0,380.0,140.0,,2026-02-01,True,True,False,ok,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.452645828454967,True,False,False,False,True,2026-02-18,Needham,,,reit,False,False,unknown,False,False,False,False,False,finnhub,none,False,analyst_bullish_aligned,analyst_bullish_aligned,True,True,True,event_time_primary_provider
951,MSFT,2026-05-05,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,True,False,False,False,True,False,True,False,True,False,analyst_bullish_aligned,event_time_historical,finnhub_recommendation,strong_buy,1.30909,54,561.5561,562.5,870.0,400.0,,2026-05-01,True,True,False,ok,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.3650544346703659,True,False,False,False,True,2026-05-01,Stifel,,,main,False,False,unknown,False,False,False,False,False,finnhub,none,False,analyst_bullish_aligned,analyst_bullish_aligned,True,True,True,event_time_primary_provider
952,NFLX,2025-03-21,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,1.68,44,114.555,115.0,151.4,80.0,,,True,True,False,ok,buy,1.68,44.0,114.555,115.0,151.4,80.0,0.1929208968219107,True,False,False,False,True,2025-03-17,MoffettNathanson,,,up,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
953,TSLA,2025-03-21,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,2.3617,41,412.25366,450.0,600.0,123.0,,,True,True,False,ok,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,0.6575676445310241,True,False,False,False,True,2025-03-21,Morgan Stanley,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
954,AMZN,2026-02-20,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,True,False,False,False,True,False,True,False,True,False,analyst_bullish_aligned,event_time_historical,finnhub_recommendation,strong_buy,1.34848,62,311.55145,317.0,370.0,207.0,,2026-02-01,True,True,False,ok,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.4828016234114021,True,False,False,False,True,2026-02-09,Citigroup,,,main,False,False,unknown,False,False,False,False,False,finnhub,none,False,analyst_bullish_aligned,analyst_bullish_aligned,True,True,True,event_time_primary_provider
955,GOOGL,2026-03-31,sell,False,True,bearish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,False,False,False,True,True,False,True,False,True,False,finfluencer_contrarian_to_analyst,event_time_historical,finnhub_recommendation,strong_buy,1.39683,52,427.88712,430.0,515.0,334.22,,2026-03-01,True,True,False,ok,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,0.4879925011573034,False,False,False,True,True,2026-03-27,Needham,,,reit,False,False,unknown,False,False,False,False,False,finnhub,none,False,finfluencer_contrarian_to_analyst,finfluencer_contrarian_to_analyst,True,True,True,event_time_primary_provider
956,MSFT,2024-09-25,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.30909,54,561.5561,562.5,870.0,400.0,,,True,True,False,ok,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.3147686145259762,True,False,False,False,True,2024-09-23,DA Davidson,,,down,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
957,MSFT,2024-09-25,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.30909,54,561.5561,562.5,870.0,400.0,,,True,True,False,ok,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.3147686145259762,True,False,False,False,True,2024-09-23,DA Davidson,,,down,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
958,UBER,2026-02-02,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,True,False,False,False,True,True,True,False,True,False,analyst_bullish_aligned,event_time_historical,finnhub_recommendation,buy,1.51923,50,104.9312,107.0,150.0,70.0,,2026-02-01,True,True,False,ok,buy,1.51923,50.0,104.9312,107.0,150.0,70.0,0.2980109445009655,True,False,False,False,True,2026-01-27,Stifel,,,main,False,False,unknown,False,False,False,False,False,finnhub,none,False,analyst_bullish_aligned,analyst_bullish_aligned,True,True,True,event_time_primary_provider
959,MSFT,2024-10-30,sell,False,True,bearish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.30909,54,561.5561,562.5,870.0,400.0,,,True,True,False,ok,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.3134919747667171,False,False,False,True,True,2024-10-28,Truist Securities,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
960,NFLX,2026-02-18,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,True,False,False,False,True,True,True,False,True,False,analyst_bullish_aligned,event_time_historical,finnhub_recommendation,buy,1.68,44,114.555,115.0,151.4,80.0,,2026-02-01,True,True,False,ok,buy,1.68,44.0,114.555,115.0,151.4,80.0,0.468842199484363,True,False,False,False,True,2026-01-27,Freedom Broker,,,up,False,False,unknown,False,False,False,False,False,finnhub,none,False,analyst_bullish_aligned,analyst_bullish_aligned,True,True,True,event_time_primary_provider
961,GOOGL,2025-12-23,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.39683,52,427.88712,430.0,515.0,334.22,,,True,True,False,ok,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,0.3621387686895696,True,False,False,False,True,2025-12-22,Citigroup,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
962,GOOGL,2025-11-20,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.39683,52,427.88712,430.0,515.0,334.22,,,True,True,False,ok,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,0.4802847124747804,True,False,False,False,True,2025-11-18,Loop Capital,,,up,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
963,GOOGL,2025-11-20,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.39683,52,427.88712,430.0,515.0,334.22,,,True,True,False,ok,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,0.4802847124747804,True,False,False,False,True,2025-11-18,Loop Capital,,,up,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
964,AAPL,2025-11-20,sell,True,True,bearish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,1.95833,43,308.06512,310.0,400.0,215.0,,,True,True,False,ok,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.1592017607292168,False,False,False,True,True,2025-11-04,Rosenblatt,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
965,GOOGL,2024-10-11,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.39683,52,427.88712,430.0,515.0,334.22,,,True,True,False,ok,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,1.636350895366184,True,False,False,False,True,2024-10-09,BMO Capital,,,reit,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
966,MSFT,2024-09-30,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.30909,54,561.5561,562.5,870.0,400.0,,,True,True,False,ok,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.3202989818790895,True,False,False,False,True,2024-09-27,DA Davidson,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
967,MSFT,2021-03-08,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.30909,54,561.5561,562.5,870.0,400.0,,,True,True,False,ok,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,1.5736520333640591,True,False,False,False,True,2021-03-05,Morgan Stanley,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
968,MSFT,2024-12-06,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.30909,54,561.5561,562.5,870.0,400.0,,,True,True,False,ok,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.2782418781171398,True,False,False,False,True,2024-11-05,RBC Capital,,,reit,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
969,AAPL,2025-06-25,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,1.95833,43,308.06512,310.0,400.0,215.0,,,True,True,False,ok,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.5344675052509116,True,False,False,False,True,2025-06-10,Needham,,,reit,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
970,GOOGL,2025-06-25,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.39683,52,427.88712,430.0,515.0,334.22,,,True,True,False,ok,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,1.5126062860938374,True,False,False,False,True,2025-06-25,Cantor Fitzgerald,,,reit,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
971,GOOGL,2025-11-14,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.39683,52,427.88712,430.0,515.0,334.22,,,True,True,False,ok,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,0.5501190585371218,True,False,False,False,True,2025-11-10,Freedom Broker,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
972,HOOD,2026-02-09,sell,False,True,bearish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,False,False,False,True,True,True,True,False,True,False,finfluencer_contrarian_to_analyst,event_time_historical,finnhub_recommendation,buy,1.92593,24,98.43792,97.5,155.0,52.0,,2026-02-01,True,True,False,ok,buy,1.92593,24.0,98.43792,97.5,155.0,52.0,0.1372218435353571,False,False,False,True,True,2026-02-09,Keybanc,,,main,False,False,unknown,False,False,False,False,False,finnhub,none,False,finfluencer_contrarian_to_analyst,finfluencer_contrarian_to_analyst,True,True,True,event_time_primary_provider
973,PYPL,2026-02-09,sell,False,True,bearish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,False,False,True,False,True,True,False,False,True,False,analyst_neutral_or_mixed,event_time_historical,finnhub_recommendation,hold,2.88636,34,52.52618,48.0,147.39,32.0,,2026-02-01,True,True,False,ok,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,0.2803210709251353,False,False,True,False,False,2026-02-09,Cantor Fitzgerald,,,main,False,False,unknown,False,False,False,False,False,finnhub,none,False,analyst_neutral_or_mixed,analyst_neutral_or_mixed,False,False,True,event_time_primary_provider
974,PYPL,2026-02-09,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,False,False,True,False,True,True,False,False,True,False,analyst_neutral_or_mixed,event_time_historical,finnhub_recommendation,hold,2.88636,34,52.52618,48.0,147.39,32.0,,2026-02-01,True,True,False,ok,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,0.2803210709251353,False,False,True,False,False,2026-02-09,Cantor Fitzgerald,,,main,False,False,unknown,False,False,False,False,False,finnhub,none,False,analyst_neutral_or_mixed,analyst_neutral_or_mixed,False,False,True,event_time_primary_provider
975,AMD,2026-01-26,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,1.5098,48,457.83334,474.0,625.0,225.0,,,True,True,False,ok,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,0.8217872127958405,True,False,False,False,True,2026-01-26,Piper Sandler,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
976,PYPL,2025-07-29,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,hold,2.88636,34,52.52618,48.0,147.39,32.0,,,True,True,False,ok,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,-0.2609236292285448,False,False,True,False,False,2025-07-18,Barclays,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,False,True,event_time_primary_provider
977,AMD,2026-02-19,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,True,False,False,False,True,True,True,False,True,False,analyst_bullish_aligned,event_time_historical,finnhub_recommendation,buy,1.5098,48,457.83334,474.0,625.0,225.0,,2026-02-01,True,True,False,ok,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,1.2512334709758122,True,False,False,False,True,2026-02-13,DA Davidson,,,init,False,False,unknown,False,False,False,False,False,finnhub,none,False,analyst_bullish_aligned,analyst_bullish_aligned,True,True,True,event_time_primary_provider
978,AMD,2026-02-19,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,True,False,False,False,True,True,True,False,True,False,analyst_bullish_aligned,event_time_historical,finnhub_recommendation,buy,1.5098,48,457.83334,474.0,625.0,225.0,,2026-02-01,True,True,False,ok,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,1.2512334709758122,True,False,False,False,True,2026-02-13,DA Davidson,,,init,False,False,unknown,False,False,False,False,False,finnhub,none,False,analyst_bullish_aligned,analyst_bullish_aligned,True,True,True,event_time_primary_provider
979,NVDA,2026-02-19,sell,True,True,bearish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,False,False,False,True,True,True,True,False,True,False,finfluencer_contrarian_to_analyst,event_time_historical,finnhub_recommendation,strong_buy,1.29508,57,272.93738,275.0,380.0,140.0,,2026-02-01,True,True,False,ok,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.452645828454967,False,False,False,True,True,2026-02-18,Needham,,,reit,False,False,unknown,False,False,False,False,False,finnhub,none,False,finfluencer_contrarian_to_analyst,finfluencer_contrarian_to_analyst,True,True,True,event_time_primary_provider
980,SOFI,2026-02-19,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,False,False,True,False,True,True,False,False,True,False,analyst_neutral_or_mixed,event_time_historical,finnhub_recommendation,hold,2.70833,20,21.1,18.5,31.0,12.0,,2026-02-01,True,True,False,ok,hold,2.70833,20.0,21.1,18.5,31.0,12.0,0.0932642919219928,False,False,True,False,False,2026-02-18,Truist Securities,,,main,False,False,unknown,False,False,False,False,False,finnhub,none,False,analyst_neutral_or_mixed,analyst_neutral_or_mixed,False,False,True,event_time_primary_provider
981,AAPL,2026-02-19,sell,True,True,bearish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,False,False,False,True,True,True,True,False,True,False,finfluencer_contrarian_to_analyst,event_time_historical,finnhub_recommendation,buy,1.95833,43,308.06512,310.0,400.0,215.0,,2026-02-01,True,True,False,ok,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.1833178915474176,False,False,False,True,True,2026-02-17,Wedbush,,,reit,False,False,unknown,False,False,False,False,False,finnhub,none,False,finfluencer_contrarian_to_analyst,finfluencer_contrarian_to_analyst,True,True,True,event_time_primary_provider
982,AAPL,2025-03-28,sell,True,True,bearish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,1.95833,43,308.06512,310.0,400.0,215.0,,,True,True,False,ok,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.4212615478067383,False,False,False,True,True,2025-03-18,Evercore ISI Group,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
983,NVDA,2025-03-28,sell,True,True,bearish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.29508,57,272.93738,275.0,380.0,140.0,,,True,True,False,ok,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,1.4893014589765143,False,False,False,True,True,2025-03-20,Benchmark,,,reit,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
984,AMZN,2025-03-28,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.34848,62,311.55145,317.0,370.0,207.0,,,True,True,False,ok,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.6166015360450885,True,False,False,False,True,2025-03-20,Citizens Capital Markets,,,reit,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
985,PYPL,2024-08-01,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,hold,2.88636,34,52.52618,48.0,147.39,32.0,,,True,True,False,ok,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,-0.191440648321485,False,False,True,False,False,2024-08-01,Barclays,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,False,True,event_time_primary_provider
986,PYPL,2024-08-01,buy,False,False,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,hold,2.88636,34,52.52618,48.0,147.39,32.0,,,True,True,False,ok,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,-0.191440648321485,False,False,True,False,False,2024-08-01,Barclays,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,False,True,event_time_primary_provider
987,PYPL,2024-08-01,buy,False,False,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,hold,2.88636,34,52.52618,48.0,147.39,32.0,,,True,True,False,ok,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,-0.191440648321485,False,False,True,False,False,2024-08-01,Barclays,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,False,True,event_time_primary_provider
988,NVDA,2026-03-23,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,False,,True,True,False,False,False,True,True,True,False,True,False,analyst_bullish_aligned,event_time_historical,finnhub_recommendation,strong_buy,1.29508,57,272.93738,275.0,380.0,140.0,,2026-03-01,True,True,False,ok,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.5539591263292041,True,False,False,False,True,2026-03-23,Cantor Fitzgerald,,,reit,False,False,unknown,False,False,False,False,False,finnhub,none,False,analyst_bullish_aligned,analyst_bullish_aligned,True,True,True,event_time_primary_provider
989,GOOGL,2026-01-09,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.39683,52,427.88712,430.0,515.0,334.22,,,True,True,False,ok,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,0.3031875381224738,True,False,False,False,True,2026-01-09,Mizuho,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
990,GOOGL,2026-01-09,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,strong_buy,1.39683,52,427.88712,430.0,515.0,334.22,,,True,True,False,ok,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,0.3031875381224738,True,False,False,False,True,2026-01-09,Mizuho,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
991,UBER,2026-01-09,buy,False,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,1.51923,50,104.9312,107.0,150.0,70.0,,,True,True,False,ok,buy,1.51923,50.0,104.9312,107.0,150.0,70.0,0.2281273057308324,True,False,False,False,True,2026-01-08,Wells Fargo,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
992,AAPL,2026-01-09,sell,True,True,bearish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,1.95833,43,308.06512,310.0,400.0,215.0,,,True,True,False,ok,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.1899505618007195,False,False,False,True,True,2026-01-09,Evercore ISI Group,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
993,TSLA,2024-11-05,buy,True,True,bullish,skipped,False,False,http_429,ok,True,False,,ok,True,False,True,,True,False,False,False,False,False,False,False,False,True,False,analyst_unknown,event_time_historical,yfinance_upgrades_downgrades,buy,2.3617,41,412.25366,450.0,600.0,123.0,,,True,True,False,ok,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,0.6395706967751427,True,False,False,False,True,2024-10-29,Barclays,,,main,False,False,unknown,False,False,False,False,False,fmp,none,False,analyst_unknown,analyst_unknown,False,True,True,event_time_primary_provider
