event_id,ticker,event_date,effective_trading_event_date,sec_filing_near_event_flag,sec_8k_near_event_flag,earnings_near_event_flag,major_news_near_event_flag,same_day_news_flag,plus_minus_1_day_news_flag,plus_minus_3_day_news_flag,plus_minus_5_day_news_flag,news_confounded_event_flag,news_source_used,news_query_status
398,TSLA,2023-10-02,2023-10-02,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
399,AAPL,2022-06-24,2022-06-24,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
400,AMZN,2022-10-29,2022-10-31,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
401,TSLA,2022-04-01,2022-04-01,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
402,MSFT,2021-03-08,2021-03-08,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
403,MSFT,2026-02-27,2026-02-27,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
404,TSLA,2026-02-12,2026-02-12,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
405,TSLA,2024-02-22,2024-02-22,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
406,TSLA,2022-12-02,2022-12-02,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
407,NVDA,2024-04-16,2024-04-16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
408,AMC,2024-03-29,2024-04-01,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
409,TSLA,2023-04-28,2023-04-28,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
410,NVDA,2023-07-24,2023-07-24,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
411,NVDA,2023-07-24,2023-07-24,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
412,NVDA,2023-12-15,2023-12-15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
413,PLTR,2025-11-13,2025-11-13,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
414,NFLX,2026-04-27,2026-04-27,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
415,AMZN,2025-12-31,2025-12-31,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
416,GOOGL,2026-01-09,2026-01-09,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
417,GOOGL,2026-01-09,2026-01-09,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
418,UBER,2026-01-09,2026-01-09,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
419,AAPL,2026-01-09,2026-01-09,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
420,META,2026-01-14,2026-01-14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
421,META,2026-01-14,2026-01-14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
422,AAPL,2026-01-25,2026-01-26,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
423,TSLA,2026-01-03,2026-01-05,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
424,SMCI,2026-01-23,2026-01-23,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
425,MSFT,2026-04-15,2026-04-15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
426,META,2026-04-02,2026-04-02,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
427,AMZN,2024-08-17,2024-08-19,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
428,AMZN,2024-08-17,2024-08-19,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
429,DIS,2024-08-17,2024-08-19,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
430,AAPL,2024-02-02,2024-02-02,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
431,MSFT,2024-10-01,2024-10-01,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
432,PYPL,2025-11-17,2025-11-17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
433,PYPL,2025-11-17,2025-11-17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
434,AMZN,2025-11-17,2025-11-17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
435,AAPL,2025-11-17,2025-11-17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
436,NVDA,2024-08-15,2024-08-15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
437,AAPL,2024-08-15,2024-08-15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
438,MSFT,2024-03-29,2024-04-01,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
439,AMZN,2024-06-04,2024-06-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
440,AMZN,2024-05-11,2024-05-13,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
441,NVDA,2024-02-02,2024-02-02,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
442,GOOGL,2024-02-02,2024-02-02,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
443,UBER,2025-11-10,2025-11-10,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
444,TSLA,2024-02-17,2024-02-20,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
445,PYPL,2024-02-07,2024-02-07,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
446,NVDA,2024-02-07,2024-02-07,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
447,UBER,2025-03-05,2025-03-05,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
448,DIS,2024-03-15,2024-03-15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
449,AAPL,2024-03-15,2024-03-15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
450,AMZN,2024-03-15,2024-03-15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
451,GOOGL,2024-03-15,2024-03-15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
452,AMZN,2024-10-30,2024-10-30,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
453,GOOGL,2024-10-30,2024-10-30,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
454,GOOGL,2024-10-30,2024-10-30,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
455,AMD,2025-09-25,2025-09-25,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
456,SHOP,2024-05-13,2024-05-13,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
457,SHOP,2024-05-13,2024-05-13,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
458,SHOP,2024-05-13,2024-05-13,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
459,NVDA,2024-03-09,2024-03-11,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
460,NVDA,2024-03-09,2024-03-11,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
461,TSLA,2024-03-09,2024-03-11,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
462,GOOGL,2024-03-09,2024-03-11,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
463,AMZN,2024-10-05,2024-10-07,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
464,PYPL,2024-10-05,2024-10-07,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
465,PYPL,2024-10-05,2024-10-07,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
466,NVDA,2025-11-15,2025-11-17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
467,META,2025-11-07,2025-11-07,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
468,SOFI,2025-11-07,2025-11-07,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
469,META,2025-02-21,2025-02-21,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
470,GOOGL,2025-11-14,2025-11-14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
471,GOOGL,2025-11-14,2025-11-14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
472,AMD,2025-11-14,2025-11-14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
473,NVDA,2024-02-02,2024-02-02,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
474,GOOGL,2024-02-02,2024-02-02,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
475,NVDA,2025-10-03,2025-10-03,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
476,NVDA,2025-10-03,2025-10-03,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
477,NVDA,2024-09-04,2024-09-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
478,NVDA,2024-09-04,2024-09-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
479,AAPL,2024-09-04,2024-09-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
480,NVDA,2024-01-30,2024-01-30,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
481,PYPL,2025-09-13,2025-09-15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
482,PYPL,2025-09-12,2025-09-12,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
483,NVDA,2025-11-19,2025-11-19,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
484,NVDA,2025-11-19,2025-11-19,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
485,NVDA,2024-08-09,2024-08-09,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
486,AAPL,2024-08-09,2024-08-09,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
487,PYPL,2025-11-26,2025-11-26,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
