event_id,ticker,event_date,effective_trading_event_date,sec_filing_near_event_flag,sec_8k_near_event_flag,earnings_near_event_flag,major_news_near_event_flag,same_day_news_flag,plus_minus_1_day_news_flag,plus_minus_3_day_news_flag,plus_minus_5_day_news_flag,news_confounded_event_flag,news_source_used,news_query_status
777,NVDA,2026-02-03,2026-02-03,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
778,NVDA,2026-02-03,2026-02-03,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
779,GOOGL,2026-02-03,2026-02-03,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
780,AAPL,2024-09-27,2024-09-27,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
781,META,2026-01-28,2026-01-28,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
782,MSFT,2026-01-28,2026-01-28,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
783,MSFT,2026-01-28,2026-01-28,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
784,AMD,2026-01-28,2026-01-28,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
785,AMD,2026-01-28,2026-01-28,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
786,NVDA,2026-02-10,2026-02-10,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
787,AMD,2026-02-26,2026-02-26,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
788,AMZN,2026-03-11,2026-03-11,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
789,AMD,2022-12-31,2023-01-03,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
790,MSFT,2025-01-25,2025-01-27,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
791,PYPL,2026-03-04,2026-03-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
792,PYPL,2026-03-04,2026-03-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
793,GOOGL,2023-02-26,2023-02-27,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
794,AMD,2026-04-23,2026-04-23,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
795,UBER,2025-10-07,2025-10-07,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
796,AMZN,2025-10-07,2025-10-07,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
797,GOOGL,2025-07-23,2025-07-23,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
798,TSLA,2025-07-23,2025-07-23,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
799,AMZN,2025-10-17,2025-10-17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
800,MSFT,2025-10-17,2025-10-17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
801,TSLA,2025-08-29,2025-08-29,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
802,NVDA,2026-02-26,2026-02-26,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
803,NVDA,2026-02-26,2026-02-26,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
804,SOFI,2026-02-26,2026-02-26,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
805,NVDA,2026-02-20,2026-02-20,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
806,META,2026-01-03,2026-01-05,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
807,AMZN,2022-10-30,2022-10-31,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
808,NVDA,2026-02-24,2026-02-24,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
809,MSFT,2026-02-12,2026-02-12,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
810,AMZN,2026-02-12,2026-02-12,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
811,GOOGL,2025-07-25,2025-07-25,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
812,NFLX,2025-07-25,2025-07-25,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
813,TSLA,2025-07-25,2025-07-25,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
814,TSLA,2025-07-25,2025-07-25,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
815,NFLX,2025-01-21,2025-01-21,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
816,PYPL,2026-02-03,2026-02-03,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
817,GME,2026-01-29,2026-01-29,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
818,AMZN,2026-01-29,2026-01-29,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
819,MSFT,2024-06-16,2024-06-17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
820,AAPL,2025-01-30,2025-01-30,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
821,AAPL,2025-01-30,2025-01-30,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
822,AMD,2026-03-11,2026-03-11,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
823,AMD,2026-03-11,2026-03-11,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
824,META,2026-03-11,2026-03-11,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
825,AAPL,2024-11-23,2024-11-25,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
826,GOOGL,2024-11-23,2024-11-25,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
827,GOOGL,2024-11-23,2024-11-25,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
828,AMZN,2024-11-23,2024-11-25,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
829,NVDA,2026-01-05,2026-01-05,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
830,AMZN,2025-05-24,2025-05-27,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
831,NFLX,2025-05-24,2025-05-27,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
832,NVDA,2025-11-13,2025-11-13,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
833,NVDA,2025-11-13,2025-11-13,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
834,NVDA,2026-02-05,2026-02-05,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
835,SOFI,2026-05-06,2026-05-06,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
836,SOFI,2026-05-06,2026-05-06,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
837,AMZN,2026-04-29,2026-04-29,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
838,AAPL,2025-11-22,2025-11-24,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
839,AMZN,2026-02-09,2026-02-09,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
840,AMZN,2026-02-09,2026-02-09,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
841,UBER,2026-02-09,2026-02-09,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
842,GOOGL,2026-02-09,2026-02-09,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
843,NVDA,2026-02-09,2026-02-09,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
844,SOFI,2026-02-09,2026-02-09,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
845,SOFI,2026-02-09,2026-02-09,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
846,NVDA,2026-02-25,2026-02-25,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
847,NVDA,2026-02-25,2026-02-25,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
848,AMD,2026-02-25,2026-02-25,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
849,SOFI,2026-04-09,2026-04-09,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
850,SOFI,2026-04-09,2026-04-09,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
851,SOFI,2026-04-09,2026-04-09,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
852,SOFI,2026-04-09,2026-04-09,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
853,AMZN,2026-05-02,2026-05-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
854,META,2026-05-02,2026-05-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
855,NFLX,2026-05-02,2026-05-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
856,NVDA,2026-05-02,2026-05-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
857,UBER,2026-05-02,2026-05-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
858,MSFT,2025-04-06,2025-04-07,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
859,AMZN,2025-07-11,2025-07-11,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
860,NVDA,2026-02-05,2026-02-05,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
861,AMD,2026-03-01,2026-03-02,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
862,MSFT,2023-01-26,2023-01-26,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
863,GOOGL,2023-01-26,2023-01-26,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
864,AAPL,2023-01-26,2023-01-26,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
865,DIS,2023-01-26,2023-01-26,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
866,DIS,2023-01-26,2023-01-26,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
867,MSFT,2025-03-16,2025-03-17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
868,NFLX,2026-02-15,2026-02-17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
869,SOFI,2026-02-15,2026-02-17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
870,TSLA,2026-04-22,2026-04-22,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
871,TSLA,2026-04-22,2026-04-22,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
872,AMD,2026-04-22,2026-04-22,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
873,NVDA,2026-04-22,2026-04-22,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
874,GOOGL,2026-04-22,2026-04-22,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
875,AMZN,2026-04-22,2026-04-22,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
876,AMZN,2026-02-10,2026-02-10,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
877,NVDA,2026-02-10,2026-02-10,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
878,AMZN,2026-02-05,2026-02-05,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
879,AMZN,2026-02-05,2026-02-05,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
880,NVDA,2026-04-01,2026-04-01,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
881,NVDA,2026-04-01,2026-04-01,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
882,GOOGL,2026-04-29,2026-04-29,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
883,NVDA,2025-02-01,2025-02-03,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
884,NFLX,2025-02-01,2025-02-03,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
885,MSFT,2025-02-01,2025-02-03,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
886,AAPL,2020-04-30,2020-04-30,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
887,META,2026-01-16,2026-01-16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
888,MSFT,2022-11-17,2022-11-17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
889,NVDA,2025-08-22,2025-08-22,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
890,AAPL,2025-08-22,2025-08-22,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
891,NVDA,2026-01-24,2026-01-26,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
892,NVDA,2025-08-28,2025-08-28,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
893,AAPL,2025-10-31,2025-10-31,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
894,AMD,2025-02-04,2025-02-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
895,GOOGL,2025-10-30,2025-10-30,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
896,PLTR,2026-04-30,2026-04-30,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
897,MSFT,2025-08-01,2025-08-01,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
898,AMZN,2026-02-06,2026-02-06,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
899,NVDA,2026-02-06,2026-02-06,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
900,META,2026-02-06,2026-02-06,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
901,MSFT,2026-02-06,2026-02-06,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
902,AMZN,2025-07-10,2025-07-10,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
903,META,2025-07-10,2025-07-10,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
904,AAPL,2023-05-19,2023-05-19,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
905,NVDA,2026-03-02,2026-03-02,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
906,NVDA,2026-03-02,2026-03-02,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
907,NVDA,2026-03-02,2026-03-02,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
908,NVDA,2026-03-02,2026-03-02,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
909,AMZN,2026-03-02,2026-03-02,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
910,MSFT,2026-01-29,2026-01-29,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
911,GOOGL,2025-11-25,2025-11-25,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
912,GOOGL,2025-11-25,2025-11-25,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
913,GOOGL,2025-11-25,2025-11-25,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
914,AMZN,2024-06-04,2024-06-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
915,AMZN,2024-06-04,2024-06-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
916,NVDA,2026-02-27,2026-02-27,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
917,SOFI,2026-03-03,2026-03-03,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
918,AMZN,2026-03-14,2026-03-16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
919,AMZN,2026-02-28,2026-03-02,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
920,MSFT,2025-08-02,2025-08-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
921,AAPL,2025-02-22,2025-02-24,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
922,AAPL,2025-02-22,2025-02-24,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
923,AMZN,2025-02-22,2025-02-24,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
924,AMZN,2025-02-22,2025-02-24,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
925,AMZN,2025-02-22,2025-02-24,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
926,NVDA,2025-02-22,2025-02-24,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
927,TSLA,2025-02-22,2025-02-24,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
928,NVDA,2026-04-28,2026-04-28,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
929,AMD,2026-04-28,2026-04-28,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
930,MSFT,2025-10-24,2025-10-24,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
931,NVDA,2025-11-29,2025-12-01,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
932,TSLA,2025-03-07,2025-03-07,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
933,AMD,2026-03-12,2026-03-12,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
934,NVDA,2026-03-12,2026-03-12,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
935,TSLA,2026-03-12,2026-03-12,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
936,NVDA,2026-03-04,2026-03-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
937,NVDA,2026-03-04,2026-03-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
938,SOFI,2026-03-04,2026-03-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
939,META,2026-03-04,2026-03-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
940,META,2026-03-04,2026-03-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
941,AAPL,2026-03-04,2026-03-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
942,DIS,2024-09-23,2024-09-23,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
943,DIS,2024-09-23,2024-09-23,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
944,SOFI,2026-03-29,2026-03-30,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
945,AMD,2026-04-25,2026-04-27,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
946,AMZN,2025-11-14,2025-11-14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
947,META,2026-01-28,2026-01-28,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
948,META,2026-01-28,2026-01-28,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
949,SOFI,2026-05-01,2026-05-01,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
950,NVDA,2026-03-04,2026-03-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
951,NVDA,2026-03-04,2026-03-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
952,META,2026-03-04,2026-03-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
953,GOOGL,2025-07-17,2025-07-17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
954,TSLA,2025-07-17,2025-07-17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
955,AAPL,2025-07-17,2025-07-17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
956,MSFT,2025-07-17,2025-07-17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
957,NVDA,2025-07-17,2025-07-17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
958,PYPL,2026-01-16,2026-01-16,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
959,MSFT,2026-02-05,2026-02-05,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
960,MSFT,2022-10-17,2022-10-17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
961,META,2025-11-21,2025-11-21,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
962,META,2025-11-21,2025-11-21,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
963,NVDA,2024-11-21,2024-11-21,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
964,NVDA,2024-11-21,2024-11-21,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
965,NVDA,2024-11-21,2024-11-21,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
966,META,2026-02-12,2026-02-12,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
967,PYPL,2026-02-17,2026-02-17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
968,MSFT,2023-02-14,2023-02-14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
969,AMZN,2025-04-18,2025-04-21,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
970,AMZN,2025-04-18,2025-04-21,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
971,SOFI,2026-02-17,2026-02-17,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
972,SOFI,2026-05-03,2026-05-04,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
973,MSFT,2025-03-28,2025-03-28,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
974,HOOD,2026-02-11,2026-02-11,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
975,AMZN,2026-02-27,2026-02-27,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
976,AMZN,2026-02-27,2026-02-27,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
977,AMZN,2026-02-27,2026-02-27,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
978,AMZN,2026-02-27,2026-02-27,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
979,AAPL,2025-03-07,2025-03-07,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
980,TSLA,2025-03-07,2025-03-07,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
981,NFLX,2025-03-07,2025-03-07,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
982,NVDA,2026-02-26,2026-02-26,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
983,SOFI,2026-02-26,2026-02-26,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,protocol_only,not_run
