event_id,creator,ticker,recommendation_type,pre_event_return_20_1,pre_event_abnormal_return_20_1,pre_event_return_5_1,pre_event_abnormal_return_5_1,event_day_return_0_1,event_day_abnormal_return_0_1,post_event_return_0_5,post_event_abnormal_return_0_5,post_event_return_5_20,post_event_abnormal_return_5_20,post_event_return_0_20,post_event_abnormal_return_0_20,momentum_decile,short_momentum_decile,reversal_flag,continuation_flag,event_quality_score
761,The Investor Channel,NFLX,buy,-0.003294,-0.026248,-0.038738,-0.049447,0.110870,0.107024,0.097288,0.102628,0.109615,0.085255,0.217567,0.198678,5,2,True,False,59
762,The Investor Channel,NFLX,buy,-0.003294,-0.026248,-0.038738,-0.049447,0.110870,0.107024,0.097288,0.102628,0.109615,0.085255,0.217567,0.198678,5,2,True,False,58
763,The Investor Channel,MSFT,buy,0.035529,0.012834,0.017310,0.010770,-0.060528,-0.040924,-0.028553,-0.047570,0.008703,-0.004478,-0.020099,-0.052546,6,7,True,False,61
764,The Investor Channel,GOOGL,buy,0.023031,0.000337,0.042388,0.035848,-0.019202,0.000401,0.011750,-0.007266,-0.041244,-0.054424,-0.029978,-0.062426,6,9,True,False,62
765,"Mark Roussin, CPA",AMD,buy,0.160169,0.121155,-0.050035,-0.054616,0.004281,-0.001716,0.129081,0.126180,0.120172,0.110801,0.264766,0.252466,9,2,False,True,61
766,"Mark Roussin, CPA",PYPL,buy,0.037451,-0.001564,0.025027,0.020446,-0.002665,-0.008662,-0.027589,-0.030491,-0.070312,-0.079683,-0.095962,-0.108261,6,8,False,True,81
767,Daniel Pronk,GOOGL,buy,0.049440,0.058474,0.096770,0.025236,-0.002802,-0.009101,0.022415,-0.000568,0.052920,0.003870,0.076521,0.003361,8,8,True,False,66
768,Daniel Pronk,AMZN,sell,-0.051441,-0.008703,0.026247,0.020751,-0.012765,-0.019477,-0.112702,-0.022035,0.097661,0.007473,-0.026048,-0.017392,5,8,False,True,73
769,Daniel Pronk,AMZN,buy,-0.051441,-0.008703,0.026247,0.020751,-0.012765,-0.019477,-0.112702,-0.022035,0.097661,0.007473,-0.026048,-0.017392,5,8,False,True,64
770,Jose Najarro Stocks,NVDA,buy,-0.013343,-0.024524,-0.015436,-0.015321,-0.034102,-0.029258,0.045470,0.041714,-0.029171,-0.019072,0.014972,0.021353,5,4,True,False,63
771,Daniel Pronk,AMZN,sell,-0.023368,-0.012033,-0.026569,-0.022055,-0.041534,0.017010,0.015750,0.038333,0.048339,-0.032068,0.064851,0.008842,5,4,True,False,67
772,The Investor Channel,AAPL,buy,-0.003924,0.003650,-0.023767,-0.005807,-0.004038,-0.001884,0.019289,-0.028256,0.055649,0.046554,0.076011,0.018939,6,5,True,False,74
773,The Investor Channel,AAPL,buy,-0.003924,0.003650,-0.023767,-0.005807,-0.004038,-0.001884,0.019289,-0.028256,0.055649,0.046554,0.076011,0.018939,6,5,True,False,61
774,Jose Najarro Stocks,AMD,buy,0.113941,0.102759,-0.022854,-0.022739,-0.173144,-0.168301,-0.117880,-0.121636,-0.053847,-0.043747,-0.165379,-0.158998,9,4,True,False,69
775,Jose Najarro Stocks,AMD,buy,0.113941,0.102759,-0.022854,-0.022739,-0.173144,-0.168301,-0.117880,-0.121636,-0.053847,-0.043747,-0.165379,-0.158998,9,4,True,False,76
776,Jose Najarro Stocks,AMD,sell,0.113941,0.102759,-0.022854,-0.022739,-0.173144,-0.168301,-0.117880,-0.121636,-0.053847,-0.043747,-0.165379,-0.158998,9,4,True,False,56
777,Jose Najarro Stocks,NVDA,sell,-0.013343,-0.024524,-0.015436,-0.015321,-0.034102,-0.029258,0.045470,0.041714,-0.029171,-0.019072,0.014972,0.021353,5,4,True,False,68
778,Jose Najarro Stocks,NVDA,sell,-0.013343,-0.024524,-0.015436,-0.015321,-0.034102,-0.029258,0.045470,0.041714,-0.029171,-0.019072,0.014972,0.021353,5,4,True,False,63
779,Jose Najarro Stocks,GOOGL,buy,0.085771,0.074589,0.027320,0.027435,-0.019634,-0.014790,-0.062200,-0.065956,-0.048496,-0.038397,-0.107680,-0.101299,8,8,True,False,76
780,The Investor Channel,AAPL,buy,-0.009879,-0.038007,-0.002980,-0.010107,0.022872,0.018865,-0.004346,-0.006989,0.020326,0.009750,0.015892,0.002645,4,5,False,True,71
781,Couch Investor,META,buy,0.021679,0.010572,0.097902,0.083181,0.104048,0.106032,0.000389,0.013661,-0.017908,-0.022440,-0.017526,-0.008725,6,10,False,True,72
782,Couch Investor,MSFT,buy,-0.013385,-0.024492,0.082119,0.067398,-0.099931,-0.097947,-0.140024,-0.126752,-0.027893,-0.032425,-0.164012,-0.155212,5,10,False,True,75
783,Couch Investor,MSFT,sell,-0.013385,-0.024492,0.082119,0.067398,-0.099931,-0.097947,-0.140024,-0.126752,-0.027893,-0.032425,-0.164012,-0.155212,5,10,False,True,52
784,Couch Investor,AMD,buy,0.168916,0.157809,0.008927,-0.005794,-0.002216,-0.000231,-0.207921,-0.194649,0.017433,0.012901,-0.194113,-0.185312,10,5,True,False,63
785,Couch Investor,AMD,buy,0.168916,0.157809,0.008927,-0.005794,-0.002216,-0.000231,-0.207921,-0.194649,0.017433,0.012901,-0.194113,-0.185312,10,5,True,False,67
786,Couch Investor,NVDA,buy,0.027576,0.029317,0.053787,0.047377,0.008009,0.008240,-0.002970,0.005453,-0.010320,0.004193,-0.013259,0.009555,7,9,False,True,60
787,Jose Najarro Stocks,AMD,buy,-0.165704,-0.162440,0.036829,0.024163,-0.017036,-0.012235,-0.020768,-0.009176,0.021660,0.072236,0.000442,0.062024,1,8,False,True,58
788,"Value Investing with Sven Carlin, Ph.D.",AMZN,buy,0.035611,0.057197,-0.011484,0.000119,-0.014672,0.000513,-0.013073,0.008958,0.113308,0.082561,0.098754,0.090715,8,6,False,True,75
789,Learn to Invest - Investors Grow,AMD,sell,-0.136170,-0.080325,0.003875,0.005128,0.009997,0.002277,0.062949,0.037320,0.243791,0.192022,0.322087,0.243362,3,6,True,False,71
790,The Investor Channel,MSFT,buy,0.010767,-0.000326,0.035033,0.017646,0.029087,0.020495,-0.054400,-0.051730,-0.029744,-0.023838,-0.082525,-0.073966,6,8,False,True,84
791,Couch Investor,PYPL,buy,0.112230,0.125573,-0.019865,-0.001369,0.019037,0.024613,-0.025241,-0.012396,-0.020628,0.007910,-0.045348,-0.004333,9,5,True,False,62
792,Couch Investor,PYPL,buy,0.112230,0.125573,-0.019865,-0.001369,0.019037,0.024613,-0.025241,-0.012396,-0.020628,0.007910,-0.045348,-0.004333,9,5,True,False,71
793,Investing with Tom,GOOGL,buy,-0.103049,-0.080125,-0.055326,-0.028611,0.002114,0.005810,0.058529,0.041583,0.077052,0.093041,0.140091,0.139404,3,3,True,False,79
794,Jose Najarro Stocks,AMD,buy,0.377673,0.294865,0.090563,0.076952,0.139128,0.131379,0.161006,0.146594,,,,,10,10,False,True,78
795,"Mark Roussin, CPA",UBER,buy,0.048717,0.013132,0.021741,0.013590,0.015133,0.009170,-0.036299,-0.026001,0.004456,-0.015190,-0.032004,-0.041151,6,7,True,False,78
796,"Mark Roussin, CPA",AMZN,buy,-0.072784,-0.108369,0.006057,-0.002094,0.015511,0.009548,-0.024303,-0.014006,0.152179,0.132533,0.124177,0.115031,2,5,False,True,64
797,"Mark Roussin, CPA",GOOGL,buy,0.147329,0.110940,0.045745,0.038312,0.010198,0.009867,0.033118,0.032724,0.014196,0.008443,0.047784,0.041635,9,9,False,True,67
798,"Mark Roussin, CPA",TSLA,buy,-0.024554,-0.060943,0.032456,0.025022,-0.081970,-0.082301,-0.040654,-0.041049,0.015233,0.009480,-0.026040,-0.032190,3,8,False,True,66
799,The Investor Channel,AMZN,sell,-0.073484,-0.068873,-0.008781,-0.020450,0.016147,0.005747,0.052432,0.033075,0.046742,0.054597,0.101624,0.090275,3,4,True,False,75
800,The Investor Channel,MSFT,buy,-0.012203,-0.007592,0.001272,-0.010397,0.006250,-0.004150,0.019530,0.000173,-0.025649,-0.017794,-0.006620,-0.017969,5,5,True,False,69
801,The Investor Channel,TSLA,buy,0.143244,0.099495,0.017558,0.011964,-0.013508,-0.006098,0.037530,0.031669,0.279475,0.253751,0.327493,0.295759,9,7,False,True,60
802,Couch Investor,NVDA,sell,0.021094,0.024358,0.040766,0.028100,-0.041646,-0.036844,-0.008383,0.003208,-0.065947,-0.015371,-0.073778,-0.012196,7,8,False,True,63
803,Couch Investor,NVDA,buy,0.021094,0.024358,0.040766,0.028100,-0.041646,-0.036844,-0.008383,0.003208,-0.065947,-0.015371,-0.073778,-0.012196,7,8,False,True,63
804,Couch Investor,SOFI,sell,-0.215854,-0.212590,-0.000518,-0.013185,-0.070157,-0.065355,0.007853,0.019445,-0.175584,-0.125008,-0.169110,-0.107528,1,4,True,False,67
805,Jose Najarro Stocks,NVDA,sell,0.016555,0.023086,0.005135,0.000424,0.009114,0.019325,-0.066537,-0.061547,-0.025287,0.026679,-0.090142,-0.033444,7,6,True,False,83
806,Everything Money,META,buy,-0.016008,-0.017175,-0.019418,-0.009075,0.002778,-0.003169,-0.025532,-0.036350,0.077465,0.085564,0.049955,0.047323,5,5,False,True,67
807,Investing with Tom,AMZN,sell,-0.107611,-0.168739,-0.136955,-0.163746,-0.055154,-0.050778,-0.116263,-0.100055,0.020877,-0.019339,-0.097813,-0.121169,1,1,False,True,72
808,Jose Najarro Stocks,NVDA,sell,0.027243,0.042169,0.035573,0.036247,0.014052,0.005614,-0.066373,-0.056160,-0.026884,0.010401,-0.091473,-0.044355,7,9,True,False,64
809,Ale's World of Stocks,MSFT,buy,-0.119748,-0.122066,0.027180,0.006018,-0.001294,-0.001998,-0.009216,-0.021194,-0.004229,0.035137,-0.013406,0.014454,2,6,False,True,77
810,Ale's World of Stocks,AMZN,buy,-0.137629,-0.139947,-0.083569,-0.104731,-0.004058,-0.004763,0.052655,0.040678,-0.011613,0.027753,0.040431,0.068291,2,1,True,False,67
811,Daniel Pronk,GOOGL,sell,0.107353,0.070499,0.038420,0.027521,-0.003106,-0.002855,-0.020965,0.003176,0.089674,0.051731,0.066829,0.053942,8,8,False,True,66
812,Daniel Pronk,NFLX,sell,-0.096360,-0.133214,-0.023552,-0.034451,-0.004989,-0.004738,-0.018543,0.005597,0.039746,0.001803,0.020466,0.007579,2,3,True,False,65
813,Daniel Pronk,TSLA,buy,-0.062865,-0.099719,-0.073866,-0.084765,0.030152,0.030404,-0.042492,-0.018351,0.123517,0.085574,0.075777,0.062890,2,1,False,True,64
814,Daniel Pronk,TSLA,buy,-0.062865,-0.099719,-0.073866,-0.084765,0.030152,0.030404,-0.042492,-0.018351,0.123517,0.085574,0.075777,0.062890,2,1,False,True,62
815,The Investor Channel,NFLX,buy,-0.035355,-0.058060,0.021195,-0.006652,0.096944,0.091322,0.117457,0.115019,0.073573,0.059661,0.199671,0.183288,3,5,True,False,72
816,Daniel Pronk,PYPL,buy,-0.117389,-0.128571,-0.057287,-0.057172,-0.016067,-0.011223,-0.005036,-0.008792,0.130189,0.140288,0.124497,0.130879,2,2,False,True,77
817,Ale's World of Stocks,GME,buy,0.153171,0.140929,0.021608,0.012261,0.046909,0.049892,0.082420,0.106079,-0.026731,-0.039083,0.053485,0.065084,9,7,False,True,63
818,Ale's World of Stocks,AMZN,sell,0.045069,0.032828,0.036998,0.027650,-0.010053,-0.007070,-0.078766,-0.055107,-0.056985,-0.069337,-0.131262,-0.119663,7,8,True,False,67
819,Learn to Invest - Investors Grow,MSFT,sell,0.053212,0.028034,0.034356,0.021064,-0.004527,-0.007068,0.005754,0.006691,-0.016476,-0.038703,-0.010817,-0.032087,7,8,False,True,73
820,The Investor Channel,AAPL,sell,-0.050912,-0.074016,0.070196,0.083218,-0.006692,-0.001370,-0.018393,-0.020509,0.038101,0.058123,0.019007,0.036956,3,10,False,True,57
821,The Investor Channel,AAPL,buy,-0.050912,-0.074016,0.070196,0.083218,-0.006692,-0.001370,-0.018393,-0.020509,0.038101,0.058123,0.019007,0.036956,3,10,False,True,72
822,Jose Najarro Stocks,AMD,buy,-0.048415,-0.026829,0.005741,0.017344,-0.034614,-0.019429,-0.026217,-0.004186,0.186403,0.155656,0.155300,0.147261,5,7,False,True,63
823,Jose Najarro Stocks,AMD,buy,-0.048415,-0.026829,0.005741,0.017344,-0.034614,-0.019429,-0.026217,-0.004186,0.186403,0.155656,0.155300,0.147261,5,7,False,True,73
824,Jose Najarro Stocks,META,buy,-0.024824,-0.003238,-0.020457,-0.008854,-0.025471,-0.010286,-0.059025,-0.036994,0.020644,-0.010103,-0.039599,-0.047638,5,5,False,True,61
825,The Investor Channel,AAPL,sell,-0.014041,-0.039315,0.008113,-0.004401,0.009404,0.004183,0.041998,0.031321,0.064084,0.065055,0.108773,0.099077,4,5,True,False,71
826,The Investor Channel,GOOGL,buy,-0.011756,-0.037030,-0.060126,-0.072639,0.008768,0.003547,0.022010,0.011333,0.145878,0.146849,0.171099,0.161403,4,1,True,False,69
827,The Investor Channel,GOOGL,buy,-0.011756,-0.037030,-0.060126,-0.072639,0.008768,0.003547,0.022010,0.011333,0.145878,0.146849,0.171099,0.161403,4,1,True,False,55
828,The Investor Channel,AMZN,buy,0.046340,0.021066,-0.022707,-0.035221,0.031819,0.026598,0.059519,0.048842,0.073135,0.074106,0.137007,0.127311,7,3,False,True,64
829,Everything Money,NVDA,sell,0.029829,0.028662,-0.008817,0.001526,-0.004678,-0.010625,-0.016904,-0.027722,-0.024873,-0.016774,-0.041357,-0.043989,7,6,True,False,78
830,The Investor Channel,AMZN,sell,0.070805,0.019502,-0.025078,0.001383,-0.006310,-0.000525,-0.001505,-0.009861,0.030528,0.009014,0.028978,-0.001073,7,6,True,False,64
831,The Investor Channel,NFLX,buy,0.067553,0.016251,-0.005245,0.021216,-0.002493,0.003293,0.005258,-0.003099,0.047055,0.025540,0.052560,0.022509,7,8,True,False,78
832,Daniel Pronk,NVDA,buy,0.065948,0.031527,0.030413,0.010914,0.017714,0.017877,-0.033287,-0.004256,-0.031058,-0.075852,-0.063311,-0.077774,7,7,True,False,64
833,Daniel Pronk,NVDA,buy,0.065948,0.031527,0.030413,0.010914,0.017714,0.017877,-0.033287,-0.004256,-0.031058,-0.075852,-0.063311,-0.077774,7,7,True,False,62
834,Jose Najarro Stocks,NVDA,buy,-0.078896,-0.073980,-0.095164,-0.083853,0.078718,0.059533,0.087619,0.082233,-0.048786,-0.035736,0.034559,0.042292,3,1,True,False,63
835,"Parkev Tatevosian, CFA",SOFI,buy,-0.028502,-0.099152,0.031884,0.014753,-0.018405,-0.015339,-0.060736,-0.072292,,,,,2,7,False,True,71
836,"Parkev Tatevosian, CFA",SOFI,buy,-0.028502,-0.099152,0.031884,0.014753,-0.018405,-0.015339,-0.060736,-0.072292,,,,,2,7,False,True,72
837,Jose Najarro Stocks,AMZN,buy,0.246939,0.152604,0.016996,0.016321,0.007679,-0.002270,0.045430,0.014162,,,,,9,7,False,True,64
838,The Investor Channel,AAPL,buy,0.010949,0.049198,0.015068,0.025042,0.003805,-0.005601,0.037221,0.018080,-0.048325,-0.060742,-0.012902,-0.044698,8,8,False,True,60
839,Jose Najarro Stocks,AMZN,buy,-0.149810,-0.144839,-0.134343,-0.127455,-0.008432,-0.005795,-0.036269,-0.020273,0.065523,0.073827,0.026878,0.051044,1,1,False,True,63
840,Jose Najarro Stocks,AMZN,buy,-0.149810,-0.144839,-0.134343,-0.127455,-0.008432,-0.005795,-0.036269,-0.020273,0.065523,0.073827,0.026878,0.051044,1,1,False,True,72
841,Jose Najarro Stocks,UBER,buy,-0.124883,-0.119912,-0.075087,-0.068199,-0.005547,-0.002910,-0.045731,-0.029736,0.025946,0.034250,-0.020971,0.003195,2,2,False,True,67
842,Jose Najarro Stocks,GOOGL,buy,-0.017378,-0.012408,-0.060607,-0.053719,-0.017699,-0.015062,-0.068759,-0.052764,0.017337,0.025641,-0.052614,-0.028448,5,2,False,True,78
843,Jose Najarro Stocks,NVDA,buy,0.002975,0.007946,-0.001078,0.005810,-0.007893,-0.005256,-0.026679,-0.010683,-0.001081,0.007222,-0.027731,-0.003565,6,6,True,False,77
844,Jose Najarro Stocks,SOFI,buy,-0.238686,-0.233715,-0.055254,-0.048366,-0.007963,-0.005325,-0.086183,-0.070187,-0.062532,-0.054229,-0.143325,-0.119159,1,2,False,True,75
845,Jose Najarro Stocks,SOFI,buy,-0.238686,-0.233715,-0.055254,-0.048366,-0.007963,-0.005325,-0.086183,-0.070187,-0.062532,-0.054229,-0.143325,-0.119159,1,2,False,True,75
846,Jose Najarro Stocks,NVDA,buy,0.022968,0.034672,0.025907,0.024363,-0.054561,-0.049007,-0.064021,-0.052451,-0.023767,0.014935,-0.086267,-0.036442,7,8,True,False,58
847,Jose Najarro Stocks,NVDA,buy,0.022968,0.034672,0.025907,0.024363,-0.054561,-0.049007,-0.064021,-0.052451,-0.023767,0.014935,-0.086267,-0.036442,7,8,True,False,74
848,Jose Najarro Stocks,AMD,sell,-0.151530,-0.139826,0.068559,0.067014,-0.034051,-0.028497,-0.041686,-0.030116,0.090068,0.128770,0.044627,0.094452,2,10,False,True,61
849,Couch Investor,SOFI,buy,-0.110092,-0.112348,0.055022,0.023324,-0.003073,-0.002411,0.169637,0.137648,-0.159222,-0.201864,-0.016595,-0.092590,2,8,True,False,64
850,Couch Investor,SOFI,buy,-0.110092,-0.112348,0.055022,0.023324,-0.003073,-0.002411,0.169637,0.137648,-0.159222,-0.201864,-0.016595,-0.092590,2,8,True,False,64
851,Couch Investor,SOFI,buy,-0.110092,-0.112348,0.055022,0.023324,-0.003073,-0.002411,0.169637,0.137648,-0.159222,-0.201864,-0.016595,-0.092590,2,8,True,False,68
852,Couch Investor,SOFI,buy,-0.110092,-0.112348,0.055022,0.023324,-0.003073,-0.002411,0.169637,0.137648,-0.159222,-0.201864,-0.016595,-0.092590,2,8,True,False,70
853,"Parkev Tatevosian, CFA",AMZN,buy,0.260680,0.167013,0.027344,0.019681,0.005514,-0.002508,-0.011248,-0.040899,,,,,10,8,True,False,65
854,"Parkev Tatevosian, CFA",META,buy,0.062354,-0.031313,-0.102959,-0.110622,-0.008928,-0.016951,-0.018922,-0.048573,,,,,4,1,False,True,62
855,"Parkev Tatevosian, CFA",NFLX,buy,-0.069443,-0.163110,0.007552,-0.000111,-0.034388,-0.042410,-0.061195,-0.090847,,,,,1,6,False,True,66
856,"Parkev Tatevosian, CFA",NVDA,buy,0.117147,0.023480,-0.083837,-0.091500,-0.009976,-0.017998,0.105603,0.075951,,,,,7,1,False,True,63
857,"Parkev Tatevosian, CFA",UBER,sell,0.040876,-0.052791,-0.015078,-0.022741,-0.013256,-0.021278,0.030028,0.000377,,,,,4,4,True,False,66
858,Learn to Invest - Investors Grow,MSFT,buy,-0.053451,0.042485,-0.041424,0.055307,-0.009221,0.006441,0.083692,0.014815,0.117325,0.080822,0.210837,0.102942,7,9,False,True,62
859,The Investor Channel,AMZN,sell,0.042495,-0.001256,-0.005148,-0.005915,0.002978,0.001069,0.004933,-0.001417,-0.015212,-0.030509,-0.010355,-0.032099,6,5,False,True,66
860,Couch Investor,NVDA,buy,-0.078896,-0.073980,-0.095164,-0.083853,0.078718,0.059533,0.087619,0.082233,-0.048786,-0.035736,0.034559,0.042292,3,1,True,False,66
861,Couch Investor,AMD,buy,-0.154269,-0.145627,0.018362,0.013087,-0.038616,-0.029802,0.020441,0.032257,-0.032761,0.032956,-0.012990,0.063767,1,7,True,False,72
862,Learn to Invest - Investors Grow,MSFT,buy,0.015403,-0.034282,0.037425,0.007294,0.000645,-0.001653,0.066936,0.037214,-0.055767,-0.006820,0.007437,0.028116,4,6,True,False,77
863,Learn to Invest - Investors Grow,GOOGL,buy,0.089599,0.039913,0.023321,-0.006810,0.018971,0.016673,0.104799,0.075077,-0.172731,-0.123784,-0.086033,-0.065354,7,5,False,True,77
864,Learn to Invest - Investors Grow,AAPL,buy,0.090979,0.041294,0.048717,0.018586,0.013684,0.011387,0.047652,0.017930,-0.025766,0.023181,0.020658,0.041338,7,8,False,True,78
865,Learn to Invest - Investors Grow,DIS,buy,0.251824,0.202138,0.091239,0.061108,-0.001459,-0.003756,0.031996,0.002274,-0.114036,-0.065089,-0.085688,-0.065009,10,10,False,True,76
866,Learn to Invest - Investors Grow,DIS,buy,0.251824,0.202138,0.091239,0.061108,-0.001459,-0.003756,0.031996,0.002274,-0.114036,-0.065089,-0.085688,-0.065009,10,10,False,True,75
867,Learn to Invest - Investors Grow,MSFT,buy,-0.046742,0.030164,0.022096,0.018118,-0.013327,-0.002518,0.011268,-0.003996,-0.013407,0.047491,-0.002290,0.044273,7,8,True,False,77
868,Couch Investor,NFLX,buy,-0.126477,-0.112149,-0.056462,-0.038882,0.012857,0.007819,0.013507,0.006916,0.209124,0.233216,0.225455,0.243116,2,3,True,False,87
869,Couch Investor,SOFI,buy,-0.249522,-0.235194,-0.081499,-0.063918,0.001538,-0.003500,-0.043567,-0.050157,-0.069132,-0.045039,-0.109687,-0.092026,1,2,False,True,87
870,Jose Najarro Stocks,TSLA,buy,0.008851,-0.069076,-0.014109,-0.020024,-0.035586,-0.031705,-0.037960,-0.038481,,,,,3,4,False,True,63
871,Jose Najarro Stocks,TSLA,buy,0.008851,-0.069076,-0.014109,-0.020024,-0.035586,-0.031705,-0.037960,-0.038481,,,,,3,4,False,True,75
872,Jose Najarro Stocks,AMD,buy,0.385256,0.307329,0.102162,0.096247,0.006162,0.010043,0.110888,0.110368,,,,,10,10,False,True,66
873,Jose Najarro Stocks,NVDA,buy,0.140868,0.062941,0.005079,-0.000836,-0.014123,-0.010243,0.033333,0.032813,,,,,8,6,False,True,71
874,Jose Najarro Stocks,GOOGL,buy,0.144092,0.066165,-0.014327,-0.020242,-0.001267,0.002614,0.031298,0.030778,,,,,8,4,False,True,72
875,Jose Najarro Stocks,AMZN,buy,0.205897,0.127970,0.005674,-0.000241,-0.001096,0.002784,0.030075,0.029555,,,,,9,6,False,True,71
876,Jose Najarro Stocks,AMZN,buy,-0.153163,-0.151422,-0.125304,-0.131714,-0.013916,-0.013685,-0.010485,-0.002062,0.038381,0.052894,0.027493,0.050307,1,1,False,True,83
877,Jose Najarro Stocks,NVDA,buy,0.027576,0.029317,0.053787,0.047377,0.008009,0.008240,-0.002970,0.005453,-0.010320,0.004193,-0.013259,0.009555,7,9,False,True,71
878,Daniel Pronk,AMZN,sell,-0.035478,-0.030562,-0.036156,-0.024845,-0.055548,-0.074733,-0.103687,-0.109073,0.068186,0.081236,-0.042570,-0.034837,4,4,False,True,64
879,Daniel Pronk,AMZN,buy,-0.035478,-0.030562,-0.036156,-0.024845,-0.055548,-0.074733,-0.103687,-0.109073,0.068186,0.081236,-0.042570,-0.034837,4,4,False,True,72
880,Couch Investor,NVDA,buy,-0.047151,0.001035,-0.023953,-0.014088,0.009331,0.008431,0.046430,0.008779,0.085150,0.028158,0.135533,0.038745,6,4,False,True,61
881,Couch Investor,NVDA,buy,-0.047151,0.001035,-0.023953,-0.014088,0.009331,0.008431,0.046430,0.008779,0.085150,0.028158,0.135533,0.038745,6,4,False,True,74
882,Jose Najarro Stocks,GOOGL,buy,0.216372,0.122037,0.030826,0.030151,0.099617,0.089667,0.137452,0.106184,,,,,9,9,False,True,78
883,The Investor Channel,NVDA,buy,-0.131878,-0.161263,0.013933,0.009846,0.017058,0.010350,0.144951,0.133107,-0.131616,-0.085341,-0.005743,0.029237,1,7,True,False,77
884,The Investor Channel,NFLX,buy,0.101530,0.072145,0.005011,0.000923,0.016273,0.009564,0.049707,0.037863,-0.053542,-0.007266,-0.006497,0.028483,8,6,False,True,78
885,The Investor Channel,MSFT,buy,-0.008409,-0.037795,-0.044873,-0.048961,0.003528,-0.003180,0.003164,-0.008680,-0.055385,-0.009109,-0.052397,-0.017417,4,2,False,True,78
886,The Swedish Investor,AAPL,buy,0.194346,0.003163,0.046177,-0.004454,-0.016099,0.010375,0.033833,0.043472,0.049584,-0.008258,0.085094,0.037449,6,5,False,True,61
887,The Investor Channel,META,buy,-0.044188,-0.078274,-0.049398,-0.046762,-0.026006,-0.005649,0.084014,0.082467,-0.049185,-0.034923,0.030697,0.043435,3,2,True,False,61
888,Investing with Tom,MSFT,buy,0.026514,-0.055695,-0.002341,-0.004266,-0.001903,-0.006444,0.024040,0.003519,-0.011314,0.031686,0.012455,0.035816,4,5,True,False,73
889,The Investor Channel,NVDA,sell,0.008530,0.010963,-0.030313,-0.018051,0.010225,0.014626,-0.021406,-0.021003,0.054199,0.017553,0.031633,-0.004596,6,4,True,False,64
890,The Investor Channel,AAPL,buy,0.052718,0.055150,-0.028887,-0.016625,-0.002634,0.001767,0.019231,0.019634,0.103127,0.066481,0.124341,0.088113,8,4,False,True,57
891,The Investor Channel,NVDA,buy,-0.004984,-0.003318,0.007732,0.011246,0.010994,0.007009,-0.004612,-0.008481,0.039007,0.050597,0.034215,0.041981,5,7,False,True,68
892,Daniel Pronk,NVDA,buy,0.020970,-0.002049,0.037833,0.020399,-0.033246,-0.027283,-0.072987,-0.070397,0.066938,0.041577,-0.010934,-0.033641,6,8,False,True,65
893,The Investor Channel,AAPL,buy,0.051856,0.035987,0.032646,0.028836,-0.004882,-0.006759,-0.007027,0.009232,0.055516,0.041656,0.048099,0.050723,7,9,False,True,77
894,The Investor Channel,AMD,buy,-0.088538,-0.098370,0.000876,0.012042,-0.062678,-0.066732,-0.070293,-0.076159,-0.084878,-0.048121,-0.149205,-0.118097,2,7,False,True,66
895,Daniel Pronk,GOOGL,buy,0.117547,0.090395,0.084914,0.061647,-0.001030,-0.004311,0.011617,0.025621,0.124425,0.104912,0.137488,0.132251,8,10,False,True,61
896,"Parkev Tatevosian, CFA",PLTR,buy,-0.058161,-0.144145,-0.025429,-0.029847,0.035655,0.032886,-0.014808,-0.032786,,,,,2,3,False,True,68
897,Daniel Pronk,MSFT,buy,0.069481,0.058703,0.038524,0.046403,0.021999,0.006800,-0.003950,-0.028816,-0.027808,-0.040159,-0.031648,-0.069173,8,9,True,False,68
898,Jose Najarro Stocks,AMZN,buy,-0.095822,-0.078578,-0.069411,-0.048673,-0.007607,-0.012429,-0.054821,-0.041978,0.073947,0.079052,0.015072,0.032955,3,2,False,True,77
899,Jose Najarro Stocks,NVDA,buy,-0.071120,-0.053876,-0.100717,-0.079979,0.024972,0.020150,-0.014023,-0.001179,-0.000875,0.004229,-0.014886,0.002996,4,1,False,True,77
900,Jose Najarro Stocks,META,buy,0.037381,0.054625,-0.064606,-0.043868,0.023826,0.019004,-0.032791,-0.019948,0.011911,0.017015,-0.021271,-0.003389,8,2,True,False,59
901,Jose Najarro Stocks,MSFT,buy,-0.176612,-0.159368,-0.085105,-0.064368,0.031062,0.026240,0.000449,0.013292,0.022487,0.027591,0.022946,0.040828,1,2,True,False,78
902,Daniel Pronk,AMZN,sell,0.022655,-0.015192,0.011913,0.006095,0.012418,0.015933,0.007289,0.003741,-0.003350,-0.010053,0.003914,-0.006360,5,6,True,False,67
903,Daniel Pronk,META,buy,0.044054,0.006207,0.026921,0.021103,-0.013379,-0.009864,-0.035518,-0.039065,0.086141,0.079437,0.047563,0.037289,6,8,True,False,67
904,Investing with Tom,AAPL,buy,0.062248,0.045193,0.014371,-0.004191,-0.005481,-0.005887,0.001541,-0.001803,0.054609,0.009887,0.056234,0.008019,7,5,True,False,65
905,Jose Najarro Stocks,NVDA,buy,-0.072935,-0.064293,-0.074967,-0.080243,-0.013317,-0.004502,0.000932,0.012747,-0.095653,-0.029936,-0.094811,-0.018054,3,1,True,False,69
906,Jose Najarro Stocks,NVDA,buy,-0.072935,-0.064293,-0.074967,-0.080243,-0.013317,-0.004502,0.000932,0.012747,-0.095653,-0.029936,-0.094811,-0.018054,3,1,True,False,63
