event_id,ticker,company_name,event_date,av_query_success,window_pm1_article_count,window_pm1_top_source_domains,window_pm1_earnings_news_flag,window_pm1_analyst_news_flag,window_pm1_product_news_flag,window_pm1_legal_regulatory_news_flag,window_pm1_macro_sector_news_flag,window_pm1_major_news_flag,window_pm3_article_count,window_pm3_top_source_domains,window_pm3_earnings_news_flag,window_pm3_analyst_news_flag,window_pm3_product_news_flag,window_pm3_legal_regulatory_news_flag,window_pm3_macro_sector_news_flag,window_pm3_major_news_flag,window_pm5_article_count,window_pm5_top_source_domains,window_pm5_earnings_news_flag,window_pm5_analyst_news_flag,window_pm5_product_news_flag,window_pm5_legal_regulatory_news_flag,window_pm5_macro_sector_news_flag,window_pm5_major_news_flag,window_pm10_article_count,window_pm10_top_source_domains,window_pm10_earnings_news_flag,window_pm10_analyst_news_flag,window_pm10_product_news_flag,window_pm10_legal_regulatory_news_flag,window_pm10_macro_sector_news_flag,window_pm10_major_news_flag,av_news_confounded_flag,av_news_clean_flag,av_news_unknown_flag,reason_codes
11,NFLX,Netflix,2023-02-10,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
12,AMZN,Amazon,2023-06-16,True,17,marketbeat.com;rtings.com;businesswire.com,False,True,True,False,True,True,28,marketbeat.com;electropages.com;etfdb.com;venturebeat.com;siliconangle.com,True,True,True,True,True,True,38,marketbeat.com;siliconangle.com;etfstream.com;yellowhammernews.com;hackster.io,True,True,True,True,True,True,64,marketbeat.com;siliconangle.com;reuters.com;venturebeat.com;etfdb.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
13,NFLX,Netflix,2023-06-16,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
14,NVDA,Nvidia,2023-06-16,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
15,TSLA,Tesla,2023-06-16,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
16,GOOGL,Alphabet,2024-01-08,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
17,TSLA,Tesla,2024-01-08,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
18,TSLA,Tesla,2023-08-18,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
19,AAPL,Apple,2023-08-18,True,4,apple.com;thepopverse.com,False,False,False,True,False,True,14,pcworld.com;reuters.com;c3.ai;foxbusiness.com;apple.com,False,False,True,True,False,True,22,pcworld.com;reuters.com;c3.ai;foxbusiness.com;apple.com,True,False,True,True,True,True,34,nytimes.com;reuters.com;pcworld.com;c3.ai;foxbusiness.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
20,AMZN,Amazon,2023-03-03,True,8,bizjournals.com;businesswire.com;osvnews.com;cnbc.com;drwealth.com,False,False,True,True,True,True,19,marketbeat.com;businesswire.com;bizjournals.com;supplychaindive.com;siliconangle.com,True,False,True,True,True,True,33,reuters.com;marketbeat.com;bizjournals.com;siliconangle.com;businesswire.com,True,False,True,True,True,True,68,reuters.com;bizjournals.com;marketbeat.com;supplychaindive.com;nerdwallet.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
21,NVDA,Nvidia,2025-08-27,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
22,NVDA,Nvidia,2025-08-27,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
23,DIS,Disney,2023-10-06,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
24,AMD,nan,2023-10-06,True,1,netapp.com,False,False,True,False,False,True,3,news.utexas.edu;thecoinrepublic.com;netapp.com,False,False,True,False,False,True,5,etftrends.com;etfdb.com;news.utexas.edu;thecoinrepublic.com;netapp.com,False,False,True,False,False,True,12,globenewswire.com;news.synopsys.com;80.lv;tradingview.com;etftrends.com,False,False,True,False,True,True,True,False,False,real_news_overlap_detected
25,MSFT,Microsoft,2023-10-06,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
26,AAPL,Apple,2023-10-06,True,2,global.morningstar.com;postguam.com,False,True,True,True,True,True,8,axios.com;etfdb.com;tradingview.com;chainstoreage.com;digitaltransactions.net,False,True,True,True,True,True,11,reuters.com;axios.com;etfdb.com;tradingview.com;chainstoreage.com,False,True,True,True,True,True,26,reuters.com;tradingview.com;etftrends.com;nasdaq.com;bakerinstitute.org,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
27,AAPL,Apple,2024-12-17,True,7,finance.yahoo.com;peta.org;sahmcapital.com;reuters.com;digitaltrends.com,True,True,True,True,True,True,17,finance.yahoo.com;fool.com.au;seekingalpha.com;nypost.com;nbcphiladelphia.com,True,True,True,True,True,True,25,finance.yahoo.com;simplywall.st;nerdwallet.com;etf.com;appleinsider.com,True,True,True,True,True,True,48,finance.yahoo.com;sahmcapital.com;seekingalpha.com;reuters.com;marketwatch.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
28,NVDA,Nvidia,2023-05-24,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
29,NFLX,Netflix,2023-07-28,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
30,MSFT,Microsoft,2023-07-28,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
31,NFLX,Netflix,2023-08-25,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
32,NFLX,Netflix,2023-08-25,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
33,MSFT,Microsoft,2023-08-25,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
34,AAPL,Apple,2023-09-08,True,6,cnbc.com;crn.com;musicbusinessworldwide.com;bloomberg.com;etftrends.com,False,False,True,False,False,True,15,cnbc.com;crowell.com;crn.com;musicbusinessworldwide.com;bloomberg.com,False,True,True,False,True,True,26,apple.com;cnbc.com;marketwatch.com;crowell.com;crn.com,False,True,True,False,True,True,49,apple.com;cnbc.com;marketbeat.com;m.economictimes.com;etftrends.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
35,AAPL,Apple,2023-09-08,True,6,cnbc.com;crn.com;musicbusinessworldwide.com;bloomberg.com;etftrends.com,False,False,True,False,False,True,15,cnbc.com;crowell.com;crn.com;musicbusinessworldwide.com;bloomberg.com,False,True,True,False,True,True,26,apple.com;cnbc.com;marketwatch.com;crowell.com;crn.com,False,True,True,False,True,True,49,apple.com;cnbc.com;marketbeat.com;m.economictimes.com;etftrends.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
36,AAPL,Apple,2023-09-08,True,6,cnbc.com;crn.com;musicbusinessworldwide.com;bloomberg.com;etftrends.com,False,False,True,False,False,True,15,cnbc.com;crowell.com;crn.com;musicbusinessworldwide.com;bloomberg.com,False,True,True,False,True,True,26,apple.com;cnbc.com;marketwatch.com;crowell.com;crn.com,False,True,True,False,True,True,49,apple.com;cnbc.com;marketbeat.com;m.economictimes.com;etftrends.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
37,AAPL,Apple,2023-09-08,True,6,cnbc.com;crn.com;musicbusinessworldwide.com;bloomberg.com;etftrends.com,False,False,True,False,False,True,15,cnbc.com;crowell.com;crn.com;musicbusinessworldwide.com;bloomberg.com,False,True,True,False,True,True,26,apple.com;cnbc.com;marketwatch.com;crowell.com;crn.com,False,True,True,False,True,True,49,apple.com;cnbc.com;marketbeat.com;m.economictimes.com;etftrends.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
38,AAPL,Apple,2023-09-08,True,6,cnbc.com;crn.com;musicbusinessworldwide.com;bloomberg.com;etftrends.com,False,False,True,False,False,True,15,cnbc.com;crowell.com;crn.com;musicbusinessworldwide.com;bloomberg.com,False,True,True,False,True,True,26,apple.com;cnbc.com;marketwatch.com;crowell.com;crn.com,False,True,True,False,True,True,49,apple.com;cnbc.com;marketbeat.com;m.economictimes.com;etftrends.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
39,AAPL,Apple,2023-09-08,True,6,cnbc.com;crn.com;musicbusinessworldwide.com;bloomberg.com;etftrends.com,False,False,True,False,False,True,15,cnbc.com;crowell.com;crn.com;musicbusinessworldwide.com;bloomberg.com,False,True,True,False,True,True,26,apple.com;cnbc.com;marketwatch.com;crowell.com;crn.com,False,True,True,False,True,True,49,apple.com;cnbc.com;marketbeat.com;m.economictimes.com;etftrends.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
40,AMD,nan,2025-07-11,True,6,barrons.com;finance.yahoo.com;marketbeat.com;bisinfotech.com;manufacturingdive.com,True,True,True,True,False,True,13,finance.yahoo.com;aehr.com;cfodive.com;aljazeera.com;seekingalpha.com,True,True,True,True,False,True,16,finance.yahoo.com;aehr.com;cfodive.com;aljazeera.com;seekingalpha.com,True,True,True,True,False,True,30,finance.yahoo.com;finviz.com;etftrends.com;tradingnews.com;stocktwits.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
41,AMZN,Amazon,2023-09-30,True,3,nypost.com;wwd.com;technical.ly,False,False,True,False,False,True,11,twice.com;nojitter.com;globenewswire.com;gizmodo.com;nypost.com,False,False,True,True,False,True,22,townandcountrymag.com;bizjournals.com;news.futunn.com;nasdaq.com;tradingview.com,True,True,True,True,False,True,32,reuters.com;itnews.asia;impakter.com;the-sun.com;townandcountrymag.com,True,True,True,True,False,True,True,False,False,real_news_overlap_detected
42,MSFT,Microsoft,2023-09-30,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
43,MSFT,Microsoft,2023-09-30,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
44,NVDA,Nvidia,2025-10-05,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
45,MSFT,Microsoft,2023-07-07,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
46,AAPL,Apple,2023-11-20,True,6,bloomberg.com;reuters.com;msn.com;globalxetfs.com;citybiz.co,False,False,True,True,True,True,11,bloomberg.com;fool.com;about.att.com;theguardian.com;reuters.com,True,False,True,True,True,True,16,fool.com;bloomberg.com;pocket-lint.com;morningstar.com.au;gamesbeat.com,True,False,True,True,True,True,39,reuters.com;gurufocus.com;marketwatch.com;globalxetfs.com;fool.com,True,False,True,True,True,True,True,False,False,real_news_overlap_detected
47,AAPL,Apple,2023-11-20,True,6,bloomberg.com;reuters.com;msn.com;globalxetfs.com;citybiz.co,False,False,True,True,True,True,11,bloomberg.com;fool.com;about.att.com;theguardian.com;reuters.com,True,False,True,True,True,True,16,fool.com;bloomberg.com;pocket-lint.com;morningstar.com.au;gamesbeat.com,True,False,True,True,True,True,39,reuters.com;gurufocus.com;marketwatch.com;globalxetfs.com;fool.com,True,False,True,True,True,True,True,False,False,real_news_overlap_detected
48,UBER,Uber,2023-11-20,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
49,PYPL,PayPal,2023-08-06,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
50,MSFT,Microsoft,2024-11-01,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
51,MSFT,Microsoft,2024-11-01,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
52,TSLA,Tesla,2023-04-14,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
53,MSFT,Microsoft,2023-04-14,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
54,NVDA,Nvidia,2024-02-01,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
55,AMZN,Amazon,2024-02-01,True,18,bizjournals.com;cnbc.com;bankingdive.com;hrkatha.com;axios.com,True,False,True,True,True,True,26,grocerydive.com;247wallst.com;prnewswire.com;siliconangle.com;xtb.com,True,False,True,True,True,True,34,grocerydive.com;reuters.com;247wallst.com;prnewswire.com;siliconangle.com,True,False,True,True,True,True,60,investopedia.com;businesswire.com;grocerydive.com;reuters.com;foxbusiness.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
56,NVDA,Nvidia,2025-08-25,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
57,NVDA,Nvidia,2025-08-25,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
58,TSLA,Tesla,2023-08-07,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
59,AMZN,Amazon,2023-08-07,True,7,etfstream.com;etftrends.com;finance.yahoo.com;gurufocus.com;news.satnews.com,True,False,True,False,False,True,16,finance.yahoo.com;reuters.com;foodengineeringmag.com;bloomberglinea.com;etfstream.com,True,False,True,False,False,True,26,prnewswire.com;finance.yahoo.com;forex.com;markets.chroniclejournal.com;retailtouchpoints.com,True,True,True,True,True,True,38,prnewswire.com;etfdb.com;etftrends.com;retailtouchpoints.com;finance.yahoo.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
60,NVDA,Nvidia,2025-08-28,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
61,GOOGL,Alphabet,2025-08-28,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
62,TSLA,Tesla,2023-07-21,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
63,MSFT,Microsoft,2023-10-26,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
64,GOOGL,Alphabet,2023-10-26,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
65,TSLA,Tesla,2023-10-26,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
66,SOFI,SoFi,2025-09-12,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
67,NVDA,Nvidia,2025-09-12,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
68,NFLX,Netflix,2026-03-04,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
69,NVDA,Nvidia,2025-08-21,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
70,MSFT,Microsoft,2025-08-21,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
71,DIS,Disney,2026-02-12,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
72,UBER,Uber,2025-07-15,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
73,NFLX,Netflix,2023-04-18,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
74,NFLX,Netflix,2023-04-18,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
75,GOOGL,Alphabet,2023-04-18,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
76,NVDA,Nvidia,2024-02-22,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
77,MSFT,Microsoft,2026-03-06,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
78,AMZN,Amazon,2026-03-06,True,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,True,False,provider_queried_no_major_news_threshold
79,DIS,Disney,2024-08-09,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
80,PYPL,PayPal,2025-09-17,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
81,META,Meta,2025-09-17,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
82,DIS,Disney,2023-09-15,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
83,AAPL,Apple,2023-09-15,True,7,cnbc.com;forbes.com;gurufocus.com;ndtv.com;etftrends.com,True,False,True,True,True,True,21,apple.com;investmentexecutive.com;marketwatch.com;reuters.com;tastylive.com,True,True,True,True,True,True,30,apple.com;marketwatch.com;businessinsider.com;fool.com.au;qz.com,True,True,True,True,True,True,43,apple.com;cnbc.com;etftrends.com;marketwatch.com;crowell.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
84,GOOGL,Alphabet,2025-07-25,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
85,NVDA,Nvidia,2023-07-24,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
86,NVDA,Nvidia,2023-07-24,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
87,GOOGL,Alphabet,2025-08-20,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
88,META,Meta,2026-02-24,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
89,GOOGL,Alphabet,2023-03-17,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
90,GOOGL,Alphabet,2023-03-17,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
91,AAPL,Apple,2023-03-17,True,2,awfulannouncing.com;sirchandler.com.ar,False,False,True,False,True,True,5,crowell.com;openpr.com;awfulannouncing.com;sirchandler.com.ar;reuters.com,False,False,True,False,True,True,12,medium.datadriveninvestor.com;dailyinvestor.com;cnbc.com;crowell.com;openpr.com,False,False,True,False,True,True,24,reuters.com;cnbc.com;taipeitimes.com;techcrunch.com;voguebusiness.com,True,False,True,True,True,True,True,False,False,real_news_overlap_detected
92,AAPL,Apple,2023-03-17,True,2,awfulannouncing.com;sirchandler.com.ar,False,False,True,False,True,True,5,crowell.com;openpr.com;awfulannouncing.com;sirchandler.com.ar;reuters.com,False,False,True,False,True,True,12,medium.datadriveninvestor.com;dailyinvestor.com;cnbc.com;crowell.com;openpr.com,False,False,True,False,True,True,24,reuters.com;cnbc.com;taipeitimes.com;techcrunch.com;voguebusiness.com,True,False,True,True,True,True,True,False,False,real_news_overlap_detected
93,NFLX,Netflix,2023-03-17,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
94,NVDA,Nvidia,2023-03-17,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
95,MSFT,Microsoft,2023-07-21,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
