event_id,ticker,company_name,event_date,av_query_success,window_pm1_article_count,window_pm1_top_source_domains,window_pm1_earnings_news_flag,window_pm1_analyst_news_flag,window_pm1_product_news_flag,window_pm1_legal_regulatory_news_flag,window_pm1_macro_sector_news_flag,window_pm1_major_news_flag,window_pm3_article_count,window_pm3_top_source_domains,window_pm3_earnings_news_flag,window_pm3_analyst_news_flag,window_pm3_product_news_flag,window_pm3_legal_regulatory_news_flag,window_pm3_macro_sector_news_flag,window_pm3_major_news_flag,window_pm5_article_count,window_pm5_top_source_domains,window_pm5_earnings_news_flag,window_pm5_analyst_news_flag,window_pm5_product_news_flag,window_pm5_legal_regulatory_news_flag,window_pm5_macro_sector_news_flag,window_pm5_major_news_flag,window_pm10_article_count,window_pm10_top_source_domains,window_pm10_earnings_news_flag,window_pm10_analyst_news_flag,window_pm10_product_news_flag,window_pm10_legal_regulatory_news_flag,window_pm10_macro_sector_news_flag,window_pm10_major_news_flag,av_news_confounded_flag,av_news_clean_flag,av_news_unknown_flag,reason_codes
163,GOOGL,Alphabet,2025-08-05,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
164,AMZN,Amazon,2025-08-05,True,19,klover.ai;marketbeat.com;costar.com;finance.sina.cn;fastcompany.co.za,True,False,True,True,True,True,44,stockstotrade.com;theglobeandmail.com;klover.ai;marketbeat.com;fastcompany.com,True,True,True,True,True,True,60,stockstotrade.com;theglobeandmail.com;insidermonkey.com;simplywall.st;klover.ai,True,True,True,True,True,True,115,stockstotrade.com;theglobeandmail.com;klover.ai;finance.yahoo.com;cnbc.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
165,MSFT,Microsoft,2026-03-09,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
166,MSFT,Microsoft,2026-03-09,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
167,AMZN,Amazon,2024-01-05,True,5,msci.com;kron4.com;esgdive.com;investorplace.com;kiplinger.com,True,False,True,False,False,True,9,refreshmiami.com;msci.com;kron4.com;esgdive.com;investorplace.com,True,False,True,True,False,True,15,morningstar.com;refreshmiami.com;msci.com;kron4.com;esgdive.com,True,False,True,True,True,True,22,morningstar.com;reuters.com;seekingalpha.com;cnbc.com;whathifi.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
168,MSFT,Microsoft,2024-09-20,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
169,NVDA,Nvidia,2023-12-15,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
170,TSLA,Tesla,2023-08-04,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
171,NVDA,Nvidia,2023-08-04,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
172,AMD,nan,2025-08-05,True,16,businesswire.com;stockstotrade.com;stocktitan.net;quiverquant.com;simplywall.st,True,True,True,True,True,True,28,tradingview.com;simplywall.st;businesswire.com;stockstotrade.com;techpowerup.com,True,True,True,True,True,True,39,tradingview.com;vaneck.com;seekingalpha.com;simplywall.st;businesswire.com,True,True,True,True,True,True,63,tradingview.com;finance.yahoo.com;vaneck.com;stocktitan.net;theglobeandmail.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
173,AMD,nan,2025-08-05,True,16,businesswire.com;stockstotrade.com;stocktitan.net;quiverquant.com;simplywall.st,True,True,True,True,True,True,28,tradingview.com;simplywall.st;businesswire.com;stockstotrade.com;techpowerup.com,True,True,True,True,True,True,39,tradingview.com;vaneck.com;seekingalpha.com;simplywall.st;businesswire.com,True,True,True,True,True,True,63,tradingview.com;finance.yahoo.com;vaneck.com;stocktitan.net;theglobeandmail.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
174,GOOGL,Alphabet,2025-08-05,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
175,AMZN,Amazon,2025-08-05,True,19,klover.ai;marketbeat.com;costar.com;finance.sina.cn;fastcompany.co.za,True,False,True,True,True,True,44,stockstotrade.com;theglobeandmail.com;klover.ai;marketbeat.com;fastcompany.com,True,True,True,True,True,True,60,stockstotrade.com;theglobeandmail.com;insidermonkey.com;simplywall.st;klover.ai,True,True,True,True,True,True,115,stockstotrade.com;theglobeandmail.com;klover.ai;finance.yahoo.com;cnbc.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
176,UBER,Uber,2026-03-03,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
177,MSFT,Microsoft,2023-01-25,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
178,NVDA,Nvidia,2025-07-19,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
179,AMD,nan,2025-08-05,True,16,businesswire.com;stockstotrade.com;stocktitan.net;quiverquant.com;simplywall.st,True,True,True,True,True,True,28,tradingview.com;simplywall.st;businesswire.com;stockstotrade.com;techpowerup.com,True,True,True,True,True,True,39,tradingview.com;vaneck.com;seekingalpha.com;simplywall.st;businesswire.com,True,True,True,True,True,True,63,tradingview.com;finance.yahoo.com;vaneck.com;stocktitan.net;theglobeandmail.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
180,AMD,nan,2025-08-05,True,16,businesswire.com;stockstotrade.com;stocktitan.net;quiverquant.com;simplywall.st,True,True,True,True,True,True,28,tradingview.com;simplywall.st;businesswire.com;stockstotrade.com;techpowerup.com,True,True,True,True,True,True,39,tradingview.com;vaneck.com;seekingalpha.com;simplywall.st;businesswire.com,True,True,True,True,True,True,63,tradingview.com;finance.yahoo.com;vaneck.com;stocktitan.net;theglobeandmail.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
181,NVDA,Nvidia,2025-08-17,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
182,SHOP,Shopify,2023-08-18,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
183,NVDA,Nvidia,2023-08-18,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
184,GOOGL,Alphabet,2023-08-18,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
185,MSFT,Microsoft,2023-08-18,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
186,DIS,Disney,2023-02-08,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
187,NVDA,Nvidia,2025-07-25,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
188,AMZN,Amazon,2023-04-27,True,4,nielseniq.com;topclassactions.com;searchengineland.com;fortune.com,False,False,True,True,True,True,9,ttnews.com;techtarget.com;fool.com.au;thehill.com;nielseniq.com,False,False,True,True,True,True,13,starnewsonline.com;ttnews.com;techtarget.com;fool.com.au;thehill.com,True,False,True,True,True,True,32,fortune.com;m.economictimes.com;topclassactions.com;biv.com;digitaljournal.com,True,False,True,True,True,True,True,False,False,real_news_overlap_detected
189,NVDA,Nvidia,2025-07-16,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
190,MSFT,Microsoft,2026-03-10,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
191,MSFT,Microsoft,2026-03-10,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
192,MSFT,Microsoft,2023-09-25,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
193,AMD,nan,2025-08-10,True,2,cnbc.com;pbs.org,True,False,True,True,False,True,19,insidermonkey.com;finance.yahoo.com;nbcnews.com;seekingalpha.com;siliconangle.com,True,True,True,True,True,True,39,stocktitan.net;tradingview.com;stockstotrade.com;cnbc.com;techpowerup.com,True,True,True,True,True,True,65,tradingview.com;seekingalpha.com;vaneck.com;stocktitan.net;finance.yahoo.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
194,NVDA,Nvidia,2025-08-10,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
195,PYPL,PayPal,2025-08-18,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
196,SOFI,SoFi,2025-08-18,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
197,GOOGL,Alphabet,2025-08-18,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
198,AMD,nan,2025-08-11,True,7,cnbc.com;pbs.org;247wallst.com;stocktitan.net;ca.finance.yahoo.com,True,False,True,True,True,True,16,ca.finance.yahoo.com;finance.yahoo.com;cnbc.com;pbs.org;247wallst.com,True,True,True,True,True,True,30,morningstar.com;stocktitan.net;barrons.com;insidermonkey.com;finance.yahoo.com,True,True,True,True,True,True,61,tradingview.com;vaneck.com;businesswire.com;stocktitan.net;finance.yahoo.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
199,AMD,nan,2025-08-11,True,7,cnbc.com;pbs.org;247wallst.com;stocktitan.net;ca.finance.yahoo.com,True,False,True,True,True,True,16,ca.finance.yahoo.com;finance.yahoo.com;cnbc.com;pbs.org;247wallst.com,True,True,True,True,True,True,30,morningstar.com;stocktitan.net;barrons.com;insidermonkey.com;finance.yahoo.com,True,True,True,True,True,True,61,tradingview.com;vaneck.com;businesswire.com;stocktitan.net;finance.yahoo.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
200,AMD,nan,2025-08-11,True,7,cnbc.com;pbs.org;247wallst.com;stocktitan.net;ca.finance.yahoo.com,True,False,True,True,True,True,16,ca.finance.yahoo.com;finance.yahoo.com;cnbc.com;pbs.org;247wallst.com,True,True,True,True,True,True,30,morningstar.com;stocktitan.net;barrons.com;insidermonkey.com;finance.yahoo.com,True,True,True,True,True,True,61,tradingview.com;vaneck.com;businesswire.com;stocktitan.net;finance.yahoo.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
201,AMD,nan,2025-08-11,True,7,cnbc.com;pbs.org;247wallst.com;stocktitan.net;ca.finance.yahoo.com,True,False,True,True,True,True,16,ca.finance.yahoo.com;finance.yahoo.com;cnbc.com;pbs.org;247wallst.com,True,True,True,True,True,True,30,morningstar.com;stocktitan.net;barrons.com;insidermonkey.com;finance.yahoo.com,True,True,True,True,True,True,61,tradingview.com;vaneck.com;businesswire.com;stocktitan.net;finance.yahoo.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
202,NVDA,Nvidia,2025-08-11,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
203,NVDA,Nvidia,2025-08-11,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
204,UBER,Uber,2026-03-19,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
205,UBER,Uber,2026-03-19,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
206,AAPL,Apple,2024-01-18,True,4,marketwatch.com;cmcmarkets.com;libertyglobal.com;cabotwealth.com,True,True,True,True,True,True,12,design-reuse.com;worldbusinessoutlook.com;247wallst.com;forbes.com;siliconangle.com,True,True,True,True,True,True,14,design-reuse.com;worldbusinessoutlook.com;247wallst.com;forbes.com;siliconangle.com,True,True,True,True,True,True,36,reuters.com;fastcompany.com;markets.financialcontent.com;forbes.com;tradingview.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
207,AAPL,Apple,2024-01-18,True,4,marketwatch.com;cmcmarkets.com;libertyglobal.com;cabotwealth.com,True,True,True,True,True,True,12,design-reuse.com;worldbusinessoutlook.com;247wallst.com;forbes.com;siliconangle.com,True,True,True,True,True,True,14,design-reuse.com;worldbusinessoutlook.com;247wallst.com;forbes.com;siliconangle.com,True,True,True,True,True,True,36,reuters.com;fastcompany.com;markets.financialcontent.com;forbes.com;tradingview.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
208,NVDA,Nvidia,2024-01-18,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
209,GOOGL,Alphabet,2024-01-18,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
210,PYPL,PayPal,2023-08-06,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
211,AMD,nan,2026-02-09,True,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,21,simplywall.st;ng.investing.com;theglobeandmail.com;finviz.com;caixinglobal.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
212,AMD,nan,2026-02-09,True,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,21,simplywall.st;ng.investing.com;theglobeandmail.com;finviz.com;caixinglobal.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
213,AMD,nan,2026-02-09,True,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,21,simplywall.st;ng.investing.com;theglobeandmail.com;finviz.com;caixinglobal.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
214,NVDA,Nvidia,2026-02-09,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
215,NVDA,Nvidia,2025-08-11,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
216,TSLA,Tesla,2023-04-19,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
217,NVDA,Nvidia,2023-04-19,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
218,PYPL,PayPal,2025-08-24,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
219,NFLX,Netflix,2023-03-24,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
220,AAPL,Apple,2023-04-28,True,4,strata-gee.com;visiontimes.com;prnewswire.com;gurufocus.com,False,False,True,True,False,True,7,fool.com.au;strata-gee.com;visiontimes.com;prnewswire.com;gurufocus.com,True,False,True,True,False,True,12,strata-gee.com;reuters.com;digitaltransactions.net;fool.com.au;visiontimes.com,True,False,True,True,False,True,26,reuters.com;etftrends.com;strata-gee.com;cnbc.com;kedglobal.com,True,False,True,True,False,True,True,False,False,real_news_overlap_detected
221,AAPL,Apple,2023-04-28,True,4,strata-gee.com;visiontimes.com;prnewswire.com;gurufocus.com,False,False,True,True,False,True,7,fool.com.au;strata-gee.com;visiontimes.com;prnewswire.com;gurufocus.com,True,False,True,True,False,True,12,strata-gee.com;reuters.com;digitaltransactions.net;fool.com.au;visiontimes.com,True,False,True,True,False,True,26,reuters.com;etftrends.com;strata-gee.com;cnbc.com;kedglobal.com,True,False,True,True,False,True,True,False,False,real_news_overlap_detected
222,AMZN,Amazon,2023-04-28,True,3,topclassactions.com;searchengineland.com;fortune.com,False,False,True,True,True,True,8,fool.com.au;thehill.com;nielseniq.com;topclassactions.com;searchengineland.com,False,False,True,True,True,True,15,starnewsonline.com;ttnews.com;techtarget.com;fool.com.au;thehill.com,True,False,True,True,True,True,35,m.economictimes.com;topclassactions.com;biv.com;digitaljournal.com;cxtoday.com,True,False,True,True,True,True,True,False,False,real_news_overlap_detected
223,TSLA,Tesla,2023-04-28,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
224,GOOGL,Alphabet,2025-08-31,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
225,AAPL,Apple,2023-04-07,True,4,sixcolors.com;gurufocus.com;reuters.com;appleinsider.com,False,False,True,False,False,True,17,coincodex.com;investing.com;gurufocus.com;reuters.com;apple.com,False,False,True,True,True,True,25,gurufocus.com;coincodex.com;investing.com;reuters.com;expertreviews.co.uk,False,True,True,True,True,True,46,gurufocus.com;reuters.com;coincodex.com;apple.com;investing.com,False,True,True,True,True,True,True,False,False,real_news_overlap_detected
226,NVDA,Nvidia,2025-08-27,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
227,NVDA,Nvidia,2025-08-27,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
228,NVDA,Nvidia,2023-07-14,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
229,SHOP,Shopify,2023-02-16,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
230,META,Meta,2023-02-16,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
231,AMZN,Amazon,2023-02-16,True,6,barrons.com;datacenterdynamics.com;investorplace.com;politico.com;wpp.com,True,False,True,True,False,True,17,barrons.com;morganstanley.com;siliconangle.com;cnbc.com;coca-colacompany.com,True,False,True,True,False,True,23,barrons.com;reuters.com;morganstanley.com;siliconangle.com;cnbc.com,True,False,True,True,True,True,59,reuters.com;wsj.com;barrons.com;seekingalpha.com;hrdive.com,True,False,True,True,True,True,True,False,False,real_news_overlap_detected
232,MSFT,Microsoft,2026-02-19,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
233,GOOGL,Alphabet,2023-04-25,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
234,NFLX,Netflix,2026-03-10,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
235,UBER,Uber,2026-02-07,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
236,MSFT,Microsoft,2026-02-24,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
237,MSFT,Microsoft,2026-02-24,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
238,TSLA,Tesla,2023-04-21,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
239,TSLA,Tesla,2023-04-21,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
240,AMC,nan,2023-03-28,True,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,True,False,provider_queried_no_major_news_threshold
241,AMZN,Amazon,2023-03-28,True,13,wpp.com;reuters.com;usatoday.com;motortransport.co.uk;dcvelocity.com,True,False,True,True,True,True,22,marketwatch.com;theguardian.com;wpp.com;reuters.com;usatoday.com,True,False,True,True,True,True,30,marketwatch.com;bizjournals.com;reuters.com;marketingdive.com;globalxetfs.com,True,False,True,True,True,True,49,reuters.com;gurufocus.com;marketwatch.com;supplychaindive.com;bizjournals.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
242,AMZN,Amazon,2023-03-28,True,13,wpp.com;reuters.com;usatoday.com;motortransport.co.uk;dcvelocity.com,True,False,True,True,True,True,22,marketwatch.com;theguardian.com;wpp.com;reuters.com;usatoday.com,True,False,True,True,True,True,30,marketwatch.com;bizjournals.com;reuters.com;marketingdive.com;globalxetfs.com,True,False,True,True,True,True,49,reuters.com;gurufocus.com;marketwatch.com;supplychaindive.com;bizjournals.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
243,AMZN,Amazon,2023-03-28,True,13,wpp.com;reuters.com;usatoday.com;motortransport.co.uk;dcvelocity.com,True,False,True,True,True,True,22,marketwatch.com;theguardian.com;wpp.com;reuters.com;usatoday.com,True,False,True,True,True,True,30,marketwatch.com;bizjournals.com;reuters.com;marketingdive.com;globalxetfs.com,True,False,True,True,True,True,49,reuters.com;gurufocus.com;marketwatch.com;supplychaindive.com;bizjournals.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
244,DIS,Disney,2023-11-17,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
245,AAPL,Apple,2023-11-17,True,5,morningstar.com.au;gamesbeat.com;fool.com;about.att.com;theguardian.com,True,False,True,True,False,True,14,gurufocus.com;hrmorning.com;marketwatch.com;pocket-lint.com;morningstar.com.au,True,False,True,True,True,True,24,gurufocus.com;reuters.com;globalxetfs.com;bloomberg.com;etftrends.com,True,False,True,True,True,True,33,reuters.com;marketwatch.com;gurufocus.com;globalxetfs.com;fool.com,True,False,True,True,True,True,True,False,False,real_news_overlap_detected
246,AAPL,Apple,2025-09-13,True,8,lex18.com;etfdb.com;morningstar.com;tradersmagazine.com;chainstoreage.com,True,False,True,False,True,True,33,theglobeandmail.com;morningstar.com;cnbc.com;seekingalpha.com;benzinga.com,True,False,True,True,True,True,47,finance.yahoo.com;theglobeandmail.com;stock-world.de;morningstar.com;cnbc.com,True,False,True,True,True,True,79,investing.com;finance.yahoo.com;theglobeandmail.com;quiverquant.com;247wallst.com,True,True,True,True,True,True,True,False,False,real_news_overlap_detected
247,TSLA,Tesla,2023-07-19,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
248,META,Meta,2026-03-08,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
249,MSFT,Microsoft,2024-02-12,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
250,MSFT,Microsoft,2023-03-08,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
251,MSFT,Microsoft,2024-10-02,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
252,NVDA,Nvidia,2025-08-11,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
253,PYPL,PayPal,2025-08-20,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
254,NVDA,Nvidia,2025-08-20,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
255,SOFI,SoFi,2025-08-20,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,True,provider_not_successfully_queried_for_ticker
