event_id,ticker,creator,recommendation_type,top5_flag,low_lookahead_flag,duplicate_collapsed_flag,sec_clean_flag,actionability_score,interval,start_offset,end_offset,spy_interval_ar,spy_interval_car,right_censored,status,missing_price_reason
4,NVDA,The Investor Channel,buy,True,False,True,False,3,64_126,63,126,0.074783,0.077913,False,computed,
4,NVDA,The Investor Channel,buy,True,False,True,False,3,127_252,126,252,1.414220,0.863112,False,computed,
4,NVDA,The Investor Channel,buy,True,False,True,False,3,253_504,252,504,0.108801,0.234906,False,computed,
4,NVDA,The Investor Channel,buy,True,False,True,False,3,505_end_of_sample,504,end_of_sample,0.214383,0.206333,False,computed,
5,TSLA,The Investor Channel,buy,True,False,True,True,3,0_5,0,5,-0.003097,-0.000124,False,computed,
5,TSLA,The Investor Channel,buy,True,False,True,True,3,6_20,5,20,0.003214,0.012314,False,computed,
5,TSLA,The Investor Channel,buy,True,False,True,True,3,21_63,20,63,-0.040855,-0.023695,False,computed,
5,TSLA,The Investor Channel,buy,True,False,True,True,3,64_126,63,126,-0.063398,-0.036262,False,computed,
5,TSLA,The Investor Channel,buy,True,False,True,True,3,127_252,126,252,-0.423753,-0.390217,False,computed,
5,TSLA,The Investor Channel,buy,True,False,True,True,3,253_504,252,504,0.584724,0.664882,False,computed,
5,TSLA,The Investor Channel,buy,True,False,True,True,3,505_end_of_sample,504,end_of_sample,0.158437,0.199035,False,computed,
6,PYPL,"Parkev Tatevosian, CFA",buy,False,True,True,True,2,0_5,0,5,-0.002408,-0.001748,False,computed,
6,PYPL,"Parkev Tatevosian, CFA",buy,False,True,True,True,2,6_20,5,20,-0.000137,0.001978,False,computed,
6,PYPL,"Parkev Tatevosian, CFA",buy,False,True,True,True,2,21_63,20,63,-0.118020,-0.104577,True,computed,
6,PYPL,"Parkev Tatevosian, CFA",buy,False,True,True,True,2,64_126,63,126,,,True,missing,insufficient_market_window
6,PYPL,"Parkev Tatevosian, CFA",buy,False,True,True,True,2,127_252,126,252,,,True,missing,insufficient_market_window
6,PYPL,"Parkev Tatevosian, CFA",buy,False,True,True,True,2,253_504,252,504,,,True,missing,insufficient_market_window
6,PYPL,"Parkev Tatevosian, CFA",buy,False,True,True,True,2,505_end_of_sample,504,end_of_sample,,,False,missing,insufficient_market_window
7,MSFT,"Parkev Tatevosian, CFA",buy,False,True,True,True,3,0_5,0,5,0.013292,0.013968,False,computed,
7,MSFT,"Parkev Tatevosian, CFA",buy,False,True,True,True,3,6_20,5,20,0.027591,0.028650,False,computed,
7,MSFT,"Parkev Tatevosian, CFA",buy,False,True,True,True,3,21_63,20,63,-0.076525,-0.067979,False,computed,
7,MSFT,"Parkev Tatevosian, CFA",buy,False,True,True,True,3,64_126,63,126,-0.030231,-0.030411,True,computed,
7,MSFT,"Parkev Tatevosian, CFA",buy,False,True,True,True,3,127_252,126,252,,,True,missing,insufficient_market_window
7,MSFT,"Parkev Tatevosian, CFA",buy,False,True,True,True,3,253_504,252,504,,,True,missing,insufficient_market_window
7,MSFT,"Parkev Tatevosian, CFA",buy,False,True,True,True,3,505_end_of_sample,504,end_of_sample,,,False,missing,insufficient_market_window
