as_of,spy_prior_21d_return,spy_prior_63d_return,spy_drawdown_from_63d_high,vix_level,vix_percentile_1y,vix_change_5d,vix_change_21d,sentiment_regime,event_id,ticker,top5_flag,high_confidence,vix_tercile,spy_trend_regime
2025-09-12,0.019414031293279344,0.09209671432646904,-0.0003347065098450175,14.76,0.1111111111111111,-0.41999999999999993,-0.07000000000000028,neutral,1,SOFI,False,True,vix_low_tercile,spy_uptrend_21d
2025-09-12,0.019414031293279344,0.09209671432646904,-0.0003347065098450175,14.76,0.1111111111111111,-0.41999999999999993,-0.07000000000000028,neutral,2,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2026-05-01,0.09982607159903467,0.0442911855435677,0.0,16.99,0.4603174603174603,-1.7200000000000024,-7.550000000000001,risk_on,3,SOFI,False,True,vix_mid_tercile,spy_uptrend_21d
2026-05-01,0.09982607159903467,0.0442911855435677,0.0,16.99,0.4603174603174603,-1.7200000000000024,-7.550000000000001,risk_on,4,SOFI,False,True,vix_mid_tercile,spy_uptrend_21d
2026-01-13,0.009649401572861871,0.04943906269933129,-0.0019994751058702853,15.98,0.2777777777777778,1.2300000000000004,1.1300000000000008,neutral,5,NVDA,True,True,vix_low_tercile,spy_flat_21d
2026-01-13,0.009649401572861871,0.04943906269933129,-0.0019994751058702853,15.98,0.2777777777777778,1.2300000000000004,1.1300000000000008,neutral,6,NVDA,True,True,vix_low_tercile,spy_flat_21d
2025-08-28,0.02279093737199922,0.10302231274037266,0.0,14.43,0.07539682539682539,-2.1700000000000017,-1.0500000000000007,risk_on,7,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2026-01-20,0.012186758801042696,0.02286631898634628,-0.02528912096608693,20.09,0.746031746031746,4.109999999999999,3.219999999999999,neutral,8,AMD,True,True,vix_high_tercile,spy_uptrend_21d
2026-01-14,0.015606504713590041,0.04555813174453727,-0.006904884552784818,16.75,0.4444444444444444,1.3699999999999992,1.0099999999999998,neutral,9,MSFT,False,True,vix_mid_tercile,spy_uptrend_21d
2026-01-14,0.015606504713590041,0.04555813174453727,-0.006904884552784818,16.75,0.4444444444444444,1.3699999999999992,1.0099999999999998,neutral,10,NFLX,False,True,vix_mid_tercile,spy_uptrend_21d
2026-01-14,0.015606504713590041,0.04555813174453727,-0.006904884552784818,16.75,0.4444444444444444,1.3699999999999992,1.0099999999999998,neutral,11,NVDA,True,True,vix_mid_tercile,spy_uptrend_21d
2025-07-30,0.026883514202886705,0.1479571108206572,-0.004143684173762097,15.48,0.1865079365079365,0.11000000000000121,-1.3499999999999979,risk_on,12,MSFT,False,True,vix_low_tercile,spy_uptrend_21d
2025-07-30,0.026883514202886705,0.1479571108206572,-0.004143684173762097,15.48,0.1865079365079365,0.11000000000000121,-1.3499999999999979,risk_on,13,GOOGL,False,True,vix_low_tercile,spy_uptrend_21d
2025-09-22,0.05214197788532404,0.11420279985292536,0.0,16.1,0.32142857142857145,0.4100000000000019,1.8800000000000008,risk_on,14,AMD,True,True,vix_low_tercile,spy_uptrend_21d
2025-09-22,0.05214197788532404,0.11420279985292536,0.0,16.1,0.32142857142857145,0.4100000000000019,1.8800000000000008,risk_on,15,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2026-05-01,0.09982607159903467,0.0442911855435677,0.0,16.99,0.4603174603174603,-1.7200000000000024,-7.550000000000001,risk_on,16,META,False,False,vix_mid_tercile,spy_uptrend_21d
2025-05-29,0.0644572787671922,0.011580270009794225,-0.008069169588827418,19.18,0.6468253968253969,-1.1000000000000014,-5.52,risk_on,17,NVDA,True,True,vix_high_tercile,spy_uptrend_21d
2025-06-05,0.06129204567361746,0.038630194985205035,-0.005099915593460791,18.48,0.5912698412698413,-0.6999999999999993,-5.07,risk_on,18,AAPL,True,True,vix_mid_tercile,spy_uptrend_21d
2025-06-05,0.06129204567361746,0.038630194985205035,-0.005099915593460791,18.48,0.5912698412698413,-0.6999999999999993,-5.07,risk_on,19,DIS,False,True,vix_mid_tercile,spy_uptrend_21d
2025-06-05,0.06129204567361746,0.038630194985205035,-0.005099915593460791,18.48,0.5912698412698413,-0.6999999999999993,-5.07,risk_on,20,PYPL,False,True,vix_mid_tercile,spy_uptrend_21d
2025-08-11,0.01972352830339341,0.13016966633170535,-0.001977539647394999,16.25,0.2857142857142857,-1.2699999999999996,-0.14999999999999858,neutral,21,AMD,True,True,vix_low_tercile,spy_uptrend_21d
2025-10-03,0.03380799622216757,0.08117762446088683,-1.4767362221612679e-05,16.65,0.4523809523809524,1.3599999999999994,1.3499999999999979,risk_on,22,NVDA,True,True,vix_mid_tercile,spy_uptrend_21d
2025-04-22,-0.06512632775664051,-0.12306432199956174,-0.1371997924565891,30.57,0.9603174603174603,-0.3200000000000003,11.29,risk_off,23,TSLA,True,True,vix_high_tercile,spy_downtrend_21d
2025-04-22,-0.06512632775664051,-0.12306432199956174,-0.1371997924565891,30.57,0.9603174603174603,-0.3200000000000003,11.29,risk_off,24,TSLA,True,True,vix_high_tercile,spy_downtrend_21d
2025-04-22,-0.06512632775664051,-0.12306432199956174,-0.1371997924565891,30.57,0.9603174603174603,-0.3200000000000003,11.29,risk_off,25,TSLA,True,True,vix_high_tercile,spy_downtrend_21d
2025-04-22,-0.06512632775664051,-0.12306432199956174,-0.1371997924565891,30.57,0.9603174603174603,-0.3200000000000003,11.29,risk_off,26,TSLA,True,True,vix_high_tercile,spy_downtrend_21d
2025-04-22,-0.06512632775664051,-0.12306432199956174,-0.1371997924565891,30.57,0.9603174603174603,-0.3200000000000003,11.29,risk_off,27,TSLA,True,True,vix_high_tercile,spy_downtrend_21d
2025-04-22,-0.06512632775664051,-0.12306432199956174,-0.1371997924565891,30.57,0.9603174603174603,-0.3200000000000003,11.29,risk_off,28,AMZN,True,True,vix_high_tercile,spy_downtrend_21d
2025-08-18,0.025048578883750894,0.08583272684203225,-0.002558411755695378,14.99,0.11904761904761904,-1.2599999999999998,-1.42,risk_on,29,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2025-12-29,0.015010707742348472,0.03948060745258419,-0.003664681833828509,14.2,0.01984126984126984,-0.7100000000000009,-3.0100000000000016,neutral,30,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2026-01-07,0.008644817500435664,0.03362278322320211,-0.0032233567922274053,15.38,0.17857142857142858,1.0500000000000007,-0.02999999999999936,neutral,31,AMD,True,True,vix_low_tercile,spy_flat_21d
2025-07-25,0.049380583209162054,0.16882217444752134,0.0,14.93,0.10317460317460317,-1.4800000000000004,-1.6600000000000001,risk_on,32,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2025-11-24,-0.012580346971483691,0.03940725071354989,-0.02714629320972084,20.52,0.7579365079365079,-1.8599999999999994,4.149999999999999,neutral,33,NVDA,True,True,vix_high_tercile,spy_downtrend_21d
2025-11-24,-0.012580346971483691,0.03940725071354989,-0.02714629320972084,20.52,0.7579365079365079,-1.8599999999999994,4.149999999999999,neutral,34,NVDA,True,True,vix_high_tercile,spy_downtrend_21d
2025-11-24,-0.012580346971483691,0.03940725071354989,-0.02714629320972084,20.52,0.7579365079365079,-1.8599999999999994,4.149999999999999,neutral,35,MSFT,False,True,vix_high_tercile,spy_downtrend_21d
2025-09-17,0.02468525557597423,0.1064359384261373,-0.0026175175018834373,15.72,0.2619047619047619,0.370000000000001,0.15000000000000036,risk_on,36,PYPL,False,True,vix_low_tercile,spy_uptrend_21d
2025-09-17,0.02468525557597423,0.1064359384261373,-0.0026175175018834373,15.72,0.2619047619047619,0.370000000000001,0.15000000000000036,risk_on,37,META,False,True,vix_low_tercile,spy_uptrend_21d
2025-06-23,0.032708044731329045,0.06727946142541175,-0.0030241121176146635,19.83,0.6865079365079365,0.7199999999999989,-2.460000000000001,risk_on,38,GOOGL,False,True,vix_high_tercile,spy_uptrend_21d
2025-07-16,0.04868562191539105,0.16127276924599032,-0.0025567523786058644,17.16,0.4087301587301587,1.2200000000000006,-4.440000000000001,risk_on,39,NVDA,True,True,vix_mid_tercile,spy_uptrend_21d
2025-06-12,0.028815303303230122,0.0981943076030607,0.0,18.02,0.5238095238095238,-0.46000000000000085,-0.6000000000000014,risk_on,40,NVDA,True,True,vix_mid_tercile,spy_uptrend_21d
2025-08-11,0.01972352830339341,0.13016966633170535,-0.001977539647394999,16.25,0.2857142857142857,-1.2699999999999996,-0.14999999999999858,neutral,41,AMD,True,True,vix_low_tercile,spy_uptrend_21d
2025-08-11,0.01972352830339341,0.13016966633170535,-0.001977539647394999,16.25,0.2857142857142857,-1.2699999999999996,-0.14999999999999858,neutral,42,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2026-01-16,0.021850634645833145,0.050048115504713886,-0.005034828160561222,15.86,0.25793650793650796,1.3699999999999992,-0.620000000000001,risk_on,43,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2026-01-16,0.021850634645833145,0.050048115504713886,-0.005034828160561222,15.86,0.25793650793650796,1.3699999999999992,-0.620000000000001,risk_on,44,AMD,True,True,vix_low_tercile,spy_uptrend_21d
2025-06-23,0.032708044731329045,0.06727946142541175,-0.0030241121176146635,19.83,0.6865079365079365,0.7199999999999989,-2.460000000000001,risk_on,45,AMD,True,True,vix_high_tercile,spy_uptrend_21d
2025-05-20,0.1536740053970529,-0.02985093323818233,-0.025797996260907063,18.09,0.5793650793650794,-0.129999999999999,-15.73,risk_on,46,GOOGL,False,True,vix_mid_tercile,spy_uptrend_21d
2025-05-20,0.1536740053970529,-0.02985093323818233,-0.025797996260907063,18.09,0.5793650793650794,-0.129999999999999,-15.73,risk_on,47,NVDA,True,True,vix_mid_tercile,spy_uptrend_21d
2025-05-20,0.1536740053970529,-0.02985093323818233,-0.025797996260907063,18.09,0.5793650793650794,-0.129999999999999,-15.73,risk_on,48,NVDA,True,True,vix_mid_tercile,spy_uptrend_21d
2025-05-20,0.1536740053970529,-0.02985093323818233,-0.025797996260907063,18.09,0.5793650793650794,-0.129999999999999,-15.73,risk_on,49,NVDA,True,True,vix_mid_tercile,spy_uptrend_21d
2025-09-15,0.024745979308044452,0.11032459804365713,0.0,15.69,0.26587301587301587,0.5800000000000001,0.5999999999999996,risk_on,50,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2025-08-11,0.01972352830339341,0.13016966633170535,-0.001977539647394999,16.25,0.2857142857142857,-1.2699999999999996,-0.14999999999999858,neutral,51,NVDA,True,False,vix_low_tercile,spy_uptrend_21d
2026-01-26,0.0069334688392448385,0.034263595046767126,-0.0034956258675785667,16.15,0.30158730158730157,-2.6900000000000013,2.679999999999998,neutral,52,META,False,True,vix_low_tercile,spy_flat_21d
2025-05-21,0.10547178469231344,-0.04221407296049873,-0.02554694728011575,20.87,0.7738095238095238,2.25,-9.7,neutral,53,NVDA,True,True,vix_high_tercile,spy_uptrend_21d
2025-05-22,0.08903310058529446,-0.02516238223082412,-0.020706226580595954,20.28,0.7261904761904762,2.450000000000003,-8.169999999999998,neutral,54,NVDA,True,True,vix_high_tercile,spy_uptrend_21d
2025-06-25,0.051466627465206694,0.058135725228182666,0.0,16.76,0.376984126984127,-3.379999999999999,-2.1999999999999993,risk_on,55,GOOGL,False,True,vix_mid_tercile,spy_uptrend_21d
2025-06-24,0.043704691324249145,0.06008532414766732,0.0,17.48,0.44841269841269843,-4.120000000000001,-3.09,risk_on,56,GOOGL,False,True,vix_mid_tercile,spy_uptrend_21d
2025-06-17,0.005604343256933708,0.06828190745118201,-0.01030222715760043,21.6,0.7896825396825397,4.650000000000002,3.460000000000001,neutral,57,AAPL,True,True,vix_high_tercile,spy_flat_21d
2025-06-17,0.005604343256933708,0.06828190745118201,-0.01030222715760043,21.6,0.7896825396825397,4.650000000000002,3.460000000000001,neutral,58,SOFI,False,True,vix_high_tercile,spy_flat_21d
2025-06-17,0.005604343256933708,0.06828190745118201,-0.01030222715760043,21.6,0.7896825396825397,4.650000000000002,3.460000000000001,neutral,59,META,False,True,vix_high_tercile,spy_flat_21d
2025-07-25,0.049380583209162054,0.16882217444752134,0.0,14.93,0.10317460317460317,-1.4800000000000004,-1.6600000000000001,risk_on,60,GOOGL,False,True,vix_low_tercile,spy_uptrend_21d
2026-01-29,0.008999078213085765,0.013144129155767903,-0.0020848525850297728,16.88,0.46825396825396826,1.2399999999999984,2.549999999999999,neutral,61,NVDA,True,True,vix_mid_tercile,spy_flat_21d
2025-08-20,0.014709125350423014,0.0795250067477733,-0.01060556967775772,15.69,0.2222222222222222,1.1999999999999993,-0.8100000000000005,neutral,62,GOOGL,False,True,vix_low_tercile,spy_uptrend_21d
2025-10-06,0.04052899482158567,0.08564971047311576,0.0,16.37,0.38492063492063494,0.25,1.1900000000000013,risk_on,63,AMD,True,True,vix_mid_tercile,spy_uptrend_21d
2025-11-26,-0.010741389886481434,0.050305805625829425,-0.0112163887186022,17.19,0.4722222222222222,-6.469999999999999,0.7699999999999996,neutral,64,META,False,True,vix_mid_tercile,spy_downtrend_21d
2025-08-13,0.03656733392306566,0.10216828285248925,0.0,14.49,0.07142857142857142,-2.2799999999999994,-2.889999999999999,risk_on,65,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2025-08-13,0.03656733392306566,0.10216828285248925,0.0,14.49,0.07142857142857142,-2.2799999999999994,-2.889999999999999,risk_on,66,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2025-05-21,0.10547178469231344,-0.04221407296049873,-0.02554694728011575,20.87,0.7738095238095238,2.25,-9.7,neutral,67,NVDA,True,True,vix_high_tercile,spy_uptrend_21d
2025-12-19,0.03013914786787253,0.023635426399046366,-0.009531565187836377,14.91,0.05555555555555555,-0.8300000000000001,-11.510000000000002,risk_on,68,AMD,True,True,vix_low_tercile,spy_uptrend_21d
2025-07-08,0.0491087874998426,0.23134484638499098,-0.007995651710431262,16.81,0.373015873015873,-0.019999999999999574,-0.3500000000000014,risk_on,69,AMD,True,False,vix_mid_tercile,spy_uptrend_21d
2026-05-06,0.11317928719170856,0.0723474852694681,0.0,17.39,0.5277777777777778,-1.4199999999999982,-8.39,risk_on,70,AMD,True,True,vix_mid_tercile,spy_uptrend_21d
2026-05-06,0.11317928719170856,0.0723474852694681,0.0,17.39,0.5277777777777778,-1.4199999999999982,-8.39,risk_on,71,AMD,True,True,vix_mid_tercile,spy_uptrend_21d
2026-05-06,0.11317928719170856,0.0723474852694681,0.0,17.39,0.5277777777777778,-1.4199999999999982,-8.39,risk_on,72,AMZN,True,True,vix_mid_tercile,spy_uptrend_21d
2025-07-16,0.04868562191539105,0.16127276924599032,-0.0025567523786058644,17.16,0.4087301587301587,1.2200000000000006,-4.440000000000001,risk_on,73,NVDA,True,True,vix_mid_tercile,spy_uptrend_21d
2025-07-16,0.04868562191539105,0.16127276924599032,-0.0025567523786058644,17.16,0.4087301587301587,1.2200000000000006,-4.440000000000001,risk_on,74,NVDA,True,True,vix_mid_tercile,spy_uptrend_21d
2025-07-16,0.04868562191539105,0.16127276924599032,-0.0025567523786058644,17.16,0.4087301587301587,1.2200000000000006,-4.440000000000001,risk_on,75,AMD,True,True,vix_mid_tercile,spy_uptrend_21d
2025-08-28,0.02279093737199922,0.10302231274037266,0.0,14.43,0.07539682539682539,-2.1700000000000017,-1.0500000000000007,risk_on,76,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2025-08-28,0.02279093737199922,0.10302231274037266,0.0,14.43,0.07539682539682539,-2.1700000000000017,-1.0500000000000007,risk_on,77,GOOGL,False,True,vix_low_tercile,spy_uptrend_21d
2025-09-04,0.03367984941174984,0.092475565774079,0.0,15.3,0.18253968253968253,0.870000000000001,-1.4699999999999989,risk_on,78,GOOGL,False,True,vix_low_tercile,spy_uptrend_21d
2025-10-13,0.011360143350288565,0.068695449051285,-0.014960429225605587,19.03,0.6904761904761905,2.66,4.270000000000001,neutral,79,AMD,True,False,vix_high_tercile,spy_uptrend_21d
2025-10-13,0.011360143350288565,0.068695449051285,-0.014960429225605587,19.03,0.6904761904761905,2.66,4.270000000000001,neutral,80,AMD,True,True,vix_high_tercile,spy_uptrend_21d
2025-07-16,0.04868562191539105,0.16127276924599032,-0.0025567523786058644,17.16,0.4087301587301587,1.2200000000000006,-4.440000000000001,risk_on,81,NVDA,True,True,vix_mid_tercile,spy_uptrend_21d
2025-05-28,0.06695111275682541,-0.008480409479236894,-0.011969304547196247,19.31,0.6706349206349206,-1.5600000000000023,-4.860000000000003,risk_on,82,NVDA,True,True,vix_high_tercile,spy_uptrend_21d
2025-05-28,0.06695111275682541,-0.008480409479236894,-0.011969304547196247,19.31,0.6706349206349206,-1.5600000000000023,-4.860000000000003,risk_on,83,NVDA,True,True,vix_high_tercile,spy_uptrend_21d
2025-05-28,0.06695111275682541,-0.008480409479236894,-0.011969304547196247,19.31,0.6706349206349206,-1.5600000000000023,-4.860000000000003,risk_on,84,NVDA,True,True,vix_high_tercile,spy_uptrend_21d
2025-05-28,0.06695111275682541,-0.008480409479236894,-0.011969304547196247,19.31,0.6706349206349206,-1.5600000000000023,-4.860000000000003,risk_on,85,SOFI,False,True,vix_high_tercile,spy_uptrend_21d
2025-08-19,0.017558088641338676,0.07876186593747914,-0.007969662105834274,15.57,0.20634920634920634,0.8399999999999999,-1.0799999999999983,neutral,86,PYPL,False,False,vix_low_tercile,spy_uptrend_21d
2025-08-19,0.017558088641338676,0.07876186593747914,-0.007969662105834274,15.57,0.20634920634920634,0.8399999999999999,-1.0799999999999983,neutral,87,PYPL,False,True,vix_low_tercile,spy_uptrend_21d
2025-08-19,0.017558088641338676,0.07876186593747914,-0.007969662105834274,15.57,0.20634920634920634,0.8399999999999999,-1.0799999999999983,neutral,88,SOFI,False,True,vix_low_tercile,spy_uptrend_21d
2025-08-19,0.017558088641338676,0.07876186593747914,-0.007969662105834274,15.57,0.20634920634920634,0.8399999999999999,-1.0799999999999983,neutral,89,GOOGL,False,True,vix_low_tercile,spy_uptrend_21d
2026-03-03,-0.01682142030174527,-0.0015359370190373145,-0.021797498088899747,23.57,0.8888888888888888,4.02,7.23,neutral,90,AMD,True,True,vix_high_tercile,spy_downtrend_21d
2026-03-03,-0.01682142030174527,-0.0015359370190373145,-0.021797498088899747,23.57,0.8888888888888888,4.02,7.23,neutral,91,AMZN,True,True,vix_high_tercile,spy_downtrend_21d
2026-02-19,0.010183236106902305,0.031295610308109456,-0.015830606343453457,20.23,0.7341269841269841,-0.5899999999999999,3.330000000000002,neutral,92,AMD,True,True,vix_high_tercile,spy_uptrend_21d
2026-02-19,0.010183236106902305,0.031295610308109456,-0.015830606343453457,20.23,0.7341269841269841,-0.5899999999999999,3.330000000000002,neutral,93,AMD,True,True,vix_high_tercile,spy_uptrend_21d
2026-02-19,0.010183236106902305,0.031295610308109456,-0.015830606343453457,20.23,0.7341269841269841,-0.5899999999999999,3.330000000000002,neutral,94,NVDA,True,True,vix_high_tercile,spy_uptrend_21d
2026-02-19,0.010183236106902305,0.031295610308109456,-0.015830606343453457,20.23,0.7341269841269841,-0.5899999999999999,3.330000000000002,neutral,95,SOFI,False,True,vix_high_tercile,spy_uptrend_21d
2026-02-19,0.010183236106902305,0.031295610308109456,-0.015830606343453457,20.23,0.7341269841269841,-0.5899999999999999,3.330000000000002,neutral,96,AAPL,True,True,vix_high_tercile,spy_uptrend_21d
2026-04-02,-0.04015133371929336,-0.03563307541777405,-0.05444921814948123,23.87,0.8611111111111112,-3.5700000000000003,2.7200000000000024,risk_off,97,NVDA,True,True,vix_high_tercile,spy_downtrend_21d
2025-08-22,0.0171652770490327,0.1099790335130284,0.0,14.22,0.06349206349206349,-0.8699999999999992,-1.17,neutral,98,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2025-08-05,0.01174510521446015,0.1176846745514224,-0.014330486661885522,17.85,0.5238095238095238,1.870000000000001,0.060000000000002274,neutral,99,AMD,True,True,vix_mid_tercile,spy_uptrend_21d
2025-08-05,0.01174510521446015,0.1176846745514224,-0.014330486661885522,17.85,0.5238095238095238,1.870000000000001,0.060000000000002274,neutral,100,GOOGL,False,True,vix_mid_tercile,spy_uptrend_21d
2025-08-05,0.01174510521446015,0.1176846745514224,-0.014330486661885522,17.85,0.5238095238095238,1.870000000000001,0.060000000000002274,neutral,101,AMZN,True,True,vix_mid_tercile,spy_uptrend_21d
2025-06-06,0.0677001681686995,0.04344760014325422,0.0,16.77,0.42857142857142855,-1.8000000000000007,-5.710000000000001,risk_on,102,NVDA,True,True,vix_mid_tercile,spy_uptrend_21d
2025-09-29,0.025581075270612263,0.07715462675611473,-0.004738830871760413,16.12,0.3373015873015873,0.019999999999999574,0.7600000000000016,risk_on,103,AMD,True,True,vix_low_tercile,spy_uptrend_21d
2026-01-30,0.007219574041390064,0.009637328787460042,-0.005061214605267095,17.44,0.5515873015873016,1.3500000000000014,2.490000000000002,neutral,104,AMD,True,True,vix_mid_tercile,spy_flat_21d
2025-06-10,0.06864650466440758,0.08809565472412051,0.0,16.95,0.43253968253968256,-0.740000000000002,-1.4400000000000013,risk_on,105,AMD,True,True,vix_mid_tercile,spy_uptrend_21d
2025-06-24,0.043704691324249145,0.06008532414766732,0.0,17.48,0.44841269841269843,-4.120000000000001,-3.09,risk_on,106,AMD,True,True,vix_mid_tercile,spy_uptrend_21d
2025-06-24,0.043704691324249145,0.06008532414766732,0.0,17.48,0.44841269841269843,-4.120000000000001,-3.09,risk_on,107,GOOGL,False,True,vix_mid_tercile,spy_uptrend_21d
2025-07-21,0.05555174374255878,0.1979803568731242,0.0,16.65,0.34523809523809523,-0.5500000000000007,-3.9700000000000024,risk_on,108,NVDA,True,True,vix_mid_tercile,spy_uptrend_21d
2025-08-05,0.01174510521446015,0.1176846745514224,-0.014330486661885522,17.85,0.5238095238095238,1.870000000000001,0.060000000000002274,neutral,109,AMD,True,True,vix_mid_tercile,spy_uptrend_21d
2026-02-19,0.010183236106902305,0.031295610308109456,-0.015830606343453457,20.23,0.7341269841269841,-0.5899999999999999,3.330000000000002,neutral,110,AMZN,True,True,vix_high_tercile,spy_uptrend_21d
2026-02-19,0.010183236106902305,0.031295610308109456,-0.015830606343453457,20.23,0.7341269841269841,-0.5899999999999999,3.330000000000002,neutral,111,GOOGL,False,True,vix_high_tercile,spy_uptrend_21d
2026-02-19,0.010183236106902305,0.031295610308109456,-0.015830606343453457,20.23,0.7341269841269841,-0.5899999999999999,3.330000000000002,neutral,112,NVDA,True,True,vix_high_tercile,spy_uptrend_21d
2026-03-11,-0.025390893197648312,-0.007754926090350223,-0.02754888232207453,24.23,0.8968253968253969,3.080000000000002,6.440000000000001,neutral,113,NVDA,True,True,vix_high_tercile,spy_downtrend_21d
2025-08-27,0.017898158423395483,0.10346858107359358,0.0,14.85,0.11904761904761904,-0.8399999999999999,-1.1300000000000008,neutral,114,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2025-08-27,0.017898158423395483,0.10346858107359358,0.0,14.85,0.11904761904761904,-0.8399999999999999,-1.1300000000000008,neutral,115,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2025-07-11,0.03711552895133474,0.1400668953375137,-0.0035154238705955576,16.4,0.3134920634920635,-1.0800000000000018,-1.620000000000001,risk_on,116,AMD,True,True,vix_mid_tercile,spy_uptrend_21d
2026-03-16,-0.017966446295602956,-0.026354913572400163,-0.03804503975009221,23.51,0.8611111111111112,-1.9899999999999984,2.91,neutral,117,META,False,True,vix_high_tercile,spy_downtrend_21d
2025-06-16,0.020695692613504235,0.06584322107825069,-0.0017723393181611202,19.11,0.6388888888888888,1.9499999999999993,1.870000000000001,risk_on,118,AMD,True,True,vix_high_tercile,spy_uptrend_21d
2025-07-07,0.04461094090598028,0.1598938165314565,-0.007451918652258582,17.79,0.47619047619047616,1.0599999999999987,1.0199999999999996,risk_on,119,AMD,True,True,vix_mid_tercile,spy_uptrend_21d
2025-07-07,0.04461094090598028,0.1598938165314565,-0.007451918652258582,17.79,0.47619047619047616,1.0599999999999987,1.0199999999999996,risk_on,120,AMD,True,True,vix_mid_tercile,spy_uptrend_21d
2025-07-07,0.04461094090598028,0.1598938165314565,-0.007451918652258582,17.79,0.47619047619047616,1.0599999999999987,1.0199999999999996,risk_on,121,NVDA,True,True,vix_mid_tercile,spy_uptrend_21d
2025-06-25,0.051466627465206694,0.058135725228182666,0.0,16.76,0.376984126984127,-3.379999999999999,-2.1999999999999993,risk_on,122,NVDA,True,True,vix_mid_tercile,spy_uptrend_21d
2025-06-25,0.051466627465206694,0.058135725228182666,0.0,16.76,0.376984126984127,-3.379999999999999,-2.1999999999999993,risk_on,123,NVDA,True,True,vix_mid_tercile,spy_uptrend_21d
2025-12-31,0.005387622220377475,0.023165548778416145,-0.01225410954720585,14.95,0.0873015873015873,0.9499999999999993,-2.289999999999999,neutral,124,NVDA,True,True,vix_low_tercile,spy_flat_21d
2025-12-01,0.0006471172313313733,0.06541925976970475,-0.010358143794199859,17.24,0.4880952380952381,-3.280000000000001,-0.20000000000000284,neutral,125,NVDA,True,True,vix_mid_tercile,spy_flat_21d
2025-12-22,0.05260080361058472,0.035650195432223475,-0.003361053533880276,14.08,0.003968253968253968,-2.42,-9.35,risk_on,126,AMD,True,True,vix_low_tercile,spy_uptrend_21d
2026-03-04,-0.014782664408725998,0.01012024427833591,-0.014895977806158145,21.15,0.8134920634920635,3.219999999999999,3.1499999999999986,neutral,127,AMZN,True,True,vix_high_tercile,spy_downtrend_21d
2025-08-25,0.008428811459519903,0.11268891775933798,-0.004401062092461827,14.79,0.10317460317460317,-0.20000000000000107,-0.14000000000000057,neutral,128,NVDA,True,True,vix_low_tercile,spy_flat_21d
2025-08-25,0.008428811459519903,0.11268891775933798,-0.004401062092461827,14.79,0.10317460317460317,-0.20000000000000107,-0.14000000000000057,neutral,129,NVDA,True,True,vix_low_tercile,spy_flat_21d
2026-03-31,-0.04991974157518375,-0.051950077586697785,-0.062364477322124245,25.25,0.9047619047619048,-1.6999999999999993,3.8099999999999987,risk_off,130,GOOGL,False,True,vix_high_tercile,spy_downtrend_21d
2026-04-27,0.10863593163313445,0.03521308311075333,0.0,18.02,0.6071428571428571,-0.8500000000000014,-9.420000000000002,risk_on,131,AMD,True,True,vix_mid_tercile,spy_uptrend_21d
2025-05-27,0.07356898495174247,-0.002207086873527664,-0.006219874622803601,18.96,0.6309523809523809,0.870000000000001,-6.189999999999998,risk_on,132,NVDA,True,True,vix_mid_tercile,spy_uptrend_21d
2025-05-27,0.07356898495174247,-0.002207086873527664,-0.006219874622803601,18.96,0.6309523809523809,0.870000000000001,-6.189999999999998,risk_on,133,NVDA,True,True,vix_mid_tercile,spy_uptrend_21d
2025-11-25,-0.014914441898029707,0.046798761536819944,-0.017995639569279076,18.56,0.6349206349206349,-6.130000000000003,2.7699999999999996,neutral,134,META,False,True,vix_mid_tercile,spy_downtrend_21d
2025-08-21,0.0021127770065727525,0.09362255195153835,-0.014574844304510837,16.6,0.36507936507936506,1.7700000000000014,1.2300000000000022,neutral,135,NVDA,True,True,vix_mid_tercile,spy_flat_21d
2025-08-21,0.0021127770065727525,0.09362255195153835,-0.014574844304510837,16.6,0.36507936507936506,1.7700000000000014,1.2300000000000022,neutral,136,MSFT,False,True,vix_mid_tercile,spy_flat_21d
2025-07-15,0.03350593523543077,0.16863182418624278,-0.005880284581932349,17.38,0.42857142857142855,0.5700000000000003,-1.7300000000000004,risk_on,137,UBER,False,True,vix_mid_tercile,spy_uptrend_21d
2025-10-08,0.03789789472020377,0.07854673781706745,0.0,16.3,0.36904761904761907,0.010000000000001563,1.2600000000000016,risk_on,138,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2026-02-25,0.0006064259951783502,0.05488098215279491,-0.0033644339390276334,17.93,0.5912698412698413,-1.6900000000000013,1.5799999999999983,neutral,139,MSFT,False,True,vix_mid_tercile,spy_flat_21d
