as_of,spy_prior_21d_return,spy_prior_63d_return,spy_drawdown_from_63d_high,vix_level,vix_percentile_1y,vix_change_5d,vix_change_21d,sentiment_regime,event_id,ticker,top5_flag,high_confidence,vix_tercile,spy_trend_regime
2025-12-11,0.009033680943909328,0.051217223756651276,0.0,14.85,0.05952380952380952,-0.9299999999999997,-2.660000000000002,neutral,588,PYPL,False,True,vix_low_tercile,spy_flat_21d
2025-12-11,0.009033680943909328,0.051217223756651276,0.0,14.85,0.05952380952380952,-0.9299999999999997,-2.660000000000002,neutral,589,UBER,False,True,vix_low_tercile,spy_flat_21d
2025-06-20,0.005375517745810576,0.05718921273441935,-0.01277540381994191,20.62,0.7380952380952381,-0.1999999999999993,0.33999999999999986,neutral,590,AAPL,True,True,vix_high_tercile,spy_flat_21d
2024-06-28,0.03777913068010519,0.04379069194550045,-0.004584203289359934,12.44,0.07539682539682539,-0.7599999999999998,-2.030000000000001,risk_on,591,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2024-06-28,0.03777913068010519,0.04379069194550045,-0.004584203289359934,12.44,0.07539682539682539,-0.7599999999999998,-2.030000000000001,risk_on,592,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2024-06-28,0.03777913068010519,0.04379069194550045,-0.004584203289359934,12.44,0.07539682539682539,-0.7599999999999998,-2.030000000000001,risk_on,593,TSLA,True,True,vix_low_tercile,spy_uptrend_21d
2024-06-28,0.03777913068010519,0.04379069194550045,-0.004584203289359934,12.44,0.07539682539682539,-0.7599999999999998,-2.030000000000001,risk_on,594,TSLA,True,True,vix_low_tercile,spy_uptrend_21d
2024-05-22,0.04781973353861524,0.04724378262908302,-0.0028794097727675716,12.29,0.027777777777777776,-0.16000000000000014,-3.4000000000000004,risk_on,595,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2024-05-22,0.04781973353861524,0.04724378262908302,-0.0028794097727675716,12.29,0.027777777777777776,-0.16000000000000014,-3.4000000000000004,risk_on,596,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2024-05-22,0.04781973353861524,0.04724378262908302,-0.0028794097727675716,12.29,0.027777777777777776,-0.16000000000000014,-3.4000000000000004,risk_on,597,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2024-05-22,0.04781973353861524,0.04724378262908302,-0.0028794097727675716,12.29,0.027777777777777776,-0.16000000000000014,-3.4000000000000004,risk_on,598,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
2024-05-22,0.04781973353861524,0.04724378262908302,-0.0028794097727675716,12.29,0.027777777777777776,-0.16000000000000014,-3.4000000000000004,risk_on,599,AAPL,True,True,vix_low_tercile,spy_uptrend_21d
2025-02-18,0.03355069297449198,0.027391713614417723,0.0,15.35,0.4880952380952381,-0.6699999999999999,-0.46000000000000085,risk_on,600,AMZN,True,True,vix_low_tercile,spy_uptrend_21d
2024-05-31,0.0540021628229983,0.03150739667446967,-0.007509150527052477,12.92,0.17063492063492064,0.9900000000000002,-1.7599999999999998,risk_on,601,AMZN,True,True,vix_low_tercile,spy_uptrend_21d
2024-05-31,0.0540021628229983,0.03150739667446967,-0.007509150527052477,12.92,0.17063492063492064,0.9900000000000002,-1.7599999999999998,risk_on,602,NVDA,True,True,vix_low_tercile,spy_uptrend_21d
