event_id,ticker,company_name,event_date,filing_count_pm1,filing_count_pm3,filing_count_pm5,eight_k_pm5_flag,ten_q_or_k_pm5_flag,offering_registration_pm5_flag,ownership_or_insider_pm5_flag,earnings_proxy_flag,sec_material_event_confounded_flag,sec_routine_filing_flag,sec_unknown_flag,sec_clean_expanded_flag,reason_codes
30,MSFT,Microsoft,2023-07-28,1,2,4,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
31,NFLX,Netflix,2023-08-25,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
32,NFLX,Netflix,2023-08-25,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
33,MSFT,Microsoft,2023-08-25,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
34,AAPL,Apple,2023-09-08,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
35,AAPL,Apple,2023-09-08,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
36,AAPL,Apple,2023-09-08,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
37,AAPL,Apple,2023-09-08,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
38,AAPL,Apple,2023-09-08,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
39,AAPL,Apple,2023-09-08,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
40,AMD,nan,2025-07-11,0,0,1,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
41,AMZN,Amazon,2023-09-30,0,0,2,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
42,MSFT,Microsoft,2023-09-30,0,0,0,True,False,False,False,False,True,False,False,False,8k_window
43,MSFT,Microsoft,2023-09-30,0,0,0,True,False,False,False,False,True,False,False,False,8k_window
44,NVDA,Nvidia,2025-10-05,1,7,12,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
45,MSFT,Microsoft,2023-07-07,0,0,1,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag
46,AAPL,Apple,2023-11-20,1,1,1,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
47,AAPL,Apple,2023-11-20,1,1,1,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
48,UBER,Uber,2023-11-20,5,6,10,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag
49,PYPL,PayPal,2023-08-06,0,2,3,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
50,MSFT,Microsoft,2024-11-01,0,4,5,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
51,MSFT,Microsoft,2024-11-01,0,4,5,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
52,TSLA,Tesla,2023-04-14,0,1,3,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag
53,MSFT,Microsoft,2023-04-14,0,0,1,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
54,NVDA,Nvidia,2024-02-01,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
55,AMZN,Amazon,2024-02-01,4,6,7,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
56,NVDA,Nvidia,2025-08-25,0,2,4,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
57,NVDA,Nvidia,2025-08-25,0,2,4,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
58,TSLA,Tesla,2023-08-07,3,4,5,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag
59,AMZN,Amazon,2023-08-07,1,3,6,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
60,NVDA,Nvidia,2025-08-28,4,4,6,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
61,GOOGL,Alphabet,2025-08-28,4,5,5,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
62,TSLA,Tesla,2023-07-21,1,3,3,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
63,MSFT,Microsoft,2023-10-26,1,3,4,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
64,GOOGL,Alphabet,2023-10-26,5,6,8,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
65,TSLA,Tesla,2023-10-26,2,3,4,False,True,False,False,True,True,False,False,False,10q_10k_window;material_filing_flag
66,SOFI,SoFi,2025-09-12,0,1,13,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
67,NVDA,Nvidia,2025-09-12,5,11,17,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
68,NFLX,Netflix,2026-03-04,13,16,18,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag
