event_id,ticker,company_name,event_date,filing_count_pm1,filing_count_pm3,filing_count_pm5,eight_k_pm5_flag,ten_q_or_k_pm5_flag,offering_registration_pm5_flag,ownership_or_insider_pm5_flag,earnings_proxy_flag,sec_material_event_confounded_flag,sec_routine_filing_flag,sec_unknown_flag,sec_clean_expanded_flag,reason_codes
658,NVDA,Nvidia,2023-12-03,0,4,9,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
659,NVDA,Nvidia,2024-04-16,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
660,NVDA,Nvidia,2025-03-04,6,7,7,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag
661,NVDA,Nvidia,2024-07-01,15,18,26,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag
662,AMZN,Amazon,2023-12-15,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
663,NFLX,Netflix,2023-12-15,0,1,7,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
664,NFLX,Netflix,2023-12-15,0,1,7,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
665,PYPL,PayPal,2023-12-15,2,3,3,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag
666,GOOGL,Alphabet,2023-12-15,0,0,4,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
667,TSLA,Tesla,2023-12-15,2,3,3,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
668,GOOGL,Alphabet,2025-11-24,0,3,7,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
669,META,Meta,2022-06-06,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
670,META,Meta,2022-06-06,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
671,META,Meta,2022-06-06,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
672,MSFT,Microsoft,2022-06-06,0,0,20,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag
673,MSFT,Microsoft,2022-06-06,0,0,20,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag
674,GOOGL,Alphabet,2022-06-06,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
675,AMZN,Amazon,2022-06-06,0,1,1,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag
676,AMZN,Amazon,2022-06-06,0,1,1,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag
677,NVDA,Nvidia,2024-09-14,1,5,9,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
678,AAPL,Apple,2024-09-14,0,0,1,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag
679,NFLX,Netflix,2024-09-14,1,1,2,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
680,PYPL,PayPal,2025-11-24,0,0,2,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
681,NVDA,Nvidia,2024-08-09,3,7,9,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
682,TSLA,Tesla,2024-08-09,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
683,PYPL,PayPal,2025-11-20,2,4,4,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag
684,UBER,Uber,2024-05-12,2,5,22,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
685,NVDA,Nvidia,2025-12-31,0,1,1,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
686,AMD,nan,2025-12-22,1,1,1,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
687,META,Meta,2025-11-23,2,8,26,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
688,UBER,Uber,2024-11-05,0,1,3,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
689,SOFI,SoFi,2025-11-13,4,4,8,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag
690,AMZN,Amazon,2024-06-14,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
691,GOOGL,Alphabet,2024-06-14,1,3,16,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag
692,SOFI,SoFi,2026-04-19,0,0,1,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
693,SOFI,SoFi,2026-04-19,0,0,1,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
694,GOOGL,Alphabet,2025-11-28,1,4,8,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
695,META,Meta,2025-11-28,1,5,9,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
696,NVDA,Nvidia,2025-01-23,0,0,0,True,False,False,False,False,True,False,False,False,8k_window
697,NFLX,Netflix,2025-01-23,7,8,10,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
698,AMZN,Amazon,2024-10-25,0,0,0,True,False,False,False,False,True,False,False,False,8k_window
699,AMZN,Amazon,2024-10-25,0,0,0,True,False,False,False,False,True,False,False,False,8k_window
700,TSLA,Tesla,2024-10-25,2,4,4,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
701,NVDA,Nvidia,2024-10-31,0,0,0,True,False,False,False,False,True,False,False,False,8k_window
702,NVDA,Nvidia,2024-10-18,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
703,MSFT,Microsoft,2025-02-13,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
704,MSFT,Microsoft,2025-02-13,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
705,AAPL,Apple,2025-02-13,1,1,1,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
706,NVDA,Nvidia,2024-08-30,1,3,6,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
707,NVDA,Nvidia,2024-08-30,1,3,6,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
708,AMZN,Amazon,2024-08-30,1,1,1,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
709,AMZN,Amazon,2024-08-30,1,1,1,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
710,MSFT,Microsoft,2024-08-30,0,0,10,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
711,AMD,nan,2025-12-19,0,0,2,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag
712,AMD,nan,2025-11-14,1,1,3,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
713,GOOGL,Alphabet,2025-11-14,4,9,12,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
714,GOOGL,Alphabet,2025-11-14,4,9,12,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
715,UBER,Uber,2025-11-14,2,3,9,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
716,META,Meta,2025-11-14,0,4,23,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
717,META,Meta,2025-11-14,0,4,23,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
718,SOFI,SoFi,2025-11-14,2,6,8,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag
719,NVDA,Nvidia,2025-11-14,1,1,3,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
720,AMD,nan,2025-01-09,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
721,TSLA,Tesla,2024-10-11,0,0,0,True,False,False,False,False,True,False,False,False,8k_window
722,TSLA,Tesla,2024-10-11,0,0,0,True,False,False,False,False,True,False,False,False,8k_window
723,AAPL,Apple,2024-10-11,0,1,1,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
724,AMZN,Amazon,2024-10-11,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
725,NVDA,Nvidia,2024-10-11,1,1,2,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
726,GOOGL,Alphabet,2024-10-11,1,1,7,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
727,GOOGL,Alphabet,2024-10-11,1,1,7,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
728,NVDA,Nvidia,2024-02-24,4,10,10,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
729,NVDA,Nvidia,2024-02-24,4,10,10,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
730,MSFT,Microsoft,2024-01-31,13,14,15,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
731,GOOGL,Alphabet,2024-01-31,7,7,8,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
732,GOOGL,Alphabet,2024-01-31,7,7,8,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
733,UBER,Uber,2025-12-08,1,1,1,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
734,NVDA,Nvidia,2025-11-20,2,2,3,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag
735,UBER,Uber,2025-11-20,0,6,6,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
736,AAPL,Apple,2024-08-16,0,2,2,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
737,NVDA,Nvidia,2024-08-16,0,1,2,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
738,NVDA,Nvidia,2024-08-16,0,1,2,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
739,GOOGL,Alphabet,2024-08-16,2,3,8,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
740,AMZN,Amazon,2024-08-16,1,2,8,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
741,AMZN,Amazon,2024-08-16,1,2,8,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
742,MSFT,Microsoft,2024-08-16,0,0,1,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag
743,AMD,nan,2025-11-26,1,3,4,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected
744,NVDA,Nvidia,2025-01-25,0,0,0,True,False,False,False,False,True,False,False,False,8k_window
