event_id,ticker,event_date,recommendation_type,top5_flag,yf_snapshot_available,yf_event_time_usable,yf_diagnostic_current_only,yf_provider_status,yf_error_class_safe,yf_recommendation_key_current,yf_recommendation_mean_current,yf_number_of_analysts_current,yf_target_mean_current,yf_target_median_current,yf_target_high_current,yf_target_low_current,yf_target_upside_vs_event_price_current,yf_current_bullish_aligned,yf_current_bearish_aligned,yf_current_neutral_or_mixed,yf_current_contrarian_to_finfluencer,yf_analyst_relay_likely_diagnostic,yf_latest_recommendation_date_pre_event,yf_latest_firm_pre_event,yf_latest_to_grade_pre_event,yf_latest_from_grade_pre_event,yf_latest_recommendation_action_pre_event,yf_recent_upgrade_pre_event,yf_recent_downgrade_pre_event,yf_consensus_bucket_event_time_if_available,yf_event_time_bullish_aligned,yf_event_time_bearish_aligned,yf_event_time_neutral_or_mixed,yf_event_time_contrarian_to_finfluencer,yf_analyst_relay_likely_event_time
443,NVDA,2024-09-09,sell,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,1.564750335814339,False,False,False,True,True,2024-09-05,B of A Securities,,,reit,False,False,unknown,False,False,False,False,False
444,AMZN,2023-10-27,sell,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,1.4389498607339832,False,False,False,True,True,2023-10-27,Telsey Advisory Group,,,main,False,False,unknown,False,False,False,False,False
445,NVDA,2025-10-08,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.4434316279916517,True,False,False,False,True,2025-10-03,Cantor Fitzgerald,,,reit,False,False,unknown,False,False,False,False,False
446,AMZN,2024-05-02,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.6866145947441764,True,False,False,False,True,2024-05-02,Argus Research,,,main,False,False,unknown,False,False,False,False,False
447,TSLA,2024-05-02,sell,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,1.2901709492821776,False,False,False,True,True,2024-05-02,Cantor Fitzgerald,,,init,False,False,unknown,False,False,False,False,False
448,NVDA,2025-10-09,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.4174967430300087,True,False,False,False,True,2025-10-09,Cantor Fitzgerald,,,main,False,False,unknown,False,False,False,False,False
449,CRM,2025-10-09,buy,False,True,True,False,ok,,buy,1.59524,52.0,267.31577,252.5,475.0,188.0,0.09410543028159335,True,False,False,False,True,2025-10-09,Stifel,,,main,False,False,unknown,False,False,False,False,False
450,TSLA,2025-10-09,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,-0.05346546376466832,True,False,False,False,True,2025-10-08,Stifel,,,main,False,False,unknown,False,False,False,False,False
451,UBER,2025-10-09,buy,False,True,True,False,ok,,buy,1.51923,50.0,104.9312,107.0,150.0,70.0,0.0930333333333333,True,False,False,False,True,2025-10-03,Wells Fargo,,,main,False,False,unknown,False,False,False,False,False
452,AAPL,2024-02-12,buy,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.6625979374167952,True,False,False,False,True,2024-02-12,Wedbush,,,reit,False,False,unknown,False,False,False,False,False
453,AMZN,2024-02-12,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.8077721748883568,True,False,False,False,True,2024-02-02,Telsey Advisory Group,,,main,False,False,unknown,False,False,False,False,False
454,NVDA,2024-02-12,sell,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,2.780093763764535,False,False,False,True,True,2024-02-12,Cantor Fitzgerald,,,reit,False,False,unknown,False,False,False,False,False
455,TSLA,2024-02-12,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,1.191323283368837,True,False,False,False,True,2024-02-06,Daiwa Capital,,,down,False,False,unknown,False,False,False,False,False
456,TSLA,2024-02-12,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,1.191323283368837,True,False,False,False,True,2024-02-06,Daiwa Capital,,,down,False,False,unknown,False,False,False,False,False
457,AMD,2026-04-14,sell,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,0.79493208473566,False,False,False,True,True,2026-04-06,Citigroup,,,main,False,False,unknown,False,False,False,False,False
458,AMD,2026-04-14,buy,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,0.79493208473566,True,False,False,False,True,2026-04-06,Citigroup,,,main,False,False,unknown,False,False,False,False,False
459,NVDA,2024-06-27,sell,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,1.2023469575414203,False,False,False,True,True,2024-06-27,Truist Securities,,,reit,False,False,unknown,False,False,False,False,False
460,AMZN,2024-08-22,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.7688720908586228,True,False,False,False,True,2024-08-06,Morgan Stanley,,,main,False,False,unknown,False,False,False,False,False
461,AMZN,2024-08-22,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.7688720908586228,True,False,False,False,True,2024-08-06,Morgan Stanley,,,main,False,False,unknown,False,False,False,False,False
462,AMZN,2024-08-22,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.7688720908586228,True,False,False,False,True,2024-08-06,Morgan Stanley,,,main,False,False,unknown,False,False,False,False,False
463,GOOGL,2024-08-22,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,1.6308239439153045,True,False,False,False,True,2024-08-19,Needham,,,reit,False,False,unknown,False,False,False,False,False
464,MSFT,2025-03-18,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.4754253957097285,True,False,False,False,True,2025-03-13,DA Davidson,,,up,False,False,unknown,False,False,False,False,False
465,NVDA,2026-03-30,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.6524634196630799,True,False,False,False,True,2026-03-23,Cantor Fitzgerald,,,reit,False,False,unknown,False,False,False,False,False
466,NVDA,2024-01-22,sell,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,3.5781369851360862,False,False,False,True,True,2024-01-19,Raymond James,,,main,False,False,unknown,False,False,False,False,False
467,TSLA,2026-04-01,sell,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,0.081292685937421,False,False,False,True,True,2026-03-31,Canaccord Genuity,,,main,False,False,unknown,False,False,False,False,False
468,GOOGL,2025-05-09,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,1.8109380047479795,True,False,False,False,True,2025-05-08,WestPark Capital,,,reit,False,False,unknown,False,False,False,False,False
469,NVDA,2024-08-29,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,1.3222128469820862,True,False,False,False,True,2024-08-29,Mizuho,,,main,False,False,unknown,False,False,False,False,False
470,AMD,2025-10-06,buy,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,1.2474759457598794,True,False,False,False,True,2025-10-06,Cantor Fitzgerald,,,main,False,False,unknown,False,False,False,False,False
471,AMZN,2024-05-13,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.6698903241108323,True,False,False,False,True,2024-05-06,Loop Capital,,,main,False,False,unknown,False,False,False,False,False
472,META,2025-11-26,sell,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.3069138310838384,False,False,False,True,True,,,,,,,,,,,,,
473,AMZN,2024-07-22,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.706663625262536,True,False,False,False,True,2024-07-22,Truist Securities,,,main,False,False,unknown,False,False,False,False,False
474,AMZN,2024-07-22,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.706663625262536,True,False,False,False,True,2024-07-22,Truist Securities,,,main,False,False,unknown,False,False,False,False,False
475,AMZN,2024-06-07,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.6904581923013076,True,False,False,False,True,2024-05-30,Tigress Financial,,,main,False,False,unknown,False,False,False,False,False
476,NVDA,2023-11-21,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,4.46869014196801,True,False,False,False,True,2023-11-17,Wedbush,,,reit,False,False,unknown,False,False,False,False,False
477,NVDA,2023-11-21,sell,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,4.46869014196801,False,False,False,True,True,2023-11-17,Wedbush,,,reit,False,False,unknown,False,False,False,False,False
478,META,2022-02-17,buy,False,True,True,False,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,3.011258290361279,True,False,False,False,True,2022-02-08,KGI Securities,,,down,False,False,unknown,False,False,False,False,False
479,META,2022-02-17,sell,False,True,True,False,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,3.011258290361279,False,False,False,True,True,2022-02-08,KGI Securities,,,down,False,False,unknown,False,False,False,False,False
480,META,2022-02-17,buy,False,True,True,False,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,3.011258290361279,True,False,False,False,True,2022-02-08,KGI Securities,,,down,False,False,unknown,False,False,False,False,False
481,META,2022-02-17,buy,False,True,True,False,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,3.011258290361279,True,False,False,False,True,2022-02-08,KGI Securities,,,down,False,False,unknown,False,False,False,False,False
482,META,2022-02-17,buy,False,True,True,False,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,3.011258290361279,True,False,False,False,True,2022-02-08,KGI Securities,,,down,False,False,unknown,False,False,False,False,False
483,DIS,2023-09-01,buy,False,True,True,False,ok,,strong_buy,1.46667,29.0,130.66553,132.0,164.0,77.0,0.6381996217865935,True,False,False,False,True,2023-08-21,Credit Suisse,,,main,False,False,unknown,False,False,False,False,False
484,DIS,2023-09-01,buy,False,True,True,False,ok,,strong_buy,1.46667,29.0,130.66553,132.0,164.0,77.0,0.6381996217865935,True,False,False,False,True,2023-08-21,Credit Suisse,,,main,False,False,unknown,False,False,False,False,False
485,DIS,2023-09-01,sell,False,True,True,False,ok,,strong_buy,1.46667,29.0,130.66553,132.0,164.0,77.0,0.6381996217865935,False,False,False,True,True,2023-08-21,Credit Suisse,,,main,False,False,unknown,False,False,False,False,False
486,GOOGL,2026-03-27,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,0.5596964559006306,True,False,False,False,True,2026-03-27,Needham,,,reit,False,False,unknown,False,False,False,False,False
487,TSLA,2024-03-01,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,1.0344140408690672,True,False,False,False,True,2024-02-29,RBC Capital,,,reit,False,False,unknown,False,False,False,False,False
488,TSLA,2024-03-01,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,1.0344140408690672,True,False,False,False,True,2024-02-29,RBC Capital,,,reit,False,False,unknown,False,False,False,False,False
489,AAPL,2024-03-01,sell,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.731910836799553,False,False,False,True,True,2024-02-28,Wedbush,,,reit,False,False,unknown,False,False,False,False,False
490,NFLX,2024-03-01,buy,False,True,True,False,ok,,buy,1.68,44.0,114.555,115.0,151.4,80.0,0.8496303080644998,True,False,False,False,True,2024-02-27,UBS,,,main,False,False,unknown,False,False,False,False,False
491,CRM,2024-07-29,buy,False,True,True,False,ok,,buy,1.59524,52.0,267.31577,252.5,475.0,188.0,0.04592429814384147,True,False,False,False,True,2024-07-12,Piper Sandler,,,main,False,False,unknown,False,False,False,False,False
492,GOOGL,2025-03-31,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,1.7765829146961005,True,False,False,False,True,2025-03-31,Jefferies,,,main,False,False,unknown,False,False,False,False,False
493,GOOGL,2022-05-26,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,3.0023527546023576,True,False,False,False,True,2022-05-24,Jefferies,,,main,False,False,unknown,False,False,False,False,False
494,GOOGL,2022-05-26,sell,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,3.0023527546023576,False,False,False,True,True,2022-05-24,Jefferies,,,main,False,False,unknown,False,False,False,False,False
495,GOOGL,2022-05-26,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,3.0023527546023576,True,False,False,False,True,2022-05-24,Jefferies,,,main,False,False,unknown,False,False,False,False,False
496,AMZN,2024-01-05,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,1.1450801309330965,True,False,False,False,True,2023-12-21,Wedbush,,,main,False,False,unknown,False,False,False,False,False
497,AAPL,2024-01-16,sell,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.696630279213414,False,False,False,True,True,2024-01-10,Redburn Atlantic,,,down,False,False,unknown,False,False,False,False,False
498,MSFT,2024-01-16,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.4636781384624209,True,False,False,False,True,2024-01-12,Piper Sandler,,,reit,False,False,unknown,False,False,False,False,False
499,AAPL,2024-05-08,sell,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.7027206029122088,False,False,False,True,True,2024-05-03,Needham,,,reit,False,False,unknown,False,False,False,False,False
500,AMD,2025-10-13,buy,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,1.115485370453606,True,False,False,False,True,2025-10-13,Mizuho,,,main,False,False,unknown,False,False,False,False,False
501,AMD,2025-10-13,buy,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,1.115485370453606,True,False,False,False,True,2025-10-13,Mizuho,,,main,False,False,unknown,False,False,False,False,False
502,MSFT,2023-12-22,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.5249873105893601,True,False,False,False,True,2023-12-15,Mizuho,,,main,False,False,unknown,False,False,False,False,False
503,NVDA,2023-12-22,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,4.592959074520236,True,False,False,False,True,2023-11-22,Needham,,,reit,False,False,unknown,False,False,False,False,False
504,GOOGL,2024-04-25,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,1.7655357970991767,True,False,False,False,True,2024-04-22,Keybanc,,,main,False,False,unknown,False,False,False,False,False
505,AAPL,2024-05-03,sell,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.6967781452975894,False,False,False,True,True,2024-05-03,Needham,,,reit,False,False,unknown,False,False,False,False,False
506,TSLA,2024-05-03,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,1.275256109306118,True,False,False,False,True,2024-05-02,Cantor Fitzgerald,,,init,False,False,unknown,False,False,False,False,False
507,MSFT,2025-10-30,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.07252594806944912,True,False,False,False,True,2025-10-30,Piper Sandler,,,reit,False,False,unknown,False,False,False,False,False
508,GOOGL,2025-10-30,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,0.522198308044795,True,False,False,False,True,2025-10-30,B of A Securities,,,main,False,False,unknown,False,False,False,False,False
509,META,2025-10-30,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.24247696099140525,True,False,False,False,True,,,,,,,,,,,,,
510,META,2025-10-30,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.24247696099140525,True,False,False,False,True,,,,,,,,,,,,,
511,NVDA,2025-10-30,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.3453957973421715,True,False,False,False,True,2025-10-29,B of A Securities,,,main,False,False,unknown,False,False,False,False,False
512,GOOGL,2021-04-01,sell,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,3.051344406886474,False,False,False,True,True,2021-04-01,Wolfe Research,,,init,False,False,unknown,False,False,False,False,False
513,GOOGL,2021-04-01,sell,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,3.051344406886474,False,False,False,True,True,2021-04-01,Wolfe Research,,,init,False,False,unknown,False,False,False,False,False
514,AAPL,2021-04-01,buy,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,1.5738331493925162,True,False,False,False,True,2021-03-31,UBS,,,up,False,False,unknown,False,False,False,False,False
515,META,2023-10-27,sell,False,True,True,False,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,1.8078672903890527,False,False,False,True,True,2023-10-26,Keybanc,,,main,False,False,unknown,False,False,False,False,False
516,AMZN,2023-10-27,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,1.4389498607339832,True,False,False,False,True,2023-10-27,Telsey Advisory Group,,,main,False,False,unknown,False,False,False,False,False
517,AMZN,2023-10-27,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,1.4389498607339832,True,False,False,False,True,2023-10-27,Telsey Advisory Group,,,main,False,False,unknown,False,False,False,False,False
518,AAPL,2025-12-19,sell,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.12777234472749321,False,False,False,True,True,2025-12-17,Morgan Stanley,,,main,False,False,unknown,False,False,False,False,False
519,AAPL,2025-12-19,sell,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.12777234472749321,False,False,False,True,True,2025-12-17,Morgan Stanley,,,main,False,False,unknown,False,False,False,False,False
520,NVDA,2025-11-04,sell,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.37383539095100304,False,False,False,True,True,2025-11-03,Loop Capital,,,main,False,False,unknown,False,False,False,False,False
521,NVDA,2025-11-04,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.37383539095100304,True,False,False,False,True,2025-11-03,Loop Capital,,,main,False,False,unknown,False,False,False,False,False
522,META,2025-11-04,sell,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.3200179321752097,False,False,False,True,True,,,,,,,,,,,,,
523,GOOGL,2025-11-04,sell,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,0.5438077046953824,False,False,False,True,True,2025-10-30,B of A Securities,,,main,False,False,unknown,False,False,False,False,False
524,AMD,2025-09-29,buy,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,1.8373409659656947,True,False,False,False,True,2025-09-09,HSBC,,,main,False,False,unknown,False,False,False,False,False
525,AAPL,2024-03-14,buy,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.7985849881974671,True,False,False,False,True,2024-03-12,B of A Securities,,,reit,False,False,unknown,False,False,False,False,False
526,NVDA,2024-03-14,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,2.105287965659109,True,False,False,False,True,2024-03-13,B of A Securities,,,main,False,False,unknown,False,False,False,False,False
527,AAPL,2023-11-02,buy,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.7568433542142439,True,False,False,False,True,2023-11-01,Wedbush,,,reit,False,False,unknown,False,False,False,False,False
528,AAPL,2023-11-02,buy,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.7568433542142439,True,False,False,False,True,2023-11-01,Wedbush,,,reit,False,False,unknown,False,False,False,False,False
529,AAPL,2023-11-02,buy,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.7568433542142439,True,False,False,False,True,2023-11-01,Wedbush,,,reit,False,False,unknown,False,False,False,False,False
530,DIS,2023-11-02,buy,False,True,True,False,ok,,strong_buy,1.46667,29.0,130.66553,132.0,164.0,77.0,0.6057463919922097,True,False,False,False,True,2023-10-10,JP Morgan,,,main,False,False,unknown,False,False,False,False,False
531,MSFT,2026-04-13,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.46097798250040745,True,False,False,False,True,2026-04-10,BNP Paribas,,,main,False,False,unknown,False,False,False,False,False
533,AAPL,2026-01-02,sell,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.13884155215011562,False,False,False,True,True,2025-12-17,Morgan Stanley,,,main,False,False,unknown,False,False,False,False,False
534,AMZN,2024-01-26,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.9579654321290729,True,False,False,False,True,2024-01-24,Telsey Advisory Group,,,main,False,False,unknown,False,False,False,False,False
535,NVDA,2024-01-26,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,3.4748441734360025,True,False,False,False,True,2024-01-23,Cantor Fitzgerald,,,init,False,False,unknown,False,False,False,False,False
536,NVDA,2024-01-26,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,3.4748441734360025,True,False,False,False,True,2024-01-23,Cantor Fitzgerald,,,init,False,False,unknown,False,False,False,False,False
537,MSFT,2024-01-26,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.41417993246300244,True,False,False,False,True,2024-01-25,Piper Sandler,,,reit,False,False,unknown,False,False,False,False,False
538,AMZN,2026-04-09,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.33341090579282806,True,False,False,False,True,2026-04-08,Cantor Fitzgerald,,,main,False,False,unknown,False,False,False,False,False
539,AMD,2025-09-18,buy,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,1.899147323382075,True,False,False,False,True,2025-09-09,HSBC,,,main,False,False,unknown,False,False,False,False,False
540,AMZN,2020-07-13,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,1.0074191760706,True,False,False,False,True,2020-07-13,Mizuho,,,main,False,False,unknown,False,False,False,False,False
541,AMZN,2020-07-13,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,1.0074191760706,True,False,False,False,True,2020-07-13,Mizuho,,,main,False,False,unknown,False,False,False,False,False
542,AMZN,2025-09-29,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.40231107965840684,True,False,False,False,True,2025-09-24,Wells Fargo,,,up,False,False,unknown,False,False,False,False,False
543,NVDA,2026-04-16,sell,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.37603918125194546,False,False,False,True,True,2026-03-31,Benchmark,,,reit,False,False,unknown,False,False,False,False,False
544,GOOGL,2023-12-07,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,2.1506871349633334,True,False,False,False,True,2023-12-07,Roth MKM,,,main,False,False,unknown,False,False,False,False,False
545,NVDA,2025-10-03,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.45489477141430723,True,False,False,False,True,2025-10-03,Cantor Fitzgerald,,,reit,False,False,unknown,False,False,False,False,False
546,AMZN,2023-12-01,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,1.1189651947672408,True,False,False,False,True,2023-12-01,Wedbush,,,reit,False,False,unknown,False,False,False,False,False
547,AAPL,2025-02-20,sell,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.25978466818215873,False,False,False,True,True,2025-02-19,Goldman Sachs,,,reit,False,False,unknown,False,False,False,False,False
548,TSLA,2025-11-19,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,0.020455134942404918,True,False,False,False,True,2025-11-17,Stifel,,,main,False,False,unknown,False,False,False,False,False
549,META,2026-04-13,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.30283990013216444,True,False,False,False,True,,,,,,,,,,,,,
550,NVDA,2025-11-24,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.49530174469022814,True,False,False,False,True,2025-11-20,Bernstein,,,main,False,False,unknown,False,False,False,False,False
551,NVDA,2025-11-24,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.49530174469022814,True,False,False,False,True,2025-11-20,Bernstein,,,main,False,False,unknown,False,False,False,False,False
552,MSFT,2025-11-24,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.18742154180042125,True,False,False,False,True,2025-11-18,Rothschild & Co,,,down,False,False,unknown,False,False,False,False,False
553,PYPL,2025-09-17,buy,False,True,True,False,ok,,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,-0.23044293414618067,False,False,True,False,False,2025-07-30,JMP Securities,,,main,False,False,unknown,False,False,False,False,False
554,META,2025-09-17,buy,False,True,True,False,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.06821088769078054,True,False,False,False,True,2024-09-30,"Monness, Crespi, Hardt",,,main,False,False,unknown,False,False,False,False,False
555,AMZN,2021-04-08,sell,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.8885912582440381,False,False,False,True,True,2021-04-07,Piper Sandler,,,main,False,False,unknown,False,False,False,False,False
556,GOOGL,2021-04-08,sell,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,2.8341433879570723,False,False,False,True,True,2021-04-01,Wolfe Research,,,init,False,False,unknown,False,False,False,False,False
557,AAPL,2021-04-08,sell,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,1.4285172724414816,False,False,False,True,True,2021-04-08,UBS,,,main,False,False,unknown,False,False,False,False,False
558,TSLA,2024-07-05,sell,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,0.6390491928960973,False,False,False,True,True,2024-07-03,Goldman Sachs,,,main,False,False,unknown,False,False,False,False,False
559,NVDA,2024-07-05,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,1.1701420172155732,True,False,False,False,True,2024-07-05,New Street Research,,,down,False,False,unknown,False,False,False,False,False
560,AMZN,2024-07-05,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.5577572499999999,True,False,False,False,True,2024-07-01,Needham,,,reit,False,False,unknown,False,False,False,False,False
561,AAPL,2024-07-05,buy,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.37286259106265796,True,False,False,False,True,2024-07-01,Needham,,,reit,False,False,unknown,False,False,False,False,False
