event_id,ticker,event_date,recommendation_type,top5_flag,yf_snapshot_available,yf_event_time_usable,yf_diagnostic_current_only,yf_provider_status,yf_error_class_safe,yf_recommendation_key_current,yf_recommendation_mean_current,yf_number_of_analysts_current,yf_target_mean_current,yf_target_median_current,yf_target_high_current,yf_target_low_current,yf_target_upside_vs_event_price_current,yf_current_bullish_aligned,yf_current_bearish_aligned,yf_current_neutral_or_mixed,yf_current_contrarian_to_finfluencer,yf_analyst_relay_likely_diagnostic,yf_latest_recommendation_date_pre_event,yf_latest_firm_pre_event,yf_latest_to_grade_pre_event,yf_latest_from_grade_pre_event,yf_latest_recommendation_action_pre_event,yf_recent_upgrade_pre_event,yf_recent_downgrade_pre_event,yf_consensus_bucket_event_time_if_available,yf_event_time_bullish_aligned,yf_event_time_bearish_aligned,yf_event_time_neutral_or_mixed,yf_event_time_contrarian_to_finfluencer,yf_analyst_relay_likely_event_time
1354,NVDA,2024-04-19,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,2.58387681084843,True,False,False,False,True,2024-04-16,Evercore ISI Group,,,init,False,False,unknown,False,False,False,False,False
1355,AMZN,2024-07-11,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.5972901570133673,True,False,False,False,True,2024-07-10,TD Cowen,,,main,False,False,unknown,False,False,False,False,False
1356,SOFI,2025-12-16,sell,False,True,True,False,ok,,hold,2.70833,20.0,21.1,18.5,31.0,12.0,-0.20617005039261027,False,False,True,False,False,2025-11-25,Truist Securities,,,main,False,False,unknown,False,False,False,False,False
1357,NVDA,2024-06-12,sell,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,1.1810619854487543,False,False,False,True,True,2024-06-11,Goldman Sachs,,,main,False,False,unknown,False,False,False,False,False
1358,CRM,2025-03-03,buy,False,True,True,False,ok,,buy,1.59524,52.0,267.31577,252.5,475.0,188.0,-0.07959510864354813,True,False,False,False,True,2025-02-28,Citigroup,,,main,False,False,unknown,False,False,False,False,False
1359,AMZN,2025-03-03,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.5196148839503696,True,False,False,False,True,2025-02-25,Wells Fargo,,,main,False,False,unknown,False,False,False,False,False
1360,AMZN,2025-03-03,sell,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.5196148839503696,False,False,False,True,True,2025-02-25,Wells Fargo,,,main,False,False,unknown,False,False,False,False,False
1361,AMZN,2025-03-03,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.5196148839503696,True,False,False,False,True,2025-02-25,Wells Fargo,,,main,False,False,unknown,False,False,False,False,False
1362,NVDA,2025-03-03,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,1.393712236314396,True,False,False,False,True,2025-02-27,Rosenblatt,,,main,False,False,unknown,False,False,False,False,False
1363,PYPL,2025-03-03,buy,False,True,True,False,ok,,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,-0.2429103345079987,False,False,True,False,False,2025-02-26,Needham,,,reit,False,False,unknown,False,False,False,False,False
1364,NVDA,2025-01-30,sell,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,1.1903473513660328,False,False,False,True,True,2025-01-28,Tigress Financial,,,up,False,False,unknown,False,False,False,False,False
1365,AMZN,2025-02-04,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.2870835873018833,True,False,False,False,True,2025-02-04,Benchmark,,,main,False,False,unknown,False,False,False,False,False
1366,NFLX,2025-12-15,buy,False,True,True,False,ok,,buy,1.68,44.0,114.555,115.0,151.4,80.0,0.22165942306739428,True,False,False,False,True,2025-12-11,Jefferies,,,main,False,False,unknown,False,False,False,False,False
1367,TSLA,2025-12-15,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,-0.13266360455803472,True,False,False,False,True,2025-12-15,Wedbush,,,reit,False,False,unknown,False,False,False,False,False
1368,NVDA,2025-11-19,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.463475038002257,True,False,False,False,True,2025-11-18,Stifel,,,main,False,False,unknown,False,False,False,False,False
1369,NVDA,2025-11-19,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.463475038002257,True,False,False,False,True,2025-11-18,Stifel,,,main,False,False,unknown,False,False,False,False,False
1370,NVDA,2025-11-19,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.463475038002257,True,False,False,False,True,2025-11-18,Stifel,,,main,False,False,unknown,False,False,False,False,False
1371,AAPL,2025-09-08,sell,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.2987079729654276,False,False,False,True,True,2025-09-08,Jefferies,,,main,False,False,unknown,False,False,False,False,False
1372,AMZN,2026-04-06,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.4641264149158808,True,False,False,False,True,2026-04-02,Wells Fargo,,,main,False,False,unknown,False,False,False,False,False
1373,UBER,2026-04-06,buy,False,True,True,False,ok,,buy,1.51923,50.0,104.9312,107.0,150.0,70.0,0.4539448893203908,True,False,False,False,True,2026-03-30,Wells Fargo,,,main,False,False,unknown,False,False,False,False,False
1374,PYPL,2025-12-11,buy,False,True,True,False,ok,,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,-0.145968322102894,False,False,True,False,False,2025-12-11,B of A Securities,,,down,False,False,unknown,False,False,False,False,False
1375,PYPL,2025-12-11,buy,False,True,True,False,ok,,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,-0.145968322102894,False,False,True,False,False,2025-12-11,B of A Securities,,,down,False,False,unknown,False,False,False,False,False
1376,UBER,2025-12-11,buy,False,True,True,False,ok,,buy,1.51923,50.0,104.9312,107.0,150.0,70.0,0.2281273057308324,True,False,False,False,True,2025-12-08,Morgan Stanley,,,main,False,False,unknown,False,False,False,False,False
1377,AAPL,2025-06-20,sell,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.538742622284021,False,False,False,True,True,2025-06-10,Needham,,,reit,False,False,unknown,False,False,False,False,False
1378,NVDA,2024-06-28,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,1.2103688361646263,True,False,False,False,True,2024-06-27,Truist Securities,,,reit,False,False,unknown,False,False,False,False,False
1379,NVDA,2024-06-28,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,1.2103688361646263,True,False,False,False,True,2024-06-27,Truist Securities,,,reit,False,False,unknown,False,False,False,False,False
1380,TSLA,2024-06-28,sell,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,1.083351777983545,False,False,False,True,True,2024-06-26,Stifel,,,init,False,False,unknown,False,False,False,False,False
1381,TSLA,2024-06-28,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,1.083351777983545,True,False,False,False,True,2024-06-26,Stifel,,,init,False,False,unknown,False,False,False,False,False
1382,NVDA,2024-05-22,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,1.876160181427204,True,False,False,False,True,2024-05-20,Baird,,,main,False,False,unknown,False,False,False,False,False
1383,NVDA,2024-05-22,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,1.876160181427204,True,False,False,False,True,2024-05-20,Baird,,,main,False,False,unknown,False,False,False,False,False
1384,NVDA,2024-05-22,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,1.876160181427204,True,False,False,False,True,2024-05-20,Baird,,,main,False,False,unknown,False,False,False,False,False
1385,NVDA,2024-05-22,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,1.876160181427204,True,False,False,False,True,2024-05-20,Baird,,,main,False,False,unknown,False,False,False,False,False
1386,AAPL,2024-05-22,buy,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.627730290618387,True,False,False,False,True,2024-05-13,Wedbush,,,reit,False,False,unknown,False,False,False,False,False
1387,AMZN,2025-02-18,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.3745928011905961,True,False,False,False,True,2025-02-12,Loop Capital,,,main,False,False,unknown,False,False,False,False,False
1388,AMZN,2024-05-31,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.7657642580426893,True,False,False,False,True,2024-05-30,Tigress Financial,,,main,False,False,unknown,False,False,False,False,False
1389,NVDA,2024-05-31,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,1.4909598710348742,True,False,False,False,True,2024-05-23,Wolfe Research,,,main,False,False,unknown,False,False,False,False,False
1390,GOOGL,2024-05-31,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,1.5010062882171002,True,False,False,False,True,2024-05-24,Tigress Financial,,,main,False,False,unknown,False,False,False,False,False
1391,MSFT,2024-05-31,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.3710130082790959,True,False,False,False,True,2024-05-24,RBC Capital,,,reit,False,False,unknown,False,False,False,False,False
1392,TSLA,2024-05-31,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,1.3149913283980474,True,False,False,False,True,2024-05-29,GLJ Research,,,reit,False,False,unknown,False,False,False,False,False
1393,NFLX,2024-05-17,buy,False,True,True,False,ok,,buy,1.68,44.0,114.555,115.0,151.4,80.0,0.8443889691559221,True,False,False,False,True,2024-05-17,Needham,,,reit,False,False,unknown,False,False,False,False,False
1394,AAPL,2024-05-17,buy,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.6365604274290768,True,False,False,False,True,2024-05-13,Wedbush,,,reit,False,False,unknown,False,False,False,False,False
1395,GOOGL,2024-05-17,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,1.4504351391955352,True,False,False,False,True,2024-05-15,Stifel,,,main,False,False,unknown,False,False,False,False,False
1396,TSLA,2024-05-17,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,1.323079253934151,True,False,False,False,True,2024-05-02,Cantor Fitzgerald,,,init,False,False,unknown,False,False,False,False,False
1397,TSLA,2024-05-17,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,1.323079253934151,True,False,False,False,True,2024-05-02,Cantor Fitzgerald,,,init,False,False,unknown,False,False,False,False,False
1398,NVDA,2024-06-27,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,1.2023469575414203,True,False,False,False,True,2024-06-27,Truist Securities,,,reit,False,False,unknown,False,False,False,False,False
1399,SOFI,2025-12-04,buy,False,True,True,False,ok,,hold,2.70833,20.0,21.1,18.5,31.0,12.0,-0.287162171348853,False,False,True,False,False,2025-11-25,Truist Securities,,,main,False,False,unknown,False,False,False,False,False
1400,AMD,2025-02-03,buy,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,3.0065927491893394,True,False,False,False,True,2025-01-29,Susquehanna,,,main,False,False,unknown,False,False,False,False,False
1401,AAPL,2025-12-10,buy,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.10710054681874182,True,False,False,False,True,2025-12-09,Citigroup,,,main,False,False,unknown,False,False,False,False,False
1402,NFLX,2025-12-10,buy,False,True,True,False,ok,,buy,1.68,44.0,114.555,115.0,151.4,80.0,0.2356272368811405,True,False,False,False,True,2025-12-09,Needham,,,reit,False,False,unknown,False,False,False,False,False
1403,GOOGL,2024-07-05,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,1.2609076374434935,True,False,False,False,True,2024-07-03,Needham,,,reit,False,False,unknown,False,False,False,False,False
1404,MSFT,2024-07-05,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.2172740379480309,True,False,False,False,True,2024-06-21,Citigroup,,,main,False,False,unknown,False,False,False,False,False
1405,NFLX,2025-12-08,buy,False,True,True,False,ok,,buy,1.68,44.0,114.555,115.0,151.4,80.0,0.1835416769959215,True,False,False,False,True,2025-12-08,Rosenblatt,,,down,False,False,unknown,False,False,False,False,False
1406,NFLX,2025-12-05,buy,False,True,True,False,ok,,buy,1.68,44.0,114.555,115.0,151.4,80.0,0.14280728692437905,True,False,False,False,True,2025-11-28,Rosenblatt,,,main,False,False,unknown,False,False,False,False,False
1407,NFLX,2025-12-05,buy,False,True,True,False,ok,,buy,1.68,44.0,114.555,115.0,151.4,80.0,0.14280728692437905,True,False,False,False,True,2025-11-28,Rosenblatt,,,main,False,False,unknown,False,False,False,False,False
1408,PYPL,2025-12-05,buy,False,True,True,False,ok,,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,-0.15405885503303252,False,False,True,False,False,2025-12-04,JP Morgan,,,down,False,False,unknown,False,False,False,False,False
1409,SOFI,2025-12-05,buy,False,True,True,False,ok,,hold,2.70833,20.0,21.1,18.5,31.0,12.0,-0.24046078191267783,False,False,True,False,False,2025-11-25,Truist Securities,,,main,False,False,unknown,False,False,False,False,False
1410,AMD,2025-02-11,buy,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,3.120912207812899,True,False,False,False,True,2025-02-06,Argus Research,,,main,False,False,unknown,False,False,False,False,False
1411,NVDA,2025-12-10,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.48521143639825937,True,False,False,False,True,2025-12-01,Morgan Stanley,,,main,False,False,unknown,False,False,False,False,False
1412,NVDA,2025-12-10,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.48521143639825937,True,False,False,False,True,2025-12-01,Morgan Stanley,,,main,False,False,unknown,False,False,False,False,False
1413,AMD,2025-12-10,buy,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,1.067714496369336,True,False,False,False,True,2025-11-12,Evercore ISI Group,,,main,False,False,unknown,False,False,False,False,False
1414,AMD,2025-12-10,buy,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,1.067714496369336,True,False,False,False,True,2025-11-12,Evercore ISI Group,,,main,False,False,unknown,False,False,False,False,False
1415,UBER,2025-12-12,buy,False,True,True,False,ok,,buy,1.51923,50.0,104.9312,107.0,150.0,70.0,0.23288919336745573,True,False,False,False,True,2025-12-08,Morgan Stanley,,,main,False,False,unknown,False,False,False,False,False
1416,PYPL,2025-12-12,buy,False,True,True,False,ok,,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,-0.14555283311556533,False,False,True,False,False,2025-12-12,Baird,,,down,False,False,unknown,False,False,False,False,False
1417,AMZN,2025-12-12,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.3773882427925006,True,False,False,False,True,2025-12-11,TD Cowen,,,reit,False,False,unknown,False,False,False,False,False
1418,AAPL,2024-06-21,buy,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.49758392499824744,True,False,False,False,True,2024-06-21,Bernstein,,,main,False,False,unknown,False,False,False,False,False
1419,MSFT,2025-07-21,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.1073564320547562,True,False,False,False,True,2025-07-21,Barclays,,,main,False,False,unknown,False,False,False,False,False
1420,GOOGL,2025-07-23,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,1.2543847652074644,True,False,False,False,True,2025-07-23,Guggenheim,,,main,False,False,unknown,False,False,False,False,False
1421,GOOGL,2025-06-16,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,1.426043028232133,True,False,False,False,True,2025-05-23,JMP Securities,,,reit,False,False,unknown,False,False,False,False,False
1422,PYPL,2024-08-29,buy,False,True,True,False,ok,,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,-0.2781983637051395,False,False,True,False,False,2024-08-20,JP Morgan,,,main,False,False,unknown,False,False,False,False,False
1423,GOOGL,2024-09-06,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,1.8553474406628734,True,False,False,False,True,2024-09-05,Wedbush,,,reit,False,False,unknown,False,False,False,False,False
1424,GOOGL,2024-09-06,sell,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,1.8553474406628734,False,False,False,True,True,2024-09-05,Wedbush,,,reit,False,False,unknown,False,False,False,False,False
1425,PYPL,2025-12-18,buy,False,True,True,False,ok,,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,-0.1136403825938197,False,False,True,False,False,2025-12-18,Morgan Stanley,,,down,False,False,unknown,False,False,False,False,False
1426,NFLX,2025-12-18,buy,False,True,True,False,ok,,buy,1.68,44.0,114.555,115.0,151.4,80.0,0.21867021276595744,True,False,False,False,True,2025-12-11,Jefferies,,,main,False,False,unknown,False,False,False,False,False
1427,NVDA,2026-01-27,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.4478684163106603,True,False,False,False,True,2026-01-16,Jefferies,,,main,False,False,unknown,False,False,False,False,False
1428,NVDA,2026-01-27,sell,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.4478684163106603,False,False,False,True,True,2026-01-16,Jefferies,,,main,False,False,unknown,False,False,False,False,False
1429,AMD,2026-01-27,buy,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,0.8165827172063176,True,False,False,False,True,2026-01-26,Piper Sandler,,,main,False,False,unknown,False,False,False,False,False
1430,GOOGL,2026-01-27,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,0.2798934704881557,True,False,False,False,True,2026-01-27,Roth Capital,,,main,False,False,unknown,False,False,False,False,False
1431,AMZN,2026-01-27,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.2733016974249638,True,False,False,False,True,2026-01-27,Stifel,,,main,False,False,unknown,False,False,False,False,False
1432,MSFT,2025-03-31,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.5073794041528346,True,False,False,False,True,2025-03-31,Jefferies,,,main,False,False,unknown,False,False,False,False,False
1433,GOOGL,2025-05-19,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,1.5781844866130657,True,False,False,False,True,2025-05-08,WestPark Capital,,,reit,False,False,unknown,False,False,False,False,False
1434,AMD,2025-05-19,buy,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,2.9901808307821676,True,False,False,False,True,2025-05-19,Mizuho,,,main,False,False,unknown,False,False,False,False,False
1435,AMD,2024-08-02,buy,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,2.455345962264151,True,False,False,False,True,2024-07-31,Baird,,,main,False,False,unknown,False,False,False,False,False
1436,MSFT,2024-08-02,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.3932988106690498,True,False,False,False,True,2024-07-31,Piper Sandler,,,main,False,False,unknown,False,False,False,False,False
1437,TSLA,2024-08-02,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,0.9851382656854468,True,False,False,False,True,2024-08-01,Cantor Fitzgerald,,,reit,False,False,unknown,False,False,False,False,False
1438,SOFI,2025-04-29,buy,False,True,True,False,ok,,hold,2.70833,20.0,21.1,18.5,31.0,12.0,0.5900526957145171,False,False,True,False,False,2025-04-25,JMP Securities,,,init,False,False,unknown,False,False,False,False,False
1439,NVDA,2026-01-26,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.4637858210121788,True,False,False,False,True,2026-01-16,Jefferies,,,main,False,False,unknown,False,False,False,False,False
1440,AAPL,2026-01-26,buy,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.20840003712821353,True,False,False,False,True,2026-01-26,Jefferies,,,main,False,False,unknown,False,False,False,False,False
1441,META,2026-01-26,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.2305890997501301,True,False,False,False,True,,,,,,,,,,,,,
1442,AMZN,2025-03-05,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.4952555629073163,True,False,False,False,True,2025-02-25,Wells Fargo,,,main,False,False,unknown,False,False,False,False,False
1443,AMD,2026-01-20,buy,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,0.9741003087904694,True,False,False,False,True,2026-01-15,RBC Capital,,,init,False,False,unknown,False,False,False,False,False
1444,GOOGL,2024-07-23,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,1.370477188862937,True,False,False,False,True,2024-07-23,Needham,,,reit,False,False,unknown,False,False,False,False,False
1445,PYPL,2025-12-22,buy,False,True,True,False,ok,,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,-0.11985945989577351,False,False,True,False,False,2025-12-22,Mizuho,,,main,False,False,unknown,False,False,False,False,False
1446,TSLA,2025-12-22,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,-0.15647975214779164,True,False,False,False,True,2025-12-19,Truist Securities,,,main,False,False,unknown,False,False,False,False,False
1447,AMD,2026-01-23,buy,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,0.7630674403615667,True,False,False,False,True,2026-01-21,Bernstein,,,main,False,False,unknown,False,False,False,False,False
1448,MSFT,2026-01-23,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.20793609108358702,True,False,False,False,True,2026-01-23,UBS,,,main,False,False,unknown,False,False,False,False,False
1449,TSLA,2026-01-23,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,-0.08196307343940423,True,False,False,False,True,2026-01-23,Barclays,,,main,False,False,unknown,False,False,False,False,False
1450,AAPL,2025-09-10,sell,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.3622147163368896,False,False,False,True,True,2025-09-10,Evercore ISI Group,,,main,False,False,unknown,False,False,False,False,False
1451,AAPL,2025-09-10,sell,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.3622147163368896,False,False,False,True,True,2025-09-10,Evercore ISI Group,,,main,False,False,unknown,False,False,False,False,False
1452,AMZN,2025-09-10,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.3526307798517738,True,False,False,False,True,2025-08-14,Morgan Stanley,,,main,False,False,unknown,False,False,False,False,False
1453,AMZN,2025-03-11,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.5847777394762166,True,False,False,False,True,2025-02-25,Wells Fargo,,,main,False,False,unknown,False,False,False,False,False
1454,AMD,2024-07-30,buy,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,2.3070884998992596,True,False,False,False,True,2024-07-29,Barclays,,,main,False,False,unknown,False,False,False,False,False
1455,GOOGL,2024-07-30,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,1.5305599424763021,True,False,False,False,True,2024-07-30,JMP Securities,,,reit,False,False,unknown,False,False,False,False,False
1456,NFLX,2024-07-12,buy,False,True,True,False,ok,,buy,1.68,44.0,114.555,115.0,151.4,80.0,0.768915939178318,True,False,False,False,True,2024-07-12,JP Morgan,,,main,False,False,unknown,False,False,False,False,False
1457,MSFT,2024-07-12,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.2548752501369882,True,False,False,False,True,2024-07-12,BMO Capital,,,main,False,False,unknown,False,False,False,False,False
1458,TSLA,2024-07-12,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,0.660772940803237,True,False,False,False,True,2024-07-12,Mizuho,,,main,False,False,unknown,False,False,False,False,False
1459,AAPL,2024-08-01,buy,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.42303407484679156,True,False,False,False,True,2024-07-29,TD Cowen,,,main,False,False,unknown,False,False,False,False,False
1460,MSFT,2024-07-30,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.345759698216314,True,False,False,False,True,2024-07-23,Piper Sandler,,,reit,False,False,unknown,False,False,False,False,False
1461,MSFT,2024-07-30,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.345759698216314,True,False,False,False,True,2024-07-23,Piper Sandler,,,reit,False,False,unknown,False,False,False,False,False
1462,MSFT,2024-07-30,sell,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.345759698216314,False,False,False,True,True,2024-07-23,Piper Sandler,,,reit,False,False,unknown,False,False,False,False,False
1463,MSFT,2024-07-30,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.345759698216314,True,False,False,False,True,2024-07-23,Piper Sandler,,,reit,False,False,unknown,False,False,False,False,False
1464,MSFT,2024-07-30,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.345759698216314,True,False,False,False,True,2024-07-23,Piper Sandler,,,reit,False,False,unknown,False,False,False,False,False
1465,AMZN,2025-03-11,sell,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.5847777394762166,False,False,False,True,True,2025-02-25,Wells Fargo,,,main,False,False,unknown,False,False,False,False,False
1466,NVDA,2025-03-11,sell,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,1.5103605825529813,False,False,False,True,True,2025-02-27,Rosenblatt,,,main,False,False,unknown,False,False,False,False,False
1467,NFLX,2025-12-24,buy,False,True,True,False,ok,,buy,1.68,44.0,114.555,115.0,151.4,80.0,0.22335541164755335,True,False,False,False,True,2025-12-11,Jefferies,,,main,False,False,unknown,False,False,False,False,False
1468,TSLA,2024-07-23,sell,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,0.6732431683978706,False,False,False,True,True,2024-07-23,Guggenheim,,,reit,False,False,unknown,False,False,False,False,False
1469,TSLA,2024-07-23,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,0.6732431683978706,True,False,False,False,True,2024-07-23,Guggenheim,,,reit,False,False,unknown,False,False,False,False,False
1470,GOOGL,2026-01-28,sell,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,0.27433203459790656,False,False,False,True,True,2026-01-27,Roth Capital,,,main,False,False,unknown,False,False,False,False,False
