ticker,record_date,firm,to_grade,from_grade,action,source
AAPL,2026-05-14,Tigress Financial,Strong Buy,Strong Buy,main,yfinance_upgrades_downgrades
AAPL,2026-05-14,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2026-05-08,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2026-05-01,TD Cowen,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2026-05-01,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2026-05-01,Barclays,Underweight,Underweight,main,yfinance_upgrades_downgrades
AAPL,2026-05-01,Rosenblatt,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2026-05-01,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2026-05-01,Needham,Hold,Hold,reit,yfinance_upgrades_downgrades
AAPL,2026-04-28,UBS,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2026-04-21,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2026-04-21,Rosenblatt,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2026-04-17,BNP Paribas,Outperform,Neutral,up,yfinance_upgrades_downgrades
AAPL,2026-04-14,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2026-03-31,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2026-03-27,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2026-03-23,Morgan Stanley,Overweight,Overweight,reit,yfinance_upgrades_downgrades
AAPL,2026-03-23,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2026-03-05,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2026-03-05,Rosenblatt,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2026-03-03,Barclays,Underweight,Underweight,main,yfinance_upgrades_downgrades
AAPL,2026-02-17,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2026-01-30,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2026-01-30,TD Cowen,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2026-01-30,Barclays,Underweight,Underweight,main,yfinance_upgrades_downgrades
AAPL,2026-01-30,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2026-01-30,Needham,Hold,Hold,reit,yfinance_upgrades_downgrades
AAPL,2026-01-30,Rosenblatt,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2026-01-26,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2026-01-26,Jefferies,Hold,Hold,main,yfinance_upgrades_downgrades
AAPL,2026-01-20,Citigroup,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2026-01-20,Evercore ISI Group,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2026-01-13,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2026-01-12,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2026-01-09,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2025-12-17,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2025-12-09,Citigroup,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2025-12-08,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2025-12-05,CLSA,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2025-12-02,Loop Capital,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2025-11-04,Rosenblatt,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2025-10-31,Barclays,Underweight,Underweight,main,yfinance_upgrades_downgrades
AAPL,2025-10-31,Jefferies,Hold,Underperform,up,yfinance_upgrades_downgrades
AAPL,2025-10-31,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2025-10-31,Rosenblatt,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2025-10-31,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2025-10-31,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2025-10-29,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2025-10-28,Baird,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2025-10-27,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2025-10-21,Goldman Sachs,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2025-10-21,Wells Fargo,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2025-10-20,Loop Capital,Buy,Hold,up,yfinance_upgrades_downgrades
AAPL,2025-10-03,Jefferies,Underperform,Hold,down,yfinance_upgrades_downgrades
AAPL,2025-10-02,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2025-10-01,Seaport Global,Buy,,init,yfinance_upgrades_downgrades
AAPL,2025-09-26,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2025-09-22,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2025-09-17,Tigress Financial,Strong Buy,Strong Buy,main,yfinance_upgrades_downgrades
AAPL,2025-09-16,Bernstein,Outperform,,init,yfinance_upgrades_downgrades
AAPL,2025-09-11,DA Davidson,Neutral,Buy,down,yfinance_upgrades_downgrades
AAPL,2025-09-11,Phillip Securities,Reduce,Neutral,down,yfinance_upgrades_downgrades
AAPL,2025-09-10,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2025-09-10,Rosenblatt,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2025-09-10,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2025-09-09,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2025-09-08,Jefferies,Hold,Hold,main,yfinance_upgrades_downgrades
AAPL,2025-09-04,MoffettNathanson,Neutral,Sell,up,yfinance_upgrades_downgrades
AAPL,2025-09-03,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2025-09-03,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2025-08-27,Goldman Sachs,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2025-08-25,B of A Securities,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2025-08-21,Loop Capital,Hold,Hold,main,yfinance_upgrades_downgrades
AAPL,2025-08-14,Melius Research,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2025-08-13,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2025-08-08,Melius Research,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2025-08-07,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2025-08-07,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2025-08-07,Wells Fargo,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2025-08-01,Raymond James,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2025-08-01,Barclays,Underweight,Underweight,main,yfinance_upgrades_downgrades
AAPL,2025-08-01,Rosenblatt,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2025-08-01,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2025-08-01,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2025-07-30,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2025-07-29,Rosenblatt,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2025-07-25,Needham,Hold,Hold,reit,yfinance_upgrades_downgrades
AAPL,2025-07-17,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2025-07-09,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2025-07-01,Jefferies,Hold,Underperform,up,yfinance_upgrades_downgrades
AAPL,2025-06-26,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2025-06-10,Morgan Stanley,Overweight,Overweight,reit,yfinance_upgrades_downgrades
AAPL,2025-06-10,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2025-06-10,B of A Securities,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2025-06-10,Needham,Hold,Hold,reit,yfinance_upgrades_downgrades
AAPL,2025-06-05,Morgan Stanley,Overweight,Overweight,reit,yfinance_upgrades_downgrades
AAPL,2025-06-04,Needham,Hold,Buy,down,yfinance_upgrades_downgrades
AAPL,2025-05-16,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2025-05-03,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2025-05-02,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2025-05-02,Rosenblatt,Neutral,Buy,down,yfinance_upgrades_downgrades
AAPL,2025-05-02,Jefferies,Underperform,Hold,down,yfinance_upgrades_downgrades
AAPL,2025-05-02,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2025-05-01,Rosenblatt,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2025-04-30,Loop Capital,Hold,Hold,main,yfinance_upgrades_downgrades
AAPL,2025-04-30,Barclays,Underweight,Underweight,main,yfinance_upgrades_downgrades
AAPL,2025-04-30,Raymond James,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2025-04-29,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2025-04-24,B of A Securities,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2025-04-23,Goldman Sachs,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2025-04-23,UBS,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2025-04-14,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2025-04-14,Keybanc,Sector Weight,Underweight,up,yfinance_upgrades_downgrades
AAPL,2025-04-14,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2025-04-09,Jefferies,Hold,Underperform,up,yfinance_upgrades_downgrades
AAPL,2025-04-08,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2025-04-08,Goldman Sachs,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2025-04-08,Keybanc,Underweight,Underweight,main,yfinance_upgrades_downgrades
AAPL,2025-04-07,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2025-04-04,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2025-04-03,Tigress Financial,Strong Buy,Strong Buy,main,yfinance_upgrades_downgrades
AAPL,2025-04-03,Rosenblatt,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2025-04-03,Jefferies,Hold,Hold,reit,yfinance_upgrades_downgrades
AAPL,2025-03-31,Goldman Sachs,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2025-03-18,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2025-03-14,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2025-03-12,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2025-03-03,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2025-02-19,Goldman Sachs,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2025-01-31,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2025-01-31,Barclays,Underweight,Underweight,main,yfinance_upgrades_downgrades
AAPL,2025-01-31,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2025-01-31,Jefferies,Underperform,Underperform,main,yfinance_upgrades_downgrades
AAPL,2025-01-31,TD Cowen,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2025-01-30,DA Davidson,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2025-01-29,Piper Sandler,Perform,Outperform,down,yfinance_upgrades_downgrades
AAPL,2025-01-28,TD Cowen,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2025-01-27,Rosenblatt,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2025-01-24,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2025-01-23,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2025-01-23,Goldman Sachs,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2025-01-22,Barclays,Underweight,Underweight,main,yfinance_upgrades_downgrades
AAPL,2025-01-21,Loop Capital,Hold,Buy,down,yfinance_upgrades_downgrades
AAPL,2025-01-21,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2025-01-21,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2025-01-21,Jefferies,Underperform,Hold,down,yfinance_upgrades_downgrades
AAPL,2025-01-07,MoffettNathanson,Sell,Neutral,down,yfinance_upgrades_downgrades
AAPL,2025-01-03,Bernstein,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2025-01-03,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2024-12-26,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2024-12-18,Daiwa Capital,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2024-12-13,Morgan Stanley,Overweight,Overweight,reit,yfinance_upgrades_downgrades
AAPL,2024-12-10,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2024-12-03,HSBC,Hold,,init,yfinance_upgrades_downgrades
AAPL,2024-12-02,Jefferies,Hold,Hold,reit,yfinance_upgrades_downgrades
AAPL,2024-11-29,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2024-11-25,Morgan Stanley,Overweight,Overweight,reit,yfinance_upgrades_downgrades
AAPL,2024-11-20,Susquehanna,Positive,Positive,main,yfinance_upgrades_downgrades
AAPL,2024-11-15,Jefferies,Hold,Hold,reit,yfinance_upgrades_downgrades
AAPL,2024-11-04,Loop Capital,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2024-11-01,Barclays,Underweight,Underweight,main,yfinance_upgrades_downgrades
AAPL,2024-11-01,DA Davidson,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2024-11-01,Oppenheimer,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2024-11-01,HSBC,Hold,Hold,reit,yfinance_upgrades_downgrades
AAPL,2024-10-25,Keybanc,Underweight,Sector Weight,down,yfinance_upgrades_downgrades
AAPL,2024-10-21,CFRA,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2024-10-03,B of A Securities,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2024-10-01,Barclays,Underweight,Underweight,main,yfinance_upgrades_downgrades
AAPL,2024-09-25,New Street Research,Neutral,Neutral,reit,yfinance_upgrades_downgrades
AAPL,2024-09-24,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2024-09-19,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2024-09-16,Evercore ISI Group,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2024-09-10,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2024-09-10,Maxim Group,Hold,Hold,main,yfinance_upgrades_downgrades
AAPL,2024-09-10,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2024-09-10,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2024-09-09,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2024-09-05,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2024-09-04,UBS,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2024-08-28,Tigress Financial,Strong Buy,Strong Buy,main,yfinance_upgrades_downgrades
AAPL,2024-08-27,Morgan Stanley,Overweight,Overweight,reit,yfinance_upgrades_downgrades
AAPL,2024-08-27,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2024-08-27,Melius Research,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2024-08-19,MoffettNathanson,Neutral,,init,yfinance_upgrades_downgrades
AAPL,2024-08-06,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2024-08-05,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2024-08-02,Maxim Group,Hold,Hold,main,yfinance_upgrades_downgrades
AAPL,2024-08-02,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2024-08-02,Citigroup,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2024-08-02,Barclays,Underweight,Underweight,main,yfinance_upgrades_downgrades
AAPL,2024-07-29,TD Cowen,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2024-07-26,Raymond James,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2024-07-25,Baird,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2024-07-24,Barclays,Underweight,Underweight,main,yfinance_upgrades_downgrades
AAPL,2024-07-24,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2024-07-18,Goldman Sachs,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2024-07-17,CFRA,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2024-07-15,Loop Capital,Buy,Hold,up,yfinance_upgrades_downgrades
AAPL,2024-07-15,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2024-07-11,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2024-07-11,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2024-07-10,Needham,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2024-07-09,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2024-07-01,UBS,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2024-07-01,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2024-06-28,Oppenheimer,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2024-06-26,Rosenblatt,Buy,Neutral,up,yfinance_upgrades_downgrades
AAPL,2024-06-25,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2024-06-24,Melius Research,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2024-06-21,Bernstein,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2024-06-18,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2024-06-14,Erste Group,Buy,Hold,up,yfinance_upgrades_downgrades
AAPL,2024-06-12,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2024-06-11,Barclays,Underweight,Underweight,reit,yfinance_upgrades_downgrades
AAPL,2024-06-11,Rosenblatt,Neutral,Neutral,reit,yfinance_upgrades_downgrades
AAPL,2024-06-11,JP Morgan,Overweight,Overweight,reit,yfinance_upgrades_downgrades
AAPL,2024-06-11,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2024-06-04,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2024-05-30,Tigress Financial,Strong Buy,Strong Buy,main,yfinance_upgrades_downgrades
AAPL,2024-05-29,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2024-05-24,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2024-05-13,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2024-05-03,Itau BBA,Market Perform,Underperform,up,yfinance_upgrades_downgrades
AAPL,2024-05-03,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2024-05-03,Barclays,Underweight,Underweight,main,yfinance_upgrades_downgrades
AAPL,2024-05-03,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2024-05-03,Rosenblatt,Neutral,Neutral,reit,yfinance_upgrades_downgrades
AAPL,2024-05-03,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2024-04-29,Citigroup,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2024-04-29,Bernstein,Outperform,Market Perform,up,yfinance_upgrades_downgrades
AAPL,2024-04-22,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2024-04-17,Maxim Group,Hold,,init,yfinance_upgrades_downgrades
AAPL,2024-04-16,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2024-04-11,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2024-04-09,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2024-04-01,Loop Capital,Hold,Hold,main,yfinance_upgrades_downgrades
AAPL,2024-03-28,DZ Bank,Hold,Buy,down,yfinance_upgrades_downgrades
AAPL,2024-03-25,UBS,Neutral,Neutral,reit,yfinance_upgrades_downgrades
AAPL,2024-03-22,Morgan Stanley,Overweight,Overweight,reit,yfinance_upgrades_downgrades
AAPL,2024-03-21,Citigroup,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2024-03-21,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2024-03-12,B of A Securities,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2024-03-08,Citigroup,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2024-03-05,Rosenblatt,Neutral,Neutral,reit,yfinance_upgrades_downgrades
AAPL,2024-02-28,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2024-02-12,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2024-02-07,DA Davidson,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2024-02-05,Loop Capital,Hold,Hold,main,yfinance_upgrades_downgrades
AAPL,2024-02-02,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2024-02-02,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2024-02-02,Barclays,Underweight,Underweight,main,yfinance_upgrades_downgrades
AAPL,2024-02-02,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2024-01-31,Rosenblatt,Neutral,Neutral,reit,yfinance_upgrades_downgrades
AAPL,2024-01-31,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2024-01-30,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2024-01-18,B of A Securities,Buy,Neutral,up,yfinance_upgrades_downgrades
AAPL,2024-01-10,Redburn Atlantic,Neutral,Buy,down,yfinance_upgrades_downgrades
AAPL,2024-01-04,Piper Sandler,Neutral,Overweight,down,yfinance_upgrades_downgrades
AAPL,2024-01-03,DA Davidson,Neutral,,init,yfinance_upgrades_downgrades
AAPL,2024-01-02,Barclays,Underweight,Equal-Weight,down,yfinance_upgrades_downgrades
AAPL,2023-12-20,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2023-12-11,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2023-12-08,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2023-11-24,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2023-11-16,Tigress Financial,Strong Buy,Strong Buy,main,yfinance_upgrades_downgrades
AAPL,2023-11-03,Rosenblatt,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2023-11-03,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2023-11-03,Morgan Stanley,Overweight,Overweight,reit,yfinance_upgrades_downgrades
AAPL,2023-11-01,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2023-10-31,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2023-10-30,Oppenheimer,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2023-10-30,Barclays,Equal-Weight,Equal-Weight,main,yfinance_upgrades_downgrades
AAPL,2023-10-30,Keybanc,Sector Weight,,reit,yfinance_upgrades_downgrades
AAPL,2023-10-24,B of A Securities,Neutral,Neutral,reit,yfinance_upgrades_downgrades
AAPL,2023-10-16,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2023-10-09,Barclays,Equal-Weight,Equal-Weight,reit,yfinance_upgrades_downgrades
AAPL,2023-10-09,Bernstein,Market Perform,Market Perform,reit,yfinance_upgrades_downgrades
AAPL,2023-10-04,Keybanc,Sector Weight,Overweight,down,yfinance_upgrades_downgrades
AAPL,2023-09-28,Evercore ISI Group,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2023-09-27,UBS,Neutral,Neutral,reit,yfinance_upgrades_downgrades
AAPL,2023-09-26,B of A Securities,Neutral,Neutral,reit,yfinance_upgrades_downgrades
AAPL,2023-09-25,Morgan Stanley,Overweight,Overweight,reit,yfinance_upgrades_downgrades
AAPL,2023-09-22,B of A Securities,Neutral,Neutral,reit,yfinance_upgrades_downgrades
AAPL,2023-09-21,JP Morgan,Overweight,Overweight,reit,yfinance_upgrades_downgrades
AAPL,2023-09-19,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2023-09-19,Barclays,Equal-Weight,Equal-Weight,reit,yfinance_upgrades_downgrades
AAPL,2023-09-18,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2023-09-15,Credit Suisse,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2023-09-14,Keybanc,Overweight,Overweight,reit,yfinance_upgrades_downgrades
AAPL,2023-09-13,B of A Securities,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2023-09-13,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2023-09-13,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2023-09-12,Wedbush,Outperform,,reit,yfinance_upgrades_downgrades
AAPL,2023-09-12,Rosenblatt,Neutral,Neutral,reit,yfinance_upgrades_downgrades
AAPL,2023-09-08,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2023-09-07,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2023-09-07,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2023-08-17,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2023-08-04,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2023-08-04,Raymond James,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2023-08-04,Rosenblatt,Neutral,Buy,down,yfinance_upgrades_downgrades
AAPL,2023-08-04,Barclays,Equal-Weight,Equal-Weight,main,yfinance_upgrades_downgrades
AAPL,2023-08-04,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2023-08-02,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2023-08-01,Baird,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2023-07-31,Piper Sandler,Overweight,Overweight,main,yfinance_upgrades_downgrades
