ticker,record_date,firm,to_grade,from_grade,action,source
AMZN,2026-04-30,Scotiabank,Sector Outperform,Sector Outperform,main,yfinance_upgrades_downgrades
AMZN,2026-04-30,Needham,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2026-04-28,Mizuho,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2026-04-24,Oppenheimer,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2026-04-23,UBS,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2026-04-23,BMO Capital,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2026-04-21,Cantor Fitzgerald,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2026-04-20,Keybanc,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2026-04-20,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2026-04-17,Truist Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2026-04-16,TD Cowen,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2026-04-15,Citizens,Market Outperform,Market Outperform,reit,yfinance_upgrades_downgrades
AMZN,2026-04-15,Rosenblatt,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2026-04-13,Stifel,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2026-04-10,Citizens,Market Outperform,Market Outperform,reit,yfinance_upgrades_downgrades
AMZN,2026-04-08,Cantor Fitzgerald,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2026-04-02,Wells Fargo,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2026-03-25,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2026-03-25,Citigroup,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2026-03-23,TD Cowen,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2026-03-17,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2026-02-23,Wells Fargo,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2026-02-09,Citigroup,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2026-02-06,Citizens,Market Outperform,Market Outperform,reit,yfinance_upgrades_downgrades
AMZN,2026-02-06,Scotiabank,Sector Outperform,Sector Outperform,main,yfinance_upgrades_downgrades
AMZN,2026-02-06,DA Davidson,Neutral,Buy,down,yfinance_upgrades_downgrades
AMZN,2026-02-06,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2026-02-06,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2026-02-06,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2026-02-03,UBS,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2026-02-02,Citizens,Market Outperform,Market Outperform,main,yfinance_upgrades_downgrades
AMZN,2026-01-30,Telsey Advisory Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2026-01-29,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AMZN,2026-01-28,Oppenheimer,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2026-01-28,Keybanc,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2026-01-27,Stifel,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2026-01-26,Roth Capital,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2026-01-13,TD Cowen,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2026-01-12,Wells Fargo,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2026-01-08,Cantor Fitzgerald,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2026-01-05,Jefferies,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-12-16,BMO Capital,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-12-11,TD Cowen,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2025-12-10,Guggenheim,Buy,,init,yfinance_upgrades_downgrades
AMZN,2025-12-04,Rosenblatt,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-12-03,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AMZN,2025-12-03,Citizens,Market Outperform,Market Outperform,reit,yfinance_upgrades_downgrades
AMZN,2025-12-03,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-12-02,Wells Fargo,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2025-12-01,Oppenheimer,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-11-25,Rosenblatt,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-11-18,Rothschild & Co,Neutral,Buy,down,yfinance_upgrades_downgrades
AMZN,2025-11-04,Rosenblatt,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-11-04,Mizuho,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-10-31,Keybanc,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2025-10-31,Telsey Advisory Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-10-31,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-10-31,Citizens,Market Outperform,Market Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-10-28,UBS,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-10-24,Stifel,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-10-24,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-10-22,Benchmark,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2025-10-03,Goldman Sachs,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-09-30,Mizuho,Outperform,,init,yfinance_upgrades_downgrades
AMZN,2025-09-24,Telsey Advisory Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-09-24,Wells Fargo,Overweight,Equal-Weight,up,yfinance_upgrades_downgrades
AMZN,2025-09-19,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AMZN,2025-09-16,Truist Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-08-14,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2025-08-13,Evercore ISI Group,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AMZN,2025-08-04,HSBC,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2025-08-01,JMP Securities,Market Outperform,Market Outperform,reit,yfinance_upgrades_downgrades
AMZN,2025-08-01,Susquehanna,Positive,Positive,main,yfinance_upgrades_downgrades
AMZN,2025-08-01,Piper Sandler,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2025-08-01,Telsey Advisory Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-08-01,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2025-07-30,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-07-29,Wells Fargo,Equal-Weight,Equal-Weight,main,yfinance_upgrades_downgrades
AMZN,2025-07-29,Stifel,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-07-28,UBS,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-07-23,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-07-22,Scotiabank,Sector Outperform,Sector Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-07-22,BMO Capital,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-07-22,Needham,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-07-21,Baird,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-07-16,Cantor Fitzgerald,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2025-07-11,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2025-07-10,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2025-07-10,JMP Securities,Market Outperform,Market Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-07-10,Telsey Advisory Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-07-08,Roth Capital,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-07-08,Wells Fargo,Equal-Weight,Equal-Weight,main,yfinance_upgrades_downgrades
AMZN,2025-07-02,Truist Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-06-20,Oppenheimer,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-06-04,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2025-06-02,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-05-06,Tigress Financial,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-05-05,Baird,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-05-02,JMP Securities,Market Outperform,Market Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-05-02,Susquehanna,Positive,Positive,main,yfinance_upgrades_downgrades
AMZN,2025-05-02,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2025-05-02,Oppenheimer,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-05-02,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-05-01,JMP Securities,Market Outperform,Market Outperform,reit,yfinance_upgrades_downgrades
AMZN,2025-05-01,Benchmark,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-04-29,Bernstein,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-04-29,UBS,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-04-28,Oppenheimer,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-04-23,Stifel,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-04-23,Telsey Advisory Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-04-22,Goldman Sachs,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-04-21,Scotiabank,Sector Outperform,Sector Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-04-21,Raymond James,Outperform,Strong Buy,down,yfinance_upgrades_downgrades
AMZN,2025-04-16,Cantor Fitzgerald,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2025-04-16,BMO Capital,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-04-15,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-04-14,Deutsche Bank,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-04-14,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2025-04-14,JMP Securities,Market Outperform,Market Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-04-10,Truist Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-04-10,Piper Sandler,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2025-04-09,Mizuho,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-04-09,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-04-08,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2025-04-01,WestPark Capital,Buy,,init,yfinance_upgrades_downgrades
AMZN,2025-03-31,Jefferies,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-03-20,Citizens Capital Markets,Market Outperform,Market Outperform,reit,yfinance_upgrades_downgrades
AMZN,2025-02-25,Wells Fargo,Equal-Weight,Equal-Weight,main,yfinance_upgrades_downgrades
AMZN,2025-02-12,Loop Capital,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-02-10,Bernstein,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-02-07,JMP Securities,Market Outperform,Market Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-02-07,Wells Fargo,Equal-Weight,Equal-Weight,main,yfinance_upgrades_downgrades
AMZN,2025-02-07,Raymond James,Strong Buy,Strong Buy,main,yfinance_upgrades_downgrades
AMZN,2025-02-07,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2025-02-07,BMO Capital,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-02-07,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-02-04,Benchmark,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-01-31,Telsey Advisory Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-01-30,JMP Securities,Market Outperform,Market Outperform,reit,yfinance_upgrades_downgrades
AMZN,2025-01-30,UBS,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-01-27,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-01-24,Scotiabank,Sector Outperform,Sector Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-01-22,Cantor Fitzgerald,Overweight,Overweight,reit,yfinance_upgrades_downgrades
AMZN,2025-01-21,Raymond James,Strong Buy,Strong Buy,main,yfinance_upgrades_downgrades
AMZN,2025-01-21,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2025-01-17,BMO Capital,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-01-14,Wells Fargo,Equal-Weight,Equal-Weight,main,yfinance_upgrades_downgrades
AMZN,2025-01-13,HSBC,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2025-01-13,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2025-01-10,JMP Securities,Market Outperform,Market Outperform,reit,yfinance_upgrades_downgrades
AMZN,2025-01-07,Cantor Fitzgerald,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2025-01-06,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2025-01-03,Wolfe Research,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-12-20,Tigress Financial,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-12-18,Bernstein,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-12-18,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2024-12-16,JMP Securities,Market Outperform,Market Outperform,reit,yfinance_upgrades_downgrades
AMZN,2024-12-16,UBS,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-12-13,Baird,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-12-12,TD Cowen,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-12-10,Mizuho,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-12-10,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2024-12-09,Roth MKM,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-12-04,Needham,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-12-03,BMO Capital,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AMZN,2024-11-26,Redburn Atlantic,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-11-20,Wells Fargo,Equal-Weight,Equal-Weight,main,yfinance_upgrades_downgrades
AMZN,2024-11-14,Needham,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-11-06,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2024-11-04,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2024-11-01,Susquehanna,Positive,Positive,main,yfinance_upgrades_downgrades
AMZN,2024-11-01,Scotiabank,Sector Outperform,Sector Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-11-01,JMP Securities,Market Outperform,Market Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-11-01,Piper Sandler,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2024-11-01,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-11-01,Goldman Sachs,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-10-28,UBS,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-10-24,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2024-10-15,JMP Securities,Market Outperform,Market Outperform,reit,yfinance_upgrades_downgrades
AMZN,2024-10-11,Evercore ISI Group,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AMZN,2024-10-11,Scotiabank,Sector Outperform,,init,yfinance_upgrades_downgrades
AMZN,2024-10-11,Pivotal Research,Buy,,init,yfinance_upgrades_downgrades
AMZN,2024-10-10,DA Davidson,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-10-10,Telsey Advisory Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-10-09,Cantor Fitzgerald,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2024-10-07,Wells Fargo,Equal-Weight,Overweight,down,yfinance_upgrades_downgrades
AMZN,2024-10-04,JMP Securities,Market Outperform,Market Outperform,reit,yfinance_upgrades_downgrades
AMZN,2024-10-03,Morgan Stanley,Overweight,Overweight,reit,yfinance_upgrades_downgrades
AMZN,2024-09-30,Cantor Fitzgerald,Overweight,Overweight,reit,yfinance_upgrades_downgrades
AMZN,2024-09-30,Truist Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-09-23,Cantor Fitzgerald,Overweight,Overweight,reit,yfinance_upgrades_downgrades
AMZN,2024-09-20,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-09-19,BMO Capital,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-09-12,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2024-09-05,Cantor Fitzgerald,Overweight,,init,yfinance_upgrades_downgrades
AMZN,2024-09-03,JMP Securities,Market Outperform,Market Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-08-26,Wells Fargo,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2024-08-06,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2024-08-02,JMP Securities,Market Outperform,Market Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-08-02,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AMZN,2024-08-02,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2024-08-02,Goldman Sachs,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-07-31,JMP Securities,Market Outperform,Market Outperform,reit,yfinance_upgrades_downgrades
AMZN,2024-07-30,UBS,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-07-26,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AMZN,2024-07-25,BMO Capital,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-07-23,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2024-07-23,JMP Securities,Market Outperform,Market Outperform,reit,yfinance_upgrades_downgrades
AMZN,2024-07-22,Bernstein,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-07-22,Truist Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-07-17,Needham,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-07-16,Barclays,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2024-07-16,Benchmark,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2024-07-16,Wolfe Research,Outperform,,init,yfinance_upgrades_downgrades
AMZN,2024-07-10,TD Cowen,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-07-09,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2024-07-01,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2024-06-28,Wells Fargo,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2024-06-26,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-06-21,Baird,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-05-30,Tigress Financial,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-05-15,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2024-05-06,Loop Capital,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-05-02,Argus Research,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-05-01,JMP Securities,Market Outperform,Market Outperform,reit,yfinance_upgrades_downgrades
AMZN,2024-05-01,Piper Sandler,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2024-05-01,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-05-01,Raymond James,Strong Buy,Strong Buy,main,yfinance_upgrades_downgrades
AMZN,2024-05-01,Goldman Sachs,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-04-25,UBS,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-04-25,Telsey Advisory Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-04-24,JMP Securities,Market Outperform,Market Outperform,reit,yfinance_upgrades_downgrades
AMZN,2024-04-24,Citigroup,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-04-24,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-04-23,BMO Capital,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-04-18,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2024-04-17,Truist Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-04-16,Stifel,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-04-11,MoffettNathanson,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2024-04-10,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AMZN,2024-04-10,DA Davidson,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-04-01,Wells Fargo,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2024-03-27,Telsey Advisory Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-03-22,Truist Securities,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2024-02-02,JMP Securities,Market Outperform,Market Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-02-02,Raymond James,Strong Buy,Strong Buy,main,yfinance_upgrades_downgrades
AMZN,2024-02-02,Susquehanna,Positive,Positive,main,yfinance_upgrades_downgrades
AMZN,2024-02-02,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2024-02-02,Needham,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-02-02,Telsey Advisory Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-01-24,Telsey Advisory Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2024-01-22,Benchmark,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-01-19,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AMZN,2024-01-09,Stifel,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2024-01-09,BMO Capital,Outperform,,init,yfinance_upgrades_downgrades
AMZN,2023-12-21,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2023-12-01,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AMZN,2023-11-29,Truist Securities,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2023-11-29,JMP Securities,Market Outperform,Market Outperform,reit,yfinance_upgrades_downgrades
AMZN,2023-11-10,Tigress Financial,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2023-11-02,HSBC,Buy,,init,yfinance_upgrades_downgrades
AMZN,2023-10-27,Barclays,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2023-10-27,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2023-10-27,Telsey Advisory Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2023-10-24,Seaport Global,Buy,,init,yfinance_upgrades_downgrades
AMZN,2023-10-19,Oppenheimer,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AMZN,2023-10-18,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AMZN,2023-10-17,Stifel,Buy,,init,yfinance_upgrades_downgrades
AMZN,2023-10-16,JMP Securities,Market Outperform,Market Outperform,reit,yfinance_upgrades_downgrades
AMZN,2023-10-11,Telsey Advisory Group,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AMZN,2023-10-10,Wells Fargo,Overweight,Overweight,reit,yfinance_upgrades_downgrades
AMZN,2023-10-02,Morgan Stanley,Overweight,Overweight,reit,yfinance_upgrades_downgrades
AMZN,2023-09-28,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AMZN,2023-09-28,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2023-09-27,Mizuho,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2023-09-27,Telsey Advisory Group,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AMZN,2023-09-26,B of A Securities,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2023-09-25,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AMZN,2023-09-22,Telsey Advisory Group,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AMZN,2023-09-21,Wells Fargo,Overweight,Overweight,reit,yfinance_upgrades_downgrades
AMZN,2023-09-20,Morgan Stanley,Overweight,Overweight,reit,yfinance_upgrades_downgrades
AMZN,2023-09-15,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AMZN,2023-09-06,DA Davidson,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2023-08-23,Loop Capital,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2023-08-11,Redburn Partners,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2023-08-07,DA Davidson,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2023-08-07,Barclays,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2023-08-04,Exane BNP Paribas,Neutral,Underperform,up,yfinance_upgrades_downgrades
AMZN,2023-08-04,Susquehanna,Positive,Positive,main,yfinance_upgrades_downgrades
AMZN,2023-08-04,Rosenblatt,Buy,Neutral,up,yfinance_upgrades_downgrades
AMZN,2023-08-04,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AMZN,2023-08-04,Telsey Advisory Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2023-07-31,Credit Suisse,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2023-07-18,JMP Securities,Market Outperform,Market Outperform,reit,yfinance_upgrades_downgrades
AMZN,2023-07-17,Goldman Sachs,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2023-07-14,Baird,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2023-07-13,Tigress Financial,Buy,Buy,reit,yfinance_upgrades_downgrades
AMZN,2023-07-12,Loop Capital,Buy,Buy,main,yfinance_upgrades_downgrades
AMZN,2023-07-12,Telsey Advisory Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2023-07-11,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AMZN,2023-07-11,JMP Securities,Market Outperform,Market Outperform,reit,yfinance_upgrades_downgrades
AMZN,2023-07-10,Wolfe Research,Outperform,Outperform,main,yfinance_upgrades_downgrades
