event_id,ticker,horizon_days,treated_event_date,control_trading_date,treated_pre21_spy_bhar,control_pre21_spy_bhar,treated_spy_bhar,control_spy_bhar,treated_minus_control,match_rule
1140,META,21,2026-04-02,2024-05-20,-0.098794,-0.095905,-0.032231,0.039192,-0.071423,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1141,AMZN,21,2025-12-31,2021-10-01,-0.018471,-0.020476,0.032813,-0.048800,0.081612,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1142,AAPL,21,2025-04-25,2022-09-08,-0.023728,-0.036756,-0.115653,-0.002870,-0.112783,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1143,NFLX,21,2025-12-05,2021-03-25,-0.099419,-0.089317,-0.103517,-0.056824,-0.046693,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1144,AAPL,21,2025-12-05,2020-12-21,0.021015,0.048277,-0.074826,0.043705,-0.118531,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1145,NVDA,21,2025-12-05,2021-08-10,-0.077488,-0.040917,0.028086,0.098374,-0.070289,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1146,NVDA,21,2025-12-05,2022-07-06,-0.077488,-0.129162,0.028086,0.189315,-0.161229,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1147,NVDA,21,2025-12-05,2022-01-10,-0.077488,-0.103050,0.028086,-0.008244,0.036330,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1148,PLTR,21,2025-11-13,2025-12-05,-0.051972,-0.044646,0.051610,-0.009085,0.060695,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1149,GOOGL,21,2025-05-10,2020-03-27,-0.074440,-0.012476,0.089055,-0.017315,0.106369,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1150,META,21,2026-01-14,2022-08-16,-0.059392,-0.051824,0.051869,-0.074602,0.126472,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1151,META,21,2026-01-14,2021-09-29,-0.059392,-0.071601,0.051869,-0.121755,0.173624,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1152,NFLX,21,2025-10-10,2021-01-05,0.018034,0.029822,-0.125491,0.020197,-0.145688,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1153,AAPL,21,2026-02-24,2020-07-06,0.100916,0.137116,-0.029921,0.132324,-0.162245,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1154,AMZN,21,2025-08-01,2019-11-11,-0.025555,-0.017799,0.019477,-0.032628,0.052105,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1155,NFLX,21,2025-08-01,2022-03-14,-0.100314,-0.113315,0.018075,-0.014775,0.032849,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1156,TSLA,21,2025-08-01,2022-06-30,-0.043295,-0.029427,0.058489,0.235476,-0.176987,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1157,TSLA,21,2025-09-05,2021-08-30,0.073832,0.032318,0.251370,0.105193,0.146177,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1158,NVDA,21,2025-02-07,2022-05-17,-0.094122,-0.097843,-0.087699,-0.039484,-0.048216,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1159,META,21,2025-07-05,2024-03-05,0.000382,0.007206,0.051052,0.027469,0.023582,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1160,AAPL,21,2025-09-05,2020-07-17,0.102410,0.059086,0.030396,0.141591,-0.111195,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1161,AAPL,21,2025-09-05,2021-01-05,0.102410,0.048672,0.030396,0.008680,0.021716,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1162,AAPL,21,2025-09-05,2021-07-13,0.102410,0.113677,0.030396,-0.015791,0.046187,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1163,AAPL,21,2023-07-04,2021-06-16,0.017973,0.014868,-0.013722,0.099570,-0.113292,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1164,SOFI,21,2026-04-10,2025-03-12,-0.132034,-0.136142,-0.085604,-0.058917,-0.026686,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1165,AAPL,21,2026-01-25,2024-04-02,-0.069167,-0.075048,0.074084,0.038362,0.035722,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1166,GOOGL,21,2025-12-01,2021-04-29,0.118047,0.105043,-0.010739,-0.014960,0.004220,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1167,GOOGL,21,2025-12-01,2021-02-26,0.118047,0.095695,-0.010739,-0.032138,0.021398,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1168,GOOGL,21,2025-12-01,2021-07-28,0.118047,0.084070,-0.010739,0.022354,-0.033093,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1171,PYPL,21,2025-11-09,2022-07-01,-0.094924,-0.069141,-0.083692,0.184973,-0.268664,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1172,MSFT,21,2023-10-02,2020-07-20,0.029629,0.033034,0.072003,-0.044674,0.116677,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1173,TSLA,21,2023-10-02,2021-09-09,0.022705,0.048967,-0.180429,0.062220,-0.242649,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1174,TSLA,21,2023-10-02,2020-08-14,0.022705,0.049971,-0.180429,0.352437,-0.532866,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1175,NVDA,21,2025-11-28,2021-03-17,-0.139274,-0.142087,0.051339,0.138944,-0.087605,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1176,GOOGL,21,2025-11-28,2020-11-05,0.171933,0.180083,-0.027397,-0.022881,-0.004516,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1177,META,21,2025-11-28,2025-08-29,-0.132167,-0.065436,0.020350,-0.040798,0.061148,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1178,TSLA,21,2025-09-26,2022-08-03,0.233397,0.233860,-0.008094,-0.054860,0.046766,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1179,META,21,2026-02-10,2024-03-21,0.029851,0.031364,-0.010862,-0.008216,-0.002647,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1180,MSFT,21,2025-07-31,2025-04-30,0.060877,0.061602,-0.069211,0.103995,-0.173206,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1181,AAPL,21,2026-03-07,2022-12-20,-0.058177,-0.090820,-0.003161,0.013798,-0.016959,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1182,GOOGL,21,2025-11-13,2020-11-11,0.099380,0.096287,0.094229,-0.011221,0.105450,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1183,AMZN,21,2025-11-13,2020-02-13,0.091773,0.120660,-0.076236,0.074104,-0.150340,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1185,AAPL,21,2022-06-24,2020-02-10,0.014657,0.016379,0.068092,0.036802,0.031290,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1186,AMZN,21,2025-08-15,2020-10-26,0.007416,0.003729,-0.012665,-0.097960,0.085295,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1187,GOOGL,21,2025-08-15,2020-05-27,0.086167,0.060162,0.207145,-0.002382,0.209528,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1188,AAPL,21,2023-07-10,2021-08-30,0.026116,0.020059,-0.067385,-0.030964,-0.036421,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1189,MSFT,21,2026-02-13,2021-05-20,-0.113916,-0.050027,0.013589,0.048770,-0.035182,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1190,AMZN,21,2026-02-13,2021-08-13,-0.147511,-0.118563,0.098626,0.051293,0.047333,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1192,AMZN,21,2022-10-29,2022-05-02,-0.174727,-0.153907,-0.113186,-0.010821,-0.102366,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1193,MSFT,21,2026-03-10,2020-05-08,0.033287,0.051209,-0.087338,-0.066357,-0.020981,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1194,GOOGL,21,2026-03-05,2020-09-28,-0.102382,-0.067550,0.027951,0.084070,-0.056119,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1195,SOFI,21,2025-12-02,2025-02-03,-0.004951,-0.019946,-0.074836,-0.103314,0.028478,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1196,SOFI,21,2025-12-02,2024-08-19,-0.004951,-0.020683,-0.074836,0.083933,-0.158769,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1197,UBER,21,2025-12-02,2021-12-17,-0.091762,-0.086216,-0.059154,-0.028210,-0.030944,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1198,NVDA,21,2025-12-13,2022-01-31,-0.069445,-0.117250,0.041123,0.016021,0.025101,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1199,NVDA,21,2026-03-20,2019-10-10,-0.030969,0.011785,0.071794,0.081684,-0.009889,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1200,AMD,21,2026-02-27,2024-04-11,-0.194282,-0.164579,0.055403,-0.114456,0.169860,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1201,NFLX,21,2026-02-27,2020-03-25,0.150611,0.156855,0.042254,0.094643,-0.052389,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1202,NFLX,21,2026-02-27,2022-06-10,0.150611,0.107109,0.042254,-0.010930,0.053185,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1203,AMZN,21,2026-02-06,2020-08-07,-0.130834,-0.068988,0.038527,-0.001498,0.040025,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1204,HOOD,21,2026-02-06,2022-12-02,-0.293463,-0.209154,-0.032338,-0.110602,0.078264,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1205,TSLA,21,2022-04-01,2021-10-27,0.249543,0.288145,-0.080988,0.031372,-0.112360,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1206,META,21,2026-03-26,2021-10-19,-0.094875,-0.082412,0.130762,-0.036540,0.167302,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1211,NVDA,21,2026-04-02,2025-06-17,0.009336,0.058871,0.024079,0.142900,-0.118820,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1212,NVDA,21,2026-04-02,2021-02-03,0.009336,-0.003614,0.024079,-0.083668,0.107748,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1213,AAPL,21,2026-04-02,2022-04-08,0.015010,0.017802,-0.013106,0.018055,-0.031161,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1214,AMZN,21,2024-08-17,2021-05-12,-0.046156,-0.054914,0.042868,0.015212,0.027656,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1215,AMZN,21,2024-08-17,2022-04-18,-0.046156,-0.024383,0.042868,-0.177198,0.220066,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1216,DIS,21,2024-08-17,2026-03-03,-0.070734,-0.067398,0.027191,-0.030998,0.058189,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1217,AAPL,21,2024-02-02,2021-06-03,-0.045839,-0.039649,-0.109423,0.093824,-0.203248,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1218,MSFT,21,2024-10-01,2022-03-10,-0.003348,-0.003888,0.008113,-0.015338,0.023452,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1219,PYPL,21,2025-11-17,2019-11-06,-0.083813,-0.051273,-0.033990,0.011567,-0.045557,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1220,PYPL,21,2025-11-17,2023-04-03,-0.083813,-0.033713,-0.033990,-0.044138,0.010149,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1221,AMZN,21,2025-11-17,2020-02-21,0.091155,0.104013,-0.058421,0.235365,-0.293786,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1222,AAPL,21,2025-11-17,2021-01-22,0.059230,0.043705,0.007768,-0.105702,0.113470,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1223,NVDA,21,2024-08-15,2020-02-10,0.048223,0.057509,-0.067071,0.118047,-0.185118,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1224,AAPL,21,2024-08-15,2020-03-09,-0.010090,-0.000699,-0.055045,0.002176,-0.057221,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1225,MSFT,21,2024-03-29,2021-03-25,-0.004481,-0.007396,-0.044355,0.054102,-0.098456,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1226,AMZN,21,2024-06-04,2022-12-30,-0.070339,-0.072266,0.062135,0.177602,-0.115467,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1227,AMZN,21,2024-05-11,2021-01-05,-0.017329,-0.006997,-0.037543,-0.005067,-0.032476,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1228,NVDA,21,2024-02-02,2023-02-01,0.336298,0.358894,0.273443,0.156806,0.116637,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1229,GOOGL,21,2024-02-02,2020-08-24,-0.029617,-0.017672,-0.094151,-0.055506,-0.038645,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1230,UBER,21,2025-11-10,2020-08-26,-0.036026,-0.033839,-0.114628,0.117292,-0.231920,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1231,TSLA,21,2024-02-17,2020-08-12,-0.116560,-0.033045,-0.144419,0.208658,-0.353078,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1232,PYPL,21,2024-02-07,2025-04-25,-0.025220,-0.034602,-0.094232,0.020401,-0.114633,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1233,NVDA,21,2024-02-07,2021-11-12,0.292015,0.341521,0.221349,-0.059073,0.280422,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1234,UBER,21,2025-03-05,2024-08-30,0.161181,0.160394,-0.009947,0.003321,-0.013267,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1235,DIS,21,2024-03-15,2025-03-19,-0.022266,-0.012067,0.029597,-0.085345,0.114941,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1236,AAPL,21,2024-03-15,2022-12-16,-0.088374,-0.069624,-0.006412,-0.008361,0.001949,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1237,AMZN,21,2024-03-15,2022-02-11,-0.005642,-0.007232,0.063383,-0.006221,0.069605,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1238,GOOGL,21,2024-03-15,2020-08-05,-0.058378,-0.065686,0.105997,0.061711,0.044286,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1239,AMZN,21,2024-10-30,2020-10-28,0.021021,0.022871,0.039798,-0.103004,0.142801,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1240,GOOGL,21,2024-10-30,2021-07-06,0.024702,0.026613,-0.070445,0.056835,-0.127280,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1241,GOOGL,21,2024-10-30,2020-07-16,0.024702,0.017792,-0.070445,-0.056825,-0.013620,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1242,AMD,21,2025-09-25,2020-09-30,-0.054916,-0.059781,0.539124,-0.033759,0.572884,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1246,NVDA,21,2024-03-09,2021-06-09,0.205710,0.208180,0.006069,0.118811,-0.112742,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1247,NVDA,21,2024-03-09,2022-12-20,0.205710,0.078838,0.006069,0.140430,-0.134361,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1248,TSLA,21,2024-03-09,2021-04-01,-0.088204,-0.040663,-0.042487,-0.008925,-0.033562,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1249,GOOGL,21,2024-03-09,2020-09-25,-0.082481,-0.074310,0.125482,0.068492,0.056990,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1250,AMZN,21,2024-10-05,2021-09-29,0.000900,0.001035,0.087755,-0.010882,0.098637,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1251,PYPL,21,2024-10-05,2024-04-08,0.111042,0.123292,-0.028258,-0.003285,-0.024973,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1252,PYPL,21,2024-10-05,2023-01-26,0.111042,0.113614,-0.028258,-0.069774,0.041516,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1253,NVDA,21,2025-11-15,2021-05-21,0.016521,0.003052,-0.092480,0.237073,-0.329552,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1254,META,21,2025-11-07,2022-06-29,-0.152135,-0.079707,0.038710,-0.112738,0.151448,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1255,SOFI,21,2025-11-07,2022-09-21,-0.008153,0.016033,-0.066908,-0.087764,0.020856,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1256,META,21,2025-02-21,2025-05-22,0.107029,0.134505,-0.053622,0.075965,-0.129586,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1257,GOOGL,21,2025-11-14,2020-01-24,0.082131,0.062041,0.099510,-0.005430,0.104941,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1258,GOOGL,21,2025-11-14,2020-01-30,0.082131,0.064941,0.099510,0.010021,0.089490,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1259,AMD,21,2025-11-14,2021-06-07,0.035136,0.036977,-0.162834,0.080539,-0.243373,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1260,NVDA,21,2024-02-02,2023-02-01,0.336298,0.358894,0.273443,0.156806,0.116637,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1261,GOOGL,21,2024-02-02,2021-12-16,-0.029617,-0.017171,-0.094151,-0.040564,-0.053587,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1262,NVDA,21,2025-10-03,2020-10-14,0.059228,0.058095,0.081540,-0.060474,0.142014,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1263,NVDA,21,2025-10-03,2021-02-08,0.059228,0.051943,0.081540,-0.133793,0.215333,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1264,NVDA,21,2024-09-04,2021-08-17,-0.007543,-0.008758,0.122989,0.136230,-0.013241,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1265,NVDA,21,2024-09-04,2020-08-11,-0.007543,0.022316,0.122989,0.131788,-0.008799,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1266,AAPL,21,2024-09-04,2022-09-12,-0.008328,-0.008555,-0.011957,-0.023658,0.011702,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1267,NVDA,21,2024-01-30,2020-05-26,0.237810,0.147219,0.225249,0.038648,0.186601,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1268,PYPL,21,2025-09-13,2022-06-22,-0.057464,-0.059027,0.025623,0.055441,-0.029818,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1269,PYPL,21,2025-09-12,2019-10-04,-0.072366,-0.070699,0.018091,-0.044038,0.062129,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1270,NVDA,21,2025-11-19,2020-09-30,0.042487,0.049411,-0.059733,-0.022773,-0.036961,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1271,NVDA,21,2025-11-19,2019-09-26,0.042487,0.057036,-0.059733,0.137890,-0.197623,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1272,NVDA,21,2024-08-09,2022-08-30,-0.135575,-0.130640,0.002337,-0.124542,0.126878,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1273,AAPL,21,2024-08-09,2020-02-19,-0.007575,-0.001498,-0.010569,0.045528,-0.056097,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1274,PYPL,21,2025-11-26,2021-10-21,-0.140547,-0.142887,-0.052856,-0.237670,0.184814,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1275,TSLA,21,2025-11-26,2022-08-31,-0.063018,-0.051529,0.062489,0.054857,0.007633,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1276,GOOGL,21,2024-07-23,2022-03-29,-0.005000,-0.005207,-0.100035,-0.095194,-0.004841,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1277,GOOGL,21,2024-07-23,2022-02-01,-0.005000,-0.003420,-0.100035,0.010858,-0.110893,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1278,GOOGL,21,2024-07-23,2019-12-27,-0.005000,-0.001295,-0.100035,0.063695,-0.163730,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1279,AMZN,21,2024-07-23,2021-02-23,-0.031146,-0.041751,-0.046148,-0.036957,-0.009191,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1280,GOOGL,21,2024-04-24,2020-07-14,0.087999,0.023426,0.049958,-0.067026,0.116984,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1281,AMZN,21,2024-04-30,2021-02-16,0.005658,0.008669,-0.016411,-0.053397,0.036985,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1282,UBER,21,2024-12-12,2021-07-30,-0.152002,-0.157294,0.107164,-0.120335,0.227499,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1283,GOOGL,21,2024-07-18,2022-03-18,-0.010883,-0.010142,-0.085883,-0.046103,-0.039780,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1284,GOOGL,21,2024-07-18,2020-07-01,-0.010883,-0.012570,-0.085883,-0.019661,-0.066222,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1285,GOOGL,21,2024-07-18,2020-03-16,-0.010883,-0.002590,-0.085883,0.006895,-0.092778,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1286,AMD,21,2024-04-30,2023-04-28,-0.097493,-0.106262,0.011750,0.391483,-0.379732,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1287,CRM,21,2024-12-28,2024-09-30,0.032936,0.035899,-0.005369,0.078035,-0.083403,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1288,AMD,21,2024-12-28,2021-01-19,-0.086880,-0.103675,-0.076126,-0.040932,-0.035195,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1289,AAPL,21,2025-01-07,2022-04-19,0.023039,0.019686,-0.080820,-0.038050,-0.042769,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1290,NVDA,21,2025-11-19,2019-12-27,0.042487,0.059364,-0.059733,0.024956,-0.084689,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1291,TSLA,21,2024-07-24,2020-04-23,0.185771,0.249518,-0.052373,0.099040,-0.151413,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1292,TSLA,21,2024-04-24,2022-07-01,-0.033196,-0.013928,0.030949,0.252287,-0.221337,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1293,GOOGL,21,2025-11-25,2020-11-09,0.216088,0.143927,-0.055740,-0.025330,-0.030411,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1294,GOOGL,21,2025-11-25,2021-08-16,0.216088,0.053073,-0.055740,0.042213,-0.097953,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1295,NVDA,21,2025-11-25,2022-10-11,-0.056473,-0.075294,0.045863,0.143206,-0.097342,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1296,AMD,21,2025-11-25,2022-01-31,-0.191270,-0.157755,0.017310,0.061990,-0.044680,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1297,AMD,21,2025-11-25,2022-10-14,-0.191270,-0.190768,0.017310,0.209615,-0.192306,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1298,PYPL,21,2025-11-25,2021-03-10,-0.111612,-0.139731,-0.046091,0.042337,-0.088428,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1299,MSFT,21,2025-11-25,2022-01-12,-0.085999,-0.075341,-0.003199,-0.008108,0.004909,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1300,META,21,2025-11-25,2024-11-04,-0.137719,-0.053635,0.017726,0.028281,-0.010555,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1301,META,21,2025-11-25,2022-04-26,-0.137719,-0.103421,0.017726,0.060929,-0.043204,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1302,MSFT,21,2025-06-18,2021-12-01,0.042217,0.024727,0.006542,-0.039095,0.045637,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1303,TSLA,21,2024-11-06,2019-10-23,0.148904,0.127435,0.320602,0.358591,-0.037989,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1304,GOOGL,21,2025-11-18,2021-11-23,0.124802,0.032895,0.039817,-0.000897,0.040714,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1305,PYPL,21,2025-11-18,2022-11-30,-0.106119,-0.117449,-0.043324,-0.034069,-0.009255,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1306,PYPL,21,2025-11-18,2022-01-26,-0.106119,-0.090497,-0.043324,-0.303369,0.260045,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1307,PYPL,21,2025-11-18,2025-06-18,-0.106119,-0.056207,-0.043324,0.035596,-0.078920,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
