event_id,ticker,horizon_days,treated_event_date,control_trading_date,treated_pre21_spy_bhar,control_pre21_spy_bhar,treated_spy_bhar,control_spy_bhar,treated_minus_control,match_rule
2106,AMD,63,2025-11-25,2024-11-21,-0.191270,-0.127972,-0.047974,-0.243035,0.195061,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2107,AMD,63,2025-11-25,2022-09-02,-0.191270,-0.174844,-0.047974,-0.107215,0.059241,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2108,AMD,63,2025-11-25,2024-11-21,-0.191270,-0.127972,-0.047974,-0.243035,0.195061,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2109,AMD,63,2025-11-25,2022-04-28,-0.191270,-0.199478,-0.047974,0.086701,-0.134675,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2110,GOOGL,63,2025-11-25,2020-11-20,0.216088,0.049631,-0.054736,0.092836,-0.147572,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2111,GOOGL,63,2025-11-25,2020-11-03,0.216088,0.120789,-0.054736,0.093736,-0.148471,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2112,META,63,2025-11-25,2024-05-20,-0.137719,-0.095905,0.000375,0.067158,-0.066783,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2113,META,63,2025-11-25,2024-05-20,-0.137719,-0.095905,0.000375,0.067158,-0.066783,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2114,AMD,63,2025-12-09,2021-01-27,-0.069029,-0.047011,-0.085774,-0.172727,0.086953,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2115,AMD,63,2025-12-09,2021-02-08,-0.069029,-0.068874,-0.085774,-0.242983,0.157209,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2116,NFLX,63,2025-12-09,2020-11-23,-0.141723,-0.057658,-0.002839,0.072902,-0.075740,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2117,NVDA,63,2025-12-09,2023-09-19,-0.034836,-0.012617,0.012138,0.080352,-0.068214,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2118,NVDA,63,2025-12-09,2023-09-19,-0.034836,-0.012617,0.012138,0.080352,-0.068214,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2119,TSLA,63,2021-12-05,2022-06-07,-0.162216,-0.182810,-0.093427,0.226659,-0.320086,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2120,TSLA,63,2021-12-05,2022-06-07,-0.162216,-0.182810,-0.093427,0.226659,-0.320086,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2121,TSLA,63,2021-12-05,2022-06-07,-0.162216,-0.182810,-0.093427,0.226659,-0.320086,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2122,TSLA,63,2021-12-05,2022-06-07,-0.162216,-0.182810,-0.093427,0.226659,-0.320086,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2123,TSLA,63,2021-12-05,2022-05-16,-0.162216,-0.178485,-0.093427,0.190994,-0.284421,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2124,TSLA,63,2021-12-05,2022-05-26,-0.162216,-0.168476,-0.093427,0.216866,-0.310293,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2125,TSLA,63,2021-12-05,2022-06-07,-0.162216,-0.182810,-0.093427,0.226659,-0.320086,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2126,AMD,63,2025-12-11,2021-04-12,-0.076775,-0.082069,-0.085870,0.090362,-0.176232,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2127,AMD,63,2025-12-11,2022-01-06,-0.076775,-0.062295,-0.085870,-0.200653,0.114783,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2128,AAPL,63,2023-11-18,2022-08-29,0.030359,0.017145,-0.157483,-0.092200,-0.065284,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2129,NVDA,63,2024-03-17,2020-06-02,0.192686,0.158926,0.414112,0.377354,0.036758,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2130,TSLA,63,2024-03-17,2021-03-01,-0.157738,-0.171692,0.011718,-0.211459,0.223178,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2131,TSLA,63,2024-03-17,2021-03-08,-0.157738,-0.326065,0.011718,-0.034811,0.046530,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2132,AAPL,63,2023-09-13,2022-01-10,-0.025684,-0.015282,0.076086,0.015862,0.060224,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2133,AAPL,63,2023-09-13,2020-12-07,-0.025684,-0.012373,0.076086,-0.089030,0.165116,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2134,AAPL,63,2023-09-13,2021-11-16,-0.025684,-0.017529,0.076086,0.189157,-0.113071,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2135,AAPL,63,2023-09-13,2021-08-25,-0.025684,-0.010203,0.076086,0.043261,0.032825,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2136,AAPL,63,2023-09-13,2020-03-02,-0.025684,-0.018455,0.076086,0.085662,-0.009576,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2137,AAPL,63,2023-09-13,2021-11-16,-0.025684,-0.017529,0.076086,0.189157,-0.113071,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2138,AAPL,63,2023-09-13,2021-06-07,-0.025684,-0.035394,0.076086,0.150735,-0.074649,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2139,NVDA,63,2024-02-21,2021-09-07,0.102594,0.092662,0.341775,0.306105,0.035670,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2140,MSFT,63,2023-11-08,2020-03-30,0.099766,0.100643,0.009349,0.073183,-0.063833,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2141,MSFT,63,2023-11-08,2020-04-16,0.099766,0.097360,0.009349,0.000607,0.008742,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2144,UBER,63,2025-09-12,2025-04-09,0.036294,0.038896,-0.160196,0.172399,-0.332595,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2145,NVDA,63,2024-02-26,2022-08-04,0.246806,0.189315,0.296608,-0.220673,0.517281,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2146,NVDA,63,2024-02-26,2023-01-30,0.246806,0.301672,0.296608,0.467767,-0.171159,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2147,AMD,63,2024-02-26,2021-04-16,-0.060757,-0.059594,-0.104422,0.008401,-0.112823,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2148,AMD,63,2024-02-26,2021-05-03,-0.060757,-0.075231,-0.104422,0.333152,-0.437575,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2149,AMD,63,2024-02-26,2019-10-02,-0.060757,-0.079176,-0.104422,0.601039,-0.705461,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2150,AAPL,63,2023-04-14,2021-08-24,0.016285,-0.010026,0.078715,0.030667,0.048048,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2151,AMZN,63,2023-04-14,2022-04-12,0.002003,0.008664,0.205786,-0.132280,0.338066,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2152,NFLX,63,2022-10-19,2022-09-20,0.162187,0.093406,0.178200,0.193206,-0.015006,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2153,NFLX,63,2022-10-19,2023-11-02,0.162187,0.112486,0.178200,0.175317,0.002883,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2154,NVDA,63,2024-03-05,2021-06-21,0.273443,0.244597,0.309429,0.111330,0.198099,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2155,NVDA,63,2024-03-22,2021-09-10,0.170403,0.137534,0.208074,0.306307,-0.098233,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2156,AAPL,63,2023-08-08,2022-12-30,-0.067385,-0.064644,0.023854,0.202195,-0.178341,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2157,AMD,63,2022-11-02,2022-04-19,-0.128323,-0.146860,0.363328,0.031749,0.331579,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2158,AMD,63,2022-11-02,2023-06-29,-0.128323,-0.158543,0.363328,-0.057792,0.421121,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2159,GOOGL,63,2025-11-26,2021-04-28,0.206950,0.098493,-0.054190,0.099027,-0.153217,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2160,DIS,63,2023-11-30,2025-06-10,0.044702,0.052082,0.103528,-0.105266,0.208793,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2161,DIS,63,2023-11-30,2022-03-03,0.044702,0.045536,0.103528,-0.199303,0.302831,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2162,TSLA,63,2023-11-30,2021-10-20,0.104036,0.127672,-0.343376,0.159734,-0.503110,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2163,NVDA,63,2023-08-25,2020-01-23,0.030240,0.022091,-0.000205,0.277603,-0.277809,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2164,NVDA,63,2023-08-25,2022-06-15,0.030240,0.009726,-0.000205,-0.250714,0.250508,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2165,DIS,63,2023-08-25,2020-04-30,0.004239,-0.007418,0.113858,-0.050725,0.164583,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2166,TSLA,63,2022-11-14,2022-05-16,-0.173320,-0.178485,0.069426,0.190994,-0.121568,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2167,TSLA,63,2022-11-14,2022-05-16,-0.173320,-0.178485,0.069426,0.190994,-0.121568,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2168,TSLA,63,2022-11-14,2022-05-16,-0.173320,-0.178485,0.069426,0.190994,-0.121568,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2169,NVDA,63,2024-08-28,2021-07-12,0.180858,0.142014,0.010979,0.010712,0.000267,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2170,TSLA,63,2023-04-20,2023-03-21,-0.207582,-0.034745,0.493390,0.218818,0.274572,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2171,TSLA,63,2023-04-20,2022-09-02,-0.207582,-0.071546,0.493390,-0.320519,0.813909,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2173,GOOGL,63,2023-05-12,2020-11-17,0.098375,0.097036,0.024834,0.099541,-0.074708,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2174,TSLA,63,2022-12-15,2023-03-20,-0.166790,-0.061069,0.143174,0.383230,-0.240056,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2175,TSLA,63,2022-12-15,2022-05-18,-0.166790,-0.190129,0.143174,0.183412,-0.040238,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2176,TSLA,63,2022-12-15,2020-08-10,-0.166790,-0.138238,0.143174,0.467779,-0.324605,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2177,TSLA,63,2024-12-19,2021-11-11,0.267722,0.245530,-0.327500,-0.144432,-0.183068,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2178,AAPL,63,2023-09-07,2021-11-03,-0.002434,0.000551,0.058671,0.178610,-0.119939,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2179,AAPL,63,2023-09-07,2021-06-09,-0.002434,-0.006670,0.058671,0.149025,-0.090355,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2180,UBER,63,2025-07-08,2022-09-23,0.102185,0.075870,-0.058772,-0.153764,0.094991,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2181,GOOGL,63,2024-08-06,2020-06-15,-0.102956,-0.030403,-0.024028,-0.045144,0.021116,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2182,NVDA,63,2023-08-27,2021-02-09,0.032808,0.050723,0.000036,-0.061512,0.061548,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2183,GOOGL,63,2023-02-28,2022-07-21,-0.070470,-0.038175,0.308784,-0.056492,0.365276,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2184,NVDA,63,2025-07-21,2021-04-20,0.122480,0.122775,0.009567,0.177823,-0.168257,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2185,NVDA,63,2024-08-22,2022-03-21,0.055367,0.071128,0.114219,-0.227865,0.342084,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2186,NVDA,63,2024-08-22,2020-07-01,0.055367,0.067994,0.114219,0.337406,-0.223188,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2187,NVDA,63,2024-08-22,2022-02-25,0.055367,0.050736,0.114219,-0.189687,0.303905,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2188,AMZN,63,2024-08-22,2021-10-22,-0.053688,-0.045980,0.086990,-0.107415,0.194405,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2189,AMZN,63,2022-09-12,2019-10-17,-0.008316,-0.015041,-0.307973,-0.071403,-0.236570,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2190,GOOGL,63,2022-09-12,2022-12-20,-0.045673,-0.051618,-0.123524,0.149118,-0.272641,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2191,NVDA,63,2024-08-25,2025-06-26,0.088490,0.106028,0.057416,0.067849,-0.010433,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2192,NVDA,63,2024-06-07,2021-11-01,0.304557,0.185741,-0.145717,-0.033968,-0.111749,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2193,NVDA,63,2024-06-07,2021-11-03,0.304557,0.227564,-0.145717,-0.063906,-0.081810,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2194,NVDA,63,2024-06-07,2020-03-24,0.304557,0.153782,-0.145717,0.228656,-0.374373,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2195,TSLA,63,2020-02-21,2019-11-19,0.575464,0.378424,0.029084,1.431777,-1.402693,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2196,TSLA,63,2020-02-21,2019-11-19,0.575464,0.378424,0.029084,1.431777,-1.402693,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2197,MSFT,63,2023-05-21,2023-03-27,0.110420,0.104885,-0.044004,0.109025,-0.153029,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2198,DIS,63,2022-12-01,2023-06-05,-0.129357,-0.120417,0.023580,-0.163547,0.187127,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2199,AMZN,63,2022-12-01,2021-12-21,-0.072779,-0.063992,-0.015741,-0.002513,-0.013227,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2200,MSFT,63,2022-12-01,2021-11-17,0.059924,0.063397,0.013670,-0.077810,0.091479,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2201,AAPL,63,2022-11-18,2022-12-12,-0.026951,-0.026998,-0.025188,0.080202,-0.105390,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2202,AAPL,63,2022-11-18,2022-03-18,-0.026951,-0.048102,-0.025188,-0.023129,-0.002059,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2203,NFLX,63,2022-11-18,2020-09-29,-0.009885,-0.009899,0.151899,-0.046606,0.198505,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2204,TSLA,63,2024-05-07,2021-09-23,0.030968,0.071250,0.072280,0.279651,-0.207371,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2206,TSLA,63,2023-12-28,2021-02-09,-0.025897,-0.058306,-0.406713,-0.338294,-0.068420,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2207,NVDA,63,2023-12-28,2022-10-21,-0.016419,-0.007751,0.726000,0.471665,0.254335,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2208,MSFT,63,2023-12-28,2021-12-16,-0.071469,-0.035251,0.034644,-0.032708,0.067352,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2209,GOOGL,63,2023-12-28,2021-10-13,-0.029995,-0.017713,0.010031,-0.058187,0.068218,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2210,TSLA,63,2024-04-04,2022-10-06,-0.068037,-0.102689,0.385422,-0.569864,0.955286,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2212,NVDA,63,2023-11-27,2020-06-30,0.094664,0.065378,0.491556,0.310753,0.180803,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2213,NVDA,63,2023-11-27,2022-12-07,0.094664,0.092715,0.491556,0.438802,0.052753,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2214,NVDA,63,2023-11-27,2022-02-28,0.094664,0.098739,0.491556,-0.182463,0.674019,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2215,NVDA,63,2023-11-27,2021-09-09,0.094664,0.098374,0.491556,0.386168,0.105388,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2216,AMD,63,2023-11-27,2021-11-03,0.207748,0.209086,0.320932,-0.044443,0.365375,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2217,AMZN,63,2025-06-02,2021-02-08,0.025178,0.020748,0.007008,-0.113606,0.120614,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2218,TSLA,63,2020-07-06,2023-02-10,0.564023,0.566219,0.456010,-0.159383,0.615393,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2219,NFLX,63,2025-10-28,2021-05-07,-0.121359,-0.124784,-0.258858,-0.018521,-0.240338,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2220,TSLA,63,2020-07-13,2020-01-10,0.486909,0.326730,0.343427,0.510080,-0.166654,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2221,NVDA,63,2025-11-11,2020-10-28,-0.004403,-0.028092,-0.032562,-0.108687,0.076125,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2222,NVDA,63,2025-11-11,2021-08-02,-0.004403,-0.039492,-0.032562,0.241899,-0.274461,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2223,NVDA,63,2025-11-11,2019-12-06,-0.004403,-0.002681,-0.032562,0.310758,-0.343320,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2224,NVDA,63,2025-11-11,2021-08-19,-0.004403,0.007771,-0.032562,0.410535,-0.443097,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2225,TSLA,63,2025-02-17,2020-03-27,-0.177841,-0.099286,-0.009658,0.676678,-0.686336,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2226,NVDA,63,2025-02-17,2020-07-23,0.010097,0.036968,-0.003100,0.270088,-0.273187,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2227,TSLA,63,2021-07-19,2021-04-19,0.037633,0.030022,0.252015,-0.122583,0.374597,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2228,TSLA,63,2021-07-19,2021-04-19,0.037633,0.030022,0.252015,-0.122583,0.374597,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2229,TSLA,63,2025-03-26,2020-10-19,-0.061233,-0.059959,0.118157,0.846743,-0.728586,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2230,UBER,63,2025-08-14,2021-01-28,-0.026047,-0.022175,-0.038782,-0.051054,0.012272,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2231,UBER,63,2025-08-14,2021-02-01,-0.026047,-0.018736,-0.038782,-0.075581,0.036800,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2232,AAPL,63,2022-11-02,2021-11-02,0.000878,0.000600,-0.037968,0.180193,-0.218161,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2233,AAPL,63,2022-11-02,2021-11-02,0.000878,0.000600,-0.037968,0.180193,-0.218161,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2234,AAPL,63,2022-11-02,2021-11-02,0.000878,0.000600,-0.037968,0.180193,-0.218161,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2235,AAPL,63,2022-11-02,2021-11-02,0.000878,0.000600,-0.037968,0.180193,-0.218161,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2236,AAPL,63,2022-11-02,2021-11-02,0.000878,0.000600,-0.037968,0.180193,-0.218161,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2238,NVDA,63,2025-10-16,2019-11-21,0.062656,0.042702,-0.025680,0.235084,-0.260764,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2239,AMD,63,2025-10-16,2022-08-04,0.468744,0.298353,-0.061687,-0.344591,0.282904,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2240,MSFT,63,2022-09-30,2022-08-31,-0.016821,-0.014994,-0.042995,-0.057329,0.014334,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2241,DIS,63,2022-09-30,2025-07-30,-0.065923,-0.062929,-0.154587,-0.151910,-0.002677,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2242,DIS,63,2022-09-30,2023-07-21,-0.065923,-0.056109,-0.154587,0.008541,-0.163128,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2243,TSLA,63,2021-12-21,2022-08-30,-0.165635,-0.035277,0.103163,-0.345423,0.448587,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2244,TSLA,63,2020-06-12,2021-04-06,0.102171,0.094560,0.889603,-0.115828,1.005431,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2250,TSLA,63,2022-09-20,2022-08-17,0.127061,0.150481,-0.508507,-0.298288,-0.210219,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2251,TSLA,63,2022-09-20,2021-09-20,0.127061,0.094261,-0.508507,0.213963,-0.722469,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2252,GOOGL,63,2022-09-20,2020-04-22,-0.050706,-0.058060,-0.119515,0.067239,-0.186754,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2253,GOOGL,63,2022-09-20,2020-04-20,-0.050706,-0.043224,-0.119515,0.083197,-0.202712,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2254,AMD,63,2022-09-20,2022-06-21,-0.129339,-0.100448,-0.135608,-0.130177,-0.005431,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2255,AMD,63,2022-09-20,2021-03-17,-0.129339,-0.109189,-0.135608,-0.096531,-0.039077,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2256,AMD,63,2022-09-20,2021-09-02,-0.129339,-0.112946,-0.135608,0.367330,-0.502938,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2257,GOOGL,63,2023-04-28,2022-03-03,0.022357,0.010858,0.131714,-0.082491,0.214206,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2258,UBER,63,2025-09-25,2024-09-23,-0.011723,-0.008225,-0.220775,-0.228322,0.007547,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2259,GOOGL,63,2025-09-25,2020-10-26,0.164843,0.068492,0.226485,0.040223,0.186263,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2260,NVDA,63,2025-11-10,2020-05-04,0.043234,0.014175,-0.063600,0.348050,-0.411650,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2261,TSLA,63,2024-06-13,2020-11-06,-0.008884,-0.009096,0.222670,0.856477,-0.633807,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2262,TSLA,63,2024-06-13,2021-08-17,-0.008884,-0.014714,0.222670,0.466222,-0.243552,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2263,TSLA,63,2024-06-13,2021-09-03,-0.008884,0.000878,0.222670,0.379647,-0.156977,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2264,MSFT,63,2023-07-26,2022-07-25,-0.027884,-0.046431,0.047344,-0.012665,0.060010,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2265,TSLA,63,2025-12-24,2021-06-28,0.126430,0.068889,-0.175547,0.110225,-0.285772,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2266,MSFT,63,2023-10-25,2020-04-07,0.110961,0.112946,0.016057,0.107622,-0.091565,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2267,GOOGL,63,2023-10-25,2019-11-25,-0.003463,-0.006327,0.039565,0.053074,-0.013508,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2268,NVDA,63,2024-05-21,2020-02-26,0.136237,0.151374,0.288798,0.294708,-0.005910,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2269,NVDA,63,2024-05-21,2020-01-02,0.136237,0.098945,0.288798,0.285765,0.003033,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2270,MSFT,63,2023-04-26,2021-07-16,0.048861,0.065590,-0.001056,0.051267,-0.052323,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2271,MSFT,63,2023-04-26,2022-07-14,0.048861,0.036677,-0.001056,-0.056995,0.055939,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2272,MSFT,63,2023-04-26,2021-06-24,0.048861,0.039743,-0.001056,0.079531,-0.080587,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2273,MSFT,63,2023-04-26,2021-07-21,0.048861,0.038940,-0.001056,0.057093,-0.058149,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
