v2_sample_version,event_id,video_id,transcript_id,creator,channel_id,ticker,company_name,recommendation_type,event_date,effective_trading_event_date,upload_timing_bucket,quality_score,included_in_v2_event_study,exclusion_reason,source_table,notes,event_date_dt,year,spy_bhar,top5,pre2024_fnspid_miss,abs_bhar,priority_score
v2_expanded_live_db_2026-05-16,296,k7V84N-44_0,k7V84N-44_0,"Mark Roussin, CPA",UCC7xhD0o7FBHdKXZxMRFspQ,NVDA,Nvidia,buy,2024-02-29,2024-02-29,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-02-29,2024,0.1581734388599149,True,False,0.1581734388599149,22
v2_expanded_live_db_2026-05-16,297,k7V84N-44_0,k7V84N-44_0,"Mark Roussin, CPA",UCC7xhD0o7FBHdKXZxMRFspQ,NVDA,Nvidia,sell,2024-02-29,2024-02-29,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-02-29,2024,0.1581734388599149,True,False,0.1581734388599149,22
v2_expanded_live_db_2026-05-16,488,IYpcxacwS2s,IYpcxacwS2s,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,TSLA,Tesla,buy,2024-03-01,2024-03-01,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-03-01,2024,-0.1325182635894672,True,False,0.1325182635894672,21
v2_expanded_live_db_2026-05-16,1354,qH6EtG6cMdg,qH6EtG6cMdg,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,NVDA,Nvidia,buy,2024-04-19,2024-04-19,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-04-19,2024,0.1249219254325795,True,False,0.1249219254325795,21
v2_expanded_live_db_2026-05-16,2225,k0rpxeieWDA,k0rpxeieWDA,Everything Money,UChBVf9YnourrEDTsbbwJPRA,TSLA,Tesla,sell,2025-02-17,2025-02-18,before_open,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-02-17,2025,-0.116688775631997,True,False,0.116688775631997,20
v2_expanded_live_db_2026-05-16,1714,ep5g-IJwkbg,ep5g-IJwkbg,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,TSLA,Tesla,buy,2025-02-22,2025-02-24,weekend_or_holiday,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-02-22,2025,-0.1163027742228948,True,False,0.1163027742228948,20
v2_expanded_live_db_2026-05-16,1319,X9Uzxwt5qzo,X9Uzxwt5qzo,Jose Najarro Stocks,UC5cEHfCr6WOE1R1zcohd1IA,NVDA,Nvidia,buy,2025-10-22,2025-10-22,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-10-22,2025,0.1191006840608723,True,False,0.1191006840608723,20
v2_expanded_live_db_2026-05-16,368,-zyg-sJrYKY,-zyg-sJrYKY,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,NVDA,Nvidia,buy,2024-01-05,2024-01-05,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-01-05,2024,0.0956034977400237,True,False,0.0956034977400237,19
v2_expanded_live_db_2026-05-16,1498,BtM-Yexjpt0,BtM-Yexjpt0,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,TSLA,Tesla,buy,2024-09-20,2024-09-20,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-09-20,2024,0.0875550351999661,True,False,0.0875550351999661,19
v2_expanded_live_db_2026-05-16,2265,HPQepscELOM,HPQepscELOM,Everything Money,UChBVf9YnourrEDTsbbwJPRA,TSLA,Tesla,sell,2025-12-24,2025-12-24,before_open,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-12-24,2025,-0.0870636520273888,True,False,0.0870636520273888,19
v2_expanded_live_db_2026-05-16,833,FtyHVuOfGKo,FtyHVuOfGKo,Jose Najarro Stocks,UC5cEHfCr6WOE1R1zcohd1IA,NVDA,Nvidia,buy,2026-01-29,2026-01-29,during_market,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2026-01-29,2026,-0.0835046997552214,True,False,0.0835046997552214,19
v2_expanded_live_db_2026-05-16,319,pgJMI_OiSSc,pgJMI_OiSSc,"Parkev Tatevosian, CFA",UCwKB_00dPL3x5XmHF9IJCrg,NVDA,Nvidia,buy,2026-02-04,2026-02-04,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2026-02-04,2026,0.0826412079332947,True,False,0.0826412079332947,19
v2_expanded_live_db_2026-05-16,1506,Ks5EmUsapoc,Ks5EmUsapoc,Jose Najarro Stocks,UC5cEHfCr6WOE1R1zcohd1IA,NVDA,Nvidia,sell,2026-02-04,2026-02-04,during_market,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2026-02-04,2026,0.0826412079332947,True,False,0.0826412079332947,19
v2_expanded_live_db_2026-05-16,1507,Ks5EmUsapoc,Ks5EmUsapoc,Jose Najarro Stocks,UC5cEHfCr6WOE1R1zcohd1IA,NVDA,Nvidia,sell,2026-02-04,2026-02-04,during_market,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2026-02-04,2026,0.0826412079332947,True,False,0.0826412079332947,19
v2_expanded_live_db_2026-05-16,1542,Xn1iyswilSQ,Xn1iyswilSQ,Jose Najarro Stocks,UC5cEHfCr6WOE1R1zcohd1IA,NVDA,Nvidia,buy,2026-02-05,2026-02-05,during_market,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2026-02-05,2026,0.0822327679381931,True,False,0.0822327679381931,19
v2_expanded_live_db_2026-05-16,1621,GL4CpYiaUb0,GL4CpYiaUb0,Jose Najarro Stocks,UC5cEHfCr6WOE1R1zcohd1IA,NVDA,Nvidia,buy,2026-02-05,2026-02-05,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2026-02-05,2026,0.0822327679381931,True,False,0.0822327679381931,19
v2_expanded_live_db_2026-05-16,1647,Kr-0EQVTWxs,Kr-0EQVTWxs,Couch Investor,UCrGLm-Drgv0vbbemwwHeXJw,NVDA,Nvidia,buy,2026-02-05,2026-02-05,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2026-02-05,2026,0.0822327679381931,True,False,0.0822327679381931,19
v2_expanded_live_db_2026-05-16,1372,B0768azDNlg,B0768azDNlg,"Parkev Tatevosian, CFA",UCwKB_00dPL3x5XmHF9IJCrg,AMZN,Amazon,buy,2026-04-03,2026-04-06,before_open,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2026-04-03,2026,0.0861221520542991,True,False,0.0861221520542991,19
v2_expanded_live_db_2026-05-16,535,R6wvd_Z8B0M,R6wvd_Z8B0M,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,NVDA,Nvidia,buy,2024-01-26,2024-01-26,after_close,2,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-01-26,2024,0.0698006777920974,True,False,0.0698006777920974,18
v2_expanded_live_db_2026-05-16,536,R6wvd_Z8B0M,R6wvd_Z8B0M,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,NVDA,Nvidia,buy,2024-01-26,2024-01-26,after_close,2,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-01-26,2024,0.0698006777920974,True,False,0.0698006777920974,18
v2_expanded_live_db_2026-05-16,659,x1CWG9Nkkms,x1CWG9Nkkms,Dividend Bull,UCLxMEPUoHpKq4PEk85RZn9A,NVDA,Nvidia,sell,2024-04-16,2024-04-16,during_market,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-04-16,2024,-0.0613170444526349,True,False,0.0613170444526349,18
v2_expanded_live_db_2026-05-16,1971,TWfBbgfxarA,TWfBbgfxarA,Ticker Symbol: YOU,UC7kCeZ53sli_9XwuQeFxLqw,NVDA,Nvidia,buy,2024-07-12,2024-07-12,during_market,4,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-07-12,2024,-0.067868807022505,True,False,0.067868807022505,18
v2_expanded_live_db_2026-05-16,1972,TWfBbgfxarA,TWfBbgfxarA,Ticker Symbol: YOU,UC7kCeZ53sli_9XwuQeFxLqw,NVDA,Nvidia,buy,2024-07-12,2024-07-12,during_market,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-07-12,2024,-0.067868807022505,True,False,0.067868807022505,18
v2_expanded_live_db_2026-05-16,1973,TWfBbgfxarA,TWfBbgfxarA,Ticker Symbol: YOU,UC7kCeZ53sli_9XwuQeFxLqw,NVDA,Nvidia,buy,2024-07-12,2024-07-12,during_market,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-07-12,2024,-0.067868807022505,True,False,0.067868807022505,18
v2_expanded_live_db_2026-05-16,757,WrNoXANEOLk,WrNoXANEOLk,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,NVDA,Nvidia,sell,2024-07-20,2024-07-22,weekend_or_holiday,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-07-20,2024,-0.0788987934351792,True,False,0.0788987934351792,18
v2_expanded_live_db_2026-05-16,758,WrNoXANEOLk,WrNoXANEOLk,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,NVDA,Nvidia,buy,2024-07-20,2024-07-22,weekend_or_holiday,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-07-20,2024,-0.0788987934351792,True,False,0.0788987934351792,18
v2_expanded_live_db_2026-05-16,443,CT2pUJ90wUg,CT2pUJ90wUg,"Mark Roussin, CPA",UCC7xhD0o7FBHdKXZxMRFspQ,NVDA,Nvidia,sell,2024-09-07,2024-09-09,weekend_or_holiday,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-09-07,2024,0.0668595225219355,True,False,0.0668595225219355,18
v2_expanded_live_db_2026-05-16,788,jxZjX7GqX90,jxZjX7GqX90,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,NVDA,Nvidia,buy,2024-09-07,2024-09-09,weekend_or_holiday,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-09-07,2024,0.0668595225219355,True,False,0.0668595225219355,18
v2_expanded_live_db_2026-05-16,842,KrmkOLL2IWE,KrmkOLL2IWE,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,NVDA,Nvidia,buy,2024-12-14,2024-12-16,weekend_or_holiday,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-12-14,2024,0.0747487461775473,True,False,0.0747487461775473,18
v2_expanded_live_db_2026-05-16,1323,eNw6yS2Y56s,eNw6yS2Y56s,"Mark Roussin, CPA",UCC7xhD0o7FBHdKXZxMRFspQ,NVDA,Nvidia,buy,2024-12-14,2024-12-16,weekend_or_holiday,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-12-14,2024,0.0747487461775473,True,False,0.0747487461775473,18
v2_expanded_live_db_2026-05-16,871,Xi9WAWFTUhs,Xi9WAWFTUhs,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,TSLA,Tesla,buy,2025-01-18,2025-01-21,weekend_or_holiday,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-01-18,2025,-0.0637011968364071,True,False,0.0637011968364071,18
v2_expanded_live_db_2026-05-16,1011,ilqte36NThc,ilqte36NThc,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,TSLA,Tesla,buy,2025-02-28,2025-02-28,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-02-28,2025,-0.0727226215266918,True,False,0.0727226215266918,18
v2_expanded_live_db_2026-05-16,804,sZe5wohROtE,sZe5wohROtE,Jose Najarro Stocks,UC5cEHfCr6WOE1R1zcohd1IA,NVDA,Nvidia,buy,2025-12-17,2025-12-17,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-12-17,2025,0.0720618272417803,True,False,0.0720618272417803,18
v2_expanded_live_db_2026-05-16,1912,3DZMUqKAc0w,3DZMUqKAc0w,Graham Stephan,UCV6KDgJskWaEckne5aPA0aQ,TSLA,Tesla,buy,2025-12-21,2025-12-22,weekend_or_holiday,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-12-21,2025,-0.0733652216802852,True,False,0.0733652216802852,18
v2_expanded_live_db_2026-05-16,1446,PLV20YplFpk,PLV20YplFpk,Couch Investor,UCrGLm-Drgv0vbbemwwHeXJw,TSLA,Tesla,buy,2025-12-22,2025-12-22,during_market,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-12-22,2025,-0.0733652216802852,True,False,0.0733652216802852,18
v2_expanded_live_db_2026-05-16,371,0nKHUI2Q_a8,0nKHUI2Q_a8,"Parkev Tatevosian, CFA",UCwKB_00dPL3x5XmHF9IJCrg,AMD,,buy,2026-04-06,2026-04-06,before_open,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2026-04-06,2026,0.0798038892347738,True,False,0.0798038892347738,18
v2_expanded_live_db_2026-05-16,2056,8TkQMAOSeSU,8TkQMAOSeSU,HyperChange,UC1LAjODfg7dnSSrrPGGPPMw,TSLA,Tesla,buy,2024-02-13,2024-02-13,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-02-13,2024,0.0520824866178981,True,False,0.0520824866178981,17
v2_expanded_live_db_2026-05-16,2057,8TkQMAOSeSU,8TkQMAOSeSU,HyperChange,UC1LAjODfg7dnSSrrPGGPPMw,TSLA,Tesla,buy,2024-02-13,2024-02-13,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-02-13,2024,0.0520824866178981,True,False,0.0520824866178981,17
v2_expanded_live_db_2026-05-16,2058,8TkQMAOSeSU,8TkQMAOSeSU,HyperChange,UC1LAjODfg7dnSSrrPGGPPMw,TSLA,Tesla,buy,2024-02-13,2024-02-13,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-02-13,2024,0.0520824866178981,True,False,0.0520824866178981,17
v2_expanded_live_db_2026-05-16,2059,8TkQMAOSeSU,8TkQMAOSeSU,HyperChange,UC1LAjODfg7dnSSrrPGGPPMw,TSLA,Tesla,buy,2024-02-13,2024-02-13,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-02-13,2024,0.0520824866178981,True,False,0.0520824866178981,17
v2_expanded_live_db_2026-05-16,2060,8TkQMAOSeSU,8TkQMAOSeSU,HyperChange,UC1LAjODfg7dnSSrrPGGPPMw,TSLA,Tesla,buy,2024-02-13,2024-02-13,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-02-13,2024,0.0520824866178981,True,False,0.0520824866178981,17
v2_expanded_live_db_2026-05-16,2061,8TkQMAOSeSU,8TkQMAOSeSU,HyperChange,UC1LAjODfg7dnSSrrPGGPPMw,TSLA,Tesla,buy,2024-02-13,2024-02-13,after_close,5,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-02-13,2024,0.0520824866178981,True,False,0.0520824866178981,17
v2_expanded_live_db_2026-05-16,2062,8TkQMAOSeSU,8TkQMAOSeSU,HyperChange,UC1LAjODfg7dnSSrrPGGPPMw,TSLA,Tesla,buy,2024-02-13,2024-02-13,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-02-13,2024,0.0520824866178981,True,False,0.0520824866178981,17
v2_expanded_live_db_2026-05-16,2063,8TkQMAOSeSU,8TkQMAOSeSU,HyperChange,UC1LAjODfg7dnSSrrPGGPPMw,TSLA,Tesla,buy,2024-02-13,2024-02-13,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-02-13,2024,0.0520824866178981,True,False,0.0520824866178981,17
v2_expanded_live_db_2026-05-16,2064,8TkQMAOSeSU,8TkQMAOSeSU,HyperChange,UC1LAjODfg7dnSSrrPGGPPMw,TSLA,Tesla,buy,2024-02-13,2024-02-13,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-02-13,2024,0.0520824866178981,True,False,0.0520824866178981,17
v2_expanded_live_db_2026-05-16,2065,8TkQMAOSeSU,8TkQMAOSeSU,HyperChange,UC1LAjODfg7dnSSrrPGGPPMw,TSLA,Tesla,sell,2024-02-13,2024-02-13,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-02-13,2024,0.0520824866178981,True,False,0.0520824866178981,17
v2_expanded_live_db_2026-05-16,2066,8TkQMAOSeSU,8TkQMAOSeSU,HyperChange,UC1LAjODfg7dnSSrrPGGPPMw,TSLA,Tesla,sell,2024-02-13,2024-02-13,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-02-13,2024,0.0520824866178981,True,False,0.0520824866178981,17
v2_expanded_live_db_2026-05-16,2067,8TkQMAOSeSU,8TkQMAOSeSU,HyperChange,UC1LAjODfg7dnSSrrPGGPPMw,TSLA,Tesla,buy,2024-02-13,2024-02-13,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-02-13,2024,0.0520824866178981,True,False,0.0520824866178981,17
v2_expanded_live_db_2026-05-16,2068,8TkQMAOSeSU,8TkQMAOSeSU,HyperChange,UC1LAjODfg7dnSSrrPGGPPMw,TSLA,Tesla,buy,2024-02-13,2024-02-13,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-02-13,2024,0.0520824866178981,True,False,0.0520824866178981,17
v2_expanded_live_db_2026-05-16,440,CM4TGehCUF0,CM4TGehCUF0,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,TSLA,Tesla,buy,2024-02-23,2024-02-23,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-02-23,2024,0.0457361617802476,True,False,0.0457361617802476,17
v2_expanded_live_db_2026-05-16,2155,CmKN0xbLrZ0,CmKN0xbLrZ0,ZipTrader,UC0BGhWsIbV7Dm-lsvhdlMbA,NVDA,Nvidia,buy,2024-03-22,2024-03-22,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-03-22,2024,-0.0434604740813973,True,False,0.0434604740813973,17
v2_expanded_live_db_2026-05-16,421,9RAhp7eX9sg,9RAhp7eX9sg,"Mark Roussin, CPA",UCC7xhD0o7FBHdKXZxMRFspQ,NVDA,Nvidia,buy,2024-07-18,2024-07-18,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-07-18,2024,-0.0469715227174648,True,False,0.0469715227174648,17
v2_expanded_live_db_2026-05-16,682,2eyBzyijoII,2eyBzyijoII,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,TSLA,Tesla,sell,2024-08-09,2024-08-09,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-08-09,2024,0.0405990963146756,True,False,0.0405990963146756,17
v2_expanded_live_db_2026-05-16,983,RjSum3OUNqw,RjSum3OUNqw,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,NVDA,Nvidia,sell,2025-03-28,2025-03-28,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-03-28,2025,-0.0493896885208692,True,False,0.0493896885208692,17
v2_expanded_live_db_2026-05-16,362,zmt-ZobtBLI,zmt-ZobtBLI,Jose Najarro Stocks,UC5cEHfCr6WOE1R1zcohd1IA,TSLA,Tesla,sell,2025-07-17,2025-07-17,before_open,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-07-17,2025,-0.0543338621736729,True,False,0.0543338621736729,17
v2_expanded_live_db_2026-05-16,363,zmt-ZobtBLI,zmt-ZobtBLI,Jose Najarro Stocks,UC5cEHfCr6WOE1R1zcohd1IA,TSLA,Tesla,buy,2025-07-17,2025-07-17,before_open,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-07-17,2025,-0.0543338621736729,True,False,0.0543338621736729,17
v2_expanded_live_db_2026-05-16,364,zmt-ZobtBLI,zmt-ZobtBLI,Jose Najarro Stocks,UC5cEHfCr6WOE1R1zcohd1IA,TSLA,Tesla,buy,2025-07-17,2025-07-17,before_open,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-07-17,2025,-0.0543338621736729,True,False,0.0543338621736729,17
v2_expanded_live_db_2026-05-16,1741,lzXp9c353yA,lzXp9c353yA,Daniel Pronk,UCL-F-8nxFtFZ4M3RWkGn6Qw,TSLA,Tesla,sell,2025-07-17,2025-07-17,before_open,2,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-07-17,2025,-0.0543338621736729,True,False,0.0543338621736729,17
v2_expanded_live_db_2026-05-16,448,DaKIfcEqyPg,DaKIfcEqyPg,Couch Investor,UCrGLm-Drgv0vbbemwwHeXJw,NVDA,Nvidia,buy,2025-10-09,2025-10-09,during_market,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-10-09,2025,-0.0402015100135181,True,False,0.0402015100135181,17
v2_expanded_live_db_2026-05-16,577,YsPXt3LawoQ,YsPXt3LawoQ,Couch Investor,UCrGLm-Drgv0vbbemwwHeXJw,NVDA,Nvidia,buy,2025-10-29,2025-10-29,before_open,4,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-10-29,2025,-0.0428672895663676,True,False,0.0428672895663676,17
v2_expanded_live_db_2026-05-16,511,NGNmJILVBZo,NGNmJILVBZo,Couch Investor,UCrGLm-Drgv0vbbemwwHeXJw,NVDA,Nvidia,buy,2025-10-30,2025-10-30,during_market,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-10-30,2025,-0.0589917267509738,True,False,0.0589917267509738,17
v2_expanded_live_db_2026-05-16,1916,c1R83JYNJQ4,c1R83JYNJQ4,STOCK UP! with LARRY JONES,UCZw2iqBZShBxWy8r1fwqP8A,NVDA,Nvidia,buy,2025-10-30,2025-10-30,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-10-30,2025,-0.0589917267509738,True,False,0.0589917267509738,17
v2_expanded_live_db_2026-05-16,1917,c1R83JYNJQ4,c1R83JYNJQ4,STOCK UP! with LARRY JONES,UCZw2iqBZShBxWy8r1fwqP8A,NVDA,Nvidia,buy,2025-10-30,2025-10-30,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-10-30,2025,-0.0589917267509738,True,False,0.0589917267509738,17
v2_expanded_live_db_2026-05-16,1275,3qXTO8cJEQ0,3qXTO8cJEQ0,Couch Investor,UCrGLm-Drgv0vbbemwwHeXJw,TSLA,Tesla,buy,2025-11-26,2025-11-26,during_market,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-11-26,2025,0.0585914867564218,True,False,0.0585914867564218,17
v2_expanded_live_db_2026-05-16,1411,ch8lrl5bz5Q,ch8lrl5bz5Q,Couch Investor,UCrGLm-Drgv0vbbemwwHeXJw,NVDA,Nvidia,buy,2025-12-10,2025-12-10,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-12-10,2025,-0.0463484224021103,True,False,0.0463484224021103,17
v2_expanded_live_db_2026-05-16,1412,ch8lrl5bz5Q,ch8lrl5bz5Q,Couch Investor,UCrGLm-Drgv0vbbemwwHeXJw,NVDA,Nvidia,buy,2025-12-10,2025-12-10,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-12-10,2025,-0.0463484224021103,True,False,0.0463484224021103,17
v2_expanded_live_db_2026-05-16,1141,QwEiOQPkrw0,QwEiOQPkrw0,Meet Kevin,UCUvvj5lwue7PspotMDjk5UA,AMZN,Amazon,buy,2025-12-31,2025-12-31,during_market,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-12-31,2025,0.0558915095263536,True,False,0.0558915095263536,17
v2_expanded_live_db_2026-05-16,1834,ZdxSfpyE3io,ZdxSfpyE3io,Meet Kevin,UCUvvj5lwue7PspotMDjk5UA,AMZN,Amazon,buy,2025-12-31,2025-12-31,during_market,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2025-12-31,2025,0.0558915095263536,True,False,0.0558915095263536,17
v2_expanded_live_db_2026-05-16,1993,AWOZIz8wUzo,AWOZIz8wUzo,Graham Stephan,UCV6KDgJskWaEckne5aPA0aQ,TSLA,Tesla,buy,2026-01-12,2026-01-12,during_market,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2026-01-12,2026,-0.0408860216313372,True,False,0.0408860216313372,17
v2_expanded_live_db_2026-05-16,1557,pTzz8J-XlYQ,pTzz8J-XlYQ,Jose Najarro Stocks,UC5cEHfCr6WOE1R1zcohd1IA,NVDA,Nvidia,buy,2026-02-03,2026-02-03,during_market,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2026-02-03,2026,0.041713566848758,True,False,0.041713566848758,17
v2_expanded_live_db_2026-05-16,1564,tay_WWcsWiE,tay_WWcsWiE,Jose Najarro Stocks,UC5cEHfCr6WOE1R1zcohd1IA,NVDA,Nvidia,sell,2026-02-03,2026-02-03,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2026-02-03,2026,0.041713566848758,True,False,0.041713566848758,17
v2_expanded_live_db_2026-05-16,1565,tay_WWcsWiE,tay_WWcsWiE,Jose Najarro Stocks,UC5cEHfCr6WOE1R1zcohd1IA,NVDA,Nvidia,sell,2026-02-03,2026-02-03,after_close,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2026-02-03,2026,0.041713566848758,True,False,0.041713566848758,17
v2_expanded_live_db_2026-05-16,1597,88zPG2RKrT8,88zPG2RKrT8,Ale's World of Stocks,UCXhrqxFZbG-k8l7v-XhX3ZQ,AMZN,Amazon,buy,2026-02-12,2026-02-12,before_open,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2026-02-12,2026,0.0406776805714887,True,False,0.0406776805714887,17
v2_expanded_live_db_2026-05-16,2243,6fMUWOx4db4,6fMUWOx4db4,Chicken Genius Singapore,UC0OnreqP55xLpA6W5nzxb5Q,TSLA,Tesla,buy,2021-12-21,2021-12-21,before_open,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2021-12-21,2021,0.1261903648610072,True,True,0.1261903648610072,16
v2_expanded_live_db_2026-05-16,466,FXHUZ-1p8Nk,FXHUZ-1p8Nk,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,NVDA,Nvidia,sell,2024-01-22,2024-01-22,during_market,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-01-22,2024,0.0309461458268764,True,False,0.0309461458268764,16
v2_expanded_live_db_2026-05-16,1981,wnCQ4ICBIfc,wnCQ4ICBIfc,Ticker Symbol: YOU,UC7kCeZ53sli_9XwuQeFxLqw,NVDA,Nvidia,buy,2024-01-22,2024-01-22,during_market,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-01-22,2024,0.0309461458268764,True,False,0.0309461458268764,16
v2_expanded_live_db_2026-05-16,455,DflxOfLJ8xQ,DflxOfLJ8xQ,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,TSLA,Tesla,buy,2024-02-10,2024-02-12,weekend_or_holiday,3,True,,transcript_recommendation_events,expanded live DB accepted/extracted recommendation event,2024-02-10,2024,0.0383496460106856,True,False,0.0383496460106856,16
