event_id,ticker,control_type,offset_days,bhar_5d,bhar_21d
13,NFLX,shift_-30,-30,0.057477112645524686,0.20376671063596863
13,NFLX,shift_+30,30,0.01620426336956171,0.002977448684017947
13,NFLX,shift_+60,60,-0.04876414562811049,-0.09845847137014108
13,NFLX,shift_+90,90,0.009500484158819322,0.07569518622201676
13,NFLX,random_placebo_0,-554,0.0002994269645233416,-0.11268782531938715
13,NFLX,random_placebo_1,-502,0.024345201917952863,0.02156819465435067
13,NFLX,random_placebo_2,149,0.1692850355436415,0.15197477753357003
14,NVDA,treated,0,-0.030002929179727467,0.06689588291705628
14,NVDA,shift_-90,-90,0.04213148446257364,0.1140543249138386
14,NVDA,shift_-60,-60,-0.004069474042822208,-0.02663994501010092
14,NVDA,shift_-30,-30,0.01958406108823474,0.3669666839513681
14,NVDA,shift_+30,30,-0.022694506635817402,0.07126441846789888
14,NVDA,shift_+60,60,-0.05720380016168647,0.05745124870200213
14,NVDA,shift_+90,90,0.0008307517832355504,0.05313291425379574
14,NVDA,random_placebo_0,-484,0.03146509353764437,0.03872400260281106
14,NVDA,random_placebo_1,-403,-0.022090096552233596,0.032045904004810666
14,NVDA,random_placebo_2,11,0.03093366807337672,0.03905576866393057
15,TSLA,treated,0,-0.056556504632746196,0.08209217222571952
15,TSLA,shift_-90,-90,0.06935002379575261,-0.06447233864278223
15,TSLA,shift_-60,-60,-0.009282580977989285,-0.18762063860724532
15,TSLA,shift_-30,-30,0.050215572865465186,0.2957085332555123
15,TSLA,shift_+30,30,-0.026617805028736008,-0.003989802081303839
15,TSLA,shift_+60,60,-0.017944334855598765,-0.020463508630744975
15,TSLA,shift_+90,90,-0.04406186197759532,0.018009093285850097
15,TSLA,random_placebo_0,338,0.20429488480233704,0.5695628539463982
15,TSLA,random_placebo_1,-112,0.07347263519182334,0.6848271483663622
15,TSLA,random_placebo_2,524,-0.04302766173795547,-0.039429825772565597
16,GOOGL,treated,0,0.025593969194386057,-0.0012582562866898517
16,GOOGL,shift_-90,-90,0.005728263311697401,0.02579294044329694
16,GOOGL,shift_-60,-60,-0.004424314304692256,-0.06767098699033625
16,GOOGL,shift_-30,-30,-0.04606874233796443,-0.023501721372634288
16,GOOGL,shift_+30,30,-0.0614843949760302,-0.01809724694454018
16,GOOGL,shift_+60,60,0.04938288088009335,0.11447698711232812
16,GOOGL,shift_+90,90,0.0015468229586395044,-0.016085942869872305
16,GOOGL,random_placebo_0,-812,0.029368942935293463,0.09955898083841097
16,GOOGL,random_placebo_1,-249,0.02820615989544817,0.03226025962951806
16,GOOGL,random_placebo_2,-816,0.03774255726743636,0.16769947171824118
17,TSLA,treated,0,-0.08611847176029286,-0.26939474606841807
17,TSLA,shift_-90,-90,-0.013906883525786284,0.0005934846247489522
17,TSLA,shift_-60,-60,-0.06322374162182887,-0.19588274211566226
17,TSLA,shift_-30,-30,0.022030054951770017,0.03309936705679428
17,TSLA,shift_+30,30,0.019124520097692832,-0.16622054414365572
17,TSLA,shift_+90,90,-0.001127663906832388,0.037244017618917935
17,TSLA,random_placebo_0,345,-0.013612297529518314,-0.08621057316552261
17,TSLA,random_placebo_1,-613,0.008240598732956794,0.03231834470382711
17,TSLA,random_placebo_2,101,-0.029072990743781446,0.3494418960757084
18,TSLA,treated,0,0.09924793533053178,0.21891207733623874
18,TSLA,shift_-90,-90,-0.024235509250606246,-0.10534260800740425
18,TSLA,shift_-60,-60,0.08867495613340592,0.3312183960954873
18,TSLA,shift_-30,-30,0.0008583589988735429,-0.11146487747756628
18,TSLA,shift_+60,60,0.021185757007919248,0.0007870808622332248
18,TSLA,shift_+90,90,-0.07055495282724689,-0.3006738320519228
18,TSLA,random_placebo_0,93,-0.05678480200525393,-0.2747705891403909
18,TSLA,random_placebo_1,-892,-0.043760149920133884,-0.004362598885609303
18,TSLA,random_placebo_2,-399,-0.06041887529069545,-0.08110153445470014
19,AAPL,treated,0,0.0156621074074359,0.008443903262071561
19,AAPL,shift_-90,-90,0.024302549196664414,0.07171403938880894
19,AAPL,shift_-60,-60,0.02408593740721887,0.03807292627753056
19,AAPL,shift_+30,30,0.018504121145006325,0.004168518669566246
19,AAPL,shift_+90,90,-0.038822934655915575,-0.03832704274148879
19,AAPL,random_placebo_0,-679,0.01090712387174897,0.0212733258451423
19,AAPL,random_placebo_1,-762,0.02736964504974937,0.019432247901899347
19,AAPL,random_placebo_2,-112,0.023309468727521043,0.025877747043454136
20,AMZN,treated,0,0.001285221087963806,0.05853068642488313
20,AMZN,shift_-90,-90,-0.17269315620356984,-0.2793447853676583
20,AMZN,shift_-60,-60,-0.0034526892911710405,-0.04047660070427539
20,AMZN,shift_-30,-30,0.017685480726576275,-0.010335871630592575
20,AMZN,shift_+30,30,0.03693929743229407,0.11267141595729901
20,AMZN,shift_+60,60,0.02200465007284169,0.004745125542854556
20,AMZN,shift_+90,90,-0.038143749612685296,0.03930035642613372
20,AMZN,random_placebo_0,-569,-0.010591314684035513,0.0004504043667028501
20,AMZN,random_placebo_1,516,-0.04064094804850171,-0.043194653077166745
20,AMZN,random_placebo_2,-435,0.04554455703683724,0.07495707634144266
21,NVDA,treated,0,-0.05858645906353832,-0.045050853594938434
21,NVDA,shift_-90,-90,0.04777367072139649,0.20578401577904026
21,NVDA,shift_-60,-60,0.026455651740043384,0.09481800938638885
21,NVDA,shift_+90,90,-0.010470525517025986,-0.06152244704065313
21,NVDA,random_placebo_0,-322,0.02871093287278681,0.3822570487410033
21,NVDA,random_placebo_1,32,-0.04261926310241848,-0.004402855555442287
21,NVDA,random_placebo_2,-62,0.000663382214664443,0.08493593523165877
22,NVDA,treated,0,-0.05858645906353832,-0.045050853594938434
22,NVDA,shift_-90,-90,0.04777367072139649,0.20578401577904026
22,NVDA,shift_-60,-60,0.026455651740043384,0.09481800938638885
22,NVDA,shift_+90,90,-0.010470525517025986,-0.06152244704065313
22,NVDA,random_placebo_0,-637,0.0076957592498910765,0.17174136066992673
22,NVDA,random_placebo_1,-610,-0.004069474042822208,-0.02663994501010092
22,NVDA,random_placebo_2,-1431,0.05038845879751741,0.06478283480427005
23,DIS,treated,0,0.012437086139475806,-0.0012961948501992726
23,DIS,shift_-90,-90,0.0307368242248105,-0.03367807899601849
23,DIS,shift_-60,-60,-0.05291549435342524,-0.007330212378087175
23,DIS,shift_-30,-30,-0.016136546395534968,-0.010526747890055144
23,DIS,shift_+60,60,-0.04232464005840564,0.005269362708439029
23,DIS,shift_+90,90,-0.05351864338929668,-0.012337380644630302
23,DIS,random_placebo_0,109,0.024176655980150397,0.02528885724511709
23,DIS,random_placebo_1,382,0.04746455093192492,0.23991478456443716
23,DIS,random_placebo_2,-462,0.006186623905581001,0.008121113846472516
24,AMD,treated,0,-0.024611615768079464,0.027737649081877702
24,AMD,shift_-90,-90,-0.026984498719865968,-0.15854341441941244
24,AMD,shift_-60,-60,-0.05474109497560653,-0.06333519888750327
24,AMD,shift_-30,-30,0.007698231180630177,-0.036241983871848626
24,AMD,shift_+30,30,0.008644027412797906,0.10429173688894511
24,AMD,shift_+60,60,0.08111974852417236,0.2583646697139603
24,AMD,shift_+90,90,-0.012991086240461303,0.05379371028172342
24,AMD,random_placebo_0,-582,0.03861446588450157,0.05273327617407353
24,AMD,random_placebo_1,-697,-0.008826622299127784,-0.051212512353000506
24,AMD,random_placebo_2,-62,0.032867371549445856,-0.015071374310671515
25,MSFT,treated,0,-0.003126990736297186,0.07512218765826506
25,MSFT,shift_-90,-90,-0.011225112733310061,-0.034951568968891955
25,MSFT,shift_-60,-60,0.0064581230240325915,-0.05448491567240876
25,MSFT,shift_-30,-30,-0.006462658087043938,-0.00041799567748701527
25,MSFT,shift_+30,30,0.015499718995446887,-0.04840156298688614
25,MSFT,shift_+60,60,0.016264121072329107,0.055082823107202916
25,MSFT,random_placebo_0,-957,0.0072527232890595705,0.036378195189222806
25,MSFT,random_placebo_1,-645,0.012421407186314126,0.037810265338922955
25,MSFT,random_placebo_2,-256,0.010421635165996701,-0.07916366136093145
26,AAPL,treated,0,0.0030993425602778846,-0.004514289250955095
26,AAPL,shift_-90,-90,-0.007909712433670668,0.022772116002628184
26,AAPL,shift_-60,-60,0.007764835361903755,-0.05695782828043583
26,AAPL,shift_-30,-30,0.03433474645657997,0.005475768212943155
26,AAPL,shift_+60,60,-0.006045306728153399,-0.045839230489137295
26,AAPL,random_placebo_0,-840,0.06940022819934866,0.13734056373906123
26,AAPL,random_placebo_1,529,0.015821017344627042,-0.002252480098996701
26,AAPL,random_placebo_2,-985,0.024680334970563544,0.030222565284656833
27,AAPL,treated,0,0.020219739584213525,-0.12297321047743837
27,AAPL,shift_-60,-60,0.021654025416102618,0.01750104024949084
27,AAPL,shift_-30,-30,-0.03969563654254871,0.029369348734195944
27,AAPL,shift_+30,30,-0.012325156003561322,0.05964694267772963
27,AAPL,shift_+60,60,0.02317586682763162,-0.026395506768119747
27,AAPL,shift_+90,90,-0.08839064501428873,-0.116429124403849
27,AAPL,random_placebo_0,-515,0.01586816770266286,-0.05651142995739922
27,AAPL,random_placebo_1,-776,0.07316711572831092,0.18855162657645175
27,AAPL,random_placebo_2,-117,0.035279734494714,0.0022575666229330826
28,NVDA,treated,0,0.27621050176039974,0.2772756680020003
28,NVDA,shift_-90,-90,0.1304027677557973,0.323828135319538
28,NVDA,shift_-60,-60,-0.001801029604419746,0.1457886152264387
28,NVDA,shift_-30,-30,0.039274208851132864,0.06861984048851144
28,NVDA,shift_+30,30,0.07606484813654979,0.03821545194504061
28,NVDA,shift_+60,60,-0.01059519419378363,-0.10252095575964026
28,NVDA,shift_+90,90,0.021699686104789118,-0.02992932574736451
28,NVDA,random_placebo_0,-575,0.0027450658424679197,-0.13915052526719518
28,NVDA,random_placebo_1,-35,-0.03337886396336576,0.012632581469143589
28,NVDA,random_placebo_2,572,0.04900994005249215,0.07041831533017073
29,NFLX,treated,0,0.035795511471401587,0.012858716547910487
29,NFLX,shift_-90,-90,0.06685280490047796,0.007147545845940684
29,NFLX,shift_-60,-60,0.04572658051808798,0.2427750489277325
29,NFLX,shift_-30,-30,-0.04386774131238602,-0.014230821729030785
29,NFLX,shift_+30,30,-0.10716566327171362,-0.13415658901763206
29,NFLX,shift_+60,60,0.01954625055949466,0.08937858096711637
29,NFLX,shift_+90,90,0.0008211709552026214,0.012599689180125884
29,NFLX,random_placebo_0,-889,0.02029939720681173,0.09321971804641715
29,NFLX,random_placebo_1,-158,-0.04729678867538856,0.0654530409545544
29,NFLX,random_placebo_2,-221,0.07593652537018669,0.09555235168968401
30,MSFT,treated,0,-0.009170520446112662,-0.01033929846291226
30,MSFT,shift_-90,-90,0.00826002584919161,0.007770900350566601
30,MSFT,shift_-60,-60,0.004987146617164262,0.06461711531404402
30,MSFT,shift_-30,-30,0.004848958143012894,-0.010205216383468718
30,MSFT,shift_+30,30,-0.019018233482410718,-0.0006592144496209151
30,MSFT,shift_+60,60,0.03584468044181277,0.05711515155403113
30,MSFT,shift_+90,90,-0.011432811488211181,-0.04175159285672336
30,MSFT,random_placebo_0,-185,-0.002142950437643565,0.04663130195154741
30,MSFT,random_placebo_1,-243,-0.007733438896185163,-0.055624529691302826
30,MSFT,random_placebo_2,330,-0.006644362064910592,0.05731031396044817
31,NFLX,treated,0,0.03182572371098624,-0.059796570172390595
31,NFLX,shift_-60,-60,-0.00933376930797003,0.04971583425903936
31,NFLX,shift_-30,-30,-0.03906340973517197,-0.029370817154648288
31,NFLX,shift_+30,30,-0.07378680022940787,0.11534474480805113
31,NFLX,shift_+60,60,0.008072719607675083,-0.0038060584656667285
31,NFLX,shift_+90,90,0.017583917374226044,0.13002798414193273
31,NFLX,random_placebo_0,-838,0.050020817864242506,-0.03653944940057996
31,NFLX,random_placebo_1,463,-0.03532702547666311,-0.10031429260145341
31,NFLX,random_placebo_2,-222,-0.011915910924621631,0.07809396690233128
32,NFLX,treated,0,0.03182572371098624,-0.059796570172390595
32,NFLX,shift_-60,-60,-0.00933376930797003,0.04971583425903936
32,NFLX,shift_-30,-30,-0.03906340973517197,-0.029370817154648288
32,NFLX,shift_+30,30,-0.07378680022940787,0.11534474480805113
32,NFLX,shift_+60,60,0.008072719607675083,-0.0038060584656667285
32,NFLX,shift_+90,90,0.017583917374226044,0.13002798414193273
32,NFLX,random_placebo_0,-251,0.03820139739828177,0.08566076957192514
32,NFLX,random_placebo_1,-650,-0.018668018428855016,-0.023298823915393063
32,NFLX,random_placebo_2,454,0.041853614096799774,-0.04656854633773522
33,MSFT,treated,0,-0.007915769496365188,-0.004951942536106091
33,MSFT,shift_-90,-90,-0.025279602207289753,0.08879688587337675
33,MSFT,shift_-30,-30,-0.01071278322465763,-0.058802385221840336
33,MSFT,shift_+30,30,-0.00012479059935222026,0.08237740265010807
33,MSFT,shift_+90,90,0.025950321009574617,0.04841057559615791
33,MSFT,random_placebo_0,-241,-0.02671638424373113,-0.022216792315505773
33,MSFT,random_placebo_1,-28,-0.026424298164146043,-0.07481500195027457
33,MSFT,random_placebo_2,-597,0.0007812436675194157,-0.05735440950534554
34,AAPL,treated,0,-0.01647556851702847,0.030819016768260488
34,AAPL,shift_-90,-90,0.029722206349435454,0.04098204796740501
34,AAPL,shift_-60,-60,0.0037848675463505455,0.007536445690813354
34,AAPL,shift_-30,-30,-0.0025431198412747547,-0.046695929956947047
34,AAPL,shift_+60,60,0.008191081251454069,-0.06703492352524709
34,AAPL,random_placebo_0,-27,-0.06389028676591257,-0.02741487495143846
34,AAPL,random_placebo_1,-416,-0.012230168374244399,0.027837418085099985
34,AAPL,random_placebo_2,-611,0.04853380149026498,-0.008736827994691332
35,AAPL,treated,0,-0.01647556851702847,0.030819016768260488
35,AAPL,shift_-90,-90,0.029722206349435454,0.04098204796740501
35,AAPL,shift_-60,-60,0.0037848675463505455,0.007536445690813354
35,AAPL,shift_-30,-30,-0.0025431198412747547,-0.046695929956947047
35,AAPL,shift_+60,60,0.008191081251454069,-0.06703492352524709
35,AAPL,random_placebo_0,583,-0.007826420717035099,0.0721579351492948
35,AAPL,random_placebo_1,-687,0.039889205692636764,0.016280952715809427
35,AAPL,random_placebo_2,-992,0.026230184553344582,0.06456125298638482
36,AAPL,treated,0,-0.01647556851702847,0.030819016768260488
36,AAPL,shift_-90,-90,0.029722206349435454,0.04098204796740501
36,AAPL,shift_-60,-60,0.0037848675463505455,0.007536445690813354
36,AAPL,shift_-30,-30,-0.0025431198412747547,-0.046695929956947047
36,AAPL,shift_+60,60,0.008191081251454069,-0.06703492352524709
36,AAPL,random_placebo_0,-49,0.004744881921781019,-0.00873686889363623
36,AAPL,random_placebo_1,592,0.02046676248103485,0.04706768531962369
36,AAPL,random_placebo_2,-77,-0.0008433452219392956,0.010207522963278315
37,AAPL,treated,0,-0.01647556851702847,0.030819016768260488
37,AAPL,shift_-90,-90,0.029722206349435454,0.04098204796740501
37,AAPL,shift_-60,-60,0.0037848675463505455,0.007536445690813354
37,AAPL,shift_-30,-30,-0.0025431198412747547,-0.046695929956947047
37,AAPL,shift_+60,60,0.008191081251454069,-0.06703492352524709
37,AAPL,random_placebo_0,-56,0.018795723953030086,0.00957859856342358
37,AAPL,random_placebo_1,-467,-0.029295100279272623,0.0381025116218503
37,AAPL,random_placebo_2,122,-0.0006469257034449338,-0.022398095182706523
38,AAPL,treated,0,-0.01647556851702847,0.030819016768260488
38,AAPL,shift_-90,-90,0.029722206349435454,0.04098204796740501
38,AAPL,shift_-60,-60,0.0037848675463505455,0.007536445690813354
38,AAPL,shift_-30,-30,-0.0025431198412747547,-0.046695929956947047
38,AAPL,shift_+60,60,0.008191081251454069,-0.06703492352524709
38,AAPL,random_placebo_0,517,0.0032461154217133803,0.04541447786996988
38,AAPL,random_placebo_1,-895,-0.0163699821859572,0.04552799179925193
38,AAPL,random_placebo_2,-372,0.04460269377882842,0.02761269919593623
39,AAPL,treated,0,-0.01647556851702847,0.030819016768260488
39,AAPL,shift_-90,-90,0.029722206349435454,0.04098204796740501
39,AAPL,shift_-60,-60,0.0037848675463505455,0.007536445690813354
39,AAPL,shift_-30,-30,-0.0025431198412747547,-0.046695929956947047
39,AAPL,shift_+60,60,0.008191081251454069,-0.06703492352524709
39,AAPL,random_placebo_0,565,-0.003167069472470474,-0.08340538235886485
39,AAPL,random_placebo_1,93,-0.04901828450425094,-0.10087321321811182
39,AAPL,random_placebo_2,-617,0.01247961795913044,0.054340149068886845
40,AMD,treated,0,0.06583961552039352,0.15689169457424423
40,AMD,shift_-90,-90,0.02343605683888017,0.08248558269652295
40,AMD,shift_-60,-60,-0.06517837634321721,0.15580853723682275
40,AMD,shift_-30,-30,0.03673019579275527,0.22489471655014248
40,AMD,shift_+30,30,-0.03017643221827937,-0.07147980433376266
40,AMD,shift_+90,90,-0.11049241794681419,-0.18493419322590143
40,AMD,random_placebo_0,-196,-0.019875306091008182,-0.0790049860608002
40,AMD,random_placebo_1,-154,-0.004654469633934122,-0.12363006858645698
40,AMD,random_placebo_2,-245,-0.08623975957630425,-0.04927196805788836
41,AMZN,treated,0,-0.020923680866267835,0.049358862182125374
41,AMZN,shift_-90,-90,0.03953269027569983,0.07464700372772093
41,AMZN,shift_-30,-30,-0.007649364403952363,0.01529895277190585
41,AMZN,shift_+30,30,-0.007136919020434895,-0.025024625315861693
41,AMZN,shift_+60,60,-0.03782298094761616,0.020674712750391677
41,AMZN,shift_+90,90,-0.02494572396632877,-0.02569706372931302
41,AMZN,random_placebo_0,-672,-0.0021458011299779756,-0.07933484692831527
41,AMZN,random_placebo_1,-397,0.016169800791044686,0.06316543326067792
41,AMZN,random_placebo_2,-891,-0.003824560582941894,0.09645794348918568
42,MSFT,treated,0,0.013268127404207464,0.0720029309996374
42,MSFT,shift_-90,-90,0.03256786324685046,0.01261887676624407
42,MSFT,shift_+30,30,-0.0005299154820919139,-0.04581241895924504
42,MSFT,shift_+60,60,0.002982906639936167,0.06432802803785331
42,MSFT,shift_+90,90,-0.03406196492174518,-0.04179044750854177
42,MSFT,random_placebo_0,446,-0.011888768551765794,-0.007386890616555508
42,MSFT,random_placebo_1,362,-0.004210199253396274,0.05434374984351664
42,MSFT,random_placebo_2,142,-0.006065866603134684,0.028391087686326255
43,MSFT,treated,0,0.013268127404207464,0.0720029309996374
43,MSFT,shift_-90,-90,0.03256786324685046,0.01261887676624407
43,MSFT,shift_+30,30,-0.0005299154820919139,-0.04581241895924504
43,MSFT,shift_+60,60,0.002982906639936167,0.06432802803785331
43,MSFT,shift_+90,90,-0.03406196492174518,-0.04179044750854177
43,MSFT,random_placebo_0,-957,0.0011578148963631296,0.028175625556949857
43,MSFT,random_placebo_1,-948,0.009255618572659996,0.02406838803768596
43,MSFT,random_placebo_2,-602,-0.007313022820141679,0.024432946039932846
44,NVDA,treated,0,0.02774375888322156,0.06546922909627484
44,NVDA,shift_-60,-60,0.0390660185553926,0.0842056151736994
44,NVDA,random_placebo_0,-459,0.0070032728307343195,0.02540591782734336
44,NVDA,random_placebo_1,-140,0.0004642948949284964,-0.0120900859604548
44,NVDA,random_placebo_2,-1187,0.01309544344774416,0.07180612852645152
45,MSFT,treated,0,-0.0006842045017998455,-0.04881192300615267
45,MSFT,shift_-60,-60,0.008629144002463063,0.09659326622022046
45,MSFT,shift_-30,-30,0.03256786324685046,0.01261887676624407
45,MSFT,shift_+90,90,-0.0005299154820919139,-0.04581241895924504
45,MSFT,random_placebo_0,-543,-0.0023010568835880596,0.019424588127513687
45,MSFT,random_placebo_1,601,-0.01652800871211979,-0.011715098664208723
45,MSFT,random_placebo_2,306,-0.015067958598014908,-0.02235854145541616
46,AAPL,treated,0,-0.00695933048663544,-0.01734403851191124
46,AAPL,shift_-90,-90,0.00010027001583678974,-0.055016489294884896
46,AAPL,shift_-60,-60,0.03524515640448489,-0.008621284129231577
46,AAPL,shift_-30,-30,-0.010183309271165175,0.005077273326126841
46,AAPL,shift_+30,30,0.0008194721157870344,-0.022359878793767773
46,AAPL,shift_+60,60,-0.019280399635396073,-0.06981187617760243
46,AAPL,shift_+90,90,0.003990933086369219,0.03836174482393184
46,AAPL,random_placebo_0,-569,-0.012645815502173141,-0.016370434074196694
46,AAPL,random_placebo_1,-474,-0.011735705800373308,0.029671189996353653
46,AAPL,random_placebo_2,-640,-0.014154602511819658,-0.03539446698484039
47,AAPL,treated,0,-0.00695933048663544,-0.01734403851191124
47,AAPL,shift_-90,-90,0.00010027001583678974,-0.055016489294884896
47,AAPL,shift_-60,-60,0.03524515640448489,-0.008621284129231577
47,AAPL,shift_-30,-30,-0.010183309271165175,0.005077273326126841
47,AAPL,shift_+30,30,0.0008194721157870344,-0.022359878793767773
47,AAPL,shift_+60,60,-0.019280399635396073,-0.06981187617760243
47,AAPL,shift_+90,90,0.003990933086369219,0.03836174482393184
47,AAPL,random_placebo_0,-727,-0.04005256793246692,-0.008257329595208862
47,AAPL,random_placebo_1,121,0.006125335725779779,0.09548039360580374
