event_id,creator,treated_ticker,placebo_ticker,event_date,treated_bhar_5d,placebo_bhar_5d,diff_treated_minus_placebo,top5_matched
1,The Investor Channel,TSLA,AMZN,2023-10-13,-0.13192857586237394,-0.0117026232725842,-0.12022595258978974,True
2,The Investor Channel,GOOGL,DIS,2023-10-13,0.011080243425697467,0.003739257289648301,0.007340986136049166,False
3,The Investor Channel,AMZN,AAPL,2023-06-23,-0.015281169431339947,0.015805392179695676,-0.031086561611035624,True
4,The Investor Channel,NVDA,TSLA,2023-06-23,-0.021041902172050708,-0.0030972593338389753,-0.017944642838211733,True
5,The Investor Channel,TSLA,AMD,2023-06-23,-0.0030972593338389753,0.012206053122404636,-0.015303312456243612,True
6,"Parkev Tatevosian, CFA",PYPL,SOFI,2026-03-09,-0.0024083255312815632,-0.04811214906295458,0.045703823531673016,False
7,"Parkev Tatevosian, CFA",MSFT,CRM,2026-02-06,0.013292244006999243,0.004325101252841135,0.008967142754158108,False
8,"Parkev Tatevosian, CFA",UBER,MSFT,2026-02-06,-0.05108586174956453,0.013292244006999243,-0.06437810575656377,False
9,"Parkev Tatevosian, CFA",NVDA,AMD,2026-02-06,-0.0011794369039952457,0.0074702828289846535,-0.0086497197329799,True
10,"Parkev Tatevosian, CFA",NFLX,COIN,2026-02-06,-0.05199827277921254,0.00799862078177016,-0.0599968935609827,False
11,The Investor Channel,NFLX,META,2023-02-10,0.0036390011373131914,-0.0053807719218963435,0.009019773059209535,False
12,The Investor Channel,AMZN,NVDA,2023-06-16,0.03291224056878672,-0.030002929179727467,0.06291516974851419,True
13,The Investor Channel,NFLX,PYPL,2023-06-16,-0.018837021474056526,0.01840024909652027,-0.0372372705705768,False
14,The Investor Channel,NVDA,TSLA,2023-06-16,-0.030002929179727467,-0.056556504632746196,0.02655357545301873,True
15,The Investor Channel,TSLA,NVDA,2023-06-16,-0.056556504632746196,-0.030002929179727467,-0.02655357545301873,True
16,"Mark Roussin, CPA",GOOGL,HOOD,2024-01-08,0.025593969194386057,-0.12066310841446615,0.1462570776088522,False
17,"Mark Roussin, CPA",TSLA,AAPL,2024-01-08,-0.08611847176029286,-0.011096382402862037,-0.07502208935743082,True
18,"Mark Roussin, CPA",TSLA,AMD,2023-08-18,0.09924793533053178,-0.03829567676848444,0.13754361209901622,True
19,"Mark Roussin, CPA",AAPL,NVDA,2023-08-18,0.0156621074074359,0.05484636288980038,-0.03918425548236448,True
20,The Investor Channel,AMZN,AAPL,2023-03-03,0.001285221087963806,0.0284748457556514,-0.027189624667687595,True
21,Jose Najarro Stocks,NVDA,AMZN,2025-08-27,-0.05858645906353832,0.024780448648007214,-0.08336690771154553,True
22,Jose Najarro Stocks,NVDA,AAPL,2025-08-27,-0.05858645906353832,0.03645448530041184,-0.09504094436395016,True
23,The Investor Channel,DIS,SOFI,2023-10-06,0.012437086139475806,0.011707240941065233,0.0007298451984105725,False
24,The Investor Channel,AMD,AMZN,2023-10-06,-0.024611615768079464,0.009738187188248038,-0.0343498029563275,True
25,The Investor Channel,MSFT,PYPL,2023-10-06,-0.003126990736297186,-0.03952936767219428,0.036402376935897096,False
26,The Investor Channel,AAPL,AMD,2023-10-06,0.0030993425602778846,-0.024611615768079464,0.02771095832835735,True
27,Dividendology,AAPL,AMD,2024-12-17,0.020219739584213525,0.011757359096978948,0.008462380487234578,True
28,The Investor Channel,NVDA,AMZN,2023-05-24,0.27621050176039974,0.02546167418151546,0.2507488275788843,True
29,"Mark Roussin, CPA",NFLX,HOOD,2023-07-28,0.035795511471401587,-0.09177768947594456,0.12757320094734614,False
30,"Mark Roussin, CPA",MSFT,PLTR,2023-07-28,-0.009170520446112662,0.04402434673015165,-0.053194867176264315,False
31,The Investor Channel,NFLX,META,2023-08-25,0.03182572371098624,0.012606760946525908,0.019218962764460334,False
32,The Investor Channel,NFLX,COIN,2023-08-25,0.03182572371098624,0.02472703478988869,0.007098688921097551,False
33,The Investor Channel,MSFT,UBER,2023-08-25,-0.007915769496365188,0.044561905750812425,-0.05247767524717761,False
34,"Mark Roussin, CPA",AAPL,AMZN,2023-09-08,-0.01647556851702847,0.01694162441278313,-0.0334171929298116,True
35,"Mark Roussin, CPA",AAPL,AMZN,2023-09-08,-0.01647556851702847,0.01694162441278313,-0.0334171929298116,True
36,"Mark Roussin, CPA",AAPL,NVDA,2023-09-08,-0.01647556851702847,-0.03537368841602839,0.01889811989899992,True
37,"Mark Roussin, CPA",AAPL,NVDA,2023-09-08,-0.01647556851702847,-0.03537368841602839,0.01889811989899992,True
38,"Mark Roussin, CPA",AAPL,NVDA,2023-09-08,-0.01647556851702847,-0.03537368841602839,0.01889811989899992,True
39,"Mark Roussin, CPA",AAPL,AMD,2023-09-08,-0.01647556851702847,-0.042043931859503725,0.025568363342475253,True
40,Jose Najarro Stocks,AMD,AAPL,2025-07-11,0.06583961552039352,-0.006255351304126133,0.07209496682451966,True
41,The Investor Channel,AMZN,AMD,2023-10-02,-0.020923680866267835,0.024174141760140433,-0.04509782262640827,True
42,The Investor Channel,MSFT,HOOD,2023-10-02,0.013268127404207464,0.002734210477586041,0.010533916926621423,False
43,The Investor Channel,MSFT,PYPL,2023-10-02,0.013268127404207464,-0.021900284506267798,0.03516841191047526,False
44,"Value Investing with Sven Carlin, Ph.D.",NVDA,AMD,2025-10-06,0.02774375888322156,0.07515296339046496,-0.047409204507243397,True
45,"Mark Roussin, CPA",MSFT,CRM,2023-07-07,-0.0006842045017998455,0.06971704095535758,-0.07040124545715742,False
46,"Mark Roussin, CPA",AAPL,TSLA,2023-11-20,-0.00695933048663544,0.0457237822968235,-0.05268311278345894,True
47,"Mark Roussin, CPA",AAPL,AMD,2023-11-20,-0.00695933048663544,0.0024748322044922944,-0.009434162691127734,True
48,"Mark Roussin, CPA",UBER,NFLX,2023-11-20,0.025191812423575488,0.008072719607675083,0.017119092815900405,False
49,The Investor Channel,PYPL,NFLX,2023-08-07,-0.012082846448079332,-0.023680529746766488,0.011597683298687156,False
50,Dividendology,MSFT,NFLX,2024-11-01,-0.01788853673366586,0.003956297366076722,-0.021844834099742583,False
51,Dividendology,MSFT,ROKU,2024-11-01,-0.01788853673366586,0.0760473435064355,-0.09393588024010135,False
52,The Investor Channel,TSLA,NVDA,2023-04-14,-0.1070453430571553,0.014121646154968248,-0.12116698921212354,True
53,The Investor Channel,MSFT,UBER,2023-04-14,-0.0006977227409379338,-0.020017695957032733,0.0193199732160948,False
54,"Mark Roussin, CPA",NVDA,AMZN,2024-02-01,0.08629655310225437,0.047655731820468006,0.038640821281786364,True
55,"Mark Roussin, CPA",AMZN,TSLA,2024-02-01,0.047655731820468006,-0.014936162850475831,0.06259189467094384,True
