event_id,creator,treated_ticker,placebo_ticker,event_date,treated_bhar_5d,placebo_bhar_5d,diff_treated_minus_placebo,top5_matched
56,Jose Najarro Stocks,NVDA,AMZN,2025-08-25,-0.046795474128627834,-0.007982313032134591,-0.03881316109649324,True
57,Jose Najarro Stocks,NVDA,TSLA,2025-08-25,-0.046795474128627834,-0.04631616956899065,-0.00047930455963718366,True
58,The Investor Channel,TSLA,NVDA,2023-08-07,-0.040721755167197005,-0.03086966238552391,-0.009852092781673094,True
59,The Investor Channel,AMZN,AMD,2023-08-07,-0.005833089719727513,-0.03558053973806208,0.029747450018334565,True
60,Couch Investor,NVDA,AAPL,2025-08-28,-0.07039747405447083,0.033247772485778704,-0.10364524654024954,True
61,Couch Investor,GOOGL,CRM,2025-08-28,0.11296517555689078,-0.012222598256221073,0.12518777381311186,False
62,The Investor Channel,TSLA,NVDA,2023-07-21,0.014207901861042815,0.044608036652341365,-0.03040013479129855,True
63,"Mark Roussin, CPA",MSFT,UBER,2023-10-26,0.018167441276683904,0.10012382715709522,-0.08195638588041132,False
64,"Mark Roussin, CPA",GOOGL,META,2023-10-26,-0.0015328631411175575,0.03395947415860312,-0.03549233729972068,False
65,"Mark Roussin, CPA",TSLA,NVDA,2023-10-26,0.01782529716633441,0.03471726811544995,-0.016891970949115542,True
66,Couch Investor,SOFI,PLTR,2025-09-12,0.09912085969424189,0.05156590264379113,0.047554957050450763,False
67,Couch Investor,NVDA,AMD,2025-09-12,-0.018834228934484276,-0.019808497988206497,0.0009742690537222209,True
68,"Parkev Tatevosian, CFA",NFLX,PLTR,2026-03-04,-0.025367851331290492,0.002464988404246804,-0.027832839735537296,False
69,Jose Najarro Stocks,NVDA,AMZN,2025-08-21,0.008623662074351168,0.022441370994759513,-0.013817708920408345,True
70,Jose Najarro Stocks,MSFT,AMC,2025-08-21,-0.01032765027980731,-0.021036931721882368,0.010709281442075058,False
71,"Parkev Tatevosian, CFA",DIS,PLTR,2026-02-12,0.019278549339926565,0.035339059650536075,-0.01606051031060951,False
72,Jose Najarro Stocks,UBER,ROKU,2025-07-15,-0.015356184126979144,-0.0077771419764534055,-0.007579042150525739,False
73,The Investor Channel,NFLX,COIN,2023-04-18,-0.01378538054296441,-0.1544727411353305,0.14068736059236608,False
74,The Investor Channel,NFLX,GOOGL,2023-04-18,-0.01378538054296441,0.01340773717035837,-0.02719311771332278,False
75,The Investor Channel,GOOGL,NFLX,2023-04-18,0.01340773717035837,-0.01378538054296441,0.02719311771332278,False
76,"Mark Roussin, CPA",NVDA,AMZN,2024-02-22,0.006165634881490023,0.01134417703806423,-0.005178542156574206,True
77,"Parkev Tatevosian, CFA",MSFT,ROKU,2026-03-06,-0.017784135559438363,-0.07368805670665146,0.0559039211472131,False
78,"Parkev Tatevosian, CFA",AMZN,TSLA,2026-03-06,-0.010977444089255939,0.001067419577239992,-0.01204486366649593,True
79,Dividendology,DIS,META,2024-08-09,-0.004158187539620828,-0.02136348673015509,0.017205299190534262,False
80,Couch Investor,PYPL,AMC,2025-09-17,-0.016768650647386085,0.02976788511807582,-0.046536535765461906,False
81,Couch Investor,META,UBER,2025-09-17,-0.024445538174265424,0.046270283243074584,-0.07071582141734001,False
82,"Mark Roussin, CPA",DIS,NFLX,2023-09-15,-0.021388025184085002,-0.013947261814568401,-0.007440763369516601,False
83,"Mark Roussin, CPA",AAPL,AMD,2023-09-15,0.027950904636817042,-0.022915465787413547,0.05086637042423059,True
84,Jose Najarro Stocks,GOOGL,XYZ,2025-07-25,0.003175832680721302,-0.05896566730084796,0.06214149998156926,False
85,Dividend Bull,NVDA,AMD,2023-07-24,0.03954950174749494,0.02636056282016397,0.013188938927330973,True
86,Dividend Bull,NVDA,TSLA,2023-07-24,0.03954950174749494,-0.01396212481302972,0.05351162656052466,True
87,Jose Najarro Stocks,GOOGL,HOOD,2025-08-20,0.02758722153665949,-0.03632518260048323,0.06391240413714272,False
88,"Parkev Tatevosian, CFA",META,SOFI,2026-02-24,0.03489632021133915,0.0075335235638813725,0.027362796647457777,False
89,The Investor Channel,GOOGL,XYZ,2023-03-17,0.02282136872134144,-0.1945480297979887,0.21736939851933013,False
90,The Investor Channel,GOOGL,UBER,2023-03-17,0.02282136872134144,-0.04718002010260991,0.07000138882395135,False
91,The Investor Channel,AAPL,AMZN,2023-03-17,0.01910144057343177,-0.023056689054779422,0.042158129628211194,True
92,The Investor Channel,AAPL,NVDA,2023-03-17,0.01910144057343177,0.026202001892745352,-0.007100561319313581,True
93,The Investor Channel,NFLX,SOFI,2023-03-17,0.0672402159658565,0.0365123237773044,0.030727892188552097,False
94,The Investor Channel,NVDA,TSLA,2023-03-17,0.026202001892745352,0.0423002074015939,-0.01609820550884855,True
95,"Mark Roussin, CPA",MSFT,SOFI,2023-07-21,-0.026190867646741056,0.002242772843640717,-0.028433640490381773,False
96,"Mark Roussin, CPA",NVDA,AMZN,2023-07-21,0.044608036652341365,0.006517492391676649,0.038090544260664716,True
97,"Mark Roussin, CPA",NVDA,AAPL,2023-11-24,-0.029507495528476424,-0.001660939232217995,-0.02784655629625843,True
98,"Mark Roussin, CPA",AAPL,AMZN,2023-11-24,-0.001660939232217995,-0.006370036802768819,0.004709097570550824,True
99,"Mark Roussin, CPA",MSFT,COIN,2023-11-24,-0.016082873130294773,0.14934797272546807,-0.16543084585576284,False
100,Jose Najarro Stocks,NVDA,AAPL,2025-08-13,-0.023574250287074605,-0.020858435277721243,-0.0027158150093533617,True
101,Jose Najarro Stocks,NVDA,AMD,2025-08-13,-0.023574250287074605,-0.09370514329906765,0.07013089301199305,True
102,The Investor Channel,NVDA,TSLA,2023-02-27,-0.01469083676587557,-0.08350688627383351,0.06881604950795794,True
103,The Investor Channel,NFLX,PYPL,2023-02-27,-0.050998777762459535,0.02385639253110261,-0.07485517029356215,False
104,The Investor Channel,MSFT,DIS,2023-02-27,0.009876663752679704,-0.014855460370608364,0.02473212412328807,False
105,The Investor Channel,AMZN,AMD,2023-02-27,-0.017052821682068897,0.013395447362052781,-0.03044826904412168,True
106,The Investor Channel,GOOGL,ROKU,2023-02-27,0.041582560306292704,0.003743526752057136,0.03783903355423557,False
107,The Investor Channel,TSLA,NVDA,2023-01-26,0.14498311419941268,0.06658131114654364,0.07840180305286903,True
108,The Investor Channel,TSLA,AMD,2023-01-26,0.14498311419941268,0.14523792927630041,-0.00025481507688773775,True
109,Couch Investor,NVDA,TSLA,2025-08-07,-0.013172188474830149,0.021213746445127635,-0.034385934919957784,True
110,"Mark Roussin, CPA",TSLA,NVDA,2024-01-25,0.03171525312683965,0.020485746143959593,0.011229506982880055,True
111,"Parkev Tatevosian, CFA",AMZN,TSLA,2026-02-18,0.01857002634235272,0.004785793250085213,0.013784233092267506,True
112,"Parkev Tatevosian, CFA",META,ROKU,2026-02-18,0.006281652168796059,0.012950602774254971,-0.006668950605458912,False
113,Dividendology,MSFT,ROKU,2024-08-02,-0.006215659580402932,0.03671481931843501,-0.04293047889883794,False
114,Jose Najarro Stocks,NVDA,TSLA,2025-07-16,-0.0194468826787928,0.017850497515874864,-0.03729738019466766,True
115,Jose Najarro Stocks,NVDA,AMD,2025-07-16,-0.0194468826787928,-0.024937106139881315,0.005490223461088517,True
116,Jose Najarro Stocks,AMD,TSLA,2025-07-16,-0.024937106139881315,0.017850497515874864,-0.04278760365575618,True
117,"Mark Roussin, CPA",NVDA,AMD,2024-02-08,0.03591731329332437,0.036350555417636654,-0.00043324212431228304,True
118,"Mark Roussin, CPA",GOOGL,MSFT,2024-02-08,-0.028925108578771508,-0.02382132145888316,-0.005103787119888348,False
119,The Investor Channel,AMD,TSLA,2023-01-26,0.14523792927630041,0.14498311419941268,0.00025481507688773775,True
120,"Mark Roussin, CPA",TSLA,AMD,2023-07-05,-0.043657202785601146,-0.0009929746764127945,-0.04266422810918835,True
121,"Mark Roussin, CPA",GOOGL,UBER,2023-07-05,-0.029684028631523196,0.01317591946325325,-0.042859948094776446,False
122,The Investor Channel,MSFT,NFLX,2023-07-07,-0.0006842045017998455,-0.015770249533300973,0.015086045031501127,False
123,The Investor Channel,AAPL,AMD,2023-07-07,-0.02441440496516889,9.583800582468882e-06,-0.02442398876575136,True
124,The Investor Channel,AMZN,TSLA,2023-07-07,0.013289250425771115,0.0008583589988735429,0.012430891426897572,True
125,The Investor Channel,GOOGL,CRM,2023-07-07,0.02524829078658719,0.06971704095535758,-0.04446875016877039,False
126,Couch Investor,GOOGL,META,2025-08-19,0.019271195394288565,-0.004875348891610898,0.024146544285899463,False
127,Jose Najarro Stocks,NVDA,TSLA,2025-08-28,-0.07039747405447083,0.0166360607228222,-0.08703353477729303,True
128,Jose Najarro Stocks,GOOGL,COIN,2025-08-28,0.11296517555689078,-0.02788391087239883,0.14084908642928962,False
129,Jose Najarro Stocks,GOOGL,UBER,2025-09-04,0.022555100932837746,0.016244225010394908,0.006310875922442838,False
130,The Investor Channel,AAPL,AMZN,2023-03-31,-0.017941898299121073,-0.011380573288429563,-0.00656132501069151,True
131,The Investor Channel,AMZN,AMD,2023-02-02,-0.1066769758814261,-0.034501527000064924,-0.07217544888136118,True
132,Couch Investor,PYPL,META,2025-09-03,-0.07059571775816065,0.007098874219575002,-0.07769459197773565,False
133,Couch Investor,AAPL,NVDA,2025-09-03,-0.06213652301695216,0.026169558494543832,-0.08830608151149599,True
134,"Mark Roussin, CPA",TSLA,NVDA,2023-11-06,0.009920447556796885,0.05238056049146822,-0.042460112934671335,True
135,Jose Najarro Stocks,NVDA,AAPL,2025-07-16,-0.0194468826787928,0.0029815585215589024,-0.0224284412003517,True
136,"Parkev Tatevosian, CFA",AMD,AAPL,2026-02-23,0.004427527465951764,-0.011332068368127168,0.015759595834078932,True
137,"Parkev Tatevosian, CFA",AMD,NVDA,2026-02-23,0.004427527465951764,-0.05319769644001404,0.057625223905965806,True
138,Jose Najarro Stocks,PYPL,AMC,2025-08-19,0.008003031761452117,-0.00836184285907926,0.016364874620531378,False
139,Jose Najarro Stocks,PYPL,META,2025-08-19,0.008003031761452117,-0.004875348891610898,0.012878380653063015,False
140,Jose Najarro Stocks,SOFI,GOOGL,2025-08-19,0.11779204018414702,0.019271195394288565,0.09852084478985845,False
141,Jose Najarro Stocks,GOOGL,AMC,2025-08-19,0.019271195394288565,-0.00836184285907926,0.027633038253367825,False
142,The Investor Channel,AAPL,AMD,2023-09-22,-0.013651154581152847,0.0756455986430451,-0.08929675322419794,True
143,The Investor Channel,AMZN,AAPL,2023-09-22,-0.008658809566144732,-0.013651154581152847,0.004992345015008115,True
144,The Investor Channel,GOOGL,PYPL,2023-09-22,0.011513869722595604,0.01685126804091297,-0.005337398318317366,False
145,The Investor Channel,TSLA,AMZN,2023-09-22,0.02863718285538508,-0.008658809566144732,0.03729599242152981,True
146,The Investor Channel,TSLA,AAPL,2023-09-22,0.02863718285538508,-0.013651154581152847,0.042288337436537926,True
147,The Investor Channel,NVDA,AAPL,2023-02-17,0.1221938999244877,-0.006950422682128421,0.12914432260661612,True
148,"Parkev Tatevosian, CFA",AMD,TSLA,2026-02-25,-0.030115923096448616,-0.015885185980733185,-0.01423073711571543,True
149,"Parkev Tatevosian, CFA",NVDA,AAPL,2026-03-12,-0.015609693414964654,-0.017188824654943646,0.0015791312399789925,True
150,Couch Investor,AMD,TSLA,2025-08-14,-0.08070004116181062,-0.03152445195781772,-0.0491755892039929,True
151,Jose Najarro Stocks,NVDA,AMZN,2025-08-22,-0.021002903757835978,0.001102100553941887,-0.022105004311777865,True
152,Dividendology,MSFT,UBER,2024-08-12,-0.011341656747434259,0.02164334469342477,-0.03298500144085903,False
153,Dividendology,MSFT,CRM,2024-08-12,-0.011341656747434259,0.006593323375672533,-0.017934980123106792,False
154,Dividendology,MSFT,UBER,2024-08-12,-0.011341656747434259,0.02164334469342477,-0.03298500144085903,False
155,Dividendology,MSFT,DIS,2024-08-12,-0.011341656747434259,0.007267516483612013,-0.018609173231046272,False
156,Dividendology,MSFT,AMC,2024-08-12,-0.011341656747434259,-0.055345628098230515,0.044003971350796256,False
157,Dividendology,MSFT,GOOGL,2024-08-12,-0.011341656747434259,-0.022404425514124027,0.011062768766689768,False
158,Couch Investor,TSLA,AMZN,2025-09-15,0.047175678683513134,-0.02818934664846806,0.0753650253319812,True
159,Couch Investor,TSLA,AMD,2025-09-15,0.047175678683513134,-0.020270680036203914,0.06744635871971705,True
160,Couch Investor,NVDA,AMZN,2025-09-15,0.02119792170481949,-0.02818934664846806,0.04938726835328755,True
161,Couch Investor,NVDA,AMD,2025-09-15,0.02119792170481949,-0.020270680036203914,0.0414686017410234,True
162,Jose Najarro Stocks,AMD,TSLA,2025-08-05,-0.01976899295563994,0.080601872794823,-0.10037086575046295,True
163,Jose Najarro Stocks,GOOGL,XYZ,2025-08-05,0.021096364580795557,-0.033402091181391924,0.05449845576218748,False
164,Jose Najarro Stocks,AMZN,AMD,2025-08-05,0.01267635574125725,-0.01976899295563994,0.03244534869689719,True
165,"Parkev Tatevosian, CFA",MSFT,UBER,2026-03-09,-0.0094834936335354,0.024728098556365263,-0.034211592189900664,False
166,"Parkev Tatevosian, CFA",MSFT,UBER,2026-03-09,-0.0094834936335354,0.024728098556365263,-0.034211592189900664,False
167,"Mark Roussin, CPA",AMZN,AAPL,2024-01-05,0.045861592376078564,0.007440843682858134,0.03842074869322043,True
168,Dividendology,MSFT,SOFI,2024-09-20,-0.02232264444173604,-0.018088742362375898,-0.004233902079360141,False
169,Dividend Bull,NVDA,AMZN,2023-12-15,-0.010431888583905202,0.013799934064198327,-0.02423182264810353,True
170,The Investor Channel,TSLA,AMZN,2023-08-04,-0.04156211055285619,-0.005715154253454147,-0.035846956299402044,True
171,The Investor Channel,NVDA,TSLA,2023-08-04,-0.08301261139081884,-0.04156211055285619,-0.041450500837962645,True
172,Couch Investor,AMD,AAPL,2025-08-05,-0.01976899295563994,0.10957047897921868,-0.12933947193485862,True
173,Couch Investor,AMD,AAPL,2025-08-05,-0.01976899295563994,0.10957047897921868,-0.12933947193485862,True
174,Couch Investor,GOOGL,AMC,2025-08-05,0.021096364580795557,0.05754531562257448,-0.03644895104177892,False
175,Couch Investor,AMZN,AMD,2025-08-05,0.01267635574125725,-0.01976899295563994,0.03244534869689719,True
176,"Parkev Tatevosian, CFA",UBER,CRM,2026-03-03,-0.04775325412192877,-0.0011846775472579285,-0.04656857657467084,False
177,The Investor Channel,MSFT,CRM,2023-01-25,0.024352681271849752,0.07410892659308055,-0.049756245321230796,False
178,Jose Najarro Stocks,NVDA,TSLA,2025-07-21,0.018340122574645346,-0.021821935200025733,0.04016205777467108,True
179,Couch Investor,AMD,AAPL,2025-08-05,-0.01976899295563994,0.10957047897921868,-0.12933947193485862,True
180,Jose Najarro Stocks,AMD,NVDA,2025-08-05,-0.01976899295563994,0.004047326848267696,-0.023816319803907637,True
181,Jose Najarro Stocks,NVDA,AAPL,2025-08-18,-0.010796847205545412,-0.014864520756433852,0.00406767355088844,True
183,The Investor Channel,NVDA,AMZN,2023-08-18,0.05484636288980038,-0.007649364403952363,0.062495727293752745,True
184,The Investor Channel,GOOGL,MSFT,2023-08-18,0.011036772542996065,0.01258875786630731,-0.0015519853233112446,False
185,The Investor Channel,MSFT,ROKU,2023-08-18,0.01258875786630731,-0.037583945174367694,0.050172703040675004,False
186,The Investor Channel,DIS,HOOD,2023-02-08,-0.03083228205561639,0.007172657356203427,-0.038004939411819816,False
187,Jose Najarro Stocks,NVDA,TSLA,2025-07-25,0.025408555960416912,-0.018351318477625833,0.043759874438042745,True
188,The Investor Channel,AMZN,AAPL,2023-04-27,-0.03534340464790453,0.0020952758666561433,-0.037438680514560674,True
189,Jose Najarro Stocks,NVDA,AMZN,2025-07-16,-0.0194468826787928,0.006846421670327674,-0.026293304349120472,True
190,"Parkev Tatevosian, CFA",MSFT,PLTR,2026-03-10,-0.006213433810827063,0.03550478794286738,-0.04171822175369444,False
191,"Parkev Tatevosian, CFA",MSFT,DIS,2026-03-10,-0.006213433810827063,-0.0006308550271715285,-0.005582578783655534,False
192,"Mark Roussin, CPA",MSFT,META,2023-09-25,0.024798472560703666,0.03129439683697399,-0.006495924276270326,False
193,Jose Najarro Stocks,AMD,NVDA,2025-08-11,0.010800053053745318,-0.011879950558216112,0.02268000361196143,True
194,Jose Najarro Stocks,NVDA,AMZN,2025-08-11,-0.011879950558216112,0.03444076444815214,-0.04632071500636825,True
195,Couch Investor,PYPL,COIN,2025-08-18,0.0005712388828772452,-0.04463613216675777,0.045207371049635015,False
196,Couch Investor,SOFI,ROKU,2025-08-18,0.08053099619003623,0.01926932581725116,0.06126167037278507,False
197,Couch Investor,GOOGL,NFLX,2025-08-18,0.02581133017719961,-0.020410889222965523,0.04622221940016513,False
198,Couch Investor,AMD,NVDA,2025-08-11,0.010800053053745318,-0.011879950558216112,0.02268000361196143,True
199,Couch Investor,AMD,AMZN,2025-08-11,0.010800053053745318,0.03444076444815214,-0.02364071139440682,True
200,Couch Investor,AMD,AMZN,2025-08-11,0.010800053053745318,0.03444076444815214,-0.02364071139440682,True
201,Couch Investor,AMD,AMZN,2025-08-11,0.010800053053745318,0.03444076444815214,-0.02364071139440682,True
202,Couch Investor,NVDA,AMZN,2025-08-11,-0.011879950558216112,0.03444076444815214,-0.04632071500636825,True
203,Couch Investor,NVDA,TSLA,2025-08-11,-0.011879950558216112,-0.023020241900296168,0.011140291342080055,True
204,"Parkev Tatevosian, CFA",UBER,PYPL,2026-03-19,-0.0439538824105119,0.04248037474309341,-0.08643425715360531,False
205,"Parkev Tatevosian, CFA",UBER,GOOGL,2026-03-19,-0.0439538824105119,-0.06571395089872623,0.021760068488214324,False
206,"Mark Roussin, CPA",AAPL,TSLA,2024-01-18,0.005150994889665972,-0.16226853020698384,0.1674195250966498,True
207,"Mark Roussin, CPA",AAPL,TSLA,2024-01-18,0.005150994889665972,-0.16226853020698384,0.1674195250966498,True
208,"Mark Roussin, CPA",NVDA,AAPL,2024-01-18,0.05475591712155792,0.005150994889665972,0.049604922231891946,True
209,"Mark Roussin, CPA",GOOGL,ROKU,2024-01-18,0.0342562664319952,0.032526540630703815,0.0017297258012913819,False
210,The Investor Channel,PYPL,PLTR,2023-08-07,-0.012082846448079332,-0.12041257478186296,0.10832972833378363,False
211,"Parkev Tatevosian, CFA",AMD,AMZN,2026-02-09,-0.04381933736420829,-0.02027325122554713,-0.02354608613866116,True
212,"Parkev Tatevosian, CFA",AMD,TSLA,2026-02-09,-0.04381933736420829,-3.5400201214952354e-05,-0.043783937162993336,True
213,"Parkev Tatevosian, CFA",AMD,TSLA,2026-02-09,-0.04381933736420829,-3.5400201214952354e-05,-0.043783937162993336,True
214,"Parkev Tatevosian, CFA",NVDA,AMD,2026-02-09,-0.010683082699174506,-0.04381933736420829,0.03313625466503378,True
215,Couch Investor,NVDA,AMZN,2025-08-11,-0.011879950558216112,0.03444076444815214,-0.04632071500636825,True
216,The Investor Channel,TSLA,AAPL,2023-04-19,-0.12500852162121134,0.0005288893330764877,-0.12553741095428783,True
217,The Investor Channel,NVDA,AMZN,2023-04-19,-0.011292125188124724,0.030135073505845433,-0.04142719869397016,True
218,Couch Investor,PYPL,PLTR,2025-08-25,0.00011394548620324851,0.002915209461283652,-0.0028012639750804036,False
219,The Investor Channel,NFLX,PLTR,2023-03-24,0.017575480356134543,-0.003978481383944965,0.021553961740079508,False
220,The Investor Channel,AAPL,AMZN,2023-04-28,0.030859751389846868,0.009925603599015731,0.020934147790831137,True
221,The Investor Channel,AAPL,AMZN,2023-04-28,0.030859751389846868,0.009925603599015731,0.020934147790831137,True
222,The Investor Channel,AMZN,AMD,2023-04-28,0.009925603599015731,0.013193038322537709,-0.003267434723521978,True
223,The Investor Channel,TSLA,AMD,2023-04-28,0.04292890209494871,0.013193038322537709,0.029735863772410998,True
224,Couch Investor,GOOGL,PLTR,2025-09-02,0.11910831411049538,0.01783552872009242,0.10127278539040296,False
225,The Investor Channel,AAPL,NVDA,2023-04-10,0.009178690167498393,-0.03149275794078066,0.04067144810827905,True
226,Couch Investor,NVDA,AMD,2025-08-27,-0.05858645906353832,-0.03580207040795225,-0.022784388655586074,True
227,Couch Investor,NVDA,TSLA,2025-08-27,-0.05858645906353832,-0.03551560634564177,-0.02307085271789655,True
228,The Investor Channel,NVDA,AMZN,2023-07-14,-0.031966930899400725,-0.04120390088722581,0.009236969987825083,True
230,The Investor Channel,META,ROKU,2023-02-16,0.017258444389503746,-0.08308239316386834,0.10034083755337209,False
231,The Investor Channel,AMZN,AAPL,2023-02-16,-0.018229905540329994,-0.016393959333879993,-0.001835946206450001,True
232,"Parkev Tatevosian, CFA",MSFT,SOFI,2026-02-19,0.0011396628492861272,-0.017404496019197357,0.018544158868483485,False
233,The Investor Channel,GOOGL,MSFT,2023-04-25,0.002433117174912347,0.09716634593092421,-0.09473322875601187,False
234,"Parkev Tatevosian, CFA",NFLX,PYPL,2026-03-10,-0.017178192913345103,0.03409194784572667,-0.05127014075907177,False
