started_at,ended_at,provider,final_batch_size,videos_attempted,transcripts_imported,duplicate_existing_skipped,permanent_failures_by_type,transient_failures_by_type,provider_failures_by_type,actual_spend_usd,spend_by_token_slot_number,success_rate,cost_per_transcript_usd,remaining_retry_queue,stop_reason,exhaustion_mode_used,more_retry_recommended
2026-05-15T20:31:30Z,2026-05-15T20:32:16Z,supreme_coder/youtube-transcript-scraper,20,0,0,0,{},{},"{""STOP_CREDIT_EXHAUSTED"": 11, ""credit_limit_token"": 11}",0.0,{},0.0,0.0,280,STOP_CREDIT_EXHAUSTED,0,0
