started_at,ended_at,selected_best_provider,fallback_providers_used,provider_attempts_by_provider,provider_token_pair_status,videos_attempted,transcripts_imported,duplicate_existing_skipped,permanent_failures_by_type,transient_failures_by_type,actor_provider_failures_by_type,spend_by_provider,spend_by_token_slot_number,actual_spend_usd,cost_per_transcript,success_rate,remaining_queue,final_stop_reason,more_credits_or_providers_available
2026-05-15T23:22:45Z,2026-05-15T23:22:46Z,curious_coder/youtube-transcript-scraper,"[""curious_coder/youtube-transcript-scraper""]","{""curious_coder/youtube-transcript-scraper"": 10}","{""curious_coder/youtube-transcript-scraper::9"": ""EXHAUSTED_credit_or_rental""}",0,0,0,{},{},"{""provider_start_failure"": 1}",{},{},0.0,0.0,0.0,500,STOP_ALL_PROVIDER_TOKEN_PAIRS_EXHAUSTED,0
