event_id,ticker,creator,recommendation_type,event_date,horizon,model,alpha,top5_flag,low_lookahead_flag,duplicate_cluster_id,status
10,NFLX,"Parkev Tatevosian, CFA",buy,2026-02-06,1D,FF3,-0.011841,False,True,10,computed
10,NFLX,"Parkev Tatevosian, CFA",buy,2026-02-06,1D,FF5,-0.013891,False,True,10,computed
10,NFLX,"Parkev Tatevosian, CFA",buy,2026-02-06,1D,Carhart,-0.011509,False,True,10,computed
10,NFLX,"Parkev Tatevosian, CFA",buy,2026-02-06,5D,SPY_adjusted,-0.051998,False,True,10,computed
10,NFLX,"Parkev Tatevosian, CFA",buy,2026-02-06,5D,FF3,-0.042933,False,True,10,computed
10,NFLX,"Parkev Tatevosian, CFA",buy,2026-02-06,5D,FF5,-0.046713,False,True,10,computed
10,NFLX,"Parkev Tatevosian, CFA",buy,2026-02-06,5D,Carhart,-0.042147,False,True,10,computed
11,NFLX,The Investor Channel,buy,2023-02-10,1D,SPY_adjusted,0.020533,False,False,11,computed
11,NFLX,The Investor Channel,buy,2023-02-10,1D,FF3,0.009303,False,False,11,computed
11,NFLX,The Investor Channel,buy,2023-02-10,1D,FF5,0.014301,False,False,11,computed
11,NFLX,The Investor Channel,buy,2023-02-10,1D,Carhart,0.011255,False,False,11,computed
11,NFLX,The Investor Channel,buy,2023-02-10,5D,SPY_adjusted,0.003639,False,False,11,computed
11,NFLX,The Investor Channel,buy,2023-02-10,5D,FF3,-0.029679,False,False,11,computed
11,NFLX,The Investor Channel,buy,2023-02-10,5D,FF5,-0.021577,False,False,11,computed
11,NFLX,The Investor Channel,buy,2023-02-10,5D,Carhart,-0.024702,False,False,11,computed
12,AMZN,The Investor Channel,sell,2023-06-16,1D,SPY_adjusted,0.007499,True,False,12,computed
12,AMZN,The Investor Channel,sell,2023-06-16,1D,FF3,0.000467,True,False,12,computed
12,AMZN,The Investor Channel,sell,2023-06-16,1D,FF5,-0.003007,True,False,12,computed
12,AMZN,The Investor Channel,sell,2023-06-16,1D,Carhart,0.005937,True,False,12,computed
12,AMZN,The Investor Channel,sell,2023-06-16,5D,SPY_adjusted,0.032912,True,False,12,computed
12,AMZN,The Investor Channel,sell,2023-06-16,5D,FF3,0.040161,True,False,12,computed
12,AMZN,The Investor Channel,sell,2023-06-16,5D,FF5,0.038863,True,False,12,computed
12,AMZN,The Investor Channel,sell,2023-06-16,5D,Carhart,0.041447,True,False,12,computed
13,NFLX,The Investor Channel,buy,2023-06-16,1D,SPY_adjusted,0.011531,False,False,13,computed
13,NFLX,The Investor Channel,buy,2023-06-16,1D,FF3,0.006629,False,False,13,computed
13,NFLX,The Investor Channel,buy,2023-06-16,1D,FF5,0.007129,False,False,13,computed
13,NFLX,The Investor Channel,buy,2023-06-16,1D,Carhart,0.010442,False,False,13,computed
13,NFLX,The Investor Channel,buy,2023-06-16,5D,SPY_adjusted,-0.018837,False,False,13,computed
13,NFLX,The Investor Channel,buy,2023-06-16,5D,FF3,-0.017010,False,False,13,computed
13,NFLX,The Investor Channel,buy,2023-06-16,5D,FF5,-0.016141,False,False,13,computed
13,NFLX,The Investor Channel,buy,2023-06-16,5D,Carhart,-0.016113,False,False,13,computed
14,NVDA,The Investor Channel,sell,2023-06-16,1D,SPY_adjusted,0.031329,True,False,14,computed
14,NVDA,The Investor Channel,sell,2023-06-16,1D,FF3,0.024501,True,False,14,computed
14,NVDA,The Investor Channel,sell,2023-06-16,1D,FF5,0.007406,True,False,14,computed
14,NVDA,The Investor Channel,sell,2023-06-16,1D,Carhart,0.022041,True,False,14,computed
14,NVDA,The Investor Channel,sell,2023-06-16,5D,SPY_adjusted,-0.030003,True,False,14,computed
14,NVDA,The Investor Channel,sell,2023-06-16,5D,FF3,-0.037550,True,False,14,computed
14,NVDA,The Investor Channel,sell,2023-06-16,5D,FF5,-0.057505,True,False,14,computed
14,NVDA,The Investor Channel,sell,2023-06-16,5D,Carhart,-0.038128,True,False,14,computed
15,TSLA,The Investor Channel,sell,2023-06-16,1D,SPY_adjusted,0.058577,True,False,15,computed
15,TSLA,The Investor Channel,sell,2023-06-16,1D,FF3,0.052529,True,False,15,computed
15,TSLA,The Investor Channel,sell,2023-06-16,1D,FF5,0.042329,True,False,15,computed
15,TSLA,The Investor Channel,sell,2023-06-16,1D,Carhart,0.069383,True,False,15,computed
15,TSLA,The Investor Channel,sell,2023-06-16,5D,SPY_adjusted,-0.056557,True,False,15,computed
15,TSLA,The Investor Channel,sell,2023-06-16,5D,FF3,-0.040237,True,False,15,computed
15,TSLA,The Investor Channel,sell,2023-06-16,5D,FF5,-0.027699,True,False,15,computed
15,TSLA,The Investor Channel,sell,2023-06-16,5D,Carhart,-0.036275,True,False,15,computed
16,GOOGL,"Mark Roussin, CPA",buy,2024-01-08,1D,SPY_adjusted,0.016715,False,False,16,computed
16,GOOGL,"Mark Roussin, CPA",buy,2024-01-08,1D,FF3,0.011060,False,False,16,computed
16,GOOGL,"Mark Roussin, CPA",buy,2024-01-08,1D,FF5,0.010811,False,False,16,computed
16,GOOGL,"Mark Roussin, CPA",buy,2024-01-08,1D,Carhart,0.010909,False,False,16,computed
16,GOOGL,"Mark Roussin, CPA",buy,2024-01-08,5D,SPY_adjusted,0.025594,False,False,16,computed
16,GOOGL,"Mark Roussin, CPA",buy,2024-01-08,5D,FF3,0.003201,False,False,16,computed
16,GOOGL,"Mark Roussin, CPA",buy,2024-01-08,5D,FF5,0.005418,False,False,16,computed
