event_id,ticker,creator,recommendation_type,event_date,horizon,model,alpha,top5_flag,low_lookahead_flag,duplicate_cluster_id,status
166,MSFT,"Parkev Tatevosian, CFA",buy,2026-03-09,1D,Carhart,0.001841,False,True,136,computed
166,MSFT,"Parkev Tatevosian, CFA",buy,2026-03-09,5D,SPY_adjusted,-0.009483,False,True,136,computed
166,MSFT,"Parkev Tatevosian, CFA",buy,2026-03-09,5D,FF3,-0.000414,False,True,136,computed
166,MSFT,"Parkev Tatevosian, CFA",buy,2026-03-09,5D,FF5,-0.006028,False,True,136,computed
166,MSFT,"Parkev Tatevosian, CFA",buy,2026-03-09,5D,Carhart,0.008185,False,True,136,computed
167,AMZN,"Mark Roussin, CPA",buy,2024-01-05,1D,SPY_adjusted,0.012301,True,False,137,computed
167,AMZN,"Mark Roussin, CPA",buy,2024-01-05,1D,FF3,0.001630,True,False,137,computed
167,AMZN,"Mark Roussin, CPA",buy,2024-01-05,1D,FF5,0.002555,True,False,137,computed
167,AMZN,"Mark Roussin, CPA",buy,2024-01-05,1D,Carhart,0.001625,True,False,137,computed
167,AMZN,"Mark Roussin, CPA",buy,2024-01-05,5D,SPY_adjusted,0.045862,True,False,137,computed
167,AMZN,"Mark Roussin, CPA",buy,2024-01-05,5D,FF3,0.021451,True,False,137,computed
167,AMZN,"Mark Roussin, CPA",buy,2024-01-05,5D,FF5,0.031727,True,False,137,computed
167,AMZN,"Mark Roussin, CPA",buy,2024-01-05,5D,Carhart,0.017132,True,False,137,computed
168,MSFT,Dividendology,buy,2024-09-20,1D,SPY_adjusted,-0.006542,False,True,138,computed
168,MSFT,Dividendology,buy,2024-09-20,1D,FF3,-0.008575,False,True,138,computed
168,MSFT,Dividendology,buy,2024-09-20,1D,FF5,-0.009284,False,True,138,computed
168,MSFT,Dividendology,buy,2024-09-20,1D,Carhart,-0.008048,False,True,138,computed
168,MSFT,Dividendology,buy,2024-09-20,5D,SPY_adjusted,-0.022323,False,True,138,computed
168,MSFT,Dividendology,buy,2024-09-20,5D,FF3,-0.023865,False,True,138,computed
168,MSFT,Dividendology,buy,2024-09-20,5D,FF5,-0.014936,False,True,138,computed
168,MSFT,Dividendology,buy,2024-09-20,5D,Carhart,-0.022475,False,True,138,computed
169,NVDA,Dividend Bull,buy,2023-12-15,1D,SPY_adjusted,0.018654,True,False,139,computed
169,NVDA,Dividend Bull,buy,2023-12-15,1D,FF3,0.010331,True,False,139,computed
169,NVDA,Dividend Bull,buy,2023-12-15,1D,FF5,0.010103,True,False,139,computed
169,NVDA,Dividend Bull,buy,2023-12-15,1D,Carhart,0.004325,True,False,139,computed
169,NVDA,Dividend Bull,buy,2023-12-15,5D,SPY_adjusted,-0.010432,True,False,139,computed
169,NVDA,Dividend Bull,buy,2023-12-15,5D,FF3,-0.008444,True,False,139,computed
169,NVDA,Dividend Bull,buy,2023-12-15,5D,FF5,-0.010011,True,False,139,computed
169,NVDA,Dividend Bull,buy,2023-12-15,5D,Carhart,-0.020073,True,False,139,computed
170,TSLA,The Investor Channel,buy,2023-08-04,1D,SPY_adjusted,-0.018222,True,False,140,computed
170,TSLA,The Investor Channel,buy,2023-08-04,1D,FF3,-0.014397,True,False,140,computed
170,TSLA,The Investor Channel,buy,2023-08-04,1D,FF5,-0.022384,True,False,140,computed
170,TSLA,The Investor Channel,buy,2023-08-04,1D,Carhart,-0.016015,True,False,140,computed
170,TSLA,The Investor Channel,buy,2023-08-04,5D,SPY_adjusted,-0.041562,True,False,140,computed
170,TSLA,The Investor Channel,buy,2023-08-04,5D,FF3,-0.032676,True,False,140,computed
170,TSLA,The Investor Channel,buy,2023-08-04,5D,FF5,-0.033985,True,False,140,computed
170,TSLA,The Investor Channel,buy,2023-08-04,5D,Carhart,-0.043081,True,False,140,computed
171,NVDA,The Investor Channel,buy,2023-08-04,1D,SPY_adjusted,0.007767,True,False,141,computed
171,NVDA,The Investor Channel,buy,2023-08-04,1D,FF3,-0.004799,True,False,141,computed
171,NVDA,The Investor Channel,buy,2023-08-04,1D,FF5,-0.015289,True,False,141,computed
171,NVDA,The Investor Channel,buy,2023-08-04,1D,Carhart,-0.003827,True,False,141,computed
171,NVDA,The Investor Channel,buy,2023-08-04,5D,SPY_adjusted,-0.083013,True,False,141,computed
171,NVDA,The Investor Channel,buy,2023-08-04,5D,FF3,-0.098773,True,False,141,computed
171,NVDA,The Investor Channel,buy,2023-08-04,5D,FF5,-0.125351,True,False,141,computed
171,NVDA,The Investor Channel,buy,2023-08-04,5D,Carhart,-0.092519,True,False,141,computed
172,AMD,Couch Investor,buy,2025-08-05,1D,SPY_adjusted,-0.071856,True,False,142,computed
172,AMD,Couch Investor,buy,2025-08-05,1D,FF3,-0.087708,True,False,142,computed
172,AMD,Couch Investor,buy,2025-08-05,1D,FF5,-0.086690,True,False,142,computed
172,AMD,Couch Investor,buy,2025-08-05,1D,Carhart,-0.081657,True,False,142,computed
172,AMD,Couch Investor,buy,2025-08-05,5D,SPY_adjusted,-0.019769,True,False,142,computed
172,AMD,Couch Investor,buy,2025-08-05,5D,FF3,-0.040939,True,False,142,computed
172,AMD,Couch Investor,buy,2025-08-05,5D,FF5,-0.040681,True,False,142,computed
172,AMD,Couch Investor,buy,2025-08-05,5D,Carhart,-0.027563,True,False,142,computed
173,AMD,Couch Investor,sell,2025-08-05,1D,SPY_adjusted,-0.071856,True,False,142,computed
173,AMD,Couch Investor,sell,2025-08-05,1D,FF3,-0.087708,True,False,142,computed
173,AMD,Couch Investor,sell,2025-08-05,1D,FF5,-0.086690,True,False,142,computed
173,AMD,Couch Investor,sell,2025-08-05,1D,Carhart,-0.081657,True,False,142,computed
173,AMD,Couch Investor,sell,2025-08-05,5D,SPY_adjusted,-0.019769,True,False,142,computed
173,AMD,Couch Investor,sell,2025-08-05,5D,FF3,-0.040939,True,False,142,computed
173,AMD,Couch Investor,sell,2025-08-05,5D,FF5,-0.040681,True,False,142,computed
173,AMD,Couch Investor,sell,2025-08-05,5D,Carhart,-0.027563,True,False,142,computed
174,GOOGL,Couch Investor,buy,2025-08-05,1D,SPY_adjusted,-0.000365,False,False,143,computed
174,GOOGL,Couch Investor,buy,2025-08-05,1D,FF3,-0.002854,False,False,143,computed
174,GOOGL,Couch Investor,buy,2025-08-05,1D,FF5,-0.010658,False,False,143,computed
174,GOOGL,Couch Investor,buy,2025-08-05,1D,Carhart,-0.002419,False,False,143,computed
174,GOOGL,Couch Investor,buy,2025-08-05,5D,SPY_adjusted,0.021096,False,False,143,computed
174,GOOGL,Couch Investor,buy,2025-08-05,5D,FF3,0.030441,False,False,143,computed
174,GOOGL,Couch Investor,buy,2025-08-05,5D,FF5,0.018785,False,False,143,computed
174,GOOGL,Couch Investor,buy,2025-08-05,5D,Carhart,0.031402,False,False,143,computed
175,AMZN,Couch Investor,buy,2025-08-05,1D,SPY_adjusted,0.032387,True,False,144,computed
175,AMZN,Couch Investor,buy,2025-08-05,1D,FF3,0.030662,True,False,144,computed
175,AMZN,Couch Investor,buy,2025-08-05,1D,FF5,0.023860,True,False,144,computed
175,AMZN,Couch Investor,buy,2025-08-05,1D,Carhart,0.030695,True,False,144,computed
175,AMZN,Couch Investor,buy,2025-08-05,5D,SPY_adjusted,0.012676,True,False,144,computed
175,AMZN,Couch Investor,buy,2025-08-05,5D,FF3,0.014797,True,False,144,computed
175,AMZN,Couch Investor,buy,2025-08-05,5D,FF5,0.004753,True,False,144,computed
175,AMZN,Couch Investor,buy,2025-08-05,5D,Carhart,0.014869,True,False,144,computed
176,UBER,"Parkev Tatevosian, CFA",buy,2026-03-03,1D,SPY_adjusted,-0.003257,False,False,145,computed
176,UBER,"Parkev Tatevosian, CFA",buy,2026-03-03,1D,FF3,-0.002197,False,False,145,computed
176,UBER,"Parkev Tatevosian, CFA",buy,2026-03-03,1D,FF5,-0.010088,False,False,145,computed
176,UBER,"Parkev Tatevosian, CFA",buy,2026-03-03,1D,Carhart,-0.003929,False,False,145,computed
176,UBER,"Parkev Tatevosian, CFA",buy,2026-03-03,5D,SPY_adjusted,-0.047753,False,False,145,computed
176,UBER,"Parkev Tatevosian, CFA",buy,2026-03-03,5D,FF3,-0.043222,False,False,145,computed
176,UBER,"Parkev Tatevosian, CFA",buy,2026-03-03,5D,FF5,-0.060553,False,False,145,computed
176,UBER,"Parkev Tatevosian, CFA",buy,2026-03-03,5D,Carhart,-0.044878,False,False,145,computed
177,MSFT,The Investor Channel,buy,2023-01-25,1D,SPY_adjusted,0.019723,False,False,146,computed
177,MSFT,The Investor Channel,buy,2023-01-25,1D,FF3,0.010989,False,False,146,computed
177,MSFT,The Investor Channel,buy,2023-01-25,1D,FF5,0.013250,False,False,146,computed
177,MSFT,The Investor Channel,buy,2023-01-25,1D,Carhart,0.011863,False,False,146,computed
177,MSFT,The Investor Channel,buy,2023-01-25,5D,SPY_adjusted,0.024353,False,False,146,computed
177,MSFT,The Investor Channel,buy,2023-01-25,5D,FF3,0.022044,False,False,146,computed
177,MSFT,The Investor Channel,buy,2023-01-25,5D,FF5,0.014714,False,False,146,computed
177,MSFT,The Investor Channel,buy,2023-01-25,5D,Carhart,0.023190,False,False,146,computed
178,NVDA,Jose Najarro Stocks,sell,2025-07-19,1D,SPY_adjusted,-0.025525,True,True,147,computed
178,NVDA,Jose Najarro Stocks,sell,2025-07-19,1D,FF3,-0.005864,True,True,147,computed
178,NVDA,Jose Najarro Stocks,sell,2025-07-19,1D,FF5,-0.032008,True,True,147,computed
178,NVDA,Jose Najarro Stocks,sell,2025-07-19,1D,Carhart,0.008633,True,True,147,computed
178,NVDA,Jose Najarro Stocks,sell,2025-07-19,5D,SPY_adjusted,0.018340,True,True,147,computed
178,NVDA,Jose Najarro Stocks,sell,2025-07-19,5D,FF3,-0.005390,True,True,147,computed
178,NVDA,Jose Najarro Stocks,sell,2025-07-19,5D,FF5,0.010014,True,True,147,computed
178,NVDA,Jose Najarro Stocks,sell,2025-07-19,5D,Carhart,0.012515,True,True,147,computed
179,AMD,Couch Investor,buy,2025-08-05,1D,SPY_adjusted,-0.071856,True,True,142,computed
179,AMD,Couch Investor,buy,2025-08-05,1D,FF3,-0.087708,True,True,142,computed
179,AMD,Couch Investor,buy,2025-08-05,1D,FF5,-0.086690,True,True,142,computed
179,AMD,Couch Investor,buy,2025-08-05,1D,Carhart,-0.081657,True,True,142,computed
179,AMD,Couch Investor,buy,2025-08-05,5D,SPY_adjusted,-0.019769,True,True,142,computed
179,AMD,Couch Investor,buy,2025-08-05,5D,FF3,-0.040939,True,True,142,computed
179,AMD,Couch Investor,buy,2025-08-05,5D,FF5,-0.040681,True,True,142,computed
179,AMD,Couch Investor,buy,2025-08-05,5D,Carhart,-0.027563,True,True,142,computed
180,AMD,Jose Najarro Stocks,buy,2025-08-05,1D,SPY_adjusted,-0.071856,True,True,133,computed
180,AMD,Jose Najarro Stocks,buy,2025-08-05,1D,FF3,-0.087708,True,True,133,computed
180,AMD,Jose Najarro Stocks,buy,2025-08-05,1D,FF5,-0.086690,True,True,133,computed
180,AMD,Jose Najarro Stocks,buy,2025-08-05,1D,Carhart,-0.081657,True,True,133,computed
180,AMD,Jose Najarro Stocks,buy,2025-08-05,5D,SPY_adjusted,-0.019769,True,True,133,computed
180,AMD,Jose Najarro Stocks,buy,2025-08-05,5D,FF3,-0.040939,True,True,133,computed
180,AMD,Jose Najarro Stocks,buy,2025-08-05,5D,FF5,-0.040681,True,True,133,computed
180,AMD,Jose Najarro Stocks,buy,2025-08-05,5D,Carhart,-0.027563,True,True,133,computed
181,NVDA,Jose Najarro Stocks,buy,2025-08-17,1D,SPY_adjusted,-0.029573,True,True,148,computed
181,NVDA,Jose Najarro Stocks,buy,2025-08-17,1D,FF3,-0.003848,True,True,148,computed
181,NVDA,Jose Najarro Stocks,buy,2025-08-17,1D,FF5,-0.020404,True,True,148,computed
181,NVDA,Jose Najarro Stocks,buy,2025-08-17,1D,Carhart,-0.000006,True,True,148,computed
181,NVDA,Jose Najarro Stocks,buy,2025-08-17,5D,SPY_adjusted,-0.010797,True,True,148,computed
181,NVDA,Jose Najarro Stocks,buy,2025-08-17,5D,FF3,0.030752,True,True,148,computed
181,NVDA,Jose Najarro Stocks,buy,2025-08-17,5D,FF5,0.018814,True,True,148,computed
181,NVDA,Jose Najarro Stocks,buy,2025-08-17,5D,Carhart,0.028029,True,True,148,computed
183,NVDA,The Investor Channel,buy,2023-08-18,1D,SPY_adjusted,0.078207,True,False,150,computed
183,NVDA,The Investor Channel,buy,2023-08-18,1D,FF3,0.058098,True,False,150,computed
183,NVDA,The Investor Channel,buy,2023-08-18,1D,FF5,0.040359,True,False,150,computed
183,NVDA,The Investor Channel,buy,2023-08-18,1D,Carhart,0.055858,True,False,150,computed
183,NVDA,The Investor Channel,buy,2023-08-18,5D,SPY_adjusted,0.054846,True,False,150,computed
183,NVDA,The Investor Channel,buy,2023-08-18,5D,FF3,0.009816,True,False,150,computed
183,NVDA,The Investor Channel,buy,2023-08-18,5D,FF5,0.016785,True,False,150,computed
183,NVDA,The Investor Channel,buy,2023-08-18,5D,Carhart,0.004604,True,False,150,computed
184,GOOGL,The Investor Channel,buy,2023-08-18,1D,SPY_adjusted,0.000634,False,False,151,computed
184,GOOGL,The Investor Channel,buy,2023-08-18,1D,FF3,-0.007259,False,False,151,computed
184,GOOGL,The Investor Channel,buy,2023-08-18,1D,FF5,-0.012127,False,False,151,computed
184,GOOGL,The Investor Channel,buy,2023-08-18,1D,Carhart,-0.006189,False,False,151,computed
184,GOOGL,The Investor Channel,buy,2023-08-18,5D,SPY_adjusted,0.011037,False,False,151,computed
184,GOOGL,The Investor Channel,buy,2023-08-18,5D,FF3,-0.007566,False,False,151,computed
184,GOOGL,The Investor Channel,buy,2023-08-18,5D,FF5,-0.008652,False,False,151,computed
184,GOOGL,The Investor Channel,buy,2023-08-18,5D,Carhart,-0.005078,False,False,151,computed
185,MSFT,The Investor Channel,buy,2023-08-18,1D,SPY_adjusted,0.010556,False,False,152,computed
185,MSFT,The Investor Channel,buy,2023-08-18,1D,FF3,0.001821,False,False,152,computed
185,MSFT,The Investor Channel,buy,2023-08-18,1D,FF5,-0.002789,False,False,152,computed
185,MSFT,The Investor Channel,buy,2023-08-18,1D,Carhart,0.002193,False,False,152,computed
185,MSFT,The Investor Channel,buy,2023-08-18,5D,SPY_adjusted,0.012589,False,False,152,computed
185,MSFT,The Investor Channel,buy,2023-08-18,5D,FF3,-0.005244,False,False,152,computed
185,MSFT,The Investor Channel,buy,2023-08-18,5D,FF5,-0.003027,False,False,152,computed
185,MSFT,The Investor Channel,buy,2023-08-18,5D,Carhart,-0.004378,False,False,152,computed
186,DIS,The Investor Channel,buy,2023-02-08,1D,SPY_adjusted,-0.004034,False,False,153,computed
186,DIS,The Investor Channel,buy,2023-02-08,1D,FF3,0.002399,False,False,153,computed
186,DIS,The Investor Channel,buy,2023-02-08,1D,FF5,0.001938,False,False,153,computed
186,DIS,The Investor Channel,buy,2023-02-08,1D,Carhart,0.004590,False,False,153,computed
186,DIS,The Investor Channel,buy,2023-02-08,5D,SPY_adjusted,-0.030832,False,False,153,computed
186,DIS,The Investor Channel,buy,2023-02-08,5D,FF3,-0.035046,False,False,153,computed
186,DIS,The Investor Channel,buy,2023-02-08,5D,FF5,-0.034760,False,False,153,computed
186,DIS,The Investor Channel,buy,2023-02-08,5D,Carhart,-0.025299,False,False,153,computed
187,NVDA,Jose Najarro Stocks,buy,2025-07-25,1D,SPY_adjusted,0.018983,True,False,154,computed
187,NVDA,Jose Najarro Stocks,buy,2025-07-25,1D,FF3,0.008819,True,False,154,computed
187,NVDA,Jose Najarro Stocks,buy,2025-07-25,1D,FF5,0.027642,True,False,154,computed
187,NVDA,Jose Najarro Stocks,buy,2025-07-25,1D,Carhart,0.008590,True,False,154,computed
187,NVDA,Jose Najarro Stocks,buy,2025-07-25,5D,SPY_adjusted,0.025409,True,False,154,computed
187,NVDA,Jose Najarro Stocks,buy,2025-07-25,5D,FF3,-0.016036,True,False,154,computed
187,NVDA,Jose Najarro Stocks,buy,2025-07-25,5D,FF5,0.034758,True,False,154,computed
187,NVDA,Jose Najarro Stocks,buy,2025-07-25,5D,Carhart,-0.029261,True,False,154,computed
188,AMZN,The Investor Channel,buy,2023-04-27,1D,SPY_adjusted,-0.048327,True,False,155,computed
188,AMZN,The Investor Channel,buy,2023-04-27,1D,FF3,-0.045399,True,False,155,computed
188,AMZN,The Investor Channel,buy,2023-04-27,1D,FF5,-0.039718,True,False,155,computed
188,AMZN,The Investor Channel,buy,2023-04-27,1D,Carhart,-0.043896,True,False,155,computed
188,AMZN,The Investor Channel,buy,2023-04-27,5D,SPY_adjusted,-0.035343,True,False,155,computed
188,AMZN,The Investor Channel,buy,2023-04-27,5D,FF3,-0.066236,True,False,155,computed
188,AMZN,The Investor Channel,buy,2023-04-27,5D,FF5,-0.038498,True,False,155,computed
188,AMZN,The Investor Channel,buy,2023-04-27,5D,Carhart,-0.030387,True,False,155,computed
189,NVDA,Jose Najarro Stocks,buy,2025-07-16,1D,SPY_adjusted,0.003392,True,False,97,computed
189,NVDA,Jose Najarro Stocks,buy,2025-07-16,1D,FF3,0.002174,True,False,97,computed
189,NVDA,Jose Najarro Stocks,buy,2025-07-16,1D,FF5,0.008287,True,False,97,computed
189,NVDA,Jose Najarro Stocks,buy,2025-07-16,1D,Carhart,0.001900,True,False,97,computed
189,NVDA,Jose Najarro Stocks,buy,2025-07-16,5D,SPY_adjusted,-0.019447,True,False,97,computed
189,NVDA,Jose Najarro Stocks,buy,2025-07-16,5D,FF3,-0.006519,True,False,97,computed
189,NVDA,Jose Najarro Stocks,buy,2025-07-16,5D,FF5,-0.024607,True,False,97,computed
189,NVDA,Jose Najarro Stocks,buy,2025-07-16,5D,Carhart,0.005613,True,False,97,computed
190,MSFT,"Parkev Tatevosian, CFA",sell,2026-03-10,1D,SPY_adjusted,-0.000914,False,True,156,computed
190,MSFT,"Parkev Tatevosian, CFA",sell,2026-03-10,1D,FF3,-0.000572,False,True,156,computed
190,MSFT,"Parkev Tatevosian, CFA",sell,2026-03-10,1D,FF5,-0.002399,False,True,156,computed
190,MSFT,"Parkev Tatevosian, CFA",sell,2026-03-10,1D,Carhart,0.001617,False,True,156,computed
190,MSFT,"Parkev Tatevosian, CFA",sell,2026-03-10,5D,SPY_adjusted,-0.006213,False,True,156,computed
190,MSFT,"Parkev Tatevosian, CFA",sell,2026-03-10,5D,FF3,0.003265,False,True,156,computed
190,MSFT,"Parkev Tatevosian, CFA",sell,2026-03-10,5D,FF5,-0.000306,False,True,156,computed
190,MSFT,"Parkev Tatevosian, CFA",sell,2026-03-10,5D,Carhart,0.004468,False,True,156,computed
191,MSFT,"Parkev Tatevosian, CFA",sell,2026-03-10,1D,SPY_adjusted,-0.000914,False,True,156,computed
191,MSFT,"Parkev Tatevosian, CFA",sell,2026-03-10,1D,FF3,-0.000572,False,True,156,computed
191,MSFT,"Parkev Tatevosian, CFA",sell,2026-03-10,1D,FF5,-0.002399,False,True,156,computed
191,MSFT,"Parkev Tatevosian, CFA",sell,2026-03-10,1D,Carhart,0.001617,False,True,156,computed
191,MSFT,"Parkev Tatevosian, CFA",sell,2026-03-10,5D,SPY_adjusted,-0.006213,False,True,156,computed
191,MSFT,"Parkev Tatevosian, CFA",sell,2026-03-10,5D,FF3,0.003265,False,True,156,computed
191,MSFT,"Parkev Tatevosian, CFA",sell,2026-03-10,5D,FF5,-0.000306,False,True,156,computed
191,MSFT,"Parkev Tatevosian, CFA",sell,2026-03-10,5D,Carhart,0.004468,False,True,156,computed
192,MSFT,"Mark Roussin, CPA",buy,2023-09-25,1D,SPY_adjusted,-0.002314,False,False,157,computed
192,MSFT,"Mark Roussin, CPA",buy,2023-09-25,1D,FF3,-0.002895,False,False,157,computed
192,MSFT,"Mark Roussin, CPA",buy,2023-09-25,1D,FF5,-0.003822,False,False,157,computed
192,MSFT,"Mark Roussin, CPA",buy,2023-09-25,1D,Carhart,-0.002587,False,False,157,computed
192,MSFT,"Mark Roussin, CPA",buy,2023-09-25,5D,SPY_adjusted,0.024798,False,False,157,computed
192,MSFT,"Mark Roussin, CPA",buy,2023-09-25,5D,FF3,0.017694,False,False,157,computed
192,MSFT,"Mark Roussin, CPA",buy,2023-09-25,5D,FF5,0.004887,False,False,157,computed
192,MSFT,"Mark Roussin, CPA",buy,2023-09-25,5D,Carhart,0.021055,False,False,157,computed
193,AMD,Jose Najarro Stocks,sell,2025-08-10,1D,SPY_adjusted,0.004852,True,True,158,computed
193,AMD,Jose Najarro Stocks,sell,2025-08-10,1D,FF3,0.005111,True,True,158,computed
193,AMD,Jose Najarro Stocks,sell,2025-08-10,1D,FF5,0.009140,True,True,158,computed
193,AMD,Jose Najarro Stocks,sell,2025-08-10,1D,Carhart,0.010917,True,True,158,computed
193,AMD,Jose Najarro Stocks,sell,2025-08-10,5D,SPY_adjusted,0.010800,True,True,158,computed
193,AMD,Jose Najarro Stocks,sell,2025-08-10,5D,FF3,0.003872,True,True,158,computed
193,AMD,Jose Najarro Stocks,sell,2025-08-10,5D,FF5,0.002525,True,True,158,computed
193,AMD,Jose Najarro Stocks,sell,2025-08-10,5D,Carhart,-0.010782,True,True,158,computed
194,NVDA,Jose Najarro Stocks,sell,2025-08-10,1D,SPY_adjusted,-0.004604,True,True,159,computed
194,NVDA,Jose Najarro Stocks,sell,2025-08-10,1D,FF3,-0.001081,True,True,159,computed
194,NVDA,Jose Najarro Stocks,sell,2025-08-10,1D,FF5,0.008651,True,True,159,computed
194,NVDA,Jose Najarro Stocks,sell,2025-08-10,1D,Carhart,-0.003585,True,True,159,computed
194,NVDA,Jose Najarro Stocks,sell,2025-08-10,5D,SPY_adjusted,-0.011880,True,True,159,computed
194,NVDA,Jose Najarro Stocks,sell,2025-08-10,5D,FF3,-0.014639,True,True,159,computed
194,NVDA,Jose Najarro Stocks,sell,2025-08-10,5D,FF5,-0.017156,True,True,159,computed
194,NVDA,Jose Najarro Stocks,sell,2025-08-10,5D,Carhart,-0.008320,True,True,159,computed
195,PYPL,Couch Investor,buy,2025-08-18,1D,SPY_adjusted,-0.001478,False,True,160,computed
195,PYPL,Couch Investor,buy,2025-08-18,1D,FF3,0.005725,False,True,160,computed
195,PYPL,Couch Investor,buy,2025-08-18,1D,FF5,0.003289,False,True,160,computed
195,PYPL,Couch Investor,buy,2025-08-18,1D,Carhart,0.003515,False,True,160,computed
195,PYPL,Couch Investor,buy,2025-08-18,5D,SPY_adjusted,0.000571,False,True,160,computed
195,PYPL,Couch Investor,buy,2025-08-18,5D,FF3,-0.002243,False,True,160,computed
195,PYPL,Couch Investor,buy,2025-08-18,5D,FF5,-0.003714,False,True,160,computed
195,PYPL,Couch Investor,buy,2025-08-18,5D,Carhart,-0.000677,False,True,160,computed
196,SOFI,Couch Investor,buy,2025-08-18,1D,SPY_adjusted,-0.055656,False,True,161,computed
196,SOFI,Couch Investor,buy,2025-08-18,1D,FF3,-0.043711,False,True,161,computed
196,SOFI,Couch Investor,buy,2025-08-18,1D,FF5,-0.035981,False,True,161,computed
196,SOFI,Couch Investor,buy,2025-08-18,1D,Carhart,-0.031794,False,True,161,computed
196,SOFI,Couch Investor,buy,2025-08-18,5D,SPY_adjusted,0.080531,False,True,161,computed
196,SOFI,Couch Investor,buy,2025-08-18,5D,FF3,0.060244,False,True,161,computed
196,SOFI,Couch Investor,buy,2025-08-18,5D,FF5,0.058495,False,True,161,computed
196,SOFI,Couch Investor,buy,2025-08-18,5D,Carhart,0.051798,False,True,161,computed
197,GOOGL,Couch Investor,buy,2025-08-18,1D,SPY_adjusted,-0.004059,False,True,162,computed
197,GOOGL,Couch Investor,buy,2025-08-18,1D,FF3,0.006109,False,True,162,computed
197,GOOGL,Couch Investor,buy,2025-08-18,1D,FF5,0.007212,False,True,162,computed
197,GOOGL,Couch Investor,buy,2025-08-18,1D,Carhart,0.005608,False,True,162,computed
197,GOOGL,Couch Investor,buy,2025-08-18,5D,SPY_adjusted,0.025811,False,True,162,computed
197,GOOGL,Couch Investor,buy,2025-08-18,5D,FF3,0.044669,False,True,162,computed
197,GOOGL,Couch Investor,buy,2025-08-18,5D,FF5,0.047302,False,True,162,computed
197,GOOGL,Couch Investor,buy,2025-08-18,5D,Carhart,0.045023,False,True,162,computed
198,AMD,Couch Investor,sell,2025-08-11,1D,SPY_adjusted,0.004852,True,True,163,computed
198,AMD,Couch Investor,sell,2025-08-11,1D,FF3,0.005111,True,True,163,computed
198,AMD,Couch Investor,sell,2025-08-11,1D,FF5,0.009140,True,True,163,computed
198,AMD,Couch Investor,sell,2025-08-11,1D,Carhart,0.010917,True,True,163,computed
198,AMD,Couch Investor,sell,2025-08-11,5D,SPY_adjusted,0.010800,True,True,163,computed
198,AMD,Couch Investor,sell,2025-08-11,5D,FF3,0.003872,True,True,163,computed
198,AMD,Couch Investor,sell,2025-08-11,5D,FF5,0.002525,True,True,163,computed
198,AMD,Couch Investor,sell,2025-08-11,5D,Carhart,-0.010782,True,True,163,computed
199,AMD,Couch Investor,buy,2025-08-11,1D,SPY_adjusted,0.004852,True,True,163,computed
199,AMD,Couch Investor,buy,2025-08-11,1D,FF3,0.005111,True,True,163,computed
199,AMD,Couch Investor,buy,2025-08-11,1D,FF5,0.009140,True,True,163,computed
199,AMD,Couch Investor,buy,2025-08-11,1D,Carhart,0.010917,True,True,163,computed
199,AMD,Couch Investor,buy,2025-08-11,5D,SPY_adjusted,0.010800,True,True,163,computed
199,AMD,Couch Investor,buy,2025-08-11,5D,FF3,0.003872,True,True,163,computed
199,AMD,Couch Investor,buy,2025-08-11,5D,FF5,0.002525,True,True,163,computed
199,AMD,Couch Investor,buy,2025-08-11,5D,Carhart,-0.010782,True,True,163,computed
200,AMD,Couch Investor,sell,2025-08-11,1D,SPY_adjusted,0.004852,True,True,163,computed
200,AMD,Couch Investor,sell,2025-08-11,1D,FF3,0.005111,True,True,163,computed
200,AMD,Couch Investor,sell,2025-08-11,1D,FF5,0.009140,True,True,163,computed
200,AMD,Couch Investor,sell,2025-08-11,1D,Carhart,0.010917,True,True,163,computed
200,AMD,Couch Investor,sell,2025-08-11,5D,SPY_adjusted,0.010800,True,True,163,computed
200,AMD,Couch Investor,sell,2025-08-11,5D,FF3,0.003872,True,True,163,computed
200,AMD,Couch Investor,sell,2025-08-11,5D,FF5,0.002525,True,True,163,computed
200,AMD,Couch Investor,sell,2025-08-11,5D,Carhart,-0.010782,True,True,163,computed
201,AMD,Couch Investor,sell,2025-08-11,1D,SPY_adjusted,0.004852,True,True,163,computed
201,AMD,Couch Investor,sell,2025-08-11,1D,FF3,0.005111,True,True,163,computed
201,AMD,Couch Investor,sell,2025-08-11,1D,FF5,0.009140,True,True,163,computed
201,AMD,Couch Investor,sell,2025-08-11,1D,Carhart,0.010917,True,True,163,computed
201,AMD,Couch Investor,sell,2025-08-11,5D,SPY_adjusted,0.010800,True,True,163,computed
201,AMD,Couch Investor,sell,2025-08-11,5D,FF3,0.003872,True,True,163,computed
201,AMD,Couch Investor,sell,2025-08-11,5D,FF5,0.002525,True,True,163,computed
201,AMD,Couch Investor,sell,2025-08-11,5D,Carhart,-0.010782,True,True,163,computed
202,NVDA,Couch Investor,sell,2025-08-11,1D,SPY_adjusted,-0.004604,True,True,164,computed
202,NVDA,Couch Investor,sell,2025-08-11,1D,FF3,-0.001081,True,True,164,computed
202,NVDA,Couch Investor,sell,2025-08-11,1D,FF5,0.008651,True,True,164,computed
202,NVDA,Couch Investor,sell,2025-08-11,1D,Carhart,-0.003585,True,True,164,computed
202,NVDA,Couch Investor,sell,2025-08-11,5D,SPY_adjusted,-0.011880,True,True,164,computed
