event_id,video_id,transcript_id,creator,ticker,company_name,recommendation_type,event_date,top5_flag,analyst_alignment_event_time,analyst_alignment_diagnostic,analyst_coverage_tier,filing_count_pm1,filing_count_pm3,filing_count_pm5,eight_k_pm5_flag,ten_q_or_k_pm5_flag,offering_registration_pm5_flag,ownership_or_insider_pm5_flag,earnings_proxy_flag,sec_material_event_confounded_flag,sec_routine_filing_flag,sec_unknown_flag,sec_clean_expanded_flag,reason_codes,market_active_pre_event,market_quiet,alpha_vantage_news_success,alpha_vantage_news_hit,alpha_vantage_news_material_hit,alpha_vantage_news_query_status,alpha_vantage_news_pm7_count,alpha_vantage_pre_1d_count,alpha_vantage_post_1d_count,alpha_vantage_pre_3d_count,alpha_vantage_post_3d_count,alpha_vantage_pre_7d_count,alpha_vantage_post_7d_count,gdelt_news_success,gdelt_news_hit,gdelt_news_material_hit,gdelt_news_query_status,gdelt_news_pm7_count,gdelt_pre_1d_count,gdelt_post_1d_count,gdelt_pre_3d_count,gdelt_post_3d_count,gdelt_pre_7d_count,gdelt_post_7d_count,fnspid_news_success,fnspid_news_hit,fnspid_news_material_hit,fnspid_news_query_status,fnspid_news_pm7_count,fnspid_pre_1d_count,fnspid_post_1d_count,fnspid_pre_3d_count,fnspid_post_3d_count,fnspid_pre_7d_count,fnspid_post_7d_count,fmp_news_success,fmp_news_hit,fmp_news_material_hit,fmp_news_query_status,fmp_news_pm7_count,fmp_pre_1d_count,fmp_post_1d_count,fmp_pre_3d_count,fmp_post_3d_count,fmp_pre_7d_count,fmp_post_7d_count,finnhub_news_success,finnhub_news_hit,finnhub_news_material_hit,finnhub_news_query_status,finnhub_news_pm7_count,finnhub_pre_1d_count,finnhub_post_1d_count,finnhub_pre_3d_count,finnhub_post_3d_count,finnhub_pre_7d_count,finnhub_post_7d_count,marketaux_news_success,marketaux_news_hit,marketaux_news_material_hit,marketaux_news_query_status,marketaux_news_pm7_count,marketaux_pre_1d_count,marketaux_post_1d_count,marketaux_pre_3d_count,marketaux_post_3d_count,marketaux_pre_7d_count,marketaux_post_7d_count,eodhd_news_success,eodhd_news_hit,eodhd_news_material_hit,eodhd_news_query_status,eodhd_news_pm7_count,eodhd_pre_1d_count,eodhd_post_1d_count,eodhd_pre_3d_count,eodhd_post_3d_count,eodhd_pre_7d_count,eodhd_post_7d_count,newsapi_news_success,newsapi_news_hit,newsapi_news_material_hit,newsapi_news_query_status,newsapi_news_pm7_count,newsapi_pre_1d_count,newsapi_post_1d_count,newsapi_pre_3d_count,newsapi_post_3d_count,newsapi_pre_7d_count,newsapi_post_7d_count,massive_news_success,massive_news_hit,massive_news_material_hit,massive_news_query_status,massive_news_pm7_count,massive_pre_1d_count,massive_post_1d_count,massive_pre_3d_count,massive_post_3d_count,massive_pre_7d_count,massive_post_7d_count,alpaca_news_success,alpaca_news_hit,alpaca_news_material_hit,alpaca_news_query_status,alpaca_news_pm7_count,alpaca_pre_1d_count,alpaca_post_1d_count,alpaca_pre_3d_count,alpaca_post_3d_count,alpaca_pre_7d_count,alpaca_post_7d_count,fmp_press_release_success,fmp_press_release_hit,fmp_press_release_material_hit,fmp_press_release_query_status,fmp_press_release_pm7_count,fmp_press_release_pre_1d_count,fmp_press_release_post_1d_count,fmp_press_release_pre_3d_count,fmp_press_release_post_3d_count,fmp_press_release_pre_7d_count,fmp_press_release_post_7d_count,press_release_provider_success,press_release_hit,press_release_query_status,sec_filing_hit,earnings_hit,official_news_hit,any_media_news_hit,market_implied_confounded,provider_success_count,provider_failure_count,provider_unknown_count,news_window_pre_1d_count,news_window_post_1d_count,news_window_pre_3d_count,news_window_post_3d_count,news_window_pre_7d_count,news_window_post_7d_count,multi_source_clean,news_clean_status,news_coverage_tier,news_confounded_reason,fnspid_coverage_available,fnspid_hit_sources,fnspid_news_count_pre_1d,fnspid_news_count_post_1d,fnspid_news_count_pre_3d,fnspid_news_count_post_3d,fnspid_news_count_pre_7d,fnspid_news_count_post_7d,fnspid_mean_sentiment_pre_3d,fnspid_mean_sentiment_post_3d,fnspid_max_abs_sentiment_pre_3d,fnspid_source_count_pre_7d,fnspid_unique_title_count_pre_7d,fnspid_first_article_date_near_event,fnspid_last_article_date_near_event,marketaux_news_provider_checked,massive_news_provider_checked,fmp_news_provider_checked,finnhub_news_provider_checked,eodhd_news_provider_checked,newsapi_news_provider_checked,alpaca_news_provider_checked,alpha_vantage_news_provider_checked,gdelt_news_provider_checked,provider_success_count_total,provider_success_count_external,provider_hit_count_external,provider_empty_success_count,provider_quota_limited_count,provider_permission_limited_count,provider_missing_key_count,news_coverage_quality_score,multi_provider_checked_no_hit,best_available_news_status,coverage_sensitivity_bucket,news_clean_status_final,news_confounded_reason_final
85,FeENJP2vWA8,FeENJP2vWA8,Dividend Bull,NVDA,Nvidia,sell,2023-07-24,True,finfluencer_contrarian_to_analyst,finfluencer_contrarian_to_analyst,event_time_yfinance,1,1,1,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag,True,False,False,False,False,unknown_or_limited,0,0,0,0,0,0,0,False,False,False,nan,0,0,0,0,0,0,0,True,True,True,ok,264,4,36,28,102,108,156,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,not_checked,True,False,True,True,True,1,2,9,4,36,28,102,108,156,False,official_confounded,official_confounded,sec_filing;media:fnspid_news;market_implied_active,True,primary_only,4,36,28,102,108,156,0.0,0.0,0.0,0,0,2023-07-17,2023-07-31,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,False,official_confounded,low_coverage,official_confounded,sec_filing;media:fnspid_news;market_implied_active
86,FeENJP2vWA8,FeENJP2vWA8,Dividend Bull,NVDA,Nvidia,sell,2023-07-24,True,finfluencer_contrarian_to_analyst,finfluencer_contrarian_to_analyst,event_time_yfinance,1,1,1,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag,True,False,False,False,False,unknown_or_limited,0,0,0,0,0,0,0,False,False,False,nan,0,0,0,0,0,0,0,True,True,True,ok,264,4,36,28,102,108,156,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,not_checked,True,False,True,True,True,1,2,9,4,36,28,102,108,156,False,official_confounded,official_confounded,sec_filing;media:fnspid_news;market_implied_active,True,primary_only,4,36,28,102,108,156,0.0,0.0,0.0,0,0,2023-07-17,2023-07-31,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,False,official_confounded,low_coverage,official_confounded,sec_filing;media:fnspid_news;market_implied_active
87,GIPCWsA3i4Y,GIPCWsA3i4Y,Jose Najarro Stocks,GOOGL,Alphabet,buy,2025-08-20,False,analyst_neutral_or_mixed,analyst_bullish_aligned,event_time_yfinance,4,5,7,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected,False,True,False,False,False,unknown_or_limited,0,0,0,0,0,0,0,False,False,False,nan,0,0,0,0,0,0,0,True,False,False,ok,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,not_checked,False,False,False,False,False,1,2,9,0,0,0,0,0,0,False,unknown_news_coverage,unknown_news_coverage,unknown_or_insufficient_provider_coverage,True,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0,0,False,unknown_or_clean_slice,low_coverage,unknown_news_coverage,unknown_or_insufficient_provider_coverage
88,GVA7lniVgiU,GVA7lniVgiU,"Parkev Tatevosian, CFA",META,Meta,buy,2026-02-24,False,analyst_bullish_aligned,analyst_bullish_aligned,event_time_primary_provider,5,8,13,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected,False,False,False,False,False,unknown_or_limited,0,0,0,0,0,0,0,False,False,False,nan,0,0,0,0,0,0,0,True,False,False,ok,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,not_checked,False,False,False,False,False,1,2,9,0,0,0,0,0,0,False,unknown_news_coverage,unknown_news_coverage,unknown_or_insufficient_provider_coverage,True,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0,0,False,unknown_or_clean_slice,low_coverage,unknown_news_coverage,unknown_or_insufficient_provider_coverage
89,Gp5lBn3CQKM,Gp5lBn3CQKM,The Investor Channel,GOOGL,Alphabet,buy,2023-03-17,False,analyst_bullish_aligned,analyst_bullish_aligned,event_time_yfinance,1,2,2,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected,False,False,False,False,False,unknown_or_limited,0,0,0,0,0,0,0,False,False,False,nan,0,0,0,0,0,0,0,True,False,False,ok,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,not_checked,False,False,False,False,False,1,2,9,0,0,0,0,0,0,False,unknown_news_coverage,unknown_news_coverage,unknown_or_insufficient_provider_coverage,True,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0,0,False,unknown_or_clean_slice,low_coverage,unknown_news_coverage,unknown_or_insufficient_provider_coverage
90,Gp5lBn3CQKM,Gp5lBn3CQKM,The Investor Channel,GOOGL,Alphabet,buy,2023-03-17,False,analyst_bullish_aligned,analyst_bullish_aligned,event_time_yfinance,1,2,2,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected,False,False,False,False,False,unknown_or_limited,0,0,0,0,0,0,0,False,False,False,nan,0,0,0,0,0,0,0,True,False,False,ok,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,not_checked,False,False,False,False,False,1,2,9,0,0,0,0,0,0,False,unknown_news_coverage,unknown_news_coverage,unknown_or_insufficient_provider_coverage,True,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0,0,False,unknown_or_clean_slice,low_coverage,unknown_news_coverage,unknown_or_insufficient_provider_coverage
91,Gp5lBn3CQKM,Gp5lBn3CQKM,The Investor Channel,AAPL,Apple,buy,2023-03-17,True,finfluencer_contrarian_to_analyst,analyst_bullish_aligned,event_time_yfinance,1,9,9,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected,False,True,True,True,True,ok,12,1,1,3,2,7,9,False,False,False,nan,0,0,0,0,0,0,0,True,True,True,ok,168,12,17,40,29,71,97,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,not_checked,False,False,False,True,False,2,1,8,13,18,43,31,78,106,False,media_confounded,media_confounded,"media:alpha_vantage_news,fnspid_news",True,primary_only,12,17,40,29,71,97,0.0,0.0,0.0,0,0,2023-03-10,2023-03-24,False,False,False,False,False,False,False,False,False,2,1,1,0,0,0,0,2,False,media_confounded,medium,media_confounded,"media:alpha_vantage_news,fnspid_news"
92,Gp5lBn3CQKM,Gp5lBn3CQKM,The Investor Channel,AAPL,Apple,sell,2023-03-17,True,analyst_bearish_aligned,finfluencer_contrarian_to_analyst,event_time_yfinance,1,9,9,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected,False,True,True,True,True,ok,12,1,1,3,2,7,9,False,False,False,nan,0,0,0,0,0,0,0,True,True,True,ok,168,12,17,40,29,71,97,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,not_checked,False,False,False,True,False,2,1,8,13,18,43,31,78,106,False,media_confounded,media_confounded,"media:alpha_vantage_news,fnspid_news",True,primary_only,12,17,40,29,71,97,0.0,0.0,0.0,0,0,2023-03-10,2023-03-24,False,False,False,False,False,False,False,False,False,2,1,1,0,0,0,0,2,False,media_confounded,medium,media_confounded,"media:alpha_vantage_news,fnspid_news"
93,Gp5lBn3CQKM,Gp5lBn3CQKM,The Investor Channel,NFLX,Netflix,buy,2023-03-17,False,analyst_bullish_aligned,analyst_bullish_aligned,event_time_yfinance,0,0,0,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected,False,True,False,False,False,unknown_or_limited,0,0,0,0,0,0,0,False,False,False,nan,0,0,0,0,0,0,0,True,False,False,ok,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,not_checked,False,False,False,False,False,1,2,9,0,0,0,0,0,0,False,unknown_news_coverage,unknown_news_coverage,unknown_or_insufficient_provider_coverage,True,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0,0,False,unknown_or_clean_slice,low_coverage,unknown_news_coverage,unknown_or_insufficient_provider_coverage
94,Gp5lBn3CQKM,Gp5lBn3CQKM,The Investor Channel,NVDA,Nvidia,buy,2023-03-17,True,analyst_bullish_aligned,analyst_bullish_aligned,event_time_yfinance,6,13,13,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected,False,False,False,False,False,unknown_or_limited,0,0,0,0,0,0,0,False,False,False,nan,0,0,0,0,0,0,0,True,True,True,ok,140,11,18,24,36,42,98,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,True,True,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,not_checked,False,False,False,True,False,2,2,9,11,18,24,36,42,98,False,media_confounded,media_confounded,media:fnspid_news,True,primary_only,11,18,24,36,42,98,0.0,0.0,0.0,0,0,2023-03-10,2023-03-24,False,False,False,False,False,False,True,False,False,2,1,1,0,0,0,0,2,False,media_confounded,medium,media_confounded,"media:fnspid_news,alpaca_news"
95,GrVx-TilfBE,GrVx-TilfBE,"Mark Roussin, CPA",MSFT,Microsoft,buy,2023-07-21,False,finfluencer_contrarian_to_analyst,analyst_bullish_aligned,event_time_yfinance,0,1,2,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag,False,True,False,False,False,unknown_or_limited,0,0,0,0,0,0,0,False,False,False,nan,0,0,0,0,0,0,0,True,True,True,ok,450,32,33,120,87,206,244,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,not_checked,True,False,True,True,False,1,2,9,32,33,120,87,206,244,False,official_confounded,official_confounded,sec_filing;media:fnspid_news,True,primary_only,32,33,120,87,206,244,0.0,0.0,0.0,0,0,2023-07-14,2023-07-28,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,False,official_confounded,low_coverage,official_confounded,sec_filing;media:fnspid_news
96,GrVx-TilfBE,GrVx-TilfBE,"Mark Roussin, CPA",NVDA,Nvidia,buy,2023-07-21,True,analyst_bullish_aligned,analyst_bullish_aligned,event_time_yfinance,0,1,1,True,False,False,False,False,True,False,False,False,8k_window;material_filing_flag,False,True,False,False,False,unknown_or_limited,0,0,0,0,0,0,0,False,False,False,nan,0,0,0,0,0,0,0,True,True,True,ok,271,23,24,62,44,114,157,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,not_checked,True,False,True,True,False,1,2,9,23,24,62,44,114,157,False,official_confounded,official_confounded,sec_filing;media:fnspid_news,True,primary_only,23,24,62,44,114,157,0.0,0.0,0.0,0,0,2023-07-14,2023-07-28,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,False,official_confounded,low_coverage,official_confounded,sec_filing;media:fnspid_news
97,H-yz9DyYa8A,H-yz9DyYa8A,"Mark Roussin, CPA",NVDA,Nvidia,buy,2023-11-23,True,analyst_bullish_aligned,analyst_bullish_aligned,event_time_yfinance,2,4,10,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag,True,False,False,False,False,unknown_or_limited,0,0,0,0,0,0,0,False,False,False,nan,0,0,0,0,0,0,0,True,True,True,ok,365,51,54,145,64,201,164,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,not_checked,True,True,True,True,True,1,2,9,51,54,145,64,201,164,False,official_confounded,official_confounded,sec_filing;earnings;media:fnspid_news;market_implied_active,True,primary_only,51,54,145,64,201,164,0.0,0.0,0.0,0,0,2023-11-16,2023-11-30,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,False,official_confounded,low_coverage,official_confounded,sec_filing;earnings;media:fnspid_news;market_implied_active
98,H-yz9DyYa8A,H-yz9DyYa8A,"Mark Roussin, CPA",AAPL,Apple,sell,2023-11-23,True,finfluencer_contrarian_to_analyst,finfluencer_contrarian_to_analyst,event_time_yfinance,0,1,1,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected,False,True,True,True,True,ok,12,2,0,7,2,13,13,False,False,False,nan,0,0,0,0,0,0,0,True,True,True,ok,173,13,29,35,38,78,95,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,not_checked,False,False,False,True,False,2,1,8,15,29,42,40,91,108,False,media_confounded,media_confounded,"media:alpha_vantage_news,fnspid_news",True,primary_only,13,29,35,38,78,95,0.0,0.0,0.0,0,0,2023-11-16,2023-11-30,False,False,False,False,False,False,False,False,False,2,1,1,0,0,0,0,2,False,media_confounded,medium,media_confounded,"media:alpha_vantage_news,fnspid_news"
99,H-yz9DyYa8A,H-yz9DyYa8A,"Mark Roussin, CPA",MSFT,Microsoft,sell,2023-11-23,False,finfluencer_contrarian_to_analyst,finfluencer_contrarian_to_analyst,event_time_yfinance,0,1,1,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected,False,True,False,False,False,unknown_or_limited,0,0,0,0,0,0,0,False,False,False,nan,0,0,0,0,0,0,0,True,True,True,ok,292,40,28,118,39,167,125,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,not_checked,False,False,False,True,False,1,2,9,40,28,118,39,167,125,False,media_confounded,media_confounded,media:fnspid_news,True,primary_only,40,28,118,39,167,125,0.0,0.0,0.0,0,0,2023-11-16,2023-11-30,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,False,media_confounded,low_coverage,media_confounded,media:fnspid_news
100,H8csy_L4fqg,H8csy_L4fqg,Jose Najarro Stocks,NVDA,Nvidia,buy,2025-08-13,True,analyst_bullish_aligned,analyst_bullish_aligned,event_time_yfinance,5,7,10,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected,False,True,False,False,False,unknown_or_limited,0,0,0,0,0,0,0,False,False,False,nan,0,0,0,0,0,0,0,True,False,False,ok,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,not_checked,False,False,False,False,False,1,2,9,0,0,0,0,0,0,False,unknown_news_coverage,unknown_news_coverage,unknown_or_insufficient_provider_coverage,True,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0,0,False,unknown_or_clean_slice,low_coverage,unknown_news_coverage,unknown_or_insufficient_provider_coverage
101,H8csy_L4fqg,H8csy_L4fqg,Jose Najarro Stocks,NVDA,Nvidia,sell,2025-08-13,True,finfluencer_contrarian_to_analyst,finfluencer_contrarian_to_analyst,event_time_yfinance,5,7,10,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected,False,True,True,True,False,unknown_or_limited,0,0,0,0,0,0,0,False,False,False,nan,0,0,0,0,0,0,0,True,False,False,ok,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,not_checked,False,False,False,True,False,2,2,9,0,0,0,0,0,0,False,media_confounded,unknown_news_coverage,unknown_or_insufficient_provider_coverage,True,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,False,False,False,False,False,False,True,False,2,1,1,1,0,0,0,2,False,media_confounded,medium,media_confounded,media:alpha_vantage_news
102,H9Lco_DOsPs,H9Lco_DOsPs,The Investor Channel,NVDA,Nvidia,buy,2023-02-25,True,analyst_neutral_or_mixed,analyst_bullish_aligned,event_time_yfinance,1,5,5,True,True,False,False,True,True,False,False,False,8k_window;10q_10k_window;material_filing_flag,False,False,False,False,False,unknown_or_limited,0,0,0,0,0,0,0,False,False,False,nan,0,0,0,0,0,0,0,True,True,True,ok,166,16,5,77,31,101,65,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,not_checked,True,True,True,True,False,1,2,9,16,5,77,31,101,65,False,official_confounded,official_confounded,sec_filing;earnings;media:fnspid_news,True,primary_only,16,5,77,31,101,65,0.0,0.0,0.0,0,0,2023-02-18,2023-03-04,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,False,official_confounded,low_coverage,official_confounded,sec_filing;earnings;media:fnspid_news
103,H9Lco_DOsPs,H9Lco_DOsPs,The Investor Channel,NFLX,Netflix,buy,2023-02-25,False,analyst_bullish_aligned,analyst_bullish_aligned,event_time_yfinance,0,0,15,False,False,False,False,False,False,False,False,True,no_material_sec_overlap_detected,False,True,False,False,False,unknown_or_limited,0,0,0,0,0,0,0,False,False,False,nan,0,0,0,0,0,0,0,True,False,False,ok,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,False,not_checked,0,0,0,0,0,0,0,False,False,not_checked,False,False,False,False,False,1,2,9,0,0,0,0,0,0,False,unknown_news_coverage,unknown_news_coverage,unknown_or_insufficient_provider_coverage,True,none,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0,0,False,unknown_or_clean_slice,low_coverage,unknown_news_coverage,unknown_or_insufficient_provider_coverage
