provider,query_key,event_id,ticker,time_from,time_to,status,article_rows_returned,error_message_truncated
Alpha_Vantage_NEWS_SENTIMENT,GOOGL_2021-04-01_2021-12-31,,GOOGL,20210401T0000,20211231T2359,rate_limited,0,We have detected your API key as [REDACTED] and our standard API rate limit is 25 requests per day. Please subscribe to any of the premium plans at https://www.alphavantage.co/premium/ to instan
