date,gross_return,net_return,active_positions,portfolio_type,holding_period
2022-10-19,-0.008469697241047291,-0.008469697241047291,2,equal_weight_all_recommendations,5D
2022-10-20,-0.0013953637242354322,-0.0013953637242354322,2,equal_weight_all_recommendations,5D
2022-10-21,0.025280581518609235,0.025280581518609235,2,equal_weight_all_recommendations,5D
2022-10-24,0.021187852162324328,0.020187852162324327,2,equal_weight_all_recommendations,5D
2022-11-10,0.08226795691346589,0.08126795691346589,1,equal_weight_all_recommendations,5D
2022-11-11,0.01699732697045464,0.01699732697045464,1,equal_weight_all_recommendations,5D
2022-11-14,-0.02250001127980983,-0.02250001127980983,1,equal_weight_all_recommendations,5D
2022-11-15,0.012253208310413433,0.011753208310413432,2,equal_weight_all_recommendations,5D
2022-11-16,-0.021769049261755324,-0.022269049261755325,2,equal_weight_all_recommendations,5D
2022-11-17,-0.014644923667524012,-0.014644923667524012,1,equal_weight_all_recommendations,5D
2022-11-18,-0.017094966704018222,-0.017094966704018222,1,equal_weight_all_recommendations,5D
2022-11-21,0.02849609624723176,0.02749609624723176,2,equal_weight_all_recommendations,5D
2022-11-22,-0.014039746992134283,-0.014039746992134283,1,equal_weight_all_recommendations,5D
2022-11-23,0.02775175703905286,0.02775175703905286,1,equal_weight_all_recommendations,5D
2022-11-25,-0.00010108819068010977,-0.00010108819068010977,1,equal_weight_all_recommendations,5D
2022-11-28,-0.03216351151427976,-0.033163511514279764,1,equal_weight_all_recommendations,5D
2022-12-12,0.01638799835988114,0.015387998359881139,1,equal_weight_all_recommendations,5D
2022-12-13,0.02142456926150338,0.02142456926150338,1,equal_weight_all_recommendations,5D
2022-12-14,-0.009838858835905628,-0.009838858835905628,1,equal_weight_all_recommendations,5D
2022-12-15,-0.03417782070573294,-0.03417782070573294,1,equal_weight_all_recommendations,5D
2022-12-16,-0.02692878659775949,-0.027928786597759492,2,equal_weight_all_recommendations,5D
2022-12-19,-0.00239632976495896,-0.00239632976495896,1,equal_weight_all_recommendations,5D
2022-12-20,-0.08053641461716088,-0.08053641461716088,1,equal_weight_all_recommendations,5D
2022-12-21,-0.0016690545895901021,-0.0016690545895901021,1,equal_weight_all_recommendations,5D
2022-12-22,-0.08882756559936855,-0.08982756559936855,1,equal_weight_all_recommendations,5D
2023-01-27,0.007960367321812517,0.006960367321812516,4,equal_weight_all_recommendations,5D
2023-01-30,-0.021073845720381845,-0.021073845720381845,4,equal_weight_all_recommendations,5D
2023-01-31,0.014499501669044512,0.014499501669044512,4,equal_weight_all_recommendations,5D
2023-02-01,0.013054543083718617,0.013054543083718617,4,equal_weight_all_recommendations,5D
2023-02-02,0.04791367925038059,0.04691367925038059,4,equal_weight_all_recommendations,5D
2023-02-14,0.0339227690123407,0.0329227690123407,1,equal_weight_all_recommendations,5D
2023-02-15,-0.008958658178080947,-0.008958658178080947,1,equal_weight_all_recommendations,5D
2023-02-16,-0.059873191545541715,-0.059873191545541715,1,equal_weight_all_recommendations,5D
2023-02-17,-0.019730292144448547,-0.019730292144448547,1,equal_weight_all_recommendations,5D
2023-02-21,0.006116692548496394,0.005116692548496393,2,equal_weight_all_recommendations,5D
2023-02-22,-0.0047933248978162535,-0.0047933248978162535,1,equal_weight_all_recommendations,5D
2023-02-23,-0.1402136508180376,-0.1402136508180376,1,equal_weight_all_recommendations,5D
2023-02-24,0.015973716264235382,0.015973716264235382,1,equal_weight_all_recommendations,5D
2023-02-27,-0.009233091108594937,-0.010233091108594938,1,equal_weight_all_recommendations,5D
2023-02-28,0.0011133440005782758,0.00011334400057827574,2,equal_weight_all_recommendations,5D
2023-03-01,-0.02435701062546264,-0.02435701062546264,2,equal_weight_all_recommendations,5D
2023-03-02,-0.002768989853366599,-0.002768989853366599,2,equal_weight_all_recommendations,5D
2023-03-03,0.02032362419806033,0.02032362419806033,2,equal_weight_all_recommendations,5D
2023-03-06,-0.011056170442419855,-0.012056170442419856,2,equal_weight_all_recommendations,5D
2023-03-20,0.005370678904868864,0.004370678904868864,1,equal_weight_all_recommendations,5D
2023-03-21,0.0021630119517928037,0.0021630119517928037,1,equal_weight_all_recommendations,5D
2023-03-22,-0.03888292831621443,-0.03888292831621443,1,equal_weight_all_recommendations,5D
2023-03-23,0.09006462790411507,0.09006462790411507,1,equal_weight_all_recommendations,5D
2023-03-24,0.025033616894452715,0.024033616894452714,1,equal_weight_all_recommendations,5D
2023-04-24,-0.015325895028073244,-0.016325895028073245,1,equal_weight_all_recommendations,5D
2023-04-25,-0.011565701922588656,-0.011565701922588656,1,equal_weight_all_recommendations,5D
2023-04-26,-0.04306963495243776,-0.04306963495243776,1,equal_weight_all_recommendations,5D
2023-04-27,0.03410296616575289,0.03343629949908622,3,equal_weight_all_recommendations,5D
2023-04-28,0.01374404964565564,0.013410716312322305,3,equal_weight_all_recommendations,5D
2023-05-01,0.0030100535354747513,0.0026767202021414174,3,equal_weight_all_recommendations,5D
2023-05-02,0.0009034350043910141,0.0009034350043910141,3,equal_weight_all_recommendations,5D
2023-05-03,-0.003881868379412845,-0.004548535046079512,3,equal_weight_all_recommendations,5D
2023-05-04,-0.003673471985857102,-0.003673471985857102,1,equal_weight_all_recommendations,5D
2023-05-05,-0.05496278398315546,-0.05596278398315546,1,equal_weight_all_recommendations,5D
2023-05-22,0.04846228354123516,0.04746228354123516,1,equal_weight_all_recommendations,5D
2023-05-23,-0.010571859817108434,-0.011238526483775102,3,equal_weight_all_recommendations,5D
2023-05-24,-0.009837080957590283,-0.009837080957590283,3,equal_weight_all_recommendations,5D
2023-05-25,0.04291362395729167,0.04291362395729167,3,equal_weight_all_recommendations,5D
2023-05-26,0.04994300921030955,0.04960967587697621,3,equal_weight_all_recommendations,5D
2023-05-30,0.01375377370483144,0.01275377370483144,2,equal_weight_all_recommendations,5D
2023-06-21,-0.007552845901271921,-0.008552845901271922,1,equal_weight_all_recommendations,5D
2023-06-22,0.04261789623803569,0.04261789623803569,1,equal_weight_all_recommendations,5D
2023-06-23,-0.006300361919969633,-0.006300361919969633,1,equal_weight_all_recommendations,5D
2023-06-26,0.010948684556690236,0.010448684556690235,2,equal_weight_all_recommendations,5D
2023-06-27,-0.008043513332139485,-0.008543513332139485,2,equal_weight_all_recommendations,5D
2023-06-28,0.018124680120259473,0.018124680120259473,1,equal_weight_all_recommendations,5D
2023-06-29,0.007174825770877802,0.007174825770877802,1,equal_weight_all_recommendations,5D
2023-06-30,-0.03625504926968737,-0.03725504926968737,1,equal_weight_all_recommendations,5D
2023-07-24,0.005368293120940226,0.004368293120940226,2,equal_weight_all_recommendations,5D
2023-07-25,0.0204631418366239,0.0204631418366239,2,equal_weight_all_recommendations,5D
2023-07-26,-0.02130347135938543,-0.02130347135938543,2,equal_weight_all_recommendations,5D
2023-07-27,-0.005507787853900381,-0.005507787853900381,2,equal_weight_all_recommendations,5D
2023-07-28,0.02082484871917023,0.01982484871917023,2,equal_weight_all_recommendations,5D
2023-07-31,-0.0191092998424518,-0.0201092998424518,2,equal_weight_all_recommendations,5D
2023-08-01,0.0010236884053416717,0.0010236884053416717,2,equal_weight_all_recommendations,5D
2023-08-02,-0.002973298582034989,-0.002973298582034989,2,equal_weight_all_recommendations,5D
2023-08-03,-0.0027950403217685826,-0.0027950403217685826,2,equal_weight_all_recommendations,5D
2023-08-04,-0.01532785697257292,-0.016327856972572923,3,equal_weight_all_recommendations,5D
2023-08-07,-0.01725343889131814,-0.01725343889131814,1,equal_weight_all_recommendations,5D
2023-08-08,0.005311500892632548,0.005311500892632548,1,equal_weight_all_recommendations,5D
2023-08-09,-0.008954547770209542,-0.008954547770209542,1,equal_weight_all_recommendations,5D
2023-08-10,-0.001234586339768473,-0.002234586339768473,1,equal_weight_all_recommendations,5D
2023-08-21,0.04050586491651198,0.03950586491651198,2,equal_weight_all_recommendations,5D
2023-08-22,0.008081661924096095,0.008081661924096095,2,equal_weight_all_recommendations,5D
2023-08-23,0.018843513474883444,0.018843513474883444,2,equal_weight_all_recommendations,5D
2023-08-24,-0.027481928341139328,-0.027481928341139328,2,equal_weight_all_recommendations,5D
2023-08-25,0.061604679320327906,0.060604679320327905,3,equal_weight_all_recommendations,5D
2023-08-28,0.033965846255585436,0.033215846255585435,4,equal_weight_all_recommendations,5D
2023-08-29,0.01805336845590691,0.01805336845590691,4,equal_weight_all_recommendations,5D
2023-08-30,-0.03930398380164435,-0.03930398380164435,4,equal_weight_all_recommendations,5D
2023-08-31,0.007658591612234589,0.0074085916122345885,4,equal_weight_all_recommendations,5D
2023-09-01,-0.01357420477279736,-0.014574204772797361,3,equal_weight_all_recommendations,5D
2023-09-11,-0.006622663004637985,-0.007622663004637985,1,equal_weight_all_recommendations,5D
2023-09-12,0.01706094438673844,0.01706094438673844,1,equal_weight_all_recommendations,5D
2023-09-13,0.01185462156879058,0.01185462156879058,1,equal_weight_all_recommendations,5D
2023-09-14,0.0,-0.0005,2,equal_weight_all_recommendations,5D
2023-09-15,0.001384663143359129,0.0007179964766924623,3,equal_weight_all_recommendations,5D
2023-09-18,0.0025924461217139705,0.00209244612171397,4,equal_weight_all_recommendations,5D
2023-09-19,-0.007511452038008182,-0.007511452038008182,4,equal_weight_all_recommendations,5D
2023-09-20,-0.0031064473071733545,-0.0033564473071733547,4,equal_weight_all_recommendations,5D
2023-09-21,0.0006863827835397925,0.0003530494502064589,3,equal_weight_all_recommendations,5D
2023-09-22,-0.006472428834531363,-0.007472428834531364,2,equal_weight_all_recommendations,5D
2023-09-26,0.0011892956226779994,0.00018929562267799935,1,equal_weight_all_recommendations,5D
2023-09-27,-0.026981204533934156,-0.026981204533934156,1,equal_weight_all_recommendations,5D
2023-09-28,0.014649464264216094,0.014649464264216094,1,equal_weight_all_recommendations,5D
2023-09-29,0.004812651981519256,0.004812651981519256,1,equal_weight_all_recommendations,5D
2023-10-02,0.0017106374938991031,0.0007106374938991031,1,equal_weight_all_recommendations,5D
2023-10-23,0.038369554499988245,0.037369554499988245,1,equal_weight_all_recommendations,5D
2023-10-24,0.016009213905386455,0.016009213905386455,1,equal_weight_all_recommendations,5D
2023-10-25,-0.043148646244381084,-0.043148646244381084,1,equal_weight_all_recommendations,5D
2023-10-26,-0.034778231655263614,-0.034778231655263614,1,equal_weight_all_recommendations,5D
2023-10-27,0.005899700555872078,0.004899700555872078,2,equal_weight_all_recommendations,5D
2023-10-30,-0.04794984223383947,-0.04794984223383947,1,equal_weight_all_recommendations,5D
2023-10-31,0.0,-0.0005000000000000004,2,equal_weight_all_recommendations,5D
2023-11-01,0.0,0.0,2,equal_weight_all_recommendations,5D
2023-11-02,0.0,-0.0005000000000000004,2,equal_weight_all_recommendations,5D
2023-11-03,-0.006635907937775576,-0.006635907937775576,1,equal_weight_all_recommendations,5D
2023-11-06,0.0031369449915678027,0.0021369449915678027,1,equal_weight_all_recommendations,5D
2023-11-09,-0.006910785933928576,-0.007910785933928577,1,equal_weight_all_recommendations,5D
2023-11-10,0.024896586190823022,0.024896586190823022,1,equal_weight_all_recommendations,5D
2023-11-13,-0.008088292154612375,-0.008088292154612375,1,equal_weight_all_recommendations,5D
2023-11-14,0.009790660291013609,0.009790660291013609,1,equal_weight_all_recommendations,5D
2023-11-15,0.00040593508684638735,-0.0005940649131536127,1,equal_weight_all_recommendations,5D
2023-11-20,0.009278266815983871,0.00827826681598387,1,equal_weight_all_recommendations,5D
2023-11-21,-0.004230949844249876,-0.004230949844249876,1,equal_weight_all_recommendations,5D
2023-11-22,0.0035145054497986994,0.0035145054497986994,1,equal_weight_all_recommendations,5D
2023-11-24,-0.007004393918996321,-0.007004393918996321,1,equal_weight_all_recommendations,5D
2023-11-27,0.0027462383738605656,0.0017462383738605653,4,equal_weight_all_recommendations,5D
2023-11-28,0.0017633448565815464,0.0017633448565815464,3,equal_weight_all_recommendations,5D
2023-11-29,-0.002933006232735217,-0.002933006232735217,3,equal_weight_all_recommendations,5D
2023-11-30,-0.008412496973185432,-0.008412496973185432,3,equal_weight_all_recommendations,5D
2023-12-01,-0.0016426012265408814,-0.0026426012265408816,3,equal_weight_all_recommendations,5D
2023-12-05,-0.023293639789435217,-0.024293639789435217,1,equal_weight_all_recommendations,5D
2023-12-06,0.02282790803358914,0.02282790803358914,1,equal_weight_all_recommendations,5D
2023-12-07,-0.02402044920368196,-0.02402044920368196,1,equal_weight_all_recommendations,5D
2023-12-08,-0.01952954765142434,-0.01952954765142434,1,equal_weight_all_recommendations,5D
2023-12-11,-0.0018596232542757256,-0.0028596232542757263,3,equal_weight_all_recommendations,5D
2023-12-12,-0.02294899218919555,-0.02294899218919555,2,equal_weight_all_recommendations,5D
2023-12-13,-0.00662930550040719,-0.00662930550040719,2,equal_weight_all_recommendations,5D
2023-12-14,-0.002036593999552916,-0.002036593999552916,2,equal_weight_all_recommendations,5D
2023-12-15,-0.009751033746441373,-0.010751033746441374,2,equal_weight_all_recommendations,5D
2023-12-18,0.01660620904443566,0.01560620904443566,2,equal_weight_all_recommendations,5D
2023-12-19,0.003492852522071932,0.0029928525220719315,4,equal_weight_all_recommendations,5D
2023-12-20,0.010202444485335721,0.010202444485335721,4,equal_weight_all_recommendations,5D
2023-12-21,-0.013147452255319436,-0.013147452255319436,4,equal_weight_all_recommendations,5D
2023-12-22,-0.0008733549382340389,-0.001373354938234039,4,equal_weight_all_recommendations,5D
2023-12-26,-0.02170423637417629,-0.02270423637417629,2,equal_weight_all_recommendations,5D
2024-01-18,0.008947317537728372,0.007947317537728371,3,equal_weight_all_recommendations,5D
2024-01-19,0.0172923817321712,0.016892381732171204,5,equal_weight_all_recommendations,5D
2024-01-22,0.001134480660904269,0.001134480660904269,5,equal_weight_all_recommendations,5D
2024-01-23,0.004247366510730258,0.003961652225015972,7,equal_weight_all_recommendations,5D
2024-01-24,0.014897985128945832,0.014469413700374403,7,equal_weight_all_recommendations,5D
2024-01-25,0.004514188847575096,0.004014188847575095,4,equal_weight_all_recommendations,5D
2024-01-26,-0.013295099304599267,-0.013295099304599267,2,equal_weight_all_recommendations,5D
2024-01-29,0.013384213584881732,0.012384213584881731,2,equal_weight_all_recommendations,5D
2024-02-02,0.049708833939809516,0.048708833939809515,1,equal_weight_all_recommendations,5D
2024-02-05,0.02425125469389766,0.02350125469389766,4,equal_weight_all_recommendations,5D
2024-02-06,-0.007542602375608637,-0.007542602375608637,4,equal_weight_all_recommendations,5D
2024-02-07,0.01593390060563421,0.01593390060563421,4,equal_weight_all_recommendations,5D
2024-02-08,-0.005717086317558351,-0.005967086317558351,4,equal_weight_all_recommendations,5D
2024-02-09,0.029137203434189296,0.028137203434189295,4,equal_weight_all_recommendations,5D
2024-02-12,0.02003056095205591,0.02003056095205591,1,equal_weight_all_recommendations,5D
2024-02-13,-0.030454359179965418,-0.030454359179965418,1,equal_weight_all_recommendations,5D
2024-02-14,0.01307591895265423,0.01227591895265423,5,equal_weight_all_recommendations,5D
2024-02-15,0.010154832875724029,0.009954832875724028,5,equal_weight_all_recommendations,5D
2024-02-16,-0.004423341211853532,-0.004423341211853532,4,equal_weight_all_recommendations,5D
2024-02-20,-0.020436722811371072,-0.020436722811371072,4,equal_weight_all_recommendations,5D
2024-02-21,-0.002183483932547914,-0.0031834839325479147,6,equal_weight_all_recommendations,5D
2024-02-22,0.02953830235676147,0.02953830235676147,2,equal_weight_all_recommendations,5D
2024-02-23,0.0009062192004397618,0.0005728858671064284,3,equal_weight_all_recommendations,5D
2024-02-26,-0.0016067970403476444,-0.0016067970403476444,3,equal_weight_all_recommendations,5D
2024-02-27,-0.003967128204286241,-0.004633794870952908,3,equal_weight_all_recommendations,5D
2024-02-28,-0.013189099633870494,-0.013189099633870494,1,equal_weight_all_recommendations,5D
2024-02-29,0.01865760182659848,0.01765760182659848,1,equal_weight_all_recommendations,5D
2024-03-01,-0.040031809217262015,-0.041031809217262016,1,equal_weight_all_recommendations,5D
2024-03-04,-0.0359508382210425,-0.0359508382210425,1,equal_weight_all_recommendations,5D
2024-03-05,-0.008576437175016105,-0.008576437175016105,1,equal_weight_all_recommendations,5D
2024-03-06,-0.03182730169420123,-0.03182730169420123,1,equal_weight_all_recommendations,5D
2024-03-07,-0.04474630598193774,-0.04574630598193774,1,equal_weight_all_recommendations,5D
2024-03-12,0.0715716926406813,0.0705716926406813,1,equal_weight_all_recommendations,5D
2024-03-13,-0.01115184794956603,-0.01115184794956603,1,equal_weight_all_recommendations,5D
2024-03-14,-0.03239165497033336,-0.03239165497033336,1,equal_weight_all_recommendations,5D
2024-03-15,-0.0012166146014758183,-0.0012166146014758183,1,equal_weight_all_recommendations,5D
2024-03-18,0.000331727811123117,-0.000668272188876883,2,equal_weight_all_recommendations,5D
2024-03-19,-0.013927254524195687,-0.014427254524195687,2,equal_weight_all_recommendations,5D
2024-03-20,0.005311758593986582,0.005311758593986582,2,equal_weight_all_recommendations,5D
2024-03-21,0.012344947431750464,0.012344947431750464,2,equal_weight_all_recommendations,5D
2024-03-22,-0.008412592325319879,-0.008912592325319879,2,equal_weight_all_recommendations,5D
2024-03-25,0.010536808713131895,0.009536808713131895,1,equal_weight_all_recommendations,5D
2024-04-23,0.0010145600066309157,1.4560006630914835e-05,2,equal_weight_all_recommendations,5D
2024-04-24,0.07918882339441957,0.07885549006108623,3,equal_weight_all_recommendations,5D
2024-04-25,0.0412659944761374,0.0412659944761374,3,equal_weight_all_recommendations,5D
2024-04-26,-0.012890380389807471,-0.013140380389807471,4,equal_weight_all_recommendations,5D
2024-04-29,0.08750392041660209,0.08678963470231638,7,equal_weight_all_recommendations,5D
2024-04-30,-0.03378378659283898,-0.034117119926172314,6,equal_weight_all_recommendations,5D
2024-05-01,0.0057396272931066195,0.0057396272931066195,5,equal_weight_all_recommendations,5D
2024-05-02,0.005578778618484437,0.005378778618484436,5,equal_weight_all_recommendations,5D
2024-05-03,0.008244730275581091,0.007494730275581091,4,equal_weight_all_recommendations,5D
2024-05-06,-0.03439570030442596,-0.03539570030442596,1,equal_weight_all_recommendations,5D
2024-05-07,-0.0037971095522379983,-0.004797109552237998,2,equal_weight_all_recommendations,5D
2024-05-08,-0.0018642079591868477,-0.0018642079591868477,2,equal_weight_all_recommendations,5D
2024-05-09,-0.010014239550325987,-0.010014239550325987,2,equal_weight_all_recommendations,5D
2024-05-10,0.006890279909845254,0.006890279909845254,2,equal_weight_all_recommendations,5D
2024-05-13,-0.01764550728773484,-0.01864550728773484,2,equal_weight_all_recommendations,5D
2024-05-14,0.002679959159411549,0.001679959159411549,1,equal_weight_all_recommendations,5D
2024-05-15,-0.005773249525686142,-0.005773249525686142,1,equal_weight_all_recommendations,5D
2024-05-16,-0.01268885714634993,-0.01268885714634993,1,equal_weight_all_recommendations,5D
2024-05-17,0.002992451611257274,0.002492451611257274,2,equal_weight_all_recommendations,5D
2024-05-20,-5.9166103913654844e-05,-0.0005591661039136549,2,equal_weight_all_recommendations,5D
2024-05-21,0.006857214213925822,0.006857214213925822,1,equal_weight_all_recommendations,5D
2024-05-22,-0.007538333390677554,-0.007538333390677554,1,equal_weight_all_recommendations,5D
2024-05-23,-0.05712727799291878,-0.05812727799291878,2,equal_weight_all_recommendations,5D
2024-05-24,-0.025722726360124293,-0.025722726360124293,1,equal_weight_all_recommendations,5D
2024-05-28,-0.06980437841653764,-0.06980437841653764,1,equal_weight_all_recommendations,5D
2024-05-29,-0.008112226063836214,-0.008112226063836214,1,equal_weight_all_recommendations,5D
2024-05-30,0.037665971074175464,0.03666597107417546,1,equal_weight_all_recommendations,5D
2024-06-05,0.010817455564965828,0.009817455564965827,1,equal_weight_all_recommendations,5D
2024-06-06,0.020520748266509736,0.020520748266509736,1,equal_weight_all_recommendations,5D
2024-06-07,-0.003783767287795614,-0.003783767287795614,1,equal_weight_all_recommendations,5D
2024-06-10,0.012470805038312882,0.011804138371646214,3,equal_weight_all_recommendations,5D
2024-06-11,-0.0017754278728153345,-0.002108761206148668,3,equal_weight_all_recommendations,5D
2024-06-12,0.016832505963635946,0.016832505963635946,2,equal_weight_all_recommendations,5D
2024-06-13,0.009425133001805697,0.009425133001805697,2,equal_weight_all_recommendations,5D
2024-06-14,0.008294719442001441,0.0072947194420014405,2,equal_weight_all_recommendations,5D
2024-06-18,-0.004527603147613024,-0.005527603147613024,1,equal_weight_all_recommendations,5D
2024-06-20,-0.0014336936936187872,-0.0014336936936187872,1,equal_weight_all_recommendations,5D
2024-06-21,0.009154004106491254,0.009154004106491254,1,equal_weight_all_recommendations,5D
2024-06-24,-0.004691104807892477,-0.004691104807892477,1,equal_weight_all_recommendations,5D
2024-06-25,0.007326808331882484,0.006326808331882484,1,equal_weight_all_recommendations,5D
2024-07-02,-0.01311359337771123,-0.014113593377711231,1,equal_weight_all_recommendations,5D
2024-07-03,0.04573242005262568,0.04573242005262568,1,equal_weight_all_recommendations,5D
2024-07-05,-0.019098749884861155,-0.019098749884861155,1,equal_weight_all_recommendations,5D
2024-07-08,0.007642301258174,0.007142301258174,2,equal_weight_all_recommendations,5D
2024-07-09,0.012528128307147668,0.012028128307147667,2,equal_weight_all_recommendations,5D
2024-07-10,0.002257434315787732,0.002257434315787732,1,equal_weight_all_recommendations,5D
2024-07-11,-0.023724863074531144,-0.023724863074531144,1,equal_weight_all_recommendations,5D
2024-07-12,-0.0028710461411535215,-0.0038710461411535215,1,equal_weight_all_recommendations,5D
2024-07-15,-0.007995710667633604,-0.008995710667633605,2,equal_weight_all_recommendations,5D
2024-07-16,-0.014436530642153778,-0.014436530642153778,2,equal_weight_all_recommendations,5D
2024-07-17,-0.0841475682563857,-0.0841475682563857,2,equal_weight_all_recommendations,5D
2024-07-18,0.0016583383805494623,0.0016583383805494623,2,equal_weight_all_recommendations,5D
2024-07-19,-0.02649744150466299,-0.02749744150466299,2,equal_weight_all_recommendations,5D
2024-07-23,0.012728602089756569,0.011728602089756568,2,equal_weight_all_recommendations,5D
2024-07-24,-0.05476723046473386,-0.05526723046473386,4,equal_weight_all_recommendations,5D
2024-07-25,-0.0038992616003409863,-0.0038992616003409863,4,equal_weight_all_recommendations,5D
2024-07-26,0.008360476957689933,0.008160476957689932,5,equal_weight_all_recommendations,5D
2024-07-29,0.024604852220042207,0.024204852220042206,5,equal_weight_all_recommendations,5D
2024-07-30,-0.032666666040888914,-0.033416666040888915,4,equal_weight_all_recommendations,5D
2024-07-31,0.04284236791394336,0.042509034580610026,3,equal_weight_all_recommendations,5D
2024-08-01,-0.07124080279670982,-0.07157413613004315,3,equal_weight_all_recommendations,5D
2024-08-02,-0.027857746389262417,-0.028357746389262417,4,equal_weight_all_recommendations,5D
2024-08-05,-0.02134441669648024,-0.02184441669648024,6,equal_weight_all_recommendations,5D
2024-08-06,0.0036320420532139686,0.0034320420532139686,5,equal_weight_all_recommendations,5D
2024-08-07,0.00010565876603607638,-0.00032291266253535255,7,equal_weight_all_recommendations,5D
2024-08-08,0.014376216916593234,0.01409050263087895,7,equal_weight_all_recommendations,5D
2024-08-09,0.00015871887163301234,-0.000241281128366988,5,equal_weight_all_recommendations,5D
2024-08-12,-0.012758700527455558,-0.013158700527455557,5,equal_weight_all_recommendations,5D
2024-08-13,-0.016275783856414767,-0.016990069570700483,7,equal_weight_all_recommendations,5D
2024-08-14,-0.003667610162204349,-0.003667610162204349,4,equal_weight_all_recommendations,5D
