strategy,sequence,event_date,equity,drawdown
long_all_buys,957,2025-05-10,13835.306712,-0.997492
long_all_buys,958,2025-05-14,12910.544291,-0.997660
long_all_buys,959,2025-05-14,12991.868814,-0.997645
long_all_buys,960,2025-05-17,14323.796164,-0.997404
long_all_buys,961,2025-05-17,14889.170884,-0.997301
long_all_buys,962,2025-05-22,15469.510417,-0.997196
long_all_buys,963,2025-05-22,16167.371022,-0.997070
long_all_buys,964,2025-05-22,16896.713518,-0.996938
long_all_buys,965,2025-05-22,17555.301622,-0.996818
long_all_buys,966,2025-05-24,18889.386519,-0.996576
long_all_buys,967,2025-06-02,20055.142715,-0.996365
long_all_buys,968,2025-06-07,20979.921696,-0.996198
long_all_buys,969,2025-06-11,29662.139552,-0.994624
long_all_buys,970,2025-06-11,41937.359708,-0.992399
long_all_buys,971,2025-06-13,57688.996194,-0.989544
long_all_buys,972,2025-06-13,79356.933890,-0.985617
long_all_buys,973,2025-06-15,82215.735766,-0.985099
long_all_buys,974,2025-06-18,87115.300628,-0.984211
long_all_buys,975,2025-06-20,91983.194016,-0.983329
long_all_buys,976,2025-06-25,103878.974387,-0.981173
long_all_buys,977,2025-06-25,109968.695824,-0.980069
long_all_buys,978,2025-06-26,108412.478453,-0.980351
long_all_buys,979,2025-06-27,113635.387646,-0.979405
long_all_buys,980,2025-06-28,126441.005212,-0.977084
long_all_buys,981,2025-07-02,133549.707378,-0.975795
long_all_buys,982,2025-07-04,146722.639722,-0.973408
long_all_buys,983,2025-07-05,155569.534613,-0.971804
long_all_buys,984,2025-07-08,141998.371918,-0.974264
long_all_buys,985,2025-07-08,131026.137504,-0.976253
long_all_buys,986,2025-07-08,154751.391078,-0.971953
long_all_buys,987,2025-07-09,192367.533570,-0.965135
long_all_buys,988,2025-07-09,213560.904282,-0.961294
long_all_buys,989,2025-07-10,225378.347746,-0.959152
long_all_buys,990,2025-07-11,264620.148995,-0.952040
long_all_buys,991,2025-07-15,259998.343960,-0.952878
long_all_buys,992,2025-07-16,275506.256226,-0.950067
long_all_buys,993,2025-07-16,310735.869873,-0.943682
long_all_buys,994,2025-07-16,329270.082571,-0.940323
long_all_buys,995,2025-07-16,348909.790557,-0.936763
long_all_buys,996,2025-07-17,360217.291261,-0.934714
long_all_buys,997,2025-07-17,371891.246493,-0.932598
long_all_buys,998,2025-07-17,386976.486002,-0.929864
long_all_buys,999,2025-07-21,395628.101940,-0.928296
long_all_buys,1000,2025-07-21,394414.065456,-0.928516
long_all_buys,1001,2025-07-23,413166.339531,-0.925117
long_all_buys,1002,2025-07-23,396665.760678,-0.928108
long_all_buys,1003,2025-07-23,415525.090788,-0.924690
long_all_buys,1004,2025-07-25,447417.734533,-0.918910
long_all_buys,1005,2025-07-25,489531.935692,-0.911277
long_all_buys,1006,2025-07-25,535610.230812,-0.902925
long_all_buys,1007,2025-07-25,553750.725713,-0.899638
long_all_buys,1008,2025-07-28,580507.970993,-0.894788
long_all_buys,1009,2025-07-28,625555.850224,-0.886624
long_all_buys,1010,2025-07-28,559692.922476,-0.898561
long_all_buys,1011,2025-07-28,535604.280555,-0.902927
long_all_buys,1012,2025-07-29,503144.447328,-0.908810
long_all_buys,1013,2025-07-29,559388.797745,-0.898616
long_all_buys,1014,2025-07-29,609572.609129,-0.889520
long_all_buys,1015,2025-07-29,592692.050309,-0.892580
long_all_buys,1016,2025-07-30,636778.778502,-0.884590
long_all_buys,1017,2025-07-30,631759.798364,-0.885499
long_all_buys,1018,2025-07-31,599418.898460,-0.891361
long_all_buys,1019,2025-08-01,626639.286031,-0.886427
long_all_buys,1020,2025-08-01,655974.237265,-0.881111
long_all_buys,1021,2025-08-01,631605.809109,-0.885527
long_all_buys,1022,2025-08-02,595289.543175,-0.892109
long_all_buys,1023,2025-08-03,702518.620859,-0.872675
long_all_buys,1024,2025-08-05,772838.245757,-0.859930
long_all_buys,1025,2025-08-05,920296.987203,-0.833204
long_all_buys,1026,2025-08-05,851894.917369,-0.845602
long_all_buys,1027,2025-08-05,937166.580302,-0.830147
long_all_buys,1028,2025-08-05,867510.659700,-0.842771
long_all_buys,1029,2025-08-05,803031.990801,-0.854458
long_all_buys,1030,2025-08-05,956251.745846,-0.826688
long_all_buys,1031,2025-08-05,885177.299654,-0.839570
long_all_buys,1032,2025-08-06,817954.421477,-0.851753
long_all_buys,1033,2025-08-06,759379.505309,-0.862369
long_all_buys,1034,2025-08-07,705139.018357,-0.872200
long_all_buys,1035,2025-08-08,837893.612845,-0.848139
long_all_buys,1036,2025-08-08,855037.321949,-0.845032
long_all_buys,1037,2025-08-11,789670.217060,-0.856879
long_all_buys,1038,2025-08-11,767180.107164,-0.860955
long_all_buys,1039,2025-08-11,708529.635137,-0.871585
long_all_buys,1040,2025-08-11,688350.440057,-0.875243
long_all_buys,1041,2025-08-12,664155.584788,-0.879628
long_all_buys,1042,2025-08-13,648743.333461,-0.882421
long_all_buys,1043,2025-08-13,633688.735515,-0.885150
long_all_buys,1044,2025-08-13,647423.416274,-0.882660
long_all_buys,1045,2025-08-14,574997.975847,-0.895787
long_all_buys,1046,2025-08-14,620428.457863,-0.887553
long_all_buys,1047,2025-08-14,669448.393726,-0.878668
long_all_buys,1048,2025-08-15,676525.744564,-0.877386
long_all_buys,1049,2025-08-15,683677.916545,-0.876089
long_all_buys,1050,2025-08-15,841185.042047,-0.847543
long_all_buys,1051,2025-08-17,784960.820420,-0.857733
long_all_buys,1052,2025-08-18,961410.877516,-0.825753
long_all_buys,1053,2025-08-18,1074471.880233,-0.805262
long_all_buys,1054,2025-08-18,1057723.171447,-0.808297
long_all_buys,1055,2025-08-19,1046960.174448,-0.810248
long_all_buys,1056,2025-08-19,1036306.697697,-0.812179
long_all_buys,1057,2025-08-19,1294298.469473,-0.765420
long_all_buys,1058,2025-08-19,1616518.094308,-0.707021
long_all_buys,1059,2025-08-19,1993335.611035,-0.638726
long_all_buys,1060,2025-08-20,1894115.307460,-0.656709
long_all_buys,1061,2025-08-20,2477295.884932,-0.551012
long_all_buys,1062,2025-08-20,2489180.296703,-0.548858
long_all_buys,1063,2025-08-20,2488076.248804,-0.549058
long_all_buys,1064,2025-08-20,2500012.377564,-0.546895
long_all_buys,1065,2025-08-20,3269743.056733,-0.407388
long_all_buys,1066,2025-08-20,3106988.276803,-0.436886
long_all_buys,1067,2025-08-20,3966344.038603,-0.281136
long_all_buys,1068,2025-08-20,3964584.811356,-0.281454
long_all_buys,1069,2025-08-21,4150441.266352,-0.247770
long_all_buys,1070,2025-08-21,4224105.073956,-0.234419
long_all_buys,1071,2025-08-21,4422127.624092,-0.198529
long_all_buys,1072,2025-08-21,4500613.437430,-0.184304
long_all_buys,1073,2025-08-22,5016370.550956,-0.090828
long_all_buys,1074,2025-08-24,4886867.855067,-0.114299
long_all_buys,1075,2025-08-25,4797736.272146,-0.130453
long_all_buys,1076,2025-08-25,4710230.360169,-0.146313
long_all_buys,1077,2025-08-25,4624320.468522,-0.161883
long_all_buys,1078,2025-08-27,4526182.291541,-0.179670
long_all_buys,1079,2025-08-27,4430126.820948,-0.197079
long_all_buys,1080,2025-08-27,4336109.857166,-0.214119
long_all_buys,1081,2025-08-27,4244088.138630,-0.230797
long_all_buys,1082,2025-08-27,4154019.321880,-0.247121
long_all_buys,1083,2025-08-28,4182605.279768,-0.241940
long_all_buys,1084,2025-08-28,4816976.011624,-0.126966
long_all_buys,1085,2025-08-28,5547560.992381,0.000000
long_all_buys,1086,2025-08-28,5585736.632073,0.000000
long_all_buys,1087,2025-08-28,5624174.978110,0.000000
long_all_buys,1088,2025-08-28,5662877.838308,0.000000
long_all_buys,1089,2025-08-29,6052207.207515,0.000000
long_all_buys,1090,2025-08-29,8046503.159992,0.000000
long_all_buys,1091,2025-08-30,8300956.584846,0.000000
long_all_buys,1092,2025-09-01,11559152.913280,0.000000
long_all_buys,1093,2025-09-03,12434744.662520,0.000000
long_all_buys,1094,2025-09-03,12276882.272671,-0.012695
long_all_buys,1095,2025-09-06,13360800.964465,0.000000
long_all_buys,1096,2025-09-06,14540418.197985,0.000000
long_all_buys,1097,2025-09-10,14340564.223714,-0.013745
long_all_buys,1098,2025-09-12,15137318.893715,0.000000
long_all_buys,1099,2025-09-12,14813747.049024,-0.021376
long_all_buys,1100,2025-09-12,15651442.572235,0.000000
long_all_buys,1101,2025-09-12,16073270.485503,0.000000
long_all_buys,1102,2025-09-12,15729691.955002,-0.021376
long_all_buys,1103,2025-09-12,16619182.810260,0.000000
long_all_buys,1104,2025-09-12,16712895.838724,0.000000
long_all_buys,1105,2025-09-12,17042511.391157,0.000000
long_all_buys,1106,2025-09-12,17501830.523166,0.000000
long_all_buys,1107,2025-09-12,18491533.197901,0.000000
long_all_buys,1108,2025-09-13,19007407.440818,0.000000
long_all_buys,1109,2025-09-13,19848828.698039,0.000000
long_all_buys,1110,2025-09-13,20402568.583629,0.000000
long_all_buys,1111,2025-09-15,20613264.814421,0.000000
long_all_buys,1112,2025-09-15,21526940.653334,0.000000
long_all_buys,1113,2025-09-15,22481114.858038,0.000000
long_all_buys,1114,2025-09-15,23477582.504602,0.000000
long_all_buys,1115,2025-09-15,23720034.239124,0.000000
long_all_buys,1116,2025-09-15,23964989.759697,0.000000
long_all_buys,1117,2025-09-15,25027229.648446,0.000000
long_all_buys,1118,2025-09-17,24027324.847988,-0.039953
long_all_buys,1119,2025-09-17,24153097.038804,-0.034927
long_all_buys,1120,2025-09-17,22125850.063969,-0.115929
long_all_buys,1121,2025-09-17,21241863.142366,-0.151250
long_all_buys,1122,2025-09-17,19458965.374596,-0.222488
long_all_buys,1123,2025-09-18,28671563.691741,0.000000
long_all_buys,1124,2025-09-19,30037264.015816,0.000000
long_all_buys,1125,2025-09-21,44669698.237600,0.000000
long_all_buys,1126,2025-09-22,66430216.133784,0.000000
long_all_buys,1127,2025-09-22,67999606.859108,0.000000
long_all_buys,1128,2025-09-22,64995552.419854,-0.044178
long_all_buys,1129,2025-09-25,62482303.044042,-0.081137
long_all_buys,1130,2025-09-25,65918100.480487,-0.030611
long_all_buys,1131,2025-09-25,103214664.109749,0.000000
long_all_buys,1132,2025-09-25,161613681.365741,0.000000
long_all_buys,1133,2025-09-26,165620636.339111,0.000000
long_all_buys,1134,2025-09-27,264408592.420111,0.000000
long_all_buys,1135,2025-09-29,272173611.061082,0.000000
long_all_buys,1136,2025-09-30,281768849.912711,0.000000
long_all_buys,1137,2025-10-01,286432654.640956,0.000000
long_all_buys,1138,2025-10-03,315120122.988723,0.000000
long_all_buys,1139,2025-10-03,346680765.281115,0.000000
long_all_buys,1140,2025-10-03,381402342.306780,0.000000
long_all_buys,1141,2025-10-03,419601435.341075,0.000000
long_all_buys,1142,2025-10-03,413038499.098855,-0.015641
long_all_buys,1143,2025-10-04,505963989.861204,0.000000
long_all_buys,1144,2025-10-04,619795877.611395,0.000000
long_all_buys,1145,2025-10-05,662173940.674807,0.000000
long_all_buys,1146,2025-10-07,588894737.521471,-0.110665
long_all_buys,1147,2025-10-07,557014319.401091,-0.158810
long_all_buys,1148,2025-10-07,512316209.861722,-0.226312
long_all_buys,1149,2025-10-07,466059208.769496,-0.296168
long_all_buys,1150,2025-10-07,538000295.613010,-0.187524
long_all_buys,1151,2025-10-07,605597343.302021,-0.085441
long_all_buys,1152,2025-10-07,681687622.116610,0.000000
long_all_buys,1153,2025-10-07,658100928.806926,-0.034600
long_all_buys,1154,2025-10-07,795910450.128832,0.000000
long_all_buys,1155,2025-10-07,962577952.553125,0.000000
long_all_buys,1156,2025-10-08,835376568.064968,-0.132147
long_all_buys,1157,2025-10-08,828738238.450650,-0.139043
long_all_buys,1158,2025-10-09,792049287.577826,-0.177158
long_all_buys,1159,2025-10-09,779121485.414619,-0.190589
long_all_buys,1160,2025-10-09,779348202.768825,-0.190353
long_all_buys,1161,2025-10-09,760086630.436216,-0.210364
long_all_buys,1162,2025-10-09,740740398.327239,-0.230462
long_all_buys,1163,2025-10-10,700812122.850455,-0.271942
long_all_buys,1164,2025-10-10,641614503.157132,-0.333442
long_all_buys,1165,2025-10-10,607029430.316754,-0.369371
long_all_buys,1166,2025-10-11,599170532.300242,-0.377536
long_all_buys,1167,2025-10-12,656089120.134290,-0.318404
long_all_buys,1168,2025-10-12,718414725.614190,-0.253656
long_all_buys,1169,2025-10-13,709113779.432361,-0.263318
long_all_buys,1170,2025-10-13,776476496.327005,-0.193337
long_all_buys,1171,2025-10-15,744266626.289316,-0.226799
long_all_buys,1172,2025-10-15,751964825.709642,-0.218801
long_all_buys,1173,2025-10-15,832581479.506360,-0.135050
long_all_buys,1174,2025-10-16,913109226.318208,-0.051392
long_all_buys,1175,2025-10-16,952813119.585924,-0.010144
long_all_buys,1176,2025-10-16,1000192174.936749,0.000000
long_all_buys,1177,2025-10-16,1096931322.046113,0.000000
long_all_buys,1178,2025-10-17,1081181632.361411,-0.014358
long_all_buys,1179,2025-10-20,879894641.365107,-0.197858
long_all_buys,1180,2025-10-20,769615373.488625,-0.298392
long_all_buys,1181,2025-10-22,691005072.150818,-0.370056
long_all_buys,1182,2025-10-22,690657401.525484,-0.370373
long_all_buys,1183,2025-10-22,620112050.788793,-0.434685
long_all_buys,1184,2025-10-22,556772365.986573,-0.492427
long_all_buys,1185,2025-10-22,525620926.358995,-0.520826
long_all_buys,1186,2025-10-22,471932784.419678,-0.569770
long_all_buys,1187,2025-10-22,423728473.964893,-0.613715
long_all_buys,1188,2025-10-22,380447863.713049,-0.653171
long_all_buys,1189,2025-10-22,341588035.492310,-0.688597
long_all_buys,1190,2025-10-22,339464574.792578,-0.690533
long_all_buys,1191,2025-10-22,304790874.867651,-0.722142
long_all_buys,1192,2025-10-23,303477472.959009,-0.723340
long_all_buys,1193,2025-10-24,274479669.892562,-0.749775
long_all_buys,1194,2025-10-28,232267949.562851,-0.788257
long_all_buys,1195,2025-10-28,196547891.562416,-0.820820
long_all_buys,1196,2025-10-29,228705914.538734,-0.791504
long_all_buys,1197,2025-10-29,205667023.082930,-0.812507
long_all_buys,1198,2025-10-29,184948974.621427,-0.831394
long_all_buys,1199,2025-10-29,190946658.989248,-0.825927
long_all_buys,1200,2025-10-29,162764309.829165,-0.851619
long_all_buys,1201,2025-10-29,146368103.921697,-0.866566
long_all_buys,1202,2025-10-29,131623584.237346,-0.880007
long_all_buys,1203,2025-10-30,116392891.491674,-0.893892
long_all_buys,1204,2025-10-30,111631093.781475,-0.898233
long_all_buys,1205,2025-10-30,107064107.946317,-0.902397
long_all_buys,1206,2025-10-30,119504311.619586,-0.891056
long_all_buys,1207,2025-10-30,110543439.266706,-0.899225
long_all_buys,1208,2025-10-30,123387920.256647,-0.887515
long_all_buys,1209,2025-10-30,137724852.476579,-0.874445
long_all_buys,1210,2025-10-30,121788157.516721,-0.888974
long_all_buys,1211,2025-10-30,107695561.437178,-0.901821
long_all_buys,1212,2025-10-30,120209136.197987,-0.890413
long_all_buys,1213,2025-10-31,127065694.770928,-0.884163
long_all_buys,1214,2025-11-01,109986513.304595,-0.899733
long_all_buys,1215,2025-11-01,95202982.447073,-0.913210
long_all_buys,1216,2025-11-01,82406538.715497,-0.924875
long_all_buys,1217,2025-11-03,71330093.328159,-0.934973
long_all_buys,1218,2025-11-03,71363163.962906,-0.934943
long_all_buys,1219,2025-11-04,61461326.781964,-0.943970
long_all_buys,1220,2025-11-04,52933397.008055,-0.951744
long_all_buys,1221,2025-11-04,45588741.173004,-0.958440
long_all_buys,1222,2025-11-04,41964288.088909,-0.961744
long_all_buys,1223,2025-11-04,39038875.821230,-0.964411
long_all_buys,1224,2025-11-04,36317399.741334,-0.966892
long_all_buys,1225,2025-11-04,31278259.670964,-0.971486
long_all_buys,1226,2025-11-04,26938314.279444,-0.975442
long_all_buys,1227,2025-11-04,23200548.363366,-0.978850
long_all_buys,1228,2025-11-05,19540759.681964,-0.982186
long_all_buys,1229,2025-11-06,19587362.428450,-0.982143
long_all_buys,1230,2025-11-07,20648969.838704,-0.981176
long_all_buys,1231,2025-11-07,19587224.692629,-0.982144
long_all_buys,1232,2025-11-07,18538514.877095,-0.983100
long_all_buys,1233,2025-11-09,20429699.314371,-0.981376
long_all_buys,1234,2025-11-10,18220589.906801,-0.983389
long_all_buys,1235,2025-11-11,17022343.791384,-0.984482
long_all_buys,1236,2025-11-11,15902898.294413,-0.985502
long_all_buys,1237,2025-11-11,14857071.227198,-0.986456
long_all_buys,1238,2025-11-12,12059011.201738,-0.989007
long_all_buys,1239,2025-11-13,11347362.343563,-0.989655
long_all_buys,1240,2025-11-13,10291775.960002,-0.990618
long_all_buys,1241,2025-11-13,9684418.483671,-0.991171
long_all_buys,1242,2025-11-13,10285244.591209,-0.990624
long_all_buys,1243,2025-11-13,11361699.515806,-0.989642
long_all_buys,1244,2025-11-13,10614042.566934,-0.990324
long_all_buys,1245,2025-11-14,11753340.481592,-0.989285
long_all_buys,1246,2025-11-14,12653987.298951,-0.988464
long_all_buys,1247,2025-11-14,10692543.656336,-0.990252
long_all_buys,1248,2025-11-14,11840267.778717,-0.989206
long_all_buys,1249,2025-11-14,10427880.429127,-0.990494
long_all_buys,1250,2025-11-14,9937016.713416,-0.990941
long_all_buys,1251,2025-11-14,9262137.377076,-0.991556
long_all_buys,1252,2025-11-14,10256323.497249,-0.990650
long_all_buys,1253,2025-11-14,11042255.388704,-0.989934
long_all_buys,1254,2025-11-14,9330639.822747,-0.991494
long_all_buys,1255,2025-11-14,10332178.908862,-0.990581
long_all_buys,1256,2025-11-14,11441221.934694,-0.989570
long_all_buys,1257,2025-11-17,11122219.890043,-0.989861
long_all_buys,1258,2025-11-17,11276555.351120,-0.989720
long_all_buys,1259,2025-11-17,10962144.509852,-0.990007
long_all_buys,1260,2025-11-18,10732003.970081,-0.990216
long_all_buys,1261,2025-11-18,10506695.027632,-0.990422
long_all_buys,1262,2025-11-18,11663517.123974,-0.989367
long_all_buys,1263,2025-11-18,12388369.283975,-0.988706
long_all_buys,1264,2025-11-19,11990774.580914,-0.989069
long_all_buys,1265,2025-11-19,14252458.307451,-0.987007
long_all_buys,1266,2025-11-19,13795037.173261,-0.987424
long_all_buys,1267,2025-11-19,13352296.600802,-0.987828
long_all_buys,1268,2025-11-19,12923765.429306,-0.988218
long_all_buys,1269,2025-11-19,12508987.619531,-0.988596
long_all_buys,1270,2025-11-19,12107521.768443,-0.988962
long_all_buys,1271,2025-11-20,12442947.839223,-0.988657
long_all_buys,1272,2025-11-20,12622636.763542,-0.988493
long_all_buys,1273,2025-11-20,13486487.884971,-0.987705
long_all_buys,1274,2025-11-20,13113021.140158,-0.988046
long_all_buys,1275,2025-11-20,14010432.531253,-0.987228
long_all_buys,1276,2025-11-21,13707087.237441,-0.987504
long_all_buys,1277,2025-11-21,15315877.167996,-0.986038
long_all_buys,1278,2025-11-22,15730600.224449,-0.985659
long_all_buys,1279,2025-11-22,16214376.747063,-0.985218
long_all_buys,1280,2025-11-22,16713031.260377,-0.984764
long_all_buys,1281,2025-11-22,17227021.319887,-0.984295
long_all_buys,1282,2025-11-22,17756818.552683,-0.983812
long_all_buys,1283,2025-11-22,17576634.154768,-0.983977
long_all_buys,1284,2025-11-23,19110860.114637,-0.982578
long_all_buys,1285,2025-11-24,18898987.564556,-0.982771
long_all_buys,1286,2025-11-24,18850860.419135,-0.982815
long_all_buys,1287,2025-11-24,18550211.143137,-0.983089
long_all_buys,1288,2025-11-25,17946083.305714,-0.983640
long_all_buys,1289,2025-11-25,17361630.200893,-0.984173
long_all_buys,1290,2025-11-25,17708417.124747,-0.983856
long_all_buys,1291,2025-11-25,18432666.271393,-0.983196
long_all_buys,1292,2025-11-25,19186536.181021,-0.982509
long_all_buys,1293,2025-11-25,18561685.039369,-0.983079
long_all_buys,1294,2025-11-25,17957183.529643,-0.983630
long_all_buys,1295,2025-11-25,18684136.751695,-0.982967
long_all_buys,1296,2025-11-25,19440518.919895,-0.982277
long_all_buys,1297,2025-11-25,20227521.394078,-0.981560
long_all_buys,1298,2025-11-25,21046383.763407,-0.980813
long_all_buys,1299,2025-11-25,21898395.798819,-0.980037
long_all_buys,1300,2025-11-25,22794009.131083,-0.979220
long_all_buys,1301,2025-11-25,22051672.812844,-0.979897
long_all_buys,1302,2025-11-25,21333512.285981,-0.980552
long_all_buys,1303,2025-11-25,20844587.205295,-0.980997
long_all_buys,1304,2025-11-25,21688429.994239,-0.980228
long_all_buys,1305,2025-11-25,20982099.257170,-0.980872
long_all_buys,1306,2025-11-26,21063817.705786,-0.980798
long_all_buys,1307,2025-11-26,20213983.552155,-0.981572
long_all_buys,1308,2025-11-26,21730036.067608,-0.980190
long_all_buys,1309,2025-11-26,21255648.931966,-0.980623
long_all_buys,1310,2025-11-27,23460254.287878,-0.978613
long_all_buys,1311,2025-11-28,24072991.852429,-0.978054
long_all_buys,1312,2025-11-28,25447728.964038,-0.976801
long_all_buys,1313,2025-11-30,23676207.449942,-0.978416
long_all_buys,1314,2025-12-01,23490303.487967,-0.978585
long_all_buys,1315,2025-12-01,23305859.231189,-0.978754
long_all_buys,1316,2025-12-01,23122863.218103,-0.978920
long_all_buys,1317,2025-12-01,23912035.533103,-0.978201
long_all_buys,1318,2025-12-02,22191133.796428,-0.979770
long_all_buys,1319,2025-12-02,20594081.942094,-0.981226
long_all_buys,1320,2025-12-02,19434933.068963,-0.982282
long_all_buys,1321,2025-12-03,17049517.480217,-0.984457
long_all_buys,1322,2025-12-04,16997324.575871,-0.984505
long_all_buys,1323,2025-12-04,16790306.240988,-0.984693
long_all_buys,1324,2025-12-04,17101752.381427,-0.984409
long_all_buys,1325,2025-12-04,15545261.344587,-0.985828
long_all_buys,1326,2025-12-05,15069921.797303,-0.986262
long_all_buys,1327,2025-12-05,14120017.958937,-0.987128
long_all_buys,1328,2025-12-05,12745119.988186,-0.988381
long_all_buys,1329,2025-12-05,11504098.931435,-0.989512
long_all_buys,1330,2025-12-05,10713983.934523,-0.990233
long_all_buys,1331,2025-12-05,9670739.172861,-0.991184
long_all_buys,1332,2025-12-08,9126303.993897,-0.991680
long_all_buys,1333,2025-12-08,8513234.261835,-0.992239
long_all_buys,1334,2025-12-09,7853744.693060,-0.992840
long_all_buys,1335,2025-12-09,7829439.501150,-0.992862
long_all_buys,1336,2025-12-09,7805209.527161,-0.992885
long_all_buys,1337,2025-12-09,7135908.148820,-0.993495
long_all_buys,1338,2025-12-09,6523999.763389,-0.994052
long_all_buys,1339,2025-12-09,6172795.574880,-0.994373
long_all_buys,1340,2025-12-09,5840497.638134,-0.994676
long_all_buys,1341,2025-12-10,5862761.172447,-0.994655
long_all_buys,1342,2025-12-10,5484561.290042,-0.995000
long_all_buys,1343,2025-12-10,5106301.064346,-0.995345
long_all_buys,1344,2025-12-10,5125765.896968,-0.995327
long_all_buys,1345,2025-12-10,4930500.784748,-0.995505
long_all_buys,1346,2025-12-10,4612439.932168,-0.995795
long_all_buys,1347,2025-12-11,4217348.923926,-0.996155
long_all_buys,1348,2025-12-11,3856100.503791,-0.996485
long_all_buys,1349,2025-12-11,3838449.714933,-0.996501
long_all_buys,1350,2025-12-11,3827505.875260,-0.996511
long_all_buys,1351,2025-12-11,3809985.974524,-0.996527
long_all_buys,1352,2025-12-12,3779868.951691,-0.996554
long_all_buys,1353,2025-12-12,3525212.042638,-0.996786
long_all_buys,1354,2025-12-12,3679419.868650,-0.996646
long_all_buys,1355,2025-12-13,3894797.888850,-0.996449
long_all_buys,1356,2025-12-13,3659140.018579,-0.996664
long_all_buys,1357,2025-12-15,3426783.698816,-0.996876
long_all_buys,1358,2025-12-15,3153336.976306,-0.997125
long_all_buys,1359,2025-12-17,2821454.712788,-0.997428
long_all_buys,1360,2025-12-17,2575294.710968,-0.997652
long_all_buys,1361,2025-12-17,2717894.313245,-0.997522
long_all_buys,1362,2025-12-17,2824464.322083,-0.997425
long_all_buys,1363,2025-12-18,2648714.605763,-0.997585
long_all_buys,1364,2025-12-18,2398636.515237,-0.997813
long_all_buys,1365,2025-12-21,2197943.587262,-0.997996
long_all_buys,1366,2025-12-22,2014042.553801,-0.998164
long_all_buys,1367,2025-12-22,2428119.408829,-0.997786
long_all_buys,1368,2025-12-22,2290623.967712,-0.997912
long_all_buys,1369,2025-12-23,2422691.901355,-0.997791
long_all_buys,1370,2025-12-24,2208103.657960,-0.997987
long_all_buys,1371,2025-12-26,2065606.595159,-0.998117
long_all_buys,1372,2025-12-28,2107522.833005,-0.998079
long_all_buys,1373,2025-12-31,2092196.658633,-0.998093
long_all_buys,1374,2025-12-31,2400658.895959,-0.997811
long_all_buys,1375,2025-12-31,2520920.122850,-0.997702
long_all_buys,1376,2025-12-31,2892591.044897,-0.997363
long_all_buys,1377,2025-12-31,3037495.657767,-0.997231
long_all_buys,1378,2025-12-31,3015406.602609,-0.997251
long_all_buys,1379,2025-12-31,3303532.227990,-0.996988
long_all_buys,1380,2025-12-31,3279508.521021,-0.997010
long_all_buys,1381,2026-01-01,3479503.016757,-0.996828
long_all_buys,1382,2026-01-02,2748547.745203,-0.997494
long_all_buys,1383,2026-01-02,2916162.623098,-0.997342
long_all_buys,1384,2026-01-03,2692934.823365,-0.997545
long_all_buys,1385,2026-01-03,2727897.049722,-0.997513
long_all_buys,1386,2026-01-03,2445310.075319,-0.997771
long_all_buys,1387,2026-01-04,1726816.467741,-0.998426
long_all_buys,1388,2026-01-04,1509149.127249,-0.998624
long_all_buys,1389,2026-01-05,1318919.022851,-0.998798
long_all_buys,1390,2026-01-05,909423.981465,-0.999171
long_all_buys,1391,2026-01-05,830332.593419,-0.999243
long_all_buys,1392,2026-01-07,822010.085470,-0.999251
long_all_buys,1393,2026-01-09,705081.439623,-0.999357
long_all_buys,1394,2026-01-09,681881.038815,-0.999378
long_all_buys,1395,2026-01-09,659444.037194,-0.999399
long_all_buys,1396,2026-01-11,585589.214558,-0.999466
long_all_buys,1397,2026-01-12,494773.731250,-0.999549
long_all_buys,1398,2026-01-12,408441.417923,-0.999628
long_all_buys,1399,2026-01-12,388597.581630,-0.999646
long_all_buys,1400,2026-01-12,345076.367017,-0.999685
long_all_buys,1401,2026-01-12,322481.343156,-0.999706
long_all_buys,1402,2026-01-12,286364.855541,-0.999739
long_all_buys,1403,2026-01-13,234891.777374,-0.999786
long_all_buys,1404,2026-01-13,235733.044171,-0.999785
long_all_buys,1405,2026-01-14,204049.844447,-0.999814
long_all_buys,1406,2026-01-14,177750.316460,-0.999838
long_all_buys,1407,2026-01-14,176985.662837,-0.999839
long_all_buys,1408,2026-01-14,183516.003661,-0.999833
long_all_buys,1409,2026-01-14,190287.298190,-0.999827
long_all_buys,1410,2026-01-15,136387.595943,-0.999876
long_all_buys,1411,2026-01-16,117391.355639,-0.999893
long_all_buys,1412,2026-01-16,85237.757113,-0.999922
long_all_buys,1413,2026-01-16,85825.641903,-0.999922
long_all_buys,1414,2026-01-16,88789.493148,-0.999919
long_all_buys,1415,2026-01-16,91855.696254,-0.999916
long_all_buys,1416,2026-01-20,80318.362855,-0.999927
long_all_buys,1417,2026-01-20,70230.150931,-0.999936
long_all_buys,1418,2026-01-21,74946.943578,-0.999932
long_all_buys,1419,2026-01-21,59863.193555,-0.999945
long_all_buys,1420,2026-01-21,48818.457516,-0.999955
long_all_buys,1421,2026-01-22,37704.419813,-0.999966
long_all_buys,1422,2026-01-23,31455.252828,-0.999971
long_all_buys,1423,2026-01-23,25823.977931,-0.999976
long_all_buys,1424,2026-01-23,23477.550840,-0.999979
long_all_buys,1425,2026-01-24,24563.333667,-0.999978
long_all_buys,1426,2026-01-25,26336.563780,-0.999976
long_all_buys,1427,2026-01-25,22031.679217,-0.999980
long_all_buys,1428,2026-01-26,23050.593802,-0.999979
long_all_buys,1429,2026-01-26,24714.619035,-0.999977
