event_id,ticker,creator,top5_flag,event_date,pre_63_22_proxy,pre_21_2_proxy,pre_5_1_proxy,post_5,post_21,post_63,momentum_tag_21d
1265,NVDA,"Mark Roussin, CPA",True,2024-09-04,-0.1338175749858264,-0.0075426301204291,-0.153280910328505,0.094445609980847,0.1229885645656385,0.2212174296981115,reversal_or_contrast
1266,AAPL,"Mark Roussin, CPA",True,2024-09-04,0.0916075947046561,-0.0083278198879834,-0.0125932676392542,0.0018972624640292,-0.011956533585278,0.000431247334095,continuation_or_stack
1267,NVDA,The Investor Channel,True,2024-01-30,0.3499549865164453,0.2378096173704589,0.0360160347274221,0.0805086530618359,0.2252491040945534,0.3506934704107787,continuation_or_stack
1268,PYPL,Jose Najarro Stocks,False,2025-09-13,-0.1628446154229935,-0.0574643118551236,-0.0374777070980126,-0.0032761982824223,0.0256227208352446,-0.1134932308415216,reversal_or_contrast
1269,PYPL,Jose Najarro Stocks,False,2025-09-12,-0.1979650552844739,-0.0723659990817607,-0.0357832453166421,0.0075164857669258,0.0180912326216571,-0.1268247868866049,reversal_or_contrast
1270,NVDA,Couch Investor,True,2025-11-19,0.0205110719088508,0.0424874150511079,-0.0072009261777453,-0.0592928016999215,-0.0597332444970536,-0.005838638581912,continuation_or_stack
1271,NVDA,Couch Investor,True,2025-11-19,0.0205110719088508,0.0424874150511079,-0.0072009261777453,-0.0592928016999215,-0.0597332444970536,-0.005838638581912,continuation_or_stack
1272,NVDA,Daniel Pronk,True,2024-08-09,0.1524671320708479,-0.1355748364375854,-0.0236609029178876,0.1493071343626093,0.0023369120546423,0.3004947529328892,reversal_or_contrast
1273,AAPL,Daniel Pronk,True,2024-08-09,0.1452257164027084,-0.0075750962225323,-0.0166337593935871,0.0065752997490799,-0.0105690189808822,-0.0677189744832311,continuation_or_stack
1274,PYPL,Couch Investor,False,2025-11-26,-0.1657361893911387,-0.1405467589634267,0.0028834881944646,-0.0085470483806415,-0.0528563927222345,-0.2748503550202437,reversal_or_contrast
1275,TSLA,Couch Investor,True,2025-11-26,0.1826556588957242,-0.0630182499378358,0.0301864765774506,0.0585914867564218,0.0624894777253803,-0.0673682681749195,continuation_or_stack
1276,GOOGL,Daniel Pronk,False,2024-07-23,0.0528119684282313,-0.0049998589787902,0.0080341460843175,-0.041987813950098,-0.1000350126651432,-0.153412314290411,reversal_or_contrast
1277,GOOGL,Daniel Pronk,False,2024-07-23,0.0528119684282313,-0.0049998589787902,0.0080341460843175,-0.041987813950098,-0.1000350126651432,-0.153412314290411,reversal_or_contrast
1278,GOOGL,Daniel Pronk,False,2024-07-23,0.0528119684282313,-0.0049998589787902,0.0080341460843175,-0.041987813950098,-0.1000350126651432,-0.153412314290411,reversal_or_contrast
1279,AMZN,Daniel Pronk,True,2024-07-23,-0.0599585520441139,-0.0311455299986379,-0.0146298324167909,-0.0039412217933278,-0.0461479666596145,-0.0428651724194795,continuation_or_stack
1280,GOOGL,The Investor Channel,False,2024-04-24,0.0256610890487716,0.0879994342658704,0.0138323954986123,0.039735690444816,0.0499575610018061,-0.0163079943572821,continuation_or_stack
1281,AMZN,The Investor Channel,True,2024-04-30,0.0748601412535476,0.0056581098221168,-0.0180289682937614,0.0484280975950237,-0.0164113840171276,-0.0323575744254798,continuation_or_stack
1282,UBER,"Mark Roussin, CPA",False,2024-12-12,-0.2313311998993816,-0.1520021185163869,-0.054721324278699,0.0106248366651926,0.1071638369762693,0.2336614433785093,reversal_or_contrast
1283,GOOGL,Daniel Pronk,False,2024-07-18,0.0365660084429961,-0.0108825092737838,-0.0355992366089265,-0.0328009926828478,-0.0858829966401111,-0.1261460525616621,continuation_or_stack
