event_id,ticker,data_ticker,creator,event_date,event_year,recommendation_type,top5_flag,confidence_score,confidence_label,quality_score,high_confidence,event_idx,prior_return_1d,prior_return_5d,prior_return_21d,prior_return_63d,prior_return_126d,prior_volatility_21d,prior_max_drawdown_21d,prior_abnormal_volume,prior_market_cap,post_bhar_1d,post_vol_1d,post_raw_ret_1d,post_bhar_5d,post_vol_5d,post_raw_ret_5d,post_bhar_21d,post_vol_21d,post_raw_ret_21d,post_bhar_63d,post_vol_63d,post_raw_ret_63d,post_1d_range_pct,forward_spy_bhar_5d,forward_spy_bhar_21d,forward_spy_bhar_63d,av_expanded_news_clean_flag,av_expanded_news_confounded_flag,av_expanded_news_unknown_flag,public_news_clean,public_news_confounded,public_news_unknown,master_clean,master_confounded,master_unknown,prior_abs_ret_1d_z,prior_abs_ret_5d_z,prior_abs_ret_21d_z,prior_vol_z,prior_rvol_z,post_vol_5d_z,market_quiet,market_active_pre_event,official_confounded,news_confounded,unknown_news_market_quiet,unknown_news_market_active
1,TSLA,TSLA,The Investor Channel,2023-10-13,2023,buy,True,0.62,high,3,True,1041,-0.02495702527619459,-0.040681807146016324,-0.05177901883783831,-0.09568055468546188,0.30365333649864046,0.02191184613234578,-0.12874948357037963,-0.03931293895471055,,0.0006286768229142314,,0.01115006015531006,-0.13192857586237394,0.04220667996784756,-0.15582187951924364,-0.12928997739315073,0.03629726501576498,-0.10915095944681419,-0.2293945695877423,0.02819748943906013,-0.12428317960309643,0.0,-0.1319285758623739,-0.1292899773931507,-0.2293945695877423,False,False,True,False,False,True,False,True,True,0.2013789943007202,-0.07578245735366997,-0.4261796850218327,-0.299951260344373,-0.22087145595514512,0.9142164699079387,True,False,False,False,True,False
2,GOOGL,GOOGL,The Investor Channel,2023-10-13,2023,buy,False,0.62,high,3,True,1041,-0.00660444637083224,-0.006162099439814828,0.03313926348421481,0.14148724596825546,0.2079363753903669,0.014980220151293959,-0.0697488457148353,-0.02392152417301563,,0.0021459593918204956,,0.012667342724216324,0.011080243425697467,0.011759733316089621,-0.012813060231172235,-0.05850550789272457,0.024702971839638332,-0.03836648994638803,-0.06776436256578555,0.01807625890111417,0.03734702741886031,0.0,0.0110802434256974,-0.0585055078927245,-0.0677643625657855,False,False,True,False,True,False,False,True,False,-0.4496453132260428,-0.6925837271193657,-0.6193327095822835,-0.2702065676206737,-0.7221251138489277,-0.6528175337718843,True,False,False,False,True,False
3,AMZN,AMZN,The Investor Channel,2023-06-23,2023,buy,True,0.62,high,3,True,963,0.0012598252346174288,0.035045044728101105,0.07464700372772093,0.20426997446394246,0.3711377454897955,0.018942809428054885,-0.04249267220189956,0.4071701023966616,,-0.011378642989381738,,-0.01546431587167707,-0.015281169431339947,0.014877439750555785,0.007964113235244374,-0.05286109990797461,0.015756061104023687,-0.001546407990494325,0.001311557503018812,0.01953897913943195,-0.0016238050792075631,0.0,-0.0152811694313399,-0.0528610999079746,0.0013115575030188,False,True,False,False,True,False,False,True,False,-0.6392360128296009,-0.17650063974178612,-0.18921195860664328,0.562899949872758,-0.4355744004756576,-0.4923563863149922,True,False,False,True,False,False
4,NVDA,NVDA,The Investor Channel,2023-06-23,2023,buy,True,0.62,high,3,True,963,-0.011405581595120173,0.007170176324996169,0.3255063996293006,0.44654401133288557,1.4778407689360669,0.05621939573110025,-0.0656210741019182,-0.3204936176580876,,-0.03327601210276232,,-0.03736168498505765,-0.021041902172050708,0.03171793228903433,0.0022033804945336133,0.030895341861778114,0.0234210100570481,0.0822100337792584,-0.011174738426321551,0.02557265632510705,-0.014110101008547926,0.0,-0.0210419021720507,0.0308953418617781,-0.0111747384263215,False,False,True,False,False,True,False,True,True,-0.279333786390916,-0.6745713178575806,2.41029914755057,-0.8433472383294561,2.2600449663614812,0.3743848586560708,False,True,False,False,False,True
5,TSLA,TSLA,The Investor Channel,2023-06-23,2023,buy,True,0.62,high,3,True,963,-0.022710700912636717,0.020315338875912414,0.3312183960954873,0.22899709388868938,0.7151208521719237,0.026352793587139167,-0.06503918859384306,0.046208154586390604,,-0.05651449345396242,,-0.060600166336257755,-0.0030972593338389753,0.03837502062000486,0.020148023332745346,-0.017487753221774982,0.034950350832606523,0.0338269386957053,-0.042738842179776415,0.03311408770702214,-0.04567420476200279,0.0,-0.0030972593338389,-0.0174877532217749,-0.0427388421797764,False,False,True,False,True,False,False,True,False,0.12169472917335625,-0.4396923605474927,2.4694892695662056,-0.13467739274643448,0.10027125461728616,0.7170098154193025,False,True,False,False,False,True
6,PYPL,PYPL,"Parkev Tatevosian, CFA",2026-03-09,2026,buy,False,0.47,medium,2,False,1641,-0.026005103834412124,0.02649359423345421,0.1594356538242352,-0.24394970846290465,-0.374099376128337,0.0258851666661003,-0.05808628265128568,-0.4654210099268725,,-0.023089567059469407,,-0.024696693964836536,-0.0024083255312815632,0.02061455577162156,-0.01603123225548031,-0.0061056504147442014,0.020652533201797246,-0.006715801003374433,,,,0.0,-0.0024083255312815,-0.0061056504147442,-0.117552781767553,False,False,True,False,True,False,False,True,False,0.23855767208304834,-0.32929873317665936,0.6894038764105166,-1.1234268029065164,0.0664552776241406,-0.19708027896360755,False,False,False,False,False,False
7,MSFT,MSFT,"Parkev Tatevosian, CFA",2026-02-06,2026,buy,False,0.62,high,3,True,1621,-0.00020947073933252902,-0.06579407187939734,-0.1717978661409567,-0.22982276890886133,-0.3256971957081657,0.027287731351263122,-0.18574055558212732,0.6870575796892826,,0.0262396807640779,,0.03106151286708836,0.013292244006999243,0.019168835331947957,0.0004487357698910177,0.03328669697036246,0.015649501334941553,0.0138259417617983,-0.0337590417244471,0.01736326520429595,0.037212662324541235,0.0,0.0132922440069992,0.0332866969703624,-0.0337590417244471,False,False,True,False,False,True,False,False,True,-0.6764954253337844,0.3729257677005952,0.8175063463160048,1.1037967502878532,0.16788035173984248,-0.2714881699976557,False,False,False,False,False,False
8,UBER,UBER,"Parkev Tatevosian, CFA",2026-02-06,2026,buy,False,0.62,high,3,True,1621,-0.025035030239600187,-0.06400791561555264,-0.1340061129587774,-0.21611116669363772,-0.29174457134325493,0.017643238312718763,-0.1560680299176106,0.4946281074339822,,-0.016323678024743327,,-0.011501845921732867,-0.05108586174956453,0.013843039850112331,-0.06392936998667276,-0.012771371859992109,0.018671995368697465,-0.03223212706855627,-0.06187714291878077,0.022818679277886278,0.009094561130207568,0.0,-0.0510858617495645,-0.0127713718599921,-0.0618771429187807,False,False,True,False,False,True,False,True,True,0.2041460782918394,0.3410105654944814,0.42589222412952665,0.7319169975555169,-0.5295515967404346,-0.5455945594539177,True,False,False,False,True,False
9,NVDA,NVDA,"Parkev Tatevosian, CFA",2026-02-06,2026,buy,True,0.62,high,3,True,1621,0.0595329904310693,-0.02797636576726481,-0.021073406336500677,-0.0724062349758603,-0.07280311302214582,0.025251722805263378,-0.10716322866229977,0.21471572122022486,,0.020149831316019107,,0.024971663419029566,-0.0011794369039952457,0.019171275868291187,-0.014022945141103471,0.016009009039804845,0.02255970759812033,-0.0034517461687593176,0.08976205784735525,0.022770266989923914,0.16073376189634359,0.0,-0.0011794369039952,0.0160090090398048,0.0897620578473552,False,False,True,False,False,True,False,False,True,1.427898378202934,-0.30280443685727015,-0.744364221948258,0.1909720593820812,0.020648413090072426,-0.271362561230353,True,False,False,False,True,False
10,NFLX,NFLX,"Parkev Tatevosian, CFA",2026-02-06,2026,buy,False,0.62,high,3,True,1621,-0.0027386359600356514,-0.013500025877255628,-0.09552335695582703,-0.273936339618021,-0.4021942632134833,0.013925246421470137,-0.11892428652382248,0.02821774650761255,,-0.013702559045113749,,-0.00888072694210329,-0.05199827277921254,0.026032559562906565,-0.06484178101632077,0.19877956348595638,0.03756434948196803,0.17931880827739222,-0.0066164593783804015,0.02833919628361132,0.06435524467060794,0.0,-0.0519982727792125,0.1987795634859563,-0.0066164593783804,False,False,True,False,False,True,False,False,True,-0.5867778959925578,-0.5614689916592028,0.027117638606506508,-0.16944477234519822,-0.7984144927769864,0.08177185915447181,True,False,False,False,True,False
11,NFLX,NFLX,The Investor Channel,2023-02-10,2023,buy,False,0.62,high,3,True,872,-0.04409920599939654,-0.04021743940750677,0.029764322288829526,0.2683697612870124,0.45121422162097946,0.02560556287109237,-0.05598438126402738,-0.285684923404507,,0.02053306371337027,,0.032271947852333005,0.0036390011373131914,0.022422479726890168,0.0017273541336246812,-0.11093818975836012,0.01895458434709772,-0.1509097354509208,-0.034054749492331116,0.022093300099531223,-0.021505114193823394,0.0,0.0036390011373131,-0.1109381897583601,-0.0340547494923311,False,False,True,False,False,True,False,False,True,0.8804129880591388,-0.08407982224414556,-0.6543052769381961,-0.7760776643902672,0.04623600650480625,-0.10403060976764401,True,False,False,False,True,False
12,AMZN,AMZN,The Investor Channel,2023-06-16,2023,sell,True,0.62,high,3,True,959,-0.009338717495746995,-0.009345427618016489,0.0242089689944347,0.13718103337499654,0.25658406683545176,0.018323253545908167,-0.04249267220189956,-0.04493992381204848,,0.007499138422335849,,0.002310948445805039,0.03291224056878672,0.022960662015547313,0.014662554774147463,0.042834921709168805,0.015665769653427534,0.07865170861901505,0.10241750426335416,0.019195364181540636,0.115467352860263,0.0,0.0329122405687867,0.0428349217091688,0.1024175042633541,False,True,False,False,True,False,False,True,False,-0.3526520255324021,-0.6357037303619493,-0.7118721961899357,-0.3108256950806445,-0.48037696960512,-0.07633161071365242,True,False,False,True,False,False
13,NFLX,NFLX,The Investor Channel,2023-06-16,2023,buy,False,0.62,high,3,True,959,-0.026485833452140173,0.002392194862725683,0.20833558926354923,0.29222664294975487,0.24539803522252157,0.026533314307374448,-0.04120774939652083,-0.1298476949393308,,0.011531418067454724,,0.006343228090923914,-0.018837021474056526,0.013379990269726071,-0.037086707268695784,0.06981798981961695,0.018338203791673918,0.1056347767294632,-0.10000235792876988,0.022266165385258864,-0.08695250933186105,0.0,-0.0188370214740565,0.0698179898196169,-0.1000023579287698,False,False,True,False,True,False,False,True,False,0.25561067962508727,-0.7599447242006461,1.1961256789087544,-0.47491428588640044,0.11332543145702156,-0.5694266515896014,False,False,False,False,False,False
14,NVDA,NVDA,The Investor Channel,2023-06-16,2023,sell,True,0.47,medium,2,False,959,0.004320469611859168,0.07512580318931183,0.35253480408594284,0.528689245560553,1.3024921476695595,0.05611793682198049,-0.0656210741019182,-0.07153209005897576,,0.03132899126709454,,0.02614080129056373,-0.030002929179727467,0.02387674023691938,-0.048252614974366725,0.06689588291705628,0.02206180164083209,0.10271266982690253,0.016876618243418795,0.025348863036439476,0.029926466840327626,0.0,-0.0300029291797274,0.0668958829170562,0.0168766182434187,False,False,True,False,False,True,False,False,True,-0.53066522849709,0.5396659895488097,2.6903789002512273,-0.36221641030021556,2.252708065977471,-0.029183181042210224,False,True,False,False,False,True
15,TSLA,TSLA,The Investor Channel,2023-06-16,2023,sell,True,0.62,high,3,True,959,0.02153831122205563,0.04000431200965515,0.4362775863126165,0.3153645755868053,0.5479139294387407,0.01924926554571101,-0.031609050537640626,0.07100176125210989,,0.05857731719654857,,0.05338912722001776,-0.056556504632746196,0.04942721944826273,-0.07480619042738545,0.08209217222571952,0.03159224622392338,0.11790895913556576,0.005143097127040308,0.03416527817838033,0.01819294572394914,0.0,-0.0565565046327461,0.0820921722257195,0.0051430971270403,False,False,True,False,False,True,False,False,True,0.08010634040260657,-0.0878880019290831,3.5581570102812377,-0.08676248549169857,-0.41341333027669247,1.2858409556121533,False,True,False,False,False,True
16,GOOGL,GOOGL,"Mark Roussin, CPA",2024-01-08,2024,buy,False,0.67,high,3,True,1099,0.008637221547024954,-0.0045912216279576645,0.019976648664530527,-0.10022449029491787,0.10460103133988063,0.015550073896342644,-0.04091294919198818,-0.2399742152655595,,0.016714584931249554,,0.01519752325659085,0.025593969194386057,0.00712214958711619,0.026289302893445665,-0.0012582562866898517,0.01965213841801347,0.0482571144928694,0.03029074259586295,0.01787711398131392,0.12791720608202328,0.0,0.025593969194386,-0.0012582562866898,0.0302907425958629,False,False,True,False,False,True,False,False,True,-0.3775363165415615,-0.7206523144100451,-0.755729288577726,-0.6877393935386016,-0.6809167054681311,-0.8915032542591977,True,False,False,False,True,False
17,TSLA,TSLA,"Mark Roussin, CPA",2024-01-08,2024,buy,True,0.67,high,3,True,1099,-0.0018122435525111946,-0.03082279541903543,-0.0433469315153483,-0.18645641050133444,-0.1958264794925687,0.02119968430764796,-0.09160800460751928,-0.17454467966216058,,-0.021315087645587427,,-0.02283214932024613,-0.08611847176029286,0.01721734866142018,-0.08542313806123325,-0.26939474606841807,0.03173619822397406,-0.2198793752888588,-0.36200572267622544,0.030315329708434632,-0.2643792591900651,0.0,-0.0861184717602928,-0.269394746068418,-0.3620057226762254,False,False,True,False,False,True,False,True,True,-0.619639979229832,-0.25194417354178916,-0.5135565383548443,-0.5612934846224148,-0.27237073197175515,-0.37192668048022937,True,False,False,False,True,False
18,TSLA,TSLA,"Mark Roussin, CPA",2023-08-18,2023,buy,True,0.62,high,3,True,1002,-0.017496219156728166,-0.09139886129368835,-0.14565820517826944,0.17315241588571006,-0.010615028436879115,0.02740727748934048,-0.19910054467968108,0.10139778473225358,,0.06676874077526662,,0.073274828918382,0.09924793533053178,0.03762771427230519,0.10719750455182653,0.21891207733623874,0.038036680726448016,0.23671628941720968,0.0489015943626081,0.034333870842660937,0.08399457229259166,0.0,0.0992479353305317,0.2189120773362387,0.0489015943626081,False,False,True,False,False,True,False,False,True,-0.06327951296214043,0.8304344684472327,0.546636129398362,-0.028020622494510133,0.1765252121466438,0.6785476841781869,True,False,False,False,True,False
19,AAPL,AAPL,"Mark Roussin, CPA",2023-08-18,2023,buy,True,0.62,high,3,True,1002,0.002334685560964722,0.001970531379392737,-0.060618814769903606,-0.04691560614019352,0.061108625710593945,0.012404196802542258,-0.11308243371901283,0.16403061153855547,,0.0012308127715265904,,0.007736900914641964,0.0156621074074359,0.01825533758486325,0.02361167662873065,0.008443903262071561,0.016505783522930112,0.0262481153430425,0.053565110894587376,0.013309028955218502,0.08865808882457094,0.0,0.0156621074074359,0.0084439032620715,0.0535651108945873,False,True,False,False,True,False,False,True,False,-0.6011073006057412,-0.7674790455844527,-0.3345779827256884,0.09302050427609675,-0.9084076873621695,-0.3185037886191044,True,False,False,True,False,False
20,AMZN,AMZN,The Investor Channel,2023-03-03,2023,buy,True,0.62,high,3,True,886,0.014028259870626059,-0.004729940578041658,-0.08138912973265955,-0.012979736650639118,-0.28311743129794686,0.028669063827399702,-0.184040436938404,-0.20803806806512537,,-0.012810807724342066,,-0.012118034851298809,0.001285221087963806,0.009456201733272308,-0.04394097051524459,0.05853068642488313,0.01790103809037129,0.0791359537985099,0.24652221460687773,0.019942089701897737,0.309272897810412,0.0,0.0012852210879638,0.0585306864248831,0.2465222146068777,False,True,False,False,True,False,False,True,False,-0.18629905176417538,-0.7181736716219719,-0.11934719884366667,-0.6260211630361333,0.2677700397183435,-0.771374982573297,True,False,False,True,False,False
21,NVDA,NVDA,Jose Najarro Stocks,2025-08-27,2025,buy,True,0.62,high,3,True,1509,-0.003213738581973713,0.02199583544208994,0.01680072626773299,0.24370588257286752,0.28941534741673025,0.01464265933349404,-0.04466045676156449,0.042387720086180414,,-0.011415915036048996,,-0.00787445711365986,-0.05858645906353832,0.015578332255304094,-0.054735632840757775,-0.045050853594938434,0.020832598760779652,-0.018722183377929524,-0.06755843830069552,0.023795995142424742,-0.02075977195412193,0.0,-0.0585864590635383,-0.0450508535949384,-0.0675584383006955,False,False,True,False,False,True,False,True,True,-0.5699244958766209,-0.40966509540732543,-0.7886395390114298,-0.14206057693655333,-0.7465354895885246,-0.4562830683423505,True,False,False,False,True,False
22,NVDA,NVDA,Jose Najarro Stocks,2025-08-27,2025,buy,True,0.62,high,3,True,1509,-0.003213738581973713,0.02199583544208994,0.01680072626773299,0.24370588257286752,0.28941534741673025,0.01464265933349404,-0.04466045676156449,0.042387720086180414,,-0.011415915036048996,,-0.00787445711365986,-0.05858645906353832,0.015578332255304094,-0.054735632840757775,-0.045050853594938434,0.020832598760779652,-0.018722183377929524,-0.06755843830069552,0.023795995142424742,-0.02075977195412193,0.0,-0.0585864590635383,-0.0450508535949384,-0.0675584383006955,False,False,True,False,False,True,False,True,True,-0.5699244958766209,-0.40966509540732543,-0.7886395390114298,-0.14206057693655333,-0.7465354895885246,-0.4562830683423505,True,False,False,False,True,False
23,DIS,DIS,The Investor Channel,2023-10-06,2023,buy,False,0.62,high,3,True,1036,0.01448536862449834,0.018500092049614558,0.06042550252067247,-0.038998171433187956,-0.22769928809879825,0.014497698987467274,-0.07314795069614988,0.03720675950047814,,0.014817902744106437,,0.021220141918920188,0.012437086139475806,0.010499362369600486,0.01700019790991325,-0.0012961948501992726,0.014177373639702454,0.013021380108114267,-0.0019752844582083817,0.015344561317668528,0.10740746110957233,0.0,0.0124370861394758,-0.0012961948501992,-0.0019752844582083,False,False,True,False,False,True,False,False,True,-0.17008395134212118,-0.47212735556332597,-0.3365811659711337,-0.1520730470584417,-0.757018153236865,-0.7176859145979979,True,False,False,False,True,False
24,AMD,AMD,The Investor Channel,2023-10-06,2023,sell,True,0.62,high,3,True,1036,0.030202790199971075,0.03816893120634379,0.037108290681117206,-0.036248067181604005,0.10237927689736326,0.024562841133551543,-0.10908922198379134,0.0146278011251193,,-0.008919925191642974,,-0.0025176860168292237,-0.024611615768079464,0.019442133294425807,-0.02004850399764202,0.027737649081877702,0.03115912380355489,0.04205522404019124,0.2537279928479219,0.027752212146845683,0.3631107384157026,0.0,-0.0246116157680794,0.0277376490818777,0.2537279928479219,False,True,False,False,True,False,False,True,False,0.3874629498341805,-0.12068275267323995,-0.5782039719405978,-0.19570803373263543,-0.02916738175307975,-0.25742215525937734,True,False,False,True,False,False
25,MSFT,MSFT,The Investor Channel,2023-10-06,2023,sell,False,0.62,high,3,True,1036,0.01286413122132024,0.03163413419506589,0.022977440555311812,0.007887476309068053,0.06977733586670065,0.014378700382255537,-0.07841751547714726,-0.19937581994418874,,0.0014204334778926686,,0.00782267265270642,-0.003126990736297186,0.009377170220840733,0.0014361210341402586,0.07512218765826506,0.014687355030949064,0.0894397626165786,0.03787179574082611,0.012130137812186042,0.14725454130860682,0.0,-0.0031269907362971,0.075122187658265,0.0378717957408261,False,False,True,False,False,True,False,True,True,-0.22759439514313481,-0.23744709866720012,-0.7246338144803042,-0.6092809275017019,-0.7656234193475432,-0.7754425519344884,True,False,False,False,True,False
26,AAPL,AAPL,The Investor Channel,2023-10-06,2023,buy,True,0.62,high,3,True,1036,0.0028776532474101835,0.031861385337350834,0.03061592804229263,-0.03811517841395684,0.023518636675148974,0.012657446919734324,-0.04978841165604053,-0.2552327365953193,,0.0020489562511147863,,0.008451195425928537,0.0030993425602778846,0.008133384126039677,0.007662454330715329,-0.004514289250955095,0.011534460257038325,0.009803285707358445,-0.0625379667683057,0.011126527878969351,0.04684477879947502,0.0,0.0030993425602778,-0.004514289250955,-0.0625379667683057,False,True,False,False,True,False,False,True,False,-0.5818465109423179,-0.23338655463507677,-0.6454805781214005,-0.71722726290013,-0.890094156315982,-0.839457348759603,True,False,False,True,False,False
27,AAPL,AAPL,Dividendology,2024-12-17,2024,sell,True,0.62,high,3,True,1337,0.013839701779336466,0.020573813886730408,0.09492629476493586,0.07014322018787333,0.0768767584462422,0.007110654824621034,-0.005166110528139534,0.2129260849585053,,0.008381623397390792,,-0.0214218503091248,0.020219739584213525,0.015259810690138896,0.018620789594273823,-0.12297321047743837,0.016321577857749594,-0.12166645543807797,-0.07721141566308876,0.017642430981217753,-0.13795969176942757,0.0,0.0202197395842135,-0.1229732104774383,-0.0772114156630887,False,True,False,False,True,False,False,True,False,-0.19298780659494782,-0.43507390559902864,0.020930627788314587,0.18751349618649063,-1.2912049252542042,-0.4726766374324834,True,False,False,True,False,False
28,NVDA,NVDA,The Investor Channel,2023-05-24,2023,buy,True,0.62,high,3,True,943,0.0023569119669187844,0.021899630021852468,0.15141380494589307,0.26075469960614517,0.9439873408574526,0.022506042231887315,-0.04662739592114451,-0.09277302254378672,,0.2350366016427219,,0.24369643569908384,0.27621050176039974,0.11129730424679037,0.3023119679905879,0.2772756680020003,0.05955715775312754,0.33067671800379395,0.47785594714228785,0.04077251435414934,0.5445636542140819,0.0,0.2762105017603997,0.2772756680020003,0.4778559471422878,False,False,True,False,True,False,False,True,False,-0.6003188593398205,-0.4113841025862348,0.6062780872559163,-0.403265593814973,-0.1779027543524343,4.470151283959941,True,False,False,False,True,False
29,NFLX,NFLX,"Mark Roussin, CPA",2023-07-28,2023,buy,False,0.62,high,3,True,987,0.02072968508435169,-0.014505971768303927,-0.05649034464378999,0.19463284605389042,0.029523769787342724,0.026433741134294888,-0.1348855227367033,-0.21622987579390374,,0.029074425847895213,,0.030978445947598576,0.035795511471401587,0.018332218172407527,0.013669048440958065,0.012858716547910487,0.020714255137636226,-0.018131414701896276,0.04168835918965552,0.027317088503227494,-0.05223352599146702,0.0,0.0357955114714015,0.0128587165479104,0.0416883591896555,False,False,True,False,False,True,False,False,True,0.05142180107647781,-0.5434946591939628,-0.3773589354011908,-0.6418522485601182,0.10612489620444777,-0.31454692239265775,True,False,False,False,True,False
30,MSFT,MSFT,"Mark Roussin, CPA",2023-07-28,2023,buy,False,0.62,high,3,True,987,0.013340740118310768,-0.026190867646741056,-0.03954179511452871,0.0004130083025157827,0.23339021402212534,0.017035710218167167,-0.08002978042658393,0.22962757561915614,,-0.009144173837008607,,-0.007240153737305244,-0.009170520446112662,0.011893339159540368,-0.031296983476556184,-0.01033929846291226,0.010892860122350493,-0.041329429712719024,0.06500171287152534,0.013143390699388764,-0.028920172309597203,0.0,-0.0091705204461126,-0.0103392984629122,0.0650017128715253,False,False,True,False,False,True,False,True,True,-0.21068756266338498,-0.33470787929880236,-0.5529869702859422,0.21978997724914234,-0.5734843883393572,-0.6459411496742508,True,False,False,False,True,False
31,NFLX,NFLX,The Investor Channel,2023-08-25,2023,buy,False,0.62,high,3,True,1007,0.015312656146076131,0.02047852142805251,0.034591147051364124,0.0938527765663193,0.19343161348760263,0.021318404085252065,-0.0856702277489193,0.11970024785610112,,-0.0014619481380697685,,0.004879434460571375,0.03182572371098624,0.011530590391862595,0.05732755533960865,-0.059796570172390595,0.01824540004606718,-0.08840711840855708,0.11421195371351134,0.02592248662119442,0.1527053468020334,0.0,0.0318257237109862,-0.0597965701723905,0.1142119537135113,False,False,True,False,False,True,False,False,True,-0.14073743341469536,-0.43677659989794543,-0.6042876783045531,0.00734981936721798,-0.26378562900297603,-0.6646109907011901,True,False,False,False,True,False
32,NFLX,NFLX,The Investor Channel,2023-08-25,2023,buy,False,0.67,high,3,True,1007,0.015312656146076131,0.02047852142805251,0.034591147051364124,0.0938527765663193,0.19343161348760263,0.021318404085252065,-0.0856702277489193,0.11970024785610112,,-0.0014619481380697685,,0.004879434460571375,0.03182572371098624,0.011530590391862595,0.05732755533960865,-0.059796570172390595,0.01824540004606718,-0.08840711840855708,0.11421195371351134,0.02592248662119442,0.1527053468020334,0.0,0.0318257237109862,-0.0597965701723905,0.1142119537135113,False,False,True,False,False,True,False,False,True,-0.14073743341469536,-0.43677659989794543,-0.6042876783045531,0.00734981936721798,-0.26378562900297603,-0.6646109907011901,True,False,False,False,True,False
33,MSFT,MSFT,The Investor Channel,2023-08-25,2023,buy,False,0.74,high,3,True,1007,0.0023572242389060527,0.01258875786630731,0.006333231797222227,-0.07192762034627509,0.18320113328394028,0.012326166462240083,-0.06271197839128573,0.02791506292363355,,-0.004112281469104806,,0.002229101129536337,-0.007915769496365188,0.0065913049158985455,0.01758606213225722,-0.004951942536106091,0.012107616507020606,-0.03356249077227258,0.13246484302360972,0.013677152246348327,0.1709582361121318,0.0,-0.0079157694963651,-0.004951942536106,0.1324648430236097,False,False,True,False,False,True,False,False,True,-0.6003077820598742,-0.5777516111713259,-0.8971081416401607,-0.17002972378245473,-0.9140503740290613,-0.918824603095412,True,False,False,False,True,False
34,AAPL,AAPL,"Mark Roussin, CPA",2023-09-08,2023,buy,True,0.62,high,3,True,1016,0.0019856272572247313,-0.04085319034748791,0.0018102605511407521,-0.053953330910525454,0.04005666147998821,0.015274052861113096,-0.06399578198196676,1.0022698889483532,,4.596589857341904e-05,,0.006622663004637985,-0.01647556851702847,0.011263335030872517,-0.01779103559152373,0.030819016768260488,0.01175380568571982,0.004546056463821557,0.059581811258117234,0.010862201123917796,0.09173838226401454,0.0,-0.0164755685170284,0.0308190167682604,0.0595818112581172,False,True,False,False,True,False,False,True,False,-0.6134895081227674,-0.07272016675770429,-0.9439770816882799,1.712960587051549,-0.7008768928675448,-0.6783660067008979,False,True,False,True,False,False
35,AAPL,AAPL,"Mark Roussin, CPA",2023-09-08,2023,buy,True,0.62,high,3,True,1016,0.0019856272572247313,-0.04085319034748791,0.0018102605511407521,-0.053953330910525454,0.04005666147998821,0.015274052861113096,-0.06399578198196676,1.0022698889483532,,4.596589857341904e-05,,0.006622663004637985,-0.01647556851702847,0.011263335030872517,-0.01779103559152373,0.030819016768260488,0.01175380568571982,0.004546056463821557,0.059581811258117234,0.010862201123917796,0.09173838226401454,0.0,-0.0164755685170284,0.0308190167682604,0.0595818112581172,False,True,False,False,True,False,False,True,False,-0.6134895081227674,-0.07272016675770429,-0.9439770816882799,1.712960587051549,-0.7008768928675448,-0.6783660067008979,False,True,False,True,False,False
36,AAPL,AAPL,"Mark Roussin, CPA",2023-09-08,2023,buy,True,0.62,high,3,True,1016,0.0019856272572247313,-0.04085319034748791,0.0018102605511407521,-0.053953330910525454,0.04005666147998821,0.015274052861113096,-0.06399578198196676,1.0022698889483532,,4.596589857341904e-05,,0.006622663004637985,-0.01647556851702847,0.011263335030872517,-0.01779103559152373,0.030819016768260488,0.01175380568571982,0.004546056463821557,0.059581811258117234,0.010862201123917796,0.09173838226401454,0.0,-0.0164755685170284,0.0308190167682604,0.0595818112581172,False,True,False,False,True,False,False,True,False,-0.6134895081227674,-0.07272016675770429,-0.9439770816882799,1.712960587051549,-0.7008768928675448,-0.6783660067008979,False,True,False,True,False,False
37,AAPL,AAPL,"Mark Roussin, CPA",2023-09-08,2023,buy,True,0.62,high,3,True,1016,0.0019856272572247313,-0.04085319034748791,0.0018102605511407521,-0.053953330910525454,0.04005666147998821,0.015274052861113096,-0.06399578198196676,1.0022698889483532,,4.596589857341904e-05,,0.006622663004637985,-0.01647556851702847,0.011263335030872517,-0.01779103559152373,0.030819016768260488,0.01175380568571982,0.004546056463821557,0.059581811258117234,0.010862201123917796,0.09173838226401454,0.0,-0.0164755685170284,0.0308190167682604,0.0595818112581172,False,True,False,False,True,False,False,True,False,-0.6134895081227674,-0.07272016675770429,-0.9439770816882799,1.712960587051549,-0.7008768928675448,-0.6783660067008979,False,True,False,True,False,False
38,AAPL,AAPL,"Mark Roussin, CPA",2023-09-08,2023,sell,True,0.74,high,3,True,1016,0.0019856272572247313,-0.04085319034748791,0.0018102605511407521,-0.053953330910525454,0.04005666147998821,0.015274052861113096,-0.06399578198196676,1.0022698889483532,,4.596589857341904e-05,,0.006622663004637985,-0.01647556851702847,0.011263335030872517,-0.01779103559152373,0.030819016768260488,0.01175380568571982,0.004546056463821557,0.059581811258117234,0.010862201123917796,0.09173838226401454,0.0,-0.0164755685170284,0.0308190167682604,0.0595818112581172,False,True,False,False,True,False,False,True,False,-0.6134895081227674,-0.07272016675770429,-0.9439770816882799,1.712960587051549,-0.7008768928675448,-0.6783660067008979,False,True,False,True,False,False
