strategy,holding_days,cost_bps,signal_timing,trade_count,average_trade_return,median_trade_return,annualized_return_proxy,annualized_volatility_proxy,sharpe_proxy,max_drawdown_sequence,hit_rate,top5_event_share,ticker_concentration_top_share,years_spanned,status
short_non_top_buys_diagnostic,63,5,next_close,802,-0.028358,-0.011496,-0.108697,0.344014,-0.316,-1.000000,0.457606,0.000000,0.241895,5.18,diagnostic_not_tradability_proof
short_non_top_buys_diagnostic,63,5,one_day_delay,802,-0.028858,-0.011996,-0.110530,0.344014,-0.321,-1.000000,0.456359,0.000000,0.241895,5.18,diagnostic_not_tradability_proof
short_non_top_buys_diagnostic,63,10,next_close,802,-0.029358,-0.012496,-0.112361,0.344014,-0.327,-1.000000,0.455112,0.000000,0.241895,5.18,diagnostic_not_tradability_proof
short_non_top_buys_diagnostic,63,10,one_day_delay,802,-0.029858,-0.012996,-0.114188,0.344014,-0.332,-1.000000,0.453865,0.000000,0.241895,5.18,diagnostic_not_tradability_proof
short_non_top_buys_diagnostic,63,25,next_close,802,-0.032358,-0.015496,-0.123284,0.344014,-0.358,-1.000000,0.445137,0.000000,0.241895,5.18,diagnostic_not_tradability_proof
short_non_top_buys_diagnostic,63,25,one_day_delay,802,-0.032858,-0.015996,-0.125094,0.344014,-0.364,-1.000000,0.445137,0.000000,0.241895,5.18,diagnostic_not_tradability_proof
short_non_top_buys_diagnostic,63,50,next_close,802,-0.037358,-0.020496,-0.141264,0.344014,-0.411,-1.000000,0.433915,0.000000,0.241895,5.18,diagnostic_not_tradability_proof
short_non_top_buys_diagnostic,63,50,one_day_delay,802,-0.037858,-0.020996,-0.143047,0.344014,-0.416,-1.000000,0.430175,0.000000,0.241895,5.18,diagnostic_not_tradability_proof
short_non_top_buys_diagnostic,63,100,next_close,802,-0.047358,-0.030496,-0.176395,0.344014,-0.513,-1.000000,0.403990,0.000000,0.241895,5.18,diagnostic_not_tradability_proof
short_non_top_buys_diagnostic,63,100,one_day_delay,802,-0.047858,-0.030996,-0.178122,0.344014,-0.518,-1.000000,0.402743,0.000000,0.241895,5.18,diagnostic_not_tradability_proof
long_buy_short_sell,63,0,next_close,2322,0.053631,0.023633,0.232407,0.521794,0.445,-182547267486.713745,0.568045,0.586563,0.168389,6.22,diagnostic_not_tradability_proof
