event_id,ticker,event_date,control_event_id,control_event_date,bhar_5d_event,bhar_21d_event,bhar_63d_event
592,NVDA,2024-04-26,97,2023-11-23,0.0060517064126559,0.255839326470566,0.1967312777966756
593,TSLA,2026-04-16,953,2025-03-21,-0.0487102598656433,0.087013197799002,0.087013197799002
594,NVDA,2025-11-13,2222,2025-11-11,-0.0042560251196328,-0.0694446564952014,-0.0291471478553296
595,ROKU,2026-04-08,,,0.0471836016491156,0.172079674999299,0.146404228014763
596,MSFT,2025-10-07,1419,2025-07-21,-0.0095700723273549,-0.0447439262358526,-0.109207942633809
597,PYPL,2025-10-07,195,2025-08-18,-0.0628833673211523,-0.1004334262530912,-0.2475987205770923
598,NFLX,2025-10-07,1070,2025-04-11,0.0306907464401987,-0.0903893733538317,-0.2718643393311438
599,AMD,2025-10-07,2091,2025-08-06,0.0414067904387994,0.1992613586362359,-0.0406673214155892
600,AMD,2025-10-07,180,2025-08-05,0.0414067904387994,0.1992613586362359,-0.0406673214155892
601,AMZN,2025-10-07,1008,2025-04-04,-0.0140062203078117,0.1155015171889202,0.0555646948549306
602,AAPL,2024-03-15,525,2024-03-14,-0.0242905340616472,-0.006412301034395,0.1680099537985979
603,AMZN,2025-03-26,1465,2025-03-11,-0.018298071294772,-0.0287896134257396,0.0002013889123184
604,PYPL,2023-11-01,309,2023-08-05,0.0316827866181455,0.068449354299154,0.0339266621237994
605,PYPL,2023-11-01,49,2023-08-06,0.0316827866181455,0.068449354299154,0.0339266621237994
606,GOOGL,2025-10-07,1584,2025-07-23,0.0090357846456822,0.1442169182200388,0.2773742426920458
607,META,2025-10-07,81,2025-09-17,0.0040846484968258,-0.1208080670312911,-0.1231792973548644
608,AMD,2024-08-01,1979,2024-01-22,0.051281841377031,0.0828037051764039,0.0497561723136548
609,NVDA,2024-08-01,559,2024-07-04,-0.0160622790051568,0.0549662845745295,0.2045846758641851
610,AMZN,2024-07-10,809,2024-02-07,-0.0515591848598049,-0.115489439881487,-0.1096825775051419
611,GOOGL,2024-07-10,426,2024-05-09,-0.0453405153697589,-0.0978349391276082,-0.1632840200133278
612,GOOGL,2026-04-16,1554,2025-04-27,-0.001135872772316,0.1402684334508468,0.1402684334508468
613,AMZN,2024-02-02,2278,2023-06-19,0.0015091746969859,-0.0125081588031479,0.0463327249577958
614,AMD,2025-09-21,1400,2025-02-01,0.0145641813392591,0.4829695387823873,0.3120550835646476
615,NVDA,2025-09-21,334,2025-08-12,-0.0048467372948244,-0.0200167073890104,-0.0378500019169472
616,SOFI,2026-04-13,640,2025-10-20,0.1107261168206581,-0.1433559907487482,-0.183979588896111
617,TSLA,2024-01-19,2011,2022-12-15,-0.1467100075352096,-0.1165599300049736,-0.3365652591551623
618,PYPL,2024-01-19,665,2023-12-15,-0.0717022258524375,-0.138940986869545,-0.0829033785260775
619,TSLA,2024-02-22,2320,2024-01-17,0.0215003427864282,-0.1648495133192041,-0.1348788621707478
620,AMD,2025-10-28,720,2025-01-09,-0.0136478433015184,-0.1589032076708822,-0.035740217947593
621,GOOGL,2023-11-25,267,2023-05-12,-0.0572050334851277,-0.0236940144037198,-0.1186685777338556
622,NVDA,2024-02-02,4,2023-06-23,0.0764247690383084,0.2734427729176738,0.304616617883416
623,AAPL,2024-02-02,2137,2023-09-13,0.0035820089681135,-0.1094234480718454,-0.0495121066839232
624,AMZN,2024-02-02,516,2023-10-27,0.0015091746969859,-0.0125081588031479,0.0463327249577958
625,AMD,2025-09-25,539,2025-09-18,0.0354842663665737,0.5391244169558029,0.2811858449632147
626,PYPL,2025-10-01,1942,2024-12-10,0.1350928597907954,0.0020275421487265,-0.145353298397501
627,TSLA,2025-09-15,747,2025-01-25,0.0471756786835131,0.0420495131470255,0.0848981460487712
628,TSLA,2025-09-15,1113,2025-04-23,0.0471756786835131,0.0420495131470255,0.0848981460487712
629,NVDA,2025-09-15,254,2025-08-20,0.0211979217048194,0.0080518050807361,-0.0497110640135188
630,NVDA,2025-09-15,1044,2025-08-13,0.0211979217048194,0.0080518050807361,-0.0497110640135188
631,NVDA,2025-11-03,2009,2024-11-09,-0.035067559339898,-0.1327170687715283,-0.165105290871619
632,GOOGL,2023-10-27,2275,2023-04-26,-0.0017399622724263,0.0152771161351614,0.0395912644359204
633,AAPL,2023-10-27,2202,2022-11-18,-0.008351219632406,0.0255942217612095,-0.0808621418618711
634,DIS,2023-10-27,2087,2023-03-07,0.0138919738975231,0.0582673485598308,0.0258101404543418
635,GOOGL,2022-08-23,494,2022-05-26,-0.008919830876571,-0.031756815391251,-0.1212331274763599
636,AMZN,2023-10-27,290,2023-08-25,0.0265524421348306,0.0432618519763903,0.0445592090824418
637,PYPL,2025-10-03,338,2025-09-06,0.0327126125475774,-0.0342553107822627,-0.1725434841704188
638,NVDA,2025-10-03,1857,2024-12-28,0.000421366601079,0.0815398925969277,-0.0279752138049331
639,AAPL,2021-05-04,1673,2020-04-30,-0.0101084650549339,-0.0396488532049529,0.0896597473094522
640,SOFI,2025-10-20,1438,2025-04-29,0.0252594017962148,-0.0683629504228945,-0.130018236413513
641,META,2025-10-20,1843,2025-06-26,0.0047065005137063,-0.1669593749183093,-0.1861555385222635
642,PYPL,2025-10-20,1942,2024-12-10,-0.0055922485155088,-0.1061185795655537,-0.2144949581230554
643,AMZN,2024-08-10,829,2024-03-27,0.0190719155048624,0.0665740648688482,0.1229013675928434
644,GOOGL,2024-08-10,1280,2024-04-24,-0.022404425514124,-0.1070059226825856,-0.0247630754837939
645,AAPL,2024-08-10,904,2024-05-06,-0.0109617100317256,-0.0160780116371432,-0.08068185612664
646,TSLA,2024-08-10,887,2024-04-22,0.0783599786948006,0.1154861361532948,0.501332595327453
647,NVDA,2025-09-12,215,2025-08-11,-0.0188342289344842,0.047688380155564,-0.033671036435521
648,AMZN,2025-10-23,1452,2025-09-10,-0.0040073835355121,0.0171409879859114,0.0441207828903031
649,NFLX,2024-01-23,31,2023-08-25,0.1311257598127813,0.148921738430876,0.1277168283252481
650,NFLX,2024-01-23,29,2023-07-28,0.1311257598127813,0.148921738430876,0.1277168283252481
651,GOOGL,2023-12-09,2173,2023-05-12,-0.0069127214549835,0.0306830849217181,-0.0726047821383142
652,NVDA,2025-11-01,100,2025-08-13,-0.035067559339898,-0.1327170687715283,-0.165105290871619
653,NVDA,2025-11-01,273,2025-08-28,-0.035067559339898,-0.1327170687715283,-0.165105290871619
654,NVDA,2025-11-01,1034,2025-02-08,-0.035067559339898,-0.1327170687715283,-0.165105290871619
655,NVDA,2023-12-03,96,2023-07-21,0.0130289131754943,0.027425093380837,0.8285755325241264
656,NVDA,2023-12-03,1872,2023-08-30,0.0130289131754943,0.027425093380837,0.8285755325241264
657,NVDA,2023-12-03,14,2023-06-16,0.0130289131754943,0.027425093380837,0.8285755325241264
658,NVDA,2023-12-03,410,2023-11-11,0.0130289131754943,0.027425093380837,0.8285755325241264
659,NVDA,2024-04-16,171,2023-08-04,-0.0613170444526349,0.0304052851538059,0.240239803669477
660,NVDA,2025-03-04,1931,2024-10-23,-0.0260329694107267,-0.0294860897449148,0.1811865476051946
661,NVDA,2024-07-01,76,2024-02-22,0.0377416322225063,-0.0685986477549988,-0.0782667144510314
662,AMZN,2023-12-15,546,2023-12-01,0.0137999340641983,0.0082821198976446,0.0706653950483786
663,NFLX,2023-12-15,74,2023-04-18,0.0219354071924908,0.0128124877505635,0.2127241531888577
664,NFLX,2023-12-15,103,2023-02-25,0.0219354071924908,0.0128124877505635,0.2127241531888577
665,PYPL,2023-12-15,310,2023-08-05,0.000263261825224,-0.0017070679638309,-0.073668994980514
666,GOOGL,2023-12-15,651,2023-12-09,0.0578389543323989,0.0667953937336256,0.0065876721656352
667,TSLA,2023-12-15,2162,2023-11-30,-0.0129916550528186,-0.1794373530171242,-0.4264172322961169
668,GOOGL,2025-11-24,1258,2025-11-14,-0.0278356793305321,-0.0488742486298023,-0.0683303651160243
669,META,2022-06-06,478,2022-02-17,-0.0650469381449494,-0.0622772068808545,-0.1368645653648513
670,META,2022-06-06,425,2021-09-13,-0.0650469381449494,-0.0622772068808545,-0.1368645653648513
671,META,2022-06-06,425,2021-09-13,-0.0650469381449494,-0.0622772068808545,-0.1368645653648513
672,MSFT,2022-06-06,,,-0.0092254520982504,0.049985426322633,-0.0087034503794017
673,MSFT,2022-06-06,,,-0.0092254520982504,0.049985426322633,-0.0087034503794017
674,GOOGL,2022-06-06,494,2022-05-26,7.649713102197975e-05,0.0680868916382393,-0.0387205536090343
675,AMZN,2022-06-06,424,2021-09-13,-0.0799026163484647,-0.016506189759078,0.0575484607983216
676,AMZN,2022-06-06,568,2021-07-17,-0.0799026163484647,-0.016506189759078,0.0575484607983216
677,NVDA,2024-09-14,535,2024-01-26,-0.0196920654077854,0.0936483518663082,0.0728817714714205
678,AAPL,2024-09-14,330,2024-08-05,0.0316819617746921,0.0477802662347188,0.0715176316745425
679,NFLX,2024-09-14,649,2024-01-23,-0.0025042872812615,-0.0196461985032201,0.2424727067225578
680,PYPL,2025-11-24,218,2025-08-24,0.0194984783638521,-0.0440119128798742,-0.2819892656427043
681,NVDA,2024-08-09,2212,2023-11-27,0.1493071343626093,0.0023369120546423,0.3004947529328892
682,TSLA,2024-08-09,2311,2023-10-28,0.0405990963146756,0.1012060384128341,0.3636342011676337
683,PYPL,2025-11-20,1553,2025-07-08,0.0316160756273198,-0.0223968624412143,-0.2472493276882224
684,UBER,2024-05-12,48,2023-11-20,-0.0383166486827223,0.0687393572139076,0.0324199741148656
685,NVDA,2025-12-31,1670,2025-02-01,-0.0189588178889609,-0.0245544888542108,-0.0131626710036009
686,AMD,2025-12-22,172,2025-08-05,-0.0013689131433589,0.2016700494462446,0.06303135585589
687,META,2025-11-23,1254,2025-11-07,0.0364010212351784,0.0543624003514275,0.0387755344403235
688,UBER,2024-11-05,48,2023-11-20,-0.0725185181102525,-0.1722475524739786,-0.039175083735867
689,SOFI,2025-11-13,66,2025-09-12,-0.0935474437795683,-0.1034556154556382,-0.331873954572034
690,AMZN,2024-06-14,933,2024-04-11,0.0072476115959998,-0.006148530114822,-0.033605804282804
691,GOOGL,2024-06-14,2329,2024-04-10,0.010592946124617,-0.0054712968208927,-0.14506146251647
692,SOFI,2026-04-19,1195,2025-12-02,-0.0470496381358692,-0.262267117415531,-0.262267117415531
693,SOFI,2026-04-19,571,2025-10-15,-0.0470496381358692,-0.262267117415531,-0.262267117415531
694,GOOGL,2025-11-28,1240,2024-10-30,3.868357959557756e-05,-0.0273965855056749,-0.0496897268464319
695,META,2025-11-28,1300,2025-11-25,0.0359429301977589,0.020350370275757,0.0133644512092536
696,NVDA,2025-01-23,76,2024-02-22,-0.1455835107368279,-0.0945001156142626,-0.176279664292595
697,NFLX,2025-01-23,490,2024-03-01,-0.0040742017734132,0.0242312434067251,0.2144541336877968
698,AMZN,2024-10-25,1701,2024-06-04,0.0675877956347368,0.0405800598839964,0.2193301609401654
699,AMZN,2024-10-25,708,2024-08-30,0.0675877956347368,0.0405800598839964,0.2193301609401654
700,TSLA,2024-10-25,1983,2024-01-29,-0.0612612903575419,0.2258781518029817,0.4026256513775492
701,NVDA,2024-10-31,54,2024-02-01,0.0739931079433158,-0.0173179283052118,-0.1680619475127429
702,NVDA,2024-10-18,2214,2023-11-27,0.0351461303807906,0.0094899268795696,0.0249301349076771
703,MSFT,2025-02-13,1672,2025-02-01,0.0123744805150242,0.018534410016466,0.1366758155989517
704,MSFT,2025-02-13,844,2024-12-14,0.0123744805150242,0.018534410016466,0.1366758155989517
705,AAPL,2025-02-13,277,2024-09-06,0.032700097593786,-0.0441475330951433,-0.0947004069102916
706,NVDA,2024-08-30,1378,2024-06-28,-0.0774294280084597,-0.0316284684956467,0.0860263234749396
707,NVDA,2024-08-30,477,2023-11-21,-0.0774294280084597,-0.0316284684956467,0.0860263234749396
708,AMZN,2024-08-30,1215,2024-08-17,0.0132709439187942,0.0252849506271306,0.0924133642928564
709,AMZN,2024-08-30,167,2024-01-05,0.0132709439187942,0.0252849506271306,0.0924133642928564
710,MSFT,2024-08-30,155,2024-08-12,0.0032610977792978,-0.0033475607661046,-0.0550537275617863
711,AMD,2025-12-19,2239,2025-10-16,-0.0004529767005627,0.1764932060584561,-0.0001112234191033
712,AMD,2025-11-14,388,2025-09-22,-0.1551462040144771,-0.1628344141865736,-0.2135631493244854
713,GOOGL,2025-11-14,1613,2024-11-23,0.1033125626641181,0.0995102972636539,0.0737200318097017
714,GOOGL,2025-11-14,925,2025-09-17,0.1033125626641181,0.0995102972636539,0.0737200318097017
715,UBER,2025-11-14,1124,2025-05-22,-0.0653900849154296,-0.1271152131448819,-0.2301304441400894
716,META,2025-11-14,323,2025-07-28,-0.0057581312894663,0.0688005687290143,0.0318646776235735
717,META,2025-11-14,510,2025-10-30,-0.0057581312894663,0.0688005687290143,0.0318646776235735
718,SOFI,2025-11-14,357,2025-08-20,-0.0753378453475063,-0.0549006813353577,-0.3220168445528244
719,NVDA,2025-11-14,69,2025-08-21,-0.0401694861571917,-0.075744127858111,-0.0358503155120436
720,AMD,2025-01-09,1876,2023-12-18,0.0172672461797345,-0.0853285051449257,-0.1176811326803286
721,TSLA,2024-10-11,2055,2023-09-11,0.0046707212881023,0.5738859048554636,0.8119506371864098
722,TSLA,2024-10-11,2067,2024-02-13,0.0046707212881023,0.5738859048554636,0.8119506371864098
723,AAPL,2024-10-11,2086,2024-05-06,0.024095809360114,-0.0465990498188777,0.0184251220553375
724,AMZN,2024-10-11,829,2024-03-27,-0.007743899739498,0.0623417914148913,0.145383607695291
725,NVDA,2024-10-11,752,2024-07-26,0.0150946459766778,0.0445032792887698,-0.0303685916804733
726,GOOGL,2024-10-11,144,2023-09-22,-0.0075417122785992,0.0717219353244003,0.1552950988277992
727,GOOGL,2024-10-11,1390,2024-05-31,-0.0075417122785992,0.0717219353244003,0.1552950988277992
728,NVDA,2024-02-24,1980,2024-01-22,0.0652234793827626,0.1418277290192626,0.2966081676433512
729,NVDA,2024-02-24,14,2023-06-16,0.0652234793827626,0.1418277290192626,0.2966081676433512
730,MSFT,2024-01-31,537,2024-01-26,0.0099061906470407,-0.015059876493189,-0.0442013422314658
731,GOOGL,2024-01-31,90,2023-03-17,0.0073103513889665,-0.0831927907038965,0.130195121432713
732,GOOGL,2024-01-31,796,2024-01-30,0.0073103513889665,-0.0831927907038965,0.130195121432713
733,UBER,2025-12-08,938,2025-03-06,-0.1114541227989339,-0.0653786415172451,-0.1823714488922906
734,NVDA,2025-11-20,2224,2025-11-11,-0.0674433747669731,-0.035659778329357,0.0111785124148342
735,UBER,2025-11-20,1124,2025-05-22,0.0028511714180128,-0.0777927237010978,-0.2001880413813065
736,AAPL,2024-08-16,790,2023-12-26,-0.010612913164526,-0.0567678288315542,-0.0630026883945584
737,NVDA,2024-08-16,658,2023-12-03,0.0243413437081214,-0.087886650657166,0.1044256944542854
738,NVDA,2024-08-16,1999,2024-02-22,0.0243413437081214,-0.087886650657166,0.1044256944542854
739,GOOGL,2024-08-16,865,2024-04-17,0.0022153042352841,-0.0368429007326489,0.0051589861505496
740,AMZN,2024-08-16,786,2024-02-01,-0.0142206804868794,0.0396580281286409,0.1206842638955687
741,AMZN,2024-08-16,475,2024-06-07,-0.0142206804868794,0.0396580281286409,0.1206842638955687
742,MSFT,2024-08-16,249,2024-02-12,-0.0181222694042997,0.0240561343137053,-0.0535920842418111
743,AMD,2025-11-26,1939,2024-12-10,0.0011920214455407,-0.0086160331621556,-0.0857505481611627
744,NVDA,2025-01-25,910,2024-12-20,-0.0121925985926689,0.1166552542111949,-0.0035556792106337
745,AAPL,2025-01-25,2069,2024-02-13,-0.0053788329064227,0.0548883478959669,-0.0065990921346379
746,MSFT,2025-01-25,155,2024-08-12,-0.0517301715907861,-0.0702469955460812,-0.0198790746313026
747,TSLA,2025-01-25,2210,2024-04-04,-0.0312470420365547,-0.2597243247048776,-0.2019840737481026
748,PYPL,2024-02-08,210,2023-08-06,0.0561974223305066,0.0443648469862731,0.1011364147584827
749,AMZN,2024-02-08,662,2023-12-15,-0.0076403866543373,-0.0135250879035284,0.0686653529089509
750,NVDA,2025-12-28,100,2025-08-13,-0.0109636833296979,0.0137933811274413,-0.0214244961096558
751,AMD,2026-01-07,150,2025-08-14,0.0635294560491324,-0.0090311814401213,0.1380801980637112
752,NVDA,2024-07-26,318,2023-09-01,-0.0300156843776242,0.0884903334364159,0.1748311378029381
753,AMZN,2024-02-05,20,2023-03-03,-0.0051957095287906,-0.0161311494746032,0.0559542087741244
754,AMZN,2024-02-05,496,2024-01-05,-0.0051957095287906,-0.0161311494746032,0.0559542087741244
755,NFLX,2025-12-03,1029,2025-03-15,-0.1135957030321683,-0.1288102662900484,-0.0335932287063005
756,AMZN,2024-02-17,242,2023-03-28,0.0181913507954707,0.0152508604059908,0.0281659119453794
757,NVDA,2024-07-20,2139,2024-02-21,-0.0788987934351792,0.0227288324144041,0.0599296969508118
758,NVDA,2024-07-20,337,2023-07-14,-0.0788987934351792,0.0227288324144041,0.0599296969508118
759,MSFT,2024-07-20,2264,2023-07-26,-0.0187652537260419,-0.0465268816890223,-0.1114556602268673
760,MSFT,2024-07-20,95,2023-07-21,-0.0187652537260419,-0.0465268816890223,-0.1114556602268673
761,MSFT,2024-07-20,2208,2023-12-28,-0.0187652537260419,-0.0465268816890223,-0.1114556602268673
762,TSLA,2024-07-20,2040,2024-04-23,-0.0593427918006805,-0.1282116015192412,-0.1797130386032285
763,TSLA,2024-07-20,145,2023-09-22,-0.0593427918006805,-0.1282116015192412,-0.1797130386032285
764,TSLA,2024-07-20,2312,2023-10-28,-0.0593427918006805,-0.1282116015192412,-0.1797130386032285
765,MSFT,2022-10-15,672,2022-06-06,0.008071447042095,-0.0676440176497545,-0.0765978890178348
766,AAPL,2025-08-18,1612,2024-11-23,-0.0148645207564338,0.0103965471291904,0.1335690095838735
767,AAPL,2025-08-18,442,2025-03-13,-0.0148645207564338,0.0103965471291904,0.1335690095838735
768,NVDA,2024-05-24,2214,2023-11-27,0.0832243271251289,0.1536207315261257,0.125230546182782
769,MSFT,2024-05-24,30,2023-07-28,-0.0355855506859655,0.0174669939351324,-0.0996508893900027
770,NFLX,2024-05-24,31,2023-08-25,-0.0169409890832136,0.0141622672628394,0.0018302403972723
771,AAPL,2024-08-23,2072,2024-02-13,0.0067649975254524,-0.0170935152133762,-0.0508326783694397
772,AAPL,2024-08-23,903,2024-05-06,0.0067649975254524,-0.0170935152133762,-0.0508326783694397
773,TSLA,2024-08-23,488,2024-03-01,-0.0309434708227059,0.1346640378549068,0.4822287491765988
774,GOOGL,2024-08-23,1284,2024-07-18,-0.0162819751404921,-0.0382360067607098,-0.0458678125976788
775,PYPL,2025-11-21,574,2025-10-29,0.0009556189640287,-0.0661338292520637,-0.2736361246395952
776,GOOGL,2025-12-01,838,2025-05-03,-0.0080030260621505,-0.0107394631238536,-0.0468368030568218
777,GOOGL,2026-04-22,1903,2025-10-29,0.0307776415593536,0.1428212713704024,0.1428212713704024
778,AAPL,2024-02-15,36,2023-09-08,-0.0189215949423717,-0.0799382699744077,-0.0224934649340793
779,MSFT,2024-02-15,2208,2023-12-28,-0.0023357431311725,0.0016786377813187,-0.019057779254223
780,NVDA,2025-12-09,660,2025-03-04,-0.0330905922619153,-0.0197458148979416,0.0121380190329229
781,PYPL,2025-12-09,637,2025-10-03,0.0151540222095191,-0.070483737259998,-0.2459669396587951
782,PYPL,2025-12-09,976,2025-07-29,0.0151540222095191,-0.070483737259998,-0.2459669396587951
783,SMCI,2024-08-06,2205,2024-03-04,,,
784,NFLX,2024-01-26,73,2023-04-18,-0.0243713110764954,0.0147358016665251,-0.0621279640266903
785,AAPL,2024-02-01,633,2023-10-27,-0.0108292274866002,-0.1089592059810261,-0.1083975903795819
786,AMZN,2024-02-01,231,2023-02-16,0.047655731820468,0.0676720813549982,0.1241522553903962
787,MSFT,2025-06-20,157,2024-08-12,0.0041211980103386,0.0001908431420036,-0.0332288360788941
788,NVDA,2024-09-07,459,2024-06-27,0.0668595225219355,0.1960599034234322,0.222266376052167
789,GOOGL,2024-09-07,16,2024-01-08,0.0328051410483254,0.0531811147274425,0.0590549984983741
790,AAPL,2023-12-26,221,2023-04-28,-0.0311618542414969,-0.0279875008939678,-0.204430444175375
791,AAPL,2023-12-26,1691,2023-05-19,-0.0311618542414969,-0.0279875008939678,-0.204430444175375
792,HOOD,2026-04-23,1204,2026-02-06,-0.1418955455065004,-0.1290728989720168,-0.1290728989720168
793,HOOD,2026-04-23,1761,2026-02-11,-0.1418955455065004,-0.1290728989720168,-0.1290728989720168
794,HOOD,2026-04-23,1204,2026-02-06,-0.1418955455065004,-0.1290728989720168,-0.1290728989720168
795,MSFT,2024-01-30,2264,2023-07-26,-0.0138818460817433,-0.0207862131255209,-0.0711444540270274
796,GOOGL,2024-01-30,579,2023-05-31,-0.0548882501227289,-0.1208489683068052,0.048970288739466
797,AMZN,2024-08-01,1701,2024-06-04,-0.0764936953469322,-0.0683257704262302,-0.0243676437040019
798,AMZN,2024-08-01,610,2024-07-10,-0.0764936953469322,-0.0683257704262302,-0.0243676437040019
799,DIS,2022-11-17,2242,2022-09-30,0.0606167310248424,-0.030358157783338,0.0993968873816624
800,AAPL,2024-06-07,2024,2024-03-08,0.0628090500079872,0.1287679329488658,0.0967742776807878
801,GOOGL,2024-06-07,830,2024-03-27,-0.0019044826414273,0.0425638419983194,-0.1720090522440401
802,AMZN,2024-02-13,546,2023-12-01,-0.0066315829950629,0.017710032557876,0.0468551637697229
803,AMD,2025-11-12,1242,2025-09-25,-0.1061422150833466,-0.1834612839188908,-0.1997592332110757
804,NVDA,2025-12-17,594,2025-11-13,0.0720618272417803,0.0295237463016531,0.038853813083043
805,NFLX,2022-10-11,423,2021-09-13,0.0865617587104516,0.1425741030464467,0.4164987190067797
806,UBER,2026-04-17,1376,2025-12-11,-0.0375087589699325,-0.0766806436961188,-0.0766806436961188
807,PYPL,2025-11-30,302,2025-09-12,-0.028269365212806,-0.072501661571667,-0.2608145851361383
808,PYPL,2026-02-05,1306,2025-11-18,-0.0259378817694617,0.1594356538242352,0.0793231498654509
809,AMZN,2024-02-07,20,2023-03-03,0.0016952587851823,0.0009209643375107,0.0608936417031118
810,AMZN,2026-03-01,347,2025-08-15,0.0362889535347389,0.0493439216340207,0.211832463039981
811,PYPL,2025-12-28,573,2025-10-29,-0.0003780115902192,-0.1162440370572954,-0.1854521702963406
812,NVDA,2026-01-03,273,2025-08-28,-0.0277224473470969,-0.0718237536096993,-0.0143891306306382
813,AMZN,2026-04-26,1834,2025-12-31,0.0378870007989649,-0.0034437941260725,-0.0034437941260725
814,PYPL,2024-04-29,210,2023-08-06,-0.0333633354556156,-0.1201171791894715,-0.1106817783163794
815,AMD,2024-04-29,24,2023-10-06,-0.040353798787714,-0.0006106780996191,-0.2018783913342263
816,AMZN,2025-04-16,1503,2025-03-18,0.0300326153391372,0.0489264871466554,0.0997184970033331
817,AMZN,2025-04-16,475,2024-06-07,0.0300326153391372,0.0489264871466554,0.0997184970033331
818,TSLA,2025-03-19,747,2025-01-25,0.1478902948331182,0.0923690898290809,0.3088149476296147
819,AMZN,2025-03-19,932,2024-04-11,0.0229969912478915,-0.0482571791420713,0.0302228708732792
820,NVDA,2024-05-22,76,2024-02-22,0.1773975915721474,0.2163488874093428,0.2501240996804663
821,NVDA,2024-05-22,2146,2024-02-26,0.1773975915721474,0.2163488874093428,0.2501240996804663
822,AMZN,2025-01-12,1333,2024-04-13,0.0188189146670951,0.0101376388525227,-0.0964306806699833
823,TSLA,2025-01-12,2066,2024-02-13,0.0142186545819167,-0.2034180765764446,-0.3043870175099727
824,TSLA,2025-01-12,1291,2024-07-24,0.0142186545819167,-0.2034180765764446,-0.3043870175099727
825,GOOGL,2025-01-12,1041,2024-10-08,-0.0003986506741988,-0.0765300675661365,-0.0963416546213105
826,UBER,2026-04-26,735,2025-11-20,-0.0346515520314816,-0.058533802060282,-0.058533802060282
827,UBER,2026-04-26,1124,2025-05-22,-0.0346515520314816,-0.058533802060282,-0.058533802060282
828,MSFT,2024-03-27,2101,2023-05-26,0.0108815399605455,-0.0073548898517957,0.0287796259236685
829,AMZN,2024-03-27,243,2023-03-28,0.0202504986392002,0.0273313562948943,0.0524914239032723
830,GOOGL,2024-03-27,1580,2023-02-26,0.0170516356764692,0.1682220595367357,0.1826350763118867
831,NVDA,2024-03-27,2164,2023-08-25,-0.0288389892307994,0.0006322245341759,0.3262488214150509
832,META,2026-01-16,1749,2025-11-21,0.0824674303277039,0.0447972906423701,0.0551391159998075
833,NVDA,2026-01-29,1670,2025-02-01,-0.0835046997552214,-0.0410643791138075,-0.0015717169448308
834,GOOGL,2024-04-25,64,2023-10-26,0.0650182460152262,0.0701902847353022,-0.0130794884355676
835,GOOGL,2024-04-25,411,2023-11-11,0.0650182460152262,0.0701902847353022,-0.0130794884355676
836,GOOGL,2026-02-04,2159,2025-11-26,-0.0747072103786571,-0.0835256048361067,0.1236656194573924
837,NVDA,2025-05-03,1713,2025-02-22,0.0460847826943391,0.1893489680260194,0.4485814351371748
838,GOOGL,2025-05-03,1276,2024-07-23,-0.0695849739698943,-0.0341473886731471,0.069244820058973
839,AMZN,2025-05-03,1037,2025-02-08,0.0850446730723333,0.0545150513960961,0.029350681686967
840,SOFI,2025-06-11,1438,2025-04-29,0.0264388893868856,0.3742681629769129,0.6269674009833761
841,SOFI,2025-06-11,1438,2025-04-29,0.0264388893868856,0.3742681629769129,0.6269674009833761
842,NVDA,2024-12-14,725,2024-10-11,0.0747487461775473,0.0551213853409897,-0.0370362190010387
843,GOOGL,2024-12-14,1970,2024-07-27,0.0063200267974556,0.008507423383765,-0.1062953764220979
844,MSFT,2024-12-14,760,2024-07-20,-0.0195407689762646,-0.0380932054427129,-0.0767382078185172
845,AAPL,2024-05-16,2328,2024-01-17,-0.0104281983240218,0.1065076161375995,0.1402758853517651
846,AAPL,2024-05-16,1236,2024-03-15,-0.0104281983240218,0.1065076161375995,0.1402758853517651
847,AMZN,2024-11-29,560,2024-07-04,0.0833384169156039,0.079377925093066,0.0313500109743091
848,TSLA,2024-11-29,667,2023-12-15,0.1189214351082257,0.1940682979871094,-0.1623002973276357
849,AAPL,2024-11-29,1273,2024-08-09,0.0144870585399905,0.0792154063643709,0.0234817877221562
850,MSFT,2024-11-29,99,2023-11-23,0.0387602718092463,0.0194316568573821,-0.0220039511344209
851,AMD,2026-01-30,322,2025-07-28,-0.1175522676318587,-0.1765634468698264,0.4787097651254812
852,TSLA,2026-01-29,1741,2025-07-17,-0.0227933777016301,-0.0207473407882993,-0.122154778096382
853,TSLA,2026-01-29,2265,2025-12-24,-0.0227933777016301,-0.0207473407882993,-0.122154778096382
854,AMZN,2026-01-29,1127,2025-05-22,-0.0551070095972674,-0.1268856900838222,0.0582113186477395
855,MSFT,2026-01-29,552,2025-11-22,-0.0682214957602722,-0.0674876738081379,-0.0954853417732641
856,SOFI,2026-01-04,1409,2025-12-05,-0.1023484226916057,-0.2891004324981771,-0.4109716103626391
857,GOOGL,2025-04-22,1970,2024-07-27,0.0060293692608239,0.0073558343087092,0.0509928735279017
858,META,2026-04-27,1352,2025-11-04,-0.1044839599451625,-0.1292961724484672,-0.1292961724484672
859,META,2026-04-24,1308,2025-11-18,-0.1075868474528544,-0.1262519316800354,-0.1262519316800354
860,META,2026-04-24,1471,2026-01-28,-0.1075868474528544,-0.1262519316800354,-0.1262519316800354
861,GOOGL,2022-11-30,400,2022-08-15,-0.0242904380757699,-0.0687206594940813,-0.0686724202723971
862,PYPL,2026-02-15,642,2025-10-20,0.1455785468062016,0.1273009670809805,0.021617280375094
