event_id,ticker,company_name,event_date,window_pm1,window_pm3,window_pm5,filing_count_pm1,filing_count_pm3,filing_count_pm5,material_filing_flag_pm1,material_filing_flag_pm3,material_filing_flag_pm5,material_form_types,nearest_filing_date,nearest_form_type,sec_confounded_flag,sec_clean_flag,query_status,reason_codes
1327,UBER,Uber,2024-12-14,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,1,7,False,False,False,,2024-12-16,4,False,True,ok,
1328,GOOGL,Alphabet,2024-12-14,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,7,18,False,False,False,,2024-12-13,4,False,True,ok,
1329,GOOGL,Alphabet,2024-12-14,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,7,18,False,False,False,,2024-12-13,4,False,True,ok,
1330,SQ,,2024-12-14,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,0,False,False,False,,2024-12-04,4,False,True,ok,
1331,MSFT,Microsoft,2024-04-13,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,1,1,False,False,False,,2024-04-16,4,False,True,ok,
1332,MSFT,Microsoft,2024-04-13,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,1,1,False,False,False,,2024-04-16,4,False,True,ok,
1333,AMZN,Amazon,2024-04-13,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",3,8,11,False,True,True,8-K;DEF 14A,2024-04-12,4,True,False,ok,material_filing_pm5
1334,TSLA,Tesla,2024-04-13,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,1,3,False,True,True,8-K,2024-04-16,8-K,True,False,ok,material_filing_pm5
1335,NFLX,Netflix,2024-04-13,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,4,False,False,True,8-K;DEF 14A,2024-04-18,ARS,True,False,ok,material_filing_pm5
1336,NVDA,Nvidia,2024-11-23,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,3,4,False,True,True,10-Q;8-K,2024-11-25,144,True,False,ok,material_filing_pm5
1337,MSFT,Microsoft,2024-11-23,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,4,4,False,False,False,,2024-11-22,144,False,True,ok,
1338,MSFT,Microsoft,2024-11-23,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,4,4,False,False,False,,2024-11-22,144,False,True,ok,
1339,AAPL,Apple,2024-11-23,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,4,False,False,False,,2024-11-19,4,False,True,ok,
1340,AAPL,Apple,2024-11-23,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,4,False,False,False,,2024-11-19,4,False,True,ok,
1341,UBER,Uber,2024-11-16,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,5,6,False,False,False,,2024-11-19,4,False,True,ok,
1342,AMD,,2025-11-04,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,2,2,True,True,True,10-Q;8-K,2025-11-04,8-K,True,False,ok,material_filing_pm5
1343,AMD,,2025-11-04,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,2,2,True,True,True,10-Q;8-K,2025-11-04,8-K,True,False,ok,material_filing_pm5
1344,AMD,,2025-11-04,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,2,2,True,True,True,10-Q;8-K,2025-11-04,8-K,True,False,ok,material_filing_pm5
1345,AMD,,2025-11-04,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,2,2,True,True,True,10-Q;8-K,2025-11-04,8-K,True,False,ok,material_filing_pm5
1346,PLTR,Palantir,2025-11-04,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",3,3,3,True,True,True,10-Q;8-K,2025-11-04,10-Q,True,False,ok,material_filing_pm5
1347,NVDA,Nvidia,2025-11-04,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,1,2,False,False,False,,2025-11-05,4,False,True,ok,
1348,NVDA,Nvidia,2025-11-04,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,1,2,False,False,False,,2025-11-05,4,False,True,ok,
1349,PLTR,Palantir,2025-11-04,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",3,3,3,True,True,True,10-Q;8-K,2025-11-04,10-Q,True,False,ok,material_filing_pm5
1350,PLTR,Palantir,2025-11-04,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",3,3,3,True,True,True,10-Q;8-K,2025-11-04,10-Q,True,False,ok,material_filing_pm5
1351,PLTR,Palantir,2025-11-04,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",3,3,3,True,True,True,10-Q;8-K,2025-11-04,10-Q,True,False,ok,material_filing_pm5
1352,META,Meta,2025-11-04,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",7,8,13,True,True,True,10-Q;424B2;8-K,2025-11-04,4,True,False,ok,material_filing_pm5
1353,GOOGL,Alphabet,2025-11-04,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",10,14,17,True,True,True,10-Q;424B2;424B5;8-K,2025-11-04,4,True,False,ok,material_filing_pm5
1354,NVDA,Nvidia,2024-04-19,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,0,False,False,False,,2024-04-10,4,False,True,ok,
1355,AMZN,Amazon,2024-07-11,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,2,3,False,False,False,,2024-07-11,4,False,True,ok,
1356,SOFI,SoFi,2025-12-16,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",11,11,11,False,False,False,,2025-12-16,144,False,True,ok,
1357,NVDA,Nvidia,2024-06-12,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,5,12,False,False,True,8-K,2024-06-13,4,True,False,ok,material_filing_pm5
1358,CRM,,2025-03-01,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,5,20,False,True,True,10-K;8-K,2025-03-03,4,True,False,ok,material_filing_pm5
1359,AMZN,Amazon,2025-03-01,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,1,11,False,False,False,,2025-03-03,144,False,True,ok,
1360,AMZN,Amazon,2025-03-01,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,1,11,False,False,False,,2025-03-03,144,False,True,ok,
1361,AMZN,Amazon,2025-03-01,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,1,11,False,False,False,,2025-03-03,144,False,True,ok,
1362,NVDA,Nvidia,2025-03-01,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,3,8,False,True,True,10-K;8-K,2025-03-04,4,True,False,ok,material_filing_pm5
1363,PYPL,PayPal,2025-03-01,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,12,15,False,True,True,424B2;8-K,2025-02-28,4,True,False,ok,material_filing_pm5
1364,NVDA,Nvidia,2025-01-30,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,0,False,False,False,,2025-01-17,8-K,False,True,ok,
1365,AMZN,Amazon,2025-02-04,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,4,4,False,True,True,10-K;8-K,2025-02-06,8-K,True,False,ok,material_filing_pm5
1366,NFLX,Netflix,2025-12-15,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,5,6,False,False,False,,2025-12-15,425,False,True,ok,
1367,TSLA,Tesla,2025-12-15,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,1,False,False,False,,2025-12-11,4,False,True,ok,
1368,NVDA,Nvidia,2025-11-19,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,2,4,True,True,True,10-Q;8-K,2025-11-19,10-Q,True,False,ok,material_filing_pm5
1369,NVDA,Nvidia,2025-11-19,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,2,4,True,True,True,10-Q;8-K,2025-11-19,10-Q,True,False,ok,material_filing_pm5
1370,NVDA,Nvidia,2025-11-19,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,2,4,True,True,True,10-Q;8-K,2025-11-19,10-Q,True,False,ok,material_filing_pm5
1371,AAPL,Apple,2025-09-08,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,0,False,False,False,,2025-08-29,4,False,True,ok,
1372,AMZN,Amazon,2026-04-03,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,1,1,False,False,False,,2026-04-03,4,False,True,ok,
1373,UBER,Uber,2026-04-03,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,1,False,False,False,,2026-03-30,SCHEDULE 13G,False,True,ok,
1374,PYPL,PayPal,2025-12-11,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,2,False,False,False,,2025-12-16,4,False,True,ok,
1375,PYPL,PayPal,2025-12-11,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,2,False,False,False,,2025-12-16,4,False,True,ok,
1376,UBER,Uber,2025-12-11,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,1,1,False,False,False,,2025-12-08,4,False,True,ok,
1377,AAPL,Apple,2025-06-19,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,0,False,False,False,,2025-07-09,8-K,False,True,ok,
1378,NVDA,Nvidia,2024-06-28,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",3,21,26,False,False,True,8-K,2024-06-28,144,True,False,ok,material_filing_pm5
1379,NVDA,Nvidia,2024-06-28,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",3,21,26,False,False,True,8-K,2024-06-28,144,True,False,ok,material_filing_pm5
1380,TSLA,Tesla,2024-06-28,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,1,False,False,True,8-K,2024-07-02,8-K,True,False,ok,material_filing_pm5
1381,TSLA,Tesla,2024-06-28,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,1,False,False,True,8-K,2024-07-02,8-K,True,False,ok,material_filing_pm5
1382,NVDA,Nvidia,2024-05-22,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,4,4,True,True,True,8-K,2024-05-22,8-K,True,False,ok,material_filing_pm5
1383,NVDA,Nvidia,2024-05-22,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,4,4,True,True,True,8-K,2024-05-22,8-K,True,False,ok,material_filing_pm5
1384,NVDA,Nvidia,2024-05-22,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,4,4,True,True,True,8-K,2024-05-22,8-K,True,False,ok,material_filing_pm5
1385,NVDA,Nvidia,2024-05-22,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,4,4,True,True,True,8-K,2024-05-22,8-K,True,False,ok,material_filing_pm5
1386,AAPL,Apple,2024-05-22,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,1,False,False,False,,2024-05-17,4,False,True,ok,
1387,AMZN,Amazon,2025-02-15,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,2,5,False,False,False,,2025-02-14,4,False,True,ok,
1388,AMZN,Amazon,2024-05-31,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",3,5,7,False,False,False,,2024-05-31,4,False,True,ok,
1389,NVDA,Nvidia,2024-05-31,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",5,14,17,False,True,True,10-Q,2024-05-31,4,True,False,ok,material_filing_pm5
1390,GOOGL,Alphabet,2024-05-31,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,4,8,False,False,True,8-K,2024-05-31,SD,True,False,ok,material_filing_pm5
1391,MSFT,Microsoft,2024-05-31,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,5,6,False,False,False,,2024-05-31,SD,False,True,ok,
1392,TSLA,Tesla,2024-05-31,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",5,9,12,False,False,False,,2024-05-31,DEFA14A,False,True,ok,
1393,NFLX,Netflix,2024-05-17,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,2,False,False,False,,2024-05-21,144,False,True,ok,
1394,AAPL,Apple,2024-05-17,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,3,3,False,False,False,,2024-05-17,4,False,True,ok,
1395,GOOGL,Alphabet,2024-05-17,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,5,8,False,False,False,,2024-05-16,PX14A6G,False,True,ok,
1396,TSLA,Tesla,2024-05-17,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,4,10,False,False,False,,2024-05-17,DEFA14A,False,True,ok,
1397,TSLA,Tesla,2024-05-17,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,4,10,False,False,False,,2024-05-17,DEFA14A,False,True,ok,
1398,NVDA,Nvidia,2024-06-27,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",8,10,25,False,False,True,8-K,2024-06-27,144,True,False,ok,material_filing_pm5
1399,SOFI,SoFi,2025-12-04,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",4,6,7,True,True,True,424B3;8-K,2025-12-04,FWP,True,False,ok,material_filing_pm5
1400,AMD,,2025-02-01,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,1,2,False,True,True,10-K;8-K,2025-02-04,8-K,True,False,ok,material_filing_pm5
1401,AAPL,Apple,2025-12-10,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,1,False,False,True,8-K,2025-12-05,8-K,True,False,ok,material_filing_pm5
1402,NFLX,Netflix,2025-12-10,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,8,13,False,False,True,8-K;8-K/A,2025-12-09,425,True,False,ok,material_filing_pm5
1403,GOOGL,Alphabet,2024-07-05,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",7,12,13,False,False,False,,2024-07-05,4,False,True,ok,
1404,MSFT,Microsoft,2024-07-05,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,0,False,False,False,,2024-06-28,CORRESP,False,True,ok,
1405,NFLX,Netflix,2025-12-08,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",8,12,12,False,True,True,8-K;8-K/A,2025-12-08,425,True,False,ok,material_filing_pm5
1406,NFLX,Netflix,2025-12-05,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",4,23,25,True,True,True,8-K;8-K/A,2025-12-05,425,True,False,ok,material_filing_pm5
1407,NFLX,Netflix,2025-12-05,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",4,23,25,True,True,True,8-K;8-K/A,2025-12-05,425,True,False,ok,material_filing_pm5
1408,PYPL,PayPal,2025-12-05,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,1,False,False,False,,2025-12-01,4,False,True,ok,
1409,SOFI,SoFi,2025-12-05,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",4,5,7,True,True,True,424B3;8-K,2025-12-05,424B3,True,False,ok,material_filing_pm5
1410,AMD,,2025-02-11,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,2,2,False,False,False,,2025-02-12,4,False,True,ok,
1411,NVDA,Nvidia,2025-12-10,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",3,10,11,False,False,False,,2025-12-10,4,False,True,ok,
1412,NVDA,Nvidia,2025-12-10,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",3,10,11,False,False,False,,2025-12-10,4,False,True,ok,
1413,AMD,,2025-12-10,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,3,4,False,False,True,8-K,2025-12-11,144,True,False,ok,material_filing_pm5
1414,AMD,,2025-12-10,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,3,4,False,False,True,8-K,2025-12-11,144,True,False,ok,material_filing_pm5
1415,UBER,Uber,2025-12-12,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,1,False,False,False,,2025-12-08,4,False,True,ok,
1416,PYPL,PayPal,2025-12-12,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,2,False,False,False,,2025-12-16,4,False,True,ok,
1417,AMZN,Amazon,2025-12-12,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,0,False,False,False,,2025-12-03,4,False,True,ok,
1418,AAPL,Apple,2024-06-21,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,0,False,False,False,,2024-06-03,4,False,True,ok,
1419,MSFT,Microsoft,2025-07-21,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,1,3,False,False,False,,2025-07-24,PX14A6G,False,True,ok,
1420,GOOGL,Alphabet,2025-07-23,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,3,8,True,True,True,10-Q;8-K,2025-07-23,8-K,True,False,ok,material_filing_pm5
1421,GOOGL,Alphabet,2025-06-15,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,17,18,False,True,True,8-K,2025-06-17,4,True,False,ok,material_filing_pm5
1422,PYPL,PayPal,2024-08-29,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,1,False,False,False,,2024-09-03,4,False,True,ok,
1423,GOOGL,Alphabet,2024-09-06,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",3,8,9,False,False,False,,2024-09-06,4,False,True,ok,
1424,GOOGL,Alphabet,2024-09-06,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",3,8,9,False,False,False,,2024-09-06,4,False,True,ok,
1425,PYPL,PayPal,2025-12-18,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,2,2,False,False,False,,2025-12-16,4,False,True,ok,
1426,NFLX,Netflix,2025-12-18,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",5,6,8,False,False,True,8-K,2025-12-19,425,True,False,ok,material_filing_pm5
1427,NVDA,Nvidia,2026-01-27,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,3,6,False,False,True,8-K,2026-01-26,SCHEDULE 13G/A,True,False,ok,material_filing_pm5
1428,NVDA,Nvidia,2026-01-27,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,3,6,False,False,True,8-K,2026-01-26,SCHEDULE 13G/A,True,False,ok,material_filing_pm5
1429,AMD,,2026-01-27,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,0,False,False,False,,2026-01-21,4,False,True,ok,
1430,GOOGL,Alphabet,2026-01-27,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,5,6,False,False,False,,2026-01-27,4,False,True,ok,
1431,AMZN,Amazon,2026-01-27,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,0,False,False,False,,2026-02-05,8-K,False,True,ok,
1432,MSFT,Microsoft,2025-03-29,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,1,2,False,False,False,,2025-03-26,11-K,False,True,ok,
1433,GOOGL,Alphabet,2025-05-17,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,6,13,False,False,False,,2025-05-16,PX14A6G,False,True,ok,
1434,AMD,,2025-05-17,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",8,11,17,True,True,True,8-K,2025-05-16,4,True,False,ok,material_filing_pm5
1435,AMD,,2024-08-02,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,2,3,False,True,True,10-Q;8-K,2024-07-31,10-Q,True,False,ok,material_filing_pm5
1436,MSFT,Microsoft,2024-08-02,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,2,3,False,True,True,10-K;8-K,2024-07-30,10-K,True,False,ok,material_filing_pm5
1437,TSLA,Tesla,2024-08-02,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,1,False,False,False,,2024-07-29,4,False,True,ok,
1438,SOFI,SoFi,2025-04-29,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,1,1,True,True,True,8-K,2025-04-29,8-K,True,False,ok,material_filing_pm5
1439,NVDA,Nvidia,2026-01-26,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,5,7,False,True,True,8-K,2026-01-26,SCHEDULE 13G/A,True,False,ok,material_filing_pm5
1440,AAPL,Apple,2026-01-26,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,1,3,False,True,True,10-Q;8-K,2026-01-29,8-K,True,False,ok,material_filing_pm5
1441,META,Meta,2026-01-26,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,6,8,False,True,True,10-K;8-K,2026-01-26,144,True,False,ok,material_filing_pm5
1442,AMZN,Amazon,2025-03-05,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,3,3,False,False,False,,2025-03-05,4,False,True,ok,
1443,AMD,,2026-01-20,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",5,5,6,True,True,True,8-K,2026-01-20,4,True,False,ok,material_filing_pm5
1444,GOOGL,Alphabet,2024-07-23,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,4,5,True,True,True,10-Q;8-K,2024-07-23,8-K,True,False,ok,material_filing_pm5
1445,PYPL,PayPal,2025-12-22,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,0,False,False,False,,2025-12-16,4,False,True,ok,
1446,TSLA,Tesla,2025-12-22,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,0,False,False,False,,2025-12-31,4,False,True,ok,
1447,AMD,,2026-01-23,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,5,5,False,True,True,8-K,2026-01-21,4,True,False,ok,material_filing_pm5
1448,MSFT,Microsoft,2026-01-23,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,3,False,False,True,10-Q;8-K,2026-01-28,IRANNOTICE,True,False,ok,material_filing_pm5
1449,TSLA,Tesla,2026-01-23,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,1,False,False,True,8-K,2026-01-28,8-K,True,False,ok,material_filing_pm5
1450,AAPL,Apple,2025-09-10,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,0,False,False,False,,2025-08-29,4,False,True,ok,
1451,AAPL,Apple,2025-09-10,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,0,False,False,False,,2025-08-29,4,False,True,ok,
1452,AMZN,Amazon,2025-09-10,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",3,3,3,False,False,False,,2025-09-10,4,False,True,ok,
1453,AMZN,Amazon,2025-03-11,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,1,1,False,False,False,,2025-03-12,4,False,True,ok,
1454,AMD,,2024-07-30,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,2,2,True,True,True,10-Q;8-K,2024-07-30,8-K,True,False,ok,material_filing_pm5
1455,GOOGL,Alphabet,2024-07-30,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,3,5,False,False,False,,2024-07-30,4,False,True,ok,
1456,NFLX,Netflix,2024-07-12,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,0,False,False,False,,2024-07-18,8-K,False,True,ok,
1457,MSFT,Microsoft,2024-07-12,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,1,False,False,False,,2024-07-16,4,False,True,ok,
1458,TSLA,Tesla,2024-07-12,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,0,False,False,False,,2024-07-02,8-K,False,True,ok,
1459,AAPL,Apple,2024-08-01,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,2,3,True,True,True,10-Q;8-K,2024-08-01,8-K,True,False,ok,material_filing_pm5
1460,MSFT,Microsoft,2024-07-30,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",3,3,4,True,True,True,10-K;8-K,2024-07-30,10-K,True,False,ok,material_filing_pm5
1461,MSFT,Microsoft,2024-07-30,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",3,3,4,True,True,True,10-K;8-K,2024-07-30,10-K,True,False,ok,material_filing_pm5
1462,MSFT,Microsoft,2024-07-30,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",3,3,4,True,True,True,10-K;8-K,2024-07-30,10-K,True,False,ok,material_filing_pm5
1463,MSFT,Microsoft,2024-07-30,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",3,3,4,True,True,True,10-K;8-K,2024-07-30,10-K,True,False,ok,material_filing_pm5
1464,MSFT,Microsoft,2024-07-30,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",3,3,4,True,True,True,10-K;8-K,2024-07-30,10-K,True,False,ok,material_filing_pm5
1465,AMZN,Amazon,2025-03-11,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,1,1,False,False,False,,2025-03-12,4,False,True,ok,
1466,NVDA,Nvidia,2025-03-11,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",8,9,10,False,False,True,8-K,2025-03-12,5,True,False,ok,material_filing_pm5
1467,NFLX,Netflix,2025-12-24,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,2,3,False,True,True,8-K,2025-12-22,425,True,False,ok,material_filing_pm5
1468,TSLA,Tesla,2024-07-23,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,3,3,True,True,True,10-Q;8-K,2024-07-23,8-K,True,False,ok,material_filing_pm5
1469,TSLA,Tesla,2024-07-23,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,3,3,True,True,True,10-Q;8-K,2024-07-23,8-K,True,False,ok,material_filing_pm5
1470,GOOGL,Alphabet,2026-01-28,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",3,5,6,False,False,False,,2026-01-28,3,False,True,ok,
1471,META,Meta,2026-01-28,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",5,6,7,True,True,True,10-K;8-K,2026-01-28,4,True,False,ok,material_filing_pm5
