event_id,ticker,company_name,event_date,window_pm1,window_pm3,window_pm5,filing_count_pm1,filing_count_pm3,filing_count_pm5,material_filing_flag_pm1,material_filing_flag_pm3,material_filing_flag_pm5,material_form_types,nearest_filing_date,nearest_form_type,sec_confounded_flag,sec_clean_flag,query_status,reason_codes
421,NVDA,Nvidia,2024-07-18,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",8,13,16,False,False,False,,2024-07-18,4,False,True,ok,
422,NFLX,Netflix,2021-09-13,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,0,False,False,False,,2023-03-02,4,False,True,ok,
423,NFLX,Netflix,2021-09-13,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,0,False,False,False,,2023-03-02,4,False,True,ok,
424,AMZN,Amazon,2021-09-13,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,0,False,False,False,,2021-09-20,4,False,True,ok,
425,META,Meta,2021-09-13,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,0,False,False,False,,2024-03-27,4,False,True,ok,
426,GOOGL,Alphabet,2024-05-09,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,3,6,False,False,False,,2024-05-08,PX14A6G,False,True,ok,
427,AAPL,Apple,2024-05-09,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,1,False,False,False,,2024-05-14,4,False,True,ok,
428,MSFT,Microsoft,2024-05-09,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,2,2,False,True,True,424B3,2024-05-06,EFFECT,True,False,ok,material_filing_pm5
429,AMD,,2025-11-04,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,2,2,True,True,True,10-Q;8-K,2025-11-04,8-K,True,False,ok,material_filing_pm5
430,AMD,,2025-11-04,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,2,2,True,True,True,10-Q;8-K,2025-11-04,8-K,True,False,ok,material_filing_pm5
431,AMD,,2025-11-04,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,2,2,True,True,True,10-Q;8-K,2025-11-04,8-K,True,False,ok,material_filing_pm5
432,AMD,,2025-11-04,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,2,2,True,True,True,10-Q;8-K,2025-11-04,8-K,True,False,ok,material_filing_pm5
433,UBER,Uber,2026-04-01,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,1,2,False,False,False,,2026-03-30,SCHEDULE 13G,False,True,ok,
434,META,Meta,2025-11-25,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",5,6,9,False,False,False,,2025-11-25,144,False,True,ok,
435,AMZN,Amazon,2024-03-22,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",2,3,4,False,False,False,,2024-03-22,144,False,True,ok,
436,MSFT,Microsoft,2024-03-22,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,1,1,False,False,False,,2024-03-21,11-K,False,True,ok,
437,TSLA,Tesla,2024-03-22,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,0,0,False,False,False,,2024-03-14,4,False,True,ok,
438,AMZN,Amazon,2024-02-23,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",7,19,19,False,False,False,,2024-02-23,4,False,True,ok,
439,MSFT,Microsoft,2024-02-23,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",0,1,1,False,False,False,,2024-02-26,4,False,True,ok,
440,TSLA,Tesla,2024-02-23,"[-1,+1] calendar days","[-3,+3] calendar days","[-5,+5] calendar days",1,2,2,False,False,False,,2024-02-23,4,False,True,ok,
