event_id,video_id,ticker,event_date,in_v1_locked_sample,in_v2_live_sample,v1_only,v2_only,shared,notes
438,CM4TGehCUF0,AMZN,2024-02-23,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
439,CM4TGehCUF0,MSFT,2024-02-23,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
440,CM4TGehCUF0,TSLA,2024-02-23,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
441,CRKqAg9YKHo,AAPL,2025-03-13,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
442,CRKqAg9YKHo,AAPL,2025-03-13,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
443,CT2pUJ90wUg,NVDA,2024-09-07,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
444,CWSl67EDADs,AMZN,2023-10-27,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
445,CySDoMyamVU,NVDA,2025-10-08,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
446,DZmAGPtKjPo,AMZN,2024-05-02,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
447,DZmAGPtKjPo,TSLA,2024-05-02,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
448,DaKIfcEqyPg,NVDA,2025-10-09,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
449,DaKIfcEqyPg,CRM,2025-10-09,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
450,DaKIfcEqyPg,TSLA,2025-10-09,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
451,DaKIfcEqyPg,UBER,2025-10-09,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
452,DflxOfLJ8xQ,AAPL,2024-02-10,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
453,DflxOfLJ8xQ,AMZN,2024-02-10,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
454,DflxOfLJ8xQ,NVDA,2024-02-10,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
455,DflxOfLJ8xQ,TSLA,2024-02-10,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
456,DflxOfLJ8xQ,TSLA,2024-02-10,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
457,EO2vWQwk_Qo,AMD,2026-04-14,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
458,EO2vWQwk_Qo,AMD,2026-04-14,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
459,ElltxVRB1i8,NVDA,2024-06-27,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
460,EtK8NBC96yQ,AMZN,2024-08-22,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
461,EtK8NBC96yQ,AMZN,2024-08-22,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
462,EtK8NBC96yQ,AMZN,2024-08-22,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
463,EtK8NBC96yQ,GOOGL,2024-08-22,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
464,F8lWDNujGRI,MSFT,2025-03-18,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
465,FOq2vKhUYvY,NVDA,2026-03-30,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
466,FXHUZ-1p8Nk,NVDA,2024-01-22,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
467,FcsdeRkD-OU,TSLA,2026-04-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
468,FgMYYrG6j6c,GOOGL,2025-05-09,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
469,FyL889Uw5Vs,NVDA,2024-08-29,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
470,GZ_5WYJCgAo,AMD,2025-10-04,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
471,Gfxx6rBsjwg,AMZN,2024-05-11,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
472,Gh_Uc-iLTbY,META,2025-11-26,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
473,H4omu31OkBg,AMZN,2024-07-22,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
474,H4omu31OkBg,AMZN,2024-07-22,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
475,H7CX1Oy3jsU,AMZN,2024-06-07,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
476,HXAqE8f_m1I,NVDA,2023-11-21,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
477,HXAqE8f_m1I,NVDA,2023-11-21,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
478,HcjSjEiIw4s,META,2022-02-17,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
479,HcjSjEiIw4s,META,2022-02-17,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
480,HcjSjEiIw4s,META,2022-02-17,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
481,HcjSjEiIw4s,META,2022-02-17,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
482,HcjSjEiIw4s,META,2022-02-17,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
483,IPZ83wMtW3o,DIS,2023-09-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
484,IPZ83wMtW3o,DIS,2023-09-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
485,IPZ83wMtW3o,DIS,2023-09-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
486,IUUDPM8NXgA,GOOGL,2026-03-27,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
487,IYpcxacwS2s,TSLA,2024-03-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
488,IYpcxacwS2s,TSLA,2024-03-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
489,IYpcxacwS2s,AAPL,2024-03-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
490,IYpcxacwS2s,NFLX,2024-03-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
491,IncQgF07zCE,CRM,2024-07-27,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
492,Jtb2d9Qowx8,GOOGL,2025-03-30,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
493,JzGoUK4QVIk,GOOGL,2022-05-26,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
494,JzGoUK4QVIk,GOOGL,2022-05-26,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
495,JzGoUK4QVIk,GOOGL,2022-05-26,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
496,K-_qencWHxA,AMZN,2024-01-05,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
497,LAgFGbkIg3Q,AAPL,2024-01-13,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
498,LAgFGbkIg3Q,MSFT,2024-01-13,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
499,LODkUrGJzd0,AAPL,2024-05-08,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
500,LX3ugn9QBCo,AMD,2025-10-12,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
501,LX3ugn9QBCo,AMD,2025-10-12,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
502,MQuPT2q1W94,MSFT,2023-12-22,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
503,MQuPT2q1W94,NVDA,2023-12-22,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
504,N2abqrg8TyA,GOOGL,2024-04-25,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
505,N2e_N1nBlvA,AAPL,2024-05-03,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
506,N2e_N1nBlvA,TSLA,2024-05-03,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
507,NGNmJILVBZo,MSFT,2025-10-30,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
508,NGNmJILVBZo,GOOGL,2025-10-30,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
509,NGNmJILVBZo,META,2025-10-30,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
510,NGNmJILVBZo,META,2025-10-30,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
511,NGNmJILVBZo,NVDA,2025-10-30,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
512,OcO4Ox388Z0,GOOGL,2021-04-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
513,OcO4Ox388Z0,GOOGL,2021-04-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
514,OcO4Ox388Z0,AAPL,2021-04-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
515,Ot1jMl0baYo,META,2023-10-27,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
516,Ot1jMl0baYo,AMZN,2023-10-27,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
517,Ot1jMl0baYo,AMZN,2023-10-27,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
518,P6wHevNNmMU,AAPL,2025-12-19,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
519,P6wHevNNmMU,AAPL,2025-12-19,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
520,PmODfnAbAq0,NVDA,2025-11-04,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
521,PmODfnAbAq0,NVDA,2025-11-04,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
522,PmODfnAbAq0,META,2025-11-04,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
523,PmODfnAbAq0,GOOGL,2025-11-04,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
524,Puu2pYNqcbA,AMD,2025-09-27,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
525,QI1-fVa3k0Y,AAPL,2024-03-14,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
526,QI1-fVa3k0Y,NVDA,2024-03-14,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
527,QMPm2uYybHQ,AAPL,2023-11-02,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
528,QMPm2uYybHQ,AAPL,2023-11-02,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
529,QMPm2uYybHQ,AAPL,2023-11-02,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
530,QMPm2uYybHQ,DIS,2023-11-02,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
531,QWi1PAvoDlo,MSFT,2026-04-12,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
532,QqMTP8BgSWQ,TGT,2024-10-08,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
533,QuWT-ExuT-Q,AAPL,2026-01-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
534,R6wvd_Z8B0M,AMZN,2024-01-26,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
535,R6wvd_Z8B0M,NVDA,2024-01-26,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
536,R6wvd_Z8B0M,NVDA,2024-01-26,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
537,R6wvd_Z8B0M,MSFT,2024-01-26,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
538,RKlo_dWfxSU,AMZN,2026-04-09,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
539,Rgp84JuJ2nY,AMD,2025-09-18,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
540,S1ukBsrglQk,AMZN,2020-07-12,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
541,S1ukBsrglQk,AMZN,2020-07-12,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
542,SJixRhYHKhg,AMZN,2025-09-29,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
543,T-A3OfJxGz4,NVDA,2026-04-16,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
544,TBhc51r61aE,GOOGL,2023-12-07,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
545,TZKPxgRqJgg,NVDA,2025-10-03,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
546,TcYhlMb-swE,AMZN,2023-12-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
547,UGOgeUoo8S0,AAPL,2025-02-20,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
548,V0c9kZdpiWo,TSLA,2025-11-19,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
549,VAHDAxRNx08,META,2026-04-11,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
550,VLGOO8yqgzs,NVDA,2025-11-22,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
551,VLGOO8yqgzs,NVDA,2025-11-22,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
552,VLGOO8yqgzs,MSFT,2025-11-22,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
553,VM6-KSk5TYE,PYPL,2025-09-17,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
554,VM6-KSk5TYE,META,2025-09-17,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
555,VUyEZJu4eXE,AMZN,2021-04-08,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
556,VUyEZJu4eXE,GOOGL,2021-04-08,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
557,VUyEZJu4eXE,AAPL,2021-04-08,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
558,XD_A6QxK6Ys,TSLA,2024-07-04,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
559,XD_A6QxK6Ys,NVDA,2024-07-04,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
560,XD_A6QxK6Ys,AMZN,2024-07-04,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
561,XD_A6QxK6Ys,AAPL,2024-07-04,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
562,X_-mIlpniv0,HOOD,2026-03-25,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
563,X_-mIlpniv0,HOOD,2026-03-25,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
564,X_-mIlpniv0,HOOD,2026-03-25,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
565,X_8rqT14vnw,GOOGL,2024-01-30,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
566,X_8rqT14vnw,GOOGL,2024-01-30,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
567,Xguvua8LkEg,TSLA,2026-04-07,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
568,XySu0nBipaA,AMZN,2021-07-17,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
569,YG30s6R0kO0,PYPL,2025-10-15,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
570,YG30s6R0kO0,GOOGL,2025-10-15,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
571,YG30s6R0kO0,SOFI,2025-10-15,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
572,YjNhEjkFpUI,NVDA,2024-02-22,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
573,YsPXt3LawoQ,PYPL,2025-10-29,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
574,YsPXt3LawoQ,PYPL,2025-10-29,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
575,YsPXt3LawoQ,PYPL,2025-10-29,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
576,YsPXt3LawoQ,PYPL,2025-10-29,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
577,YsPXt3LawoQ,NVDA,2025-10-29,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
578,ZXpwYq07qOg,MSFT,2023-05-31,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
579,ZXpwYq07qOg,GOOGL,2023-05-31,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
580,_4x-tMr38D0,PLTR,2026-03-31,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
581,_VJPAZDFYVE,AMD,2025-10-13,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
582,_r-6KPbghHQ,AMC,2024-03-29,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
583,b2Uv6OHjme4,TSLA,2025-09-30,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
584,cA9G2OXZXVQ,NVDA,2025-09-15,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
585,ccjblJ_mtGw,MSFT,2023-10-25,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
586,ccjblJ_mtGw,MSFT,2023-10-25,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
587,clLVVcds1AI,NVDA,2025-01-27,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
588,cswa4YVAnyM,TSLA,2024-04-26,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
589,cswa4YVAnyM,AAPL,2024-04-26,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
590,cswa4YVAnyM,AMZN,2024-04-26,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
591,cswa4YVAnyM,NFLX,2024-04-26,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
592,cswa4YVAnyM,NVDA,2024-04-26,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
593,d5bOzoJlSs4,TSLA,2026-04-16,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
594,dm1B5DjPP3E,NVDA,2025-11-13,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
595,e067Z5l9jPE,ROKU,2026-04-08,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
596,eGlv_q4KSoI,MSFT,2025-10-07,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
597,eGlv_q4KSoI,PYPL,2025-10-07,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
598,eGlv_q4KSoI,NFLX,2025-10-07,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
599,eGlv_q4KSoI,AMD,2025-10-07,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
600,eGlv_q4KSoI,AMD,2025-10-07,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
601,eGlv_q4KSoI,AMZN,2025-10-07,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
602,fGxKLd_vZiE,AAPL,2024-03-15,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
603,grDxXjdWJ4g,AMZN,2025-03-26,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
604,h6ymtWhz83M,PYPL,2023-11-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
605,h6ymtWhz83M,PYPL,2023-11-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
606,i6k5X9MJgKw,GOOGL,2025-10-07,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
607,i6k5X9MJgKw,META,2025-10-07,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
608,iNPfkVVLq2E,AMD,2024-08-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
609,iNPfkVVLq2E,NVDA,2024-08-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
610,iuKfWZeZQXc,AMZN,2024-07-10,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
611,iuKfWZeZQXc,GOOGL,2024-07-10,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
612,k3WysVWRs6U,GOOGL,2026-04-16,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
613,kFuT8FBg-T8,AMZN,2024-02-02,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
614,kh-qIeu-wEA,AMD,2025-09-21,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
615,kh-qIeu-wEA,NVDA,2025-09-21,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
616,kr9snQXliDg,SOFI,2026-04-13,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
617,l4IqwY5nz4g,TSLA,2024-01-19,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
618,l4IqwY5nz4g,PYPL,2024-01-19,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
619,lPn6paBIAoM,TSLA,2024-02-22,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
620,lv7abqWNEJs,AMD,2025-10-28,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
621,mkeGh__GV0A,GOOGL,2023-11-25,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
622,nHiwla2OsAc,NVDA,2024-02-02,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
623,nHiwla2OsAc,AAPL,2024-02-02,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
624,nHiwla2OsAc,AMZN,2024-02-02,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
625,nQM4C_K_UpQ,AMD,2025-09-25,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
626,nhjlm0LV4zw,PYPL,2025-10-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
627,oPpUoGbiyv0,TSLA,2025-09-15,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
628,oPpUoGbiyv0,TSLA,2025-09-15,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
629,oPpUoGbiyv0,NVDA,2025-09-15,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
630,oPpUoGbiyv0,NVDA,2025-09-15,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
631,ogbJMAEePzM,NVDA,2025-11-03,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
632,ooyo9wx08JY,GOOGL,2023-10-27,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
633,ooyo9wx08JY,AAPL,2023-10-27,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
634,ooyo9wx08JY,DIS,2023-10-27,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
635,pYM6ty5nfkQ,GOOGL,2022-08-23,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
636,pjZCTABmbhA,AMZN,2023-10-27,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
637,rDcn3wmLoYU,PYPL,2025-10-03,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
638,rDcn3wmLoYU,NVDA,2025-10-03,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
639,rMWiPJxiWsE,AAPL,2021-05-04,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
640,sRJBhyHIDHA,SOFI,2025-10-20,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
641,sRJBhyHIDHA,META,2025-10-20,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
642,sRJBhyHIDHA,PYPL,2025-10-20,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
643,sUoXl_cnvEw,AMZN,2024-08-10,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
644,sUoXl_cnvEw,GOOGL,2024-08-10,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
645,sUoXl_cnvEw,AAPL,2024-08-10,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
646,sUoXl_cnvEw,TSLA,2024-08-10,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
647,sz_hSry3zJI,NVDA,2025-09-12,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
648,uzYivf6iZts,AMZN,2025-10-23,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
649,vcXzlFtS4RE,NFLX,2024-01-23,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
650,vcXzlFtS4RE,NFLX,2024-01-23,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
651,vf-5jNQNsgE,GOOGL,2023-12-09,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
652,vpbnPcCzZmg,NVDA,2025-11-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
653,vpbnPcCzZmg,NVDA,2025-11-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
654,vpbnPcCzZmg,NVDA,2025-11-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
655,w_B4UAOg6eE,NVDA,2023-12-03,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
656,w_B4UAOg6eE,NVDA,2023-12-03,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
657,w_B4UAOg6eE,NVDA,2023-12-03,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
658,w_B4UAOg6eE,NVDA,2023-12-03,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
659,x1CWG9Nkkms,NVDA,2024-04-16,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
660,yBRl97boRzI,NVDA,2025-03-04,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
661,yLQATDoXNUU,NVDA,2024-07-01,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
662,yPX_Z4EQLh0,AMZN,2023-12-15,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
663,yPX_Z4EQLh0,NFLX,2023-12-15,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
664,yPX_Z4EQLh0,NFLX,2023-12-15,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
665,yPX_Z4EQLh0,PYPL,2023-12-15,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
666,yPX_Z4EQLh0,GOOGL,2023-12-15,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
667,yPX_Z4EQLh0,TSLA,2023-12-15,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
668,ycJP5cE1yOE,GOOGL,2025-11-24,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
669,zpinxnMqFS8,META,2022-06-06,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
670,zpinxnMqFS8,META,2022-06-06,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
671,zpinxnMqFS8,META,2022-06-06,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
672,zpinxnMqFS8,MSFT,2022-06-06,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
673,zpinxnMqFS8,MSFT,2022-06-06,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
674,zpinxnMqFS8,GOOGL,2022-06-06,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
675,zpinxnMqFS8,AMZN,2022-06-06,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
676,zpinxnMqFS8,AMZN,2022-06-06,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
677,-oAVTOm2yHM,NVDA,2024-09-14,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
678,-oAVTOm2yHM,AAPL,2024-09-14,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
679,-oAVTOm2yHM,NFLX,2024-09-14,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
680,2N5ecN8mPlQ,PYPL,2025-11-24,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
681,2eyBzyijoII,NVDA,2024-08-09,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
682,2eyBzyijoII,TSLA,2024-08-09,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
683,4RbHcZBVnoA,PYPL,2025-11-20,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
