event_id,video_id,ticker,event_date,in_v1_locked_sample,in_v2_live_sample,v1_only,v2_only,shared,notes
223,_2ZHIcyoupo,TSLA,2023-04-28,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
224,_6AAcgMidn8,GOOGL,2025-08-31,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
225,a201UgqFksc,AAPL,2023-04-07,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
226,a747blHtGTw,NVDA,2025-08-27,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
227,a747blHtGTw,NVDA,2025-08-27,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
228,a8FTVi563ko,NVDA,2023-07-14,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
229,aUJ23FNHidI,SHOP,2023-02-16,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
230,aUJ23FNHidI,META,2023-02-16,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
231,aUJ23FNHidI,AMZN,2023-02-16,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
232,aWhISB2Q1kM,MSFT,2026-02-19,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
233,afLq38XS0r0,GOOGL,2023-04-25,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
234,bZ_Q8CdmSw0,NFLX,2026-03-10,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
235,btE2UZZYReU,UBER,2026-02-07,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
236,bybEREMXLTA,MSFT,2026-02-24,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
237,bybEREMXLTA,MSFT,2026-02-24,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
238,cE-YZcHRNz8,TSLA,2023-04-21,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
239,cE-YZcHRNz8,TSLA,2023-04-21,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
240,cHP26eV1bYU,AMC,2023-03-28,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
241,cHP26eV1bYU,AMZN,2023-03-28,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
242,cHP26eV1bYU,AMZN,2023-03-28,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
243,cHP26eV1bYU,AMZN,2023-03-28,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
244,cPwqjwQUXnY,DIS,2023-11-17,True,True,False,False,True,event_id bridge between v1 manifest and v2 live DB
